datetime,datetime_nano,KQ.m@INE.bc.open,KQ.m@INE.bc.high,KQ.m@INE.bc.low,KQ.m@INE.bc.close,KQ.m@INE.bc.volume,KQ.m@INE.bc.open_oi,KQ.m@INE.bc.close_oi
2021-12-06 00:00:00.000000000,1638720000000000000,61540.0,61870.0,61010.0,61220.0,13888,5479,5435
2021-12-07 00:00:00.000000000,1638806400000000000,61220.0,61850.0,61220.0,61620.0,9825,5435,5216
2021-12-08 00:00:00.000000000,1638892800000000000,62200.0,62320.0,61530.0,61680.0,11611,5216,4680
2021-12-09 00:00:00.000000000,1638979200000000000,61520.0,62220.0,61430.0,61830.0,11928,4680,4629
2021-12-10 00:00:00.000000000,1639065600000000000,61550.0,61740.0,61320.0,61650.0,8745,4629,4553
2021-12-13 00:00:00.000000000,1639324800000000000,61640.0,61880.0,61390.0,61720.0,7927,4553,4503
2021-12-14 00:00:00.000000000,1639411200000000000,61440.0,61520.0,60630.0,61020.0,10536,4503,4881
2021-12-15 00:00:00.000000000,1639497600000000000,61230.0,61390.0,60120.0,60180.0,11292,4881,4976
2021-12-16 00:00:00.000000000,1639584000000000000,59640.0,60850.0,59210.0,60650.0,17121,4976,4739
2021-12-17 00:00:00.000000000,1639670400000000000,61280.0,61700.0,61140.0,61500.0,14003,4739,4193
2021-12-20 00:00:00.000000000,1639929600000000000,61570.0,61600.0,60700.0,60820.0,11027,4193,3952
2021-12-21 00:00:00.000000000,1640016000000000000,61190.0,61590.0,60910.0,61470.0,10075,3952,3603
2021-12-22 00:00:00.000000000,1640102400000000000,61680.0,62110.0,61460.0,62040.0,8660,3603,3401
2021-12-23 00:00:00.000000000,1640188800000000000,62390.0,62600.0,62120.0,62460.0,9253,3401,3018
2021-12-24 00:00:00.000000000,1640275200000000000,62000.0,62460.0,61790.0,62060.0,7637,3018,2656
2021-12-27 00:00:00.000000000,1640534400000000000,62070.0,62380.0,61880.0,62010.0,3894,2656,5362
2021-12-28 00:00:00.000000000,1640620800000000000,62900.0,63250.0,62150.0,62970.0,9834,5362,7126
2021-12-29 00:00:00.000000000,1640707200000000000,63210.0,63360.0,62330.0,62640.0,9953,7126,7326
2021-12-30 00:00:00.000000000,1640793600000000000,62370.0,62880.0,62370.0,62630.0,9597,7326,7309
2021-12-31 00:00:00.000000000,1640880000000000000,62820.0,62980.0,62320.0,62880.0,7921,7309,6802
2022-01-04 00:00:00.000000000,1641225600000000000,63110.0,63110.0,62100.0,62230.0,5894,6802,6589
2022-01-05 00:00:00.000000000,1641312000000000000,62380.0,63320.0,62170.0,62700.0,11647,6589,7270
2022-01-06 00:00:00.000000000,1641398400000000000,62700.0,63010.0,61970.0,62020.0,8345,7270,6887
2022-01-07 00:00:00.000000000,1641484800000000000,61940.0,62200.0,61460.0,61960.0,10284,6887,6872
2022-01-10 00:00:00.000000000,1641744000000000000,61910.0,62450.0,61830.0,62280.0,9031,6872,7018
2022-01-11 00:00:00.000000000,1641830400000000000,62220.0,62430.0,61570.0,62230.0,10372,7018,7241
2022-01-12 00:00:00.000000000,1641916800000000000,62360.0,63590.0,62100.0,63430.0,13605,7241,7805
2022-01-13 00:00:00.000000000,1642003200000000000,64050.0,64850.0,63700.0,63830.0,17738,7805,8407
2022-01-14 00:00:00.000000000,1642089600000000000,64370.0,64450.0,63480.0,63850.0,14602,8407,8629
2022-01-17 00:00:00.000000000,1642348800000000000,63530.0,63680.0,62200.0,62480.0,14613,8629,8505
2022-01-18 00:00:00.000000000,1642435200000000000,61880.0,62540.0,61880.0,62330.0,7299,8505,7930
2022-01-19 00:00:00.000000000,1642521600000000000,62140.0,62480.0,61950.0,62240.0,10294,7930,7602
2022-01-20 00:00:00.000000000,1642608000000000000,62630.0,63450.0,62600.0,63380.0,9347,7602,7365
2022-01-21 00:00:00.000000000,1642694400000000000,63400.0,63990.0,63030.0,63480.0,9507,7365,7110
2022-01-24 00:00:00.000000000,1642953600000000000,63420.0,64200.0,62650.0,62760.0,11944,7110,7035
2022-01-25 00:00:00.000000000,1643040000000000000,62280.0,62500.0,61760.0,61840.0,12815,7035,6114
2022-01-26 00:00:00.000000000,1643126400000000000,61780.0,62870.0,61660.0,62760.0,14170,6114,3676
2022-01-27 00:00:00.000000000,1643212800000000000,63060.0,63330.0,62000.0,62050.0,9845,3676,3472
2022-01-28 00:00:00.000000000,1643299200000000000,62720.0,63140.0,62300.0,62540.0,9946,3472,3376
2022-02-07 00:00:00.000000000,1644163200000000000,63360.0,63490.0,62730.0,62890.0,3222,3376,8747
2022-02-08 00:00:00.000000000,1644249600000000000,63070.0,63140.0,62610.0,62950.0,5167,8747,9370
2022-02-09 00:00:00.000000000,1644336000000000000,62580.0,62940.0,62230.0,62810.0,7393,9370,10219
2022-02-10 00:00:00.000000000,1644422400000000000,62810.0,65170.0,62810.0,65120.0,10556,10219,11110
2022-02-11 00:00:00.000000000,1644508800000000000,65520.0,67580.0,63510.0,63810.0,14934,11110,11050
2022-02-14 00:00:00.000000000,1644768000000000000,64100.0,64200.0,63040.0,63630.0,12346,11050,10864
2022-02-15 00:00:00.000000000,1644854400000000000,63530.0,63650.0,62880.0,63360.0,9464,10864,10818
2022-02-16 00:00:00.000000000,1644940800000000000,63780.0,63870.0,63320.0,63870.0,10138,10818,10485
2022-02-17 00:00:00.000000000,1645027200000000000,64050.0,64050.0,63390.0,63520.0,10747,10485,10323
2022-02-18 00:00:00.000000000,1645113600000000000,63520.0,64280.0,63440.0,64130.0,12676,10323,10393
2022-02-21 00:00:00.000000000,1645372800000000000,63870.0,64130.0,63470.0,63670.0,11569,10393,10165
2022-02-22 00:00:00.000000000,1645459200000000000,63300.0,63520.0,63200.0,63220.0,9377,10165,9799
2022-02-23 00:00:00.000000000,1645545600000000000,63560.0,63680.0,63270.0,63460.0,10793,9799,7751
2022-02-24 00:00:00.000000000,1645632000000000000,63360.0,63450.0,62610.0,62980.0,18279,7751,5592
2022-02-25 00:00:00.000000000,1645718400000000000,63290.0,63610.0,62640.0,62750.0,15753,5592,5334
2022-02-28 00:00:00.000000000,1645977600000000000,62810.0,63150.0,62540.0,63060.0,10756,5334,5319
2022-03-01 00:00:00.000000000,1646064000000000000,63110.0,63280.0,62790.0,63270.0,9774,5319,5295
2022-03-02 00:00:00.000000000,1646150400000000000,63420.0,64000.0,63260.0,63730.0,14367,5295,5184
2022-03-03 00:00:00.000000000,1646236800000000000,65300.0,65820.0,64360.0,65680.0,22324,5184,6239
2022-03-04 00:00:00.000000000,1646323200000000000,65650.0,66800.0,65120.0,66310.0,18913,6239,5902
2022-03-07 00:00:00.000000000,1646582400000000000,66400.0,68400.0,63570.0,68120.0,16304,5902,13763
2022-03-08 00:00:00.000000000,1646668800000000000,68430.0,69060.0,64190.0,67020.0,24243,13763,12753
2022-03-09 00:00:00.000000000,1646755200000000000,64320.0,65680.0,63990.0,65210.0,18222,12753,11816
2022-03-10 00:00:00.000000000,1646841600000000000,64460.0,64810.0,63710.0,64290.0,11315,11816,10552
2022-03-11 00:00:00.000000000,1646928000000000000,65000.0,65010.0,64100.0,64420.0,9311,10552,10264
2022-03-14 00:00:00.000000000,1647187200000000000,64550.0,64780.0,64030.0,64140.0,10554,10264,10170
2022-03-15 00:00:00.000000000,1647273600000000000,63560.0,64010.0,63260.0,63530.0,15505,10170,9416
2022-03-16 00:00:00.000000000,1647360000000000000,63160.0,64400.0,63030.0,64190.0,14109,9416,9274
2022-03-17 00:00:00.000000000,1647446400000000000,64710.0,64920.0,64230.0,64580.0,11464,9274,8933
2022-03-18 00:00:00.000000000,1647532800000000000,64920.0,65820.0,64780.0,65330.0,11288,8933,9079
2022-03-21 00:00:00.000000000,1647792000000000000,65240.0,66300.0,65080.0,65290.0,12335,9079,9088
2022-03-22 00:00:00.000000000,1647878400000000000,65300.0,65860.0,65270.0,65560.0,6340,9088,8939
2022-03-23 00:00:00.000000000,1647964800000000000,66300.0,66480.0,65310.0,65760.0,9027,8939,8449
2022-03-24 00:00:00.000000000,1648051200000000000,65960.0,66890.0,65960.0,66520.0,9397,8449,8354
2022-03-25 00:00:00.000000000,1648137600000000000,66590.0,67060.0,66110.0,66210.0,8670,8354,7134
2022-03-28 00:00:00.000000000,1648396800000000000,65980.0,66090.0,65350.0,65490.0,10971,7134,5594
2022-03-29 00:00:00.000000000,1648483200000000000,65770.0,66590.0,65740.0,66240.0,9156,5594,5451
2022-03-30 00:00:00.000000000,1648569600000000000,66020.0,67100.0,65500.0,66940.0,5756,5451,4982
2022-03-31 00:00:00.000000000,1648656000000000000,66600.0,66740.0,65800.0,65840.0,7662,4982,12645
2022-04-01 00:00:00.000000000,1648742400000000000,65980.0,66420.0,64080.0,65580.0,7644,12645,12636
2022-04-06 00:00:00.000000000,1649174400000000000,66400.0,66570.0,66090.0,66310.0,3983,12636,13116
2022-04-07 00:00:00.000000000,1649260800000000000,66340.0,66590.0,65550.0,65930.0,8102,13116,12957
2022-04-08 00:00:00.000000000,1649347200000000000,65740.0,66400.0,65650.0,66270.0,7740,12957,12796
2022-04-11 00:00:00.000000000,1649606400000000000,66180.0,66260.0,65610.0,65720.0,8350,12796,12553
2022-04-12 00:00:00.000000000,1649692800000000000,65590.0,65820.0,65230.0,65710.0,10370,12553,11693
2022-04-13 00:00:00.000000000,1649779200000000000,65620.0,66700.0,65610.0,66400.0,10382,11693,11460
2022-04-14 00:00:00.000000000,1649865600000000000,66000.0,66560.0,65910.0,66350.0,8251,11460,11274
2022-04-15 00:00:00.000000000,1649952000000000000,66060.0,67180.0,65950.0,67050.0,8394,11274,11706
2022-04-18 00:00:00.000000000,1650211200000000000,67290.0,67350.0,66710.0,66770.0,6672,11706,11399
2022-04-19 00:00:00.000000000,1650297600000000000,66900.0,67650.0,66860.0,67190.0,10753,11399,10797
2022-04-20 00:00:00.000000000,1650384000000000000,66850.0,66850.0,66400.0,66570.0,9884,10797,10373
2022-04-21 00:00:00.000000000,1650470400000000000,66310.0,66800.0,66200.0,66500.0,8961,10373,9909
2022-04-22 00:00:00.000000000,1650556800000000000,66990.0,67340.0,66780.0,67120.0,10533,9909,9322
2022-04-25 00:00:00.000000000,1650816000000000000,67300.0,67420.0,65550.0,65650.0,15853,9322,8529
2022-04-26 00:00:00.000000000,1650902400000000000,65340.0,65780.0,64710.0,65330.0,17638,8529,5742
2022-04-27 00:00:00.000000000,1650988800000000000,64990.0,65530.0,64920.0,65160.0,12267,5742,4412
2022-04-28 00:00:00.000000000,1651075200000000000,64810.0,65680.0,64800.0,65240.0,13184,4412,11243
2022-04-29 00:00:00.000000000,1651161600000000000,65260.0,65760.0,64830.0,65600.0,14104,11243,11309
2022-05-05 00:00:00.000000000,1651680000000000000,64850.0,65250.0,64610.0,64660.0,9976,11309,10922
2022-05-06 00:00:00.000000000,1651766400000000000,64220.0,64530.0,62020.0,63760.0,26451,10922,11324
2022-05-09 00:00:00.000000000,1652025600000000000,63500.0,63810.0,63150.0,63170.0,21010,11324,11406
2022-05-10 00:00:00.000000000,1652112000000000000,62530.0,63660.0,62530.0,63500.0,23486,11406,11561
2022-05-11 00:00:00.000000000,1652198400000000000,63330.0,63550.0,62420.0,63240.0,21403,11561,11709
2022-05-12 00:00:00.000000000,1652284800000000000,63100.0,63630.0,62450.0,62480.0,22782,11709,12846
2022-05-13 00:00:00.000000000,1652371200000000000,62000.0,62830.0,61670.0,62760.0,20826,12846,12810
2022-05-16 00:00:00.000000000,1652630400000000000,62300.0,63400.0,62070.0,63000.0,20459,12810,13131
2022-05-17 00:00:00.000000000,1652716800000000000,63260.0,63600.0,63020.0,63450.0,15024,13131,13544
2022-05-18 00:00:00.000000000,1652803200000000000,63750.0,63850.0,63130.0,63160.0,12967,13544,12707
2022-05-19 00:00:00.000000000,1652889600000000000,63100.0,63390.0,62730.0,63240.0,13759,12707,12369
2022-05-20 00:00:00.000000000,1652976000000000000,63420.0,63910.0,63350.0,63760.0,14704,12369,11713
2022-05-23 00:00:00.000000000,1653235200000000000,63810.0,64100.0,63510.0,63910.0,14535,11713,11059
2022-05-24 00:00:00.000000000,1653321600000000000,64040.0,64200.0,63590.0,63700.0,11580,11059,9914
2022-05-25 00:00:00.000000000,1653408000000000000,63270.0,64020.0,63270.0,63770.0,10546,9914,8823
2022-05-26 00:00:00.000000000,1653494400000000000,63360.0,63670.0,63270.0,63380.0,9048,8823,6115
2022-05-27 00:00:00.000000000,1653580800000000000,63600.0,64440.0,63500.0,64130.0,20413,6115,8070
2022-05-30 00:00:00.000000000,1653840000000000000,64230.0,64440.0,64050.0,64260.0,19826,8070,8479
2022-05-31 00:00:00.000000000,1653926400000000000,64300.0,64600.0,64110.0,64430.0,12454,8479,8687
2022-06-01 00:00:00.000000000,1654012800000000000,64320.0,64330.0,63640.0,63820.0,17674,8687,9514
2022-06-02 00:00:00.000000000,1654099200000000000,64240.0,64560.0,63990.0,64450.0,16137,9514,9712
2022-06-06 00:00:00.000000000,1654444800000000000,65290.0,65420.0,64990.0,65100.0,13239,9712,10197
2022-06-07 00:00:00.000000000,1654531200000000000,65320.0,65380.0,64930.0,64980.0,15964,10197,10497
2022-06-08 00:00:00.000000000,1654617600000000000,64980.0,65370.0,64820.0,65190.0,17409,10497,11110
2022-06-09 00:00:00.000000000,1654704000000000000,65280.0,65560.0,65150.0,65220.0,15309,11110,11258
2022-06-10 00:00:00.000000000,1654790400000000000,64980.0,65040.0,64670.0,64850.0,13610,11258,11251
2022-06-13 00:00:00.000000000,1655049600000000000,64850.0,64850.0,63750.0,63860.0,18159,11251,10876
2022-06-14 00:00:00.000000000,1655136000000000000,63420.0,63780.0,63210.0,63650.0,15817,10876,10439
2022-06-15 00:00:00.000000000,1655222400000000000,63310.0,63400.0,62590.0,62600.0,19637,10439,11066
2022-06-16 00:00:00.000000000,1655308800000000000,62640.0,63020.0,62350.0,62400.0,16272,11066,11698
2022-06-17 00:00:00.000000000,1655395200000000000,61600.0,61810.0,61110.0,61620.0,18211,11698,12045
2022-06-20 00:00:00.000000000,1655654400000000000,61300.0,61340.0,59880.0,59950.0,17607,12045,12324
2022-06-21 00:00:00.000000000,1655740800000000000,59940.0,60620.0,59640.0,60070.0,19483,12324,11383
2022-06-22 00:00:00.000000000,1655827200000000000,60430.0,60920.0,59100.0,59140.0,17452,11383,11740
2022-06-23 00:00:00.000000000,1655913600000000000,58920.0,59380.0,57860.0,58590.0,22582,11740,11345
2022-06-24 00:00:00.000000000,1656000000000000000,57940.0,58120.0,56130.0,56180.0,22230,11345,10355
2022-06-27 00:00:00.000000000,1656259200000000000,55940.0,57250.0,54600.0,56470.0,20841,10355,6619
2022-06-28 00:00:00.000000000,1656345600000000000,56400.0,57370.0,56160.0,57350.0,28051,6619,14821
2022-06-29 00:00:00.000000000,1656432000000000000,57250.0,57380.0,55650.0,56090.0,35515,14821,17876
2022-06-30 00:00:00.000000000,1656518400000000000,56620.0,57140.0,56330.0,56480.0,22649,17876,17663
2022-07-01 00:00:00.000000000,1656604800000000000,55950.0,55990.0,54340.0,54480.0,24947,17663,17746
2022-07-04 00:00:00.000000000,1656864000000000000,54160.0,54710.0,53660.0,53660.0,30727,17746,17559
2022-07-05 00:00:00.000000000,1656950400000000000,54070.0,54550.0,53280.0,53300.0,25495,17559,17602
2022-07-06 00:00:00.000000000,1657036800000000000,52630.0,52660.0,49430.0,51200.0,38324,17602,17543
2022-07-07 00:00:00.000000000,1657123200000000000,51670.0,52870.0,50780.0,52070.0,35190,17543,17528
2022-07-08 00:00:00.000000000,1657209600000000000,53460.0,53750.0,52250.0,52400.0,27038,17528,17100
2022-07-11 00:00:00.000000000,1657468800000000000,52710.0,53150.0,51470.0,51990.0,24054,17100,17128
2022-07-12 00:00:00.000000000,1657555200000000000,52230.0,52230.0,50610.0,50810.0,24773,17128,16865
2022-07-13 00:00:00.000000000,1657641600000000000,50320.0,50450.0,49000.0,49590.0,32931,16865,16931
2022-07-14 00:00:00.000000000,1657728000000000000,49290.0,50110.0,48470.0,49180.0,33590,16931,17212
2022-07-15 00:00:00.000000000,1657814400000000000,49160.0,49180.0,47430.0,47460.0,34314,17212,17537
2022-07-18 00:00:00.000000000,1658073600000000000,47950.0,49990.0,47880.0,49970.0,32506,17537,16887
2022-07-19 00:00:00.000000000,1658160000000000000,50010.0,50880.0,49310.0,49560.0,20171,16887,16497
2022-07-20 00:00:00.000000000,1658246400000000000,49570.0,50790.0,49050.0,50320.0,24497,16497,16256
2022-07-21 00:00:00.000000000,1658332800000000000,50530.0,50780.0,49500.0,49720.0,20932,16256,15887
2022-07-22 00:00:00.000000000,1658419200000000000,49370.0,50550.0,49300.0,50470.0,22471,15887,16204
2022-07-25 00:00:00.000000000,1658678400000000000,50380.0,51340.0,50190.0,50640.0,24515,16204,14474
2022-07-26 00:00:00.000000000,1658764800000000000,51200.0,52400.0,50890.0,52290.0,14000,14474,11809
2022-07-27 00:00:00.000000000,1658851200000000000,52220.0,52290.0,51280.0,52030.0,8558,11809,10194
2022-07-28 00:00:00.000000000,1658937600000000000,51480.0,53080.0,51230.0,53070.0,30823,10194,12024
2022-07-29 00:00:00.000000000,1659024000000000000,52740.0,53230.0,52360.0,53160.0,30765,12024,12238
2022-08-01 00:00:00.000000000,1659283200000000000,53300.0,54130.0,52960.0,53780.0,35070,12238,12180
2022-08-02 00:00:00.000000000,1659369600000000000,54060.0,54110.0,52260.0,53300.0,35446,12180,12158
2022-08-03 00:00:00.000000000,1659456000000000000,53480.0,53660.0,52610.0,52910.0,32499,12158,11958
2022-08-04 00:00:00.000000000,1659542400000000000,53120.0,53270.0,51920.0,51930.0,24731,11958,11583
2022-08-05 00:00:00.000000000,1659628800000000000,52270.0,53670.0,51790.0,53470.0,26313,11583,10770
2022-08-08 00:00:00.000000000,1659888000000000000,53580.0,54260.0,52970.0,54200.0,23807,10770,10265
2022-08-09 00:00:00.000000000,1659974400000000000,54020.0,54750.0,53790.0,54370.0,18962,10265,10061
2022-08-10 00:00:00.000000000,1660060800000000000,54520.0,54920.0,53930.0,54200.0,20350,10061,10255
2022-08-11 00:00:00.000000000,1660147200000000000,55160.0,55710.0,54680.0,55580.0,21675,10255,10330
2022-08-12 00:00:00.000000000,1660233600000000000,55890.0,55970.0,55420.0,55900.0,18258,10330,10001
2022-08-15 00:00:00.000000000,1660492800000000000,55400.0,55650.0,54350.0,54550.0,20320,10001,9877
2022-08-16 00:00:00.000000000,1660579200000000000,54150.0,55500.0,53960.0,55100.0,21627,9877,10201
2022-08-17 00:00:00.000000000,1660665600000000000,55120.0,55400.0,54800.0,55010.0,19884,10201,10302
2022-08-18 00:00:00.000000000,1660752000000000000,54710.0,54930.0,54260.0,54270.0,16310,10302,10079
2022-08-19 00:00:00.000000000,1660838400000000000,55360.0,55680.0,55040.0,55110.0,18223,10079,10414
2022-08-22 00:00:00.000000000,1661097600000000000,55600.0,56300.0,55480.0,55710.0,15443,10414,9961
2022-08-23 00:00:00.000000000,1661184000000000000,55580.0,56170.0,55340.0,55930.0,12250,9961,9684
2022-08-24 00:00:00.000000000,1661270400000000000,56280.0,56640.0,56020.0,56490.0,12210,9684,9365
2022-08-25 00:00:00.000000000,1661356800000000000,56200.0,56240.0,55720.0,56130.0,12332,9365,8472
2022-08-26 00:00:00.000000000,1661443200000000000,56340.0,57020.0,56230.0,57010.0,9266,8472,7292
2022-08-29 00:00:00.000000000,1661702400000000000,57460.0,57770.0,55540.0,55790.0,11238,7292,5101
2022-08-30 00:00:00.000000000,1661788800000000000,55680.0,55700.0,55040.0,55250.0,14075,5101,9104
2022-08-31 00:00:00.000000000,1661875200000000000,54850.0,55290.0,54670.0,55050.0,12824,9104,9077
2022-09-01 00:00:00.000000000,1661961600000000000,53810.0,54580.0,53470.0,53780.0,16000,9077,9593
2022-09-02 00:00:00.000000000,1662048000000000000,53550.0,53580.0,52440.0,52670.0,16169,9593,9703
2022-09-05 00:00:00.000000000,1662307200000000000,52790.0,53620.0,52600.0,53480.0,17028,9703,10006
2022-09-06 00:00:00.000000000,1662393600000000000,53300.0,54500.0,53300.0,54470.0,11035,10006,10273
2022-09-07 00:00:00.000000000,1662480000000000000,54250.0,54410.0,53410.0,53550.0,11577,10273,10167
2022-09-08 00:00:00.000000000,1662566400000000000,53830.0,54290.0,53480.0,53980.0,12460,10167,10306
2022-09-09 00:00:00.000000000,1662652800000000000,54320.0,56120.0,54180.0,55840.0,15974,10306,10016
2022-09-13 00:00:00.000000000,1662998400000000000,56090.0,56370.0,55810.0,56090.0,8733,10016,9240
2022-09-14 00:00:00.000000000,1663084800000000000,56000.0,56030.0,55070.0,55270.0,13209,9240,9339
2022-09-15 00:00:00.000000000,1663171200000000000,55300.0,55590.0,54840.0,54990.0,12796,9339,8997
2022-09-16 00:00:00.000000000,1663257600000000000,54700.0,55150.0,54580.0,54670.0,11534,8997,8836
2022-09-19 00:00:00.000000000,1663516800000000000,54840.0,55900.0,54730.0,55130.0,14076,8836,8495
2022-09-20 00:00:00.000000000,1663603200000000000,54830.0,55800.0,54790.0,55470.0,9824,8495,8373
2022-09-21 00:00:00.000000000,1663689600000000000,55360.0,55860.0,55200.0,55730.0,9336,8373,8252
2022-09-22 00:00:00.000000000,1663776000000000000,55280.0,55800.0,54740.0,55380.0,12958,8252,7676
2022-09-23 00:00:00.000000000,1663862400000000000,55810.0,55980.0,55000.0,55000.0,10023,7676,6493
2022-09-26 00:00:00.000000000,1664121600000000000,54070.0,54350.0,53310.0,53480.0,9663,6493,4165
2022-09-27 00:00:00.000000000,1664208000000000000,53020.0,53680.0,52810.0,53310.0,16049,4165,8223
2022-09-28 00:00:00.000000000,1664294400000000000,53500.0,53590.0,52730.0,52830.0,17386,8223,9441
2022-09-29 00:00:00.000000000,1664380800000000000,53360.0,54040.0,53190.0,53650.0,16624,9441,9133
2022-09-30 00:00:00.000000000,1664467200000000000,54140.0,54400.0,53550.0,54140.0,14078,9133,9134
2022-10-10 00:00:00.000000000,1665331200000000000,53850.0,54380.0,53790.0,53970.0,8188,9134,8977
2022-10-11 00:00:00.000000000,1665417600000000000,54680.0,55370.0,54600.0,55120.0,15877,8977,9171
2022-10-12 00:00:00.000000000,1665504000000000000,55300.0,55390.0,54650.0,55300.0,12782,9171,9363
2022-10-13 00:00:00.000000000,1665590400000000000,55000.0,55260.0,54790.0,54920.0,10612,9363,9195
2022-10-14 00:00:00.000000000,1665676800000000000,54590.0,56250.0,54510.0,56160.0,19197,9195,10085
2022-10-17 00:00:00.000000000,1665936000000000000,56310.0,56310.0,55380.0,55600.0,13875,10085,9485
2022-10-18 00:00:00.000000000,1666022400000000000,55970.0,55970.0,55130.0,55350.0,11512,9485,8888
2022-10-19 00:00:00.000000000,1666108800000000000,55200.0,55240.0,54530.0,54730.0,10939,8888,8167
2022-10-20 00:00:00.000000000,1666195200000000000,54740.0,55050.0,54460.0,54640.0,11254,8167,7811
2022-10-21 00:00:00.000000000,1666281600000000000,55120.0,56000.0,55010.0,55520.0,14364,7811,8358
2022-10-24 00:00:00.000000000,1666540800000000000,55460.0,56950.0,55410.0,56530.0,19474,8358,7646
2022-10-25 00:00:00.000000000,1666627200000000000,56480.0,56770.0,56350.0,56670.0,14553,7646,6006
2022-10-26 00:00:00.000000000,1666713600000000000,56200.0,56700.0,56100.0,56460.0,7000,6006,4045
2022-10-27 00:00:00.000000000,1666800000000000000,56450.0,56620.0,56070.0,56540.0,24637,4045,13407
2022-10-28 00:00:00.000000000,1666886400000000000,56680.0,57160.0,55870.0,55940.0,21129,13407,13775
2022-10-31 00:00:00.000000000,1667145600000000000,55800.0,56130.0,54980.0,55110.0,18632,13775,13660
2022-11-01 00:00:00.000000000,1667232000000000000,54830.0,56480.0,54830.0,56360.0,15641,13660,14205
2022-11-02 00:00:00.000000000,1667318400000000000,56740.0,56970.0,56160.0,56700.0,13630,14205,15233
2022-11-03 00:00:00.000000000,1667404800000000000,56320.0,56710.0,56250.0,56470.0,9815,15233,15367
2022-11-04 00:00:00.000000000,1667491200000000000,55890.0,57470.0,55860.0,57290.0,18771,15367,15855
2022-11-07 00:00:00.000000000,1667750400000000000,58620.0,59340.0,57960.0,58670.0,21088,15855,15932
2022-11-08 00:00:00.000000000,1667836800000000000,58620.0,58710.0,57910.0,58600.0,14936,15932,15927
2022-11-09 00:00:00.000000000,1667923200000000000,58800.0,59720.0,58700.0,59550.0,13802,15927,16259
2022-11-10 00:00:00.000000000,1668009600000000000,59240.0,60250.0,59110.0,59800.0,14905,16259,16601
2022-11-11 00:00:00.000000000,1668096000000000000,59590.0,61510.0,59540.0,60810.0,20085,16601,16798
2022-11-14 00:00:00.000000000,1668355200000000000,60750.0,61380.0,59670.0,60010.0,19226,16798,15796
2022-11-15 00:00:00.000000000,1668441600000000000,59640.0,60290.0,59520.0,60150.0,10327,15796,15834
2022-11-16 00:00:00.000000000,1668528000000000000,59870.0,60150.0,59340.0,59650.0,9395,15834,15981
2022-11-17 00:00:00.000000000,1668614400000000000,59480.0,59680.0,58890.0,59410.0,11506,15981,15598
2022-11-18 00:00:00.000000000,1668700800000000000,59180.0,59280.0,58630.0,58680.0,9179,15598,15692
2022-11-21 00:00:00.000000000,1668960000000000000,58480.0,58600.0,57670.0,57960.0,12818,15692,15503
2022-11-22 00:00:00.000000000,1669046400000000000,57530.0,57800.0,57230.0,57280.0,9705,15503,14449
2022-11-23 00:00:00.000000000,1669132800000000000,57840.0,58250.0,57490.0,57770.0,13100,14449,13488
2022-11-24 00:00:00.000000000,1669219200000000000,57530.0,58150.0,57520.0,58000.0,13789,13488,11991
2022-11-25 00:00:00.000000000,1669305600000000000,57880.0,58150.0,57720.0,58030.0,11500,11991,9814
2022-11-28 00:00:00.000000000,1669564800000000000,58380.0,58520.0,56900.0,57240.0,12614,9814,5082
2022-11-29 00:00:00.000000000,1669651200000000000,57650.0,58360.0,57500.0,58090.0,6553,5082,3710
2022-11-30 00:00:00.000000000,1669737600000000000,58170.0,58180.0,57570.0,57730.0,10836,3710,13658
2022-12-01 00:00:00.000000000,1669824000000000000,58390.0,59070.0,58090.0,59040.0,17202,13658,13430
2022-12-02 00:00:00.000000000,1669910400000000000,58810.0,59480.0,58610.0,59460.0,12197,13430,14016
2022-12-05 00:00:00.000000000,1670169600000000000,59210.0,59940.0,58740.0,59380.0,14155,14016,13975
2022-12-06 00:00:00.000000000,1670256000000000000,59400.0,59450.0,58590.0,58720.0,9778,13975,13609
2022-12-07 00:00:00.000000000,1670342400000000000,58750.0,59460.0,58380.0,58530.0,16218,13609,13791
2022-12-08 00:00:00.000000000,1670428800000000000,58690.0,59640.0,58620.0,59470.0,13187,13791,14096
2022-12-09 00:00:00.000000000,1670515200000000000,59740.0,60260.0,59560.0,60250.0,11359,14096,14662
2022-12-12 00:00:00.000000000,1670774400000000000,59680.0,59830.0,58930.0,58980.0,13025,14662,14072
2022-12-13 00:00:00.000000000,1670860800000000000,58970.0,59180.0,58530.0,59110.0,10594,14072,13879
2022-12-14 00:00:00.000000000,1670947200000000000,59350.0,60100.0,59280.0,59560.0,15680,13879,14672
2022-12-15 00:00:00.000000000,1671033600000000000,59180.0,59440.0,58780.0,58900.0,11892,14672,14021
2022-12-16 00:00:00.000000000,1671120000000000000,58950.0,59100.0,56510.0,58330.0,16104,14021,13734
2022-12-19 00:00:00.000000000,1671379200000000000,58020.0,58950.0,57900.0,58110.0,13892,13734,13140
2022-12-20 00:00:00.000000000,1671465600000000000,58360.0,58640.0,57500.0,57990.0,15746,13140,13081
2022-12-21 00:00:00.000000000,1671552000000000000,58020.0,58820.0,58020.0,58690.0,12898,13081,12364
2022-12-22 00:00:00.000000000,1671638400000000000,58710.0,59260.0,58540.0,58810.0,11010,12364,11583
2022-12-23 00:00:00.000000000,1671724800000000000,58780.0,58800.0,58160.0,58260.0,15409,11583,9286
