datetime,datetime_nano,KQ.m@DCE.eb.open,KQ.m@DCE.eb.high,KQ.m@DCE.eb.low,KQ.m@DCE.eb.close,KQ.m@DCE.eb.volume,KQ.m@DCE.eb.open_oi,KQ.m@DCE.eb.close_oi
2020-10-20 00:00:00.000000000,1603123200000000000,6365.0,6467.0,6324.0,6422.0,175375,144634,144807
2020-10-21 00:00:00.000000000,1603209600000000000,6475.0,6676.0,6383.0,6405.0,345024,144807,139060
2020-10-22 00:00:00.000000000,1603296000000000000,6405.0,6527.0,6300.0,6506.0,213699,139060,144436
2020-10-23 00:00:00.000000000,1603382400000000000,6513.0,6513.0,6266.0,6271.0,187021,144436,133268
2020-10-26 00:00:00.000000000,1603641600000000000,6301.0,6460.0,6283.0,6359.0,164762,133268,130337
2020-10-27 00:00:00.000000000,1603728000000000000,6340.0,6509.0,6310.0,6437.0,205350,130337,138574
2020-10-28 00:00:00.000000000,1603814400000000000,6520.0,6625.0,6472.0,6599.0,240808,138574,147428
2020-10-29 00:00:00.000000000,1603900800000000000,6597.0,6861.0,6553.0,6832.0,407484,147428,179280
2020-10-30 00:00:00.000000000,1603987200000000000,6787.0,6946.0,6678.0,6746.0,492186,179280,154798
2020-11-02 00:00:00.000000000,1604246400000000000,6770.0,7021.0,6684.0,7004.0,314155,154798,164508
2020-11-03 00:00:00.000000000,1604332800000000000,6993.0,7041.0,6884.0,6961.0,228916,164508,152494
2020-11-04 00:00:00.000000000,1604419200000000000,7050.0,7303.0,7023.0,7276.0,423650,152494,173960
2020-11-05 00:00:00.000000000,1604505600000000000,7284.0,7406.0,7075.0,7081.0,490501,173960,159490
2020-11-06 00:00:00.000000000,1604592000000000000,7116.0,7177.0,6934.0,6990.0,399610,159490,146818
2020-11-09 00:00:00.000000000,1604851200000000000,7041.0,7400.0,7030.0,7391.0,497482,146818,165287
2020-11-10 00:00:00.000000000,1604937600000000000,7510.0,7580.0,7278.0,7388.0,442229,165287,159238
2020-11-11 00:00:00.000000000,1605024000000000000,7420.0,7600.0,7309.0,7600.0,335552,159238,169658
2020-11-12 00:00:00.000000000,1605110400000000000,7635.0,7700.0,7508.0,7600.0,501185,169658,171319
2020-11-13 00:00:00.000000000,1605196800000000000,7567.0,7872.0,7548.0,7860.0,551190,171319,190442
2020-11-16 00:00:00.000000000,1605456000000000000,7848.0,8435.0,7825.0,8299.0,890486,190442,197981
2020-11-17 00:00:00.000000000,1605542400000000000,8156.0,8200.0,7861.0,7960.0,980632,197981,164027
2020-11-18 00:00:00.000000000,1605628800000000000,7937.0,7954.0,7660.0,7677.0,808479,164027,159185
2020-11-19 00:00:00.000000000,1605715200000000000,7690.0,7918.0,7498.0,7518.0,963408,159185,156024
2020-11-20 00:00:00.000000000,1605801600000000000,7548.0,7597.0,7433.0,7527.0,577776,156024,152691
2020-11-23 00:00:00.000000000,1606060800000000000,7551.0,7740.0,7444.0,7612.0,594957,152691,149280
2020-11-24 00:00:00.000000000,1606147200000000000,7612.0,7646.0,7226.0,7280.0,502292,149280,147243
2020-11-25 00:00:00.000000000,1606233600000000000,7261.0,7388.0,7241.0,7340.0,249499,147243,131921
2020-11-26 00:00:00.000000000,1606320000000000000,7350.0,7538.0,7250.0,7350.0,488976,131921,142641
2020-11-27 00:00:00.000000000,1606406400000000000,7345.0,7533.0,7240.0,7532.0,351105,142641,138335
2020-11-30 00:00:00.000000000,1606665600000000000,7559.0,7773.0,7462.0,7623.0,408446,138335,139580
2020-12-01 00:00:00.000000000,1606752000000000000,7659.0,7699.0,7410.0,7411.0,288609,139580,128141
2020-12-02 00:00:00.000000000,1606838400000000000,7412.0,7465.0,7280.0,7318.0,277061,128141,131437
2020-12-03 00:00:00.000000000,1606924800000000000,7290.0,7440.0,7190.0,7350.0,213114,131437,123291
2020-12-04 00:00:00.000000000,1607011200000000000,7327.0,7346.0,7046.0,7090.0,298099,123291,124723
2020-12-07 00:00:00.000000000,1607270400000000000,7057.0,7320.0,7022.0,7290.0,241229,124723,111606
2020-12-08 00:00:00.000000000,1607356800000000000,7298.0,7347.0,7087.0,7139.0,187695,111606,106307
2020-12-09 00:00:00.000000000,1607443200000000000,7095.0,7257.0,6902.0,6930.0,227545,106307,105871
2020-12-10 00:00:00.000000000,1607529600000000000,6989.0,6992.0,6690.0,6756.0,221540,105871,103322
2020-12-11 00:00:00.000000000,1607616000000000000,6756.0,6869.0,6684.0,6814.0,174429,103322,88539
2020-12-14 00:00:00.000000000,1607875200000000000,6791.0,6925.0,6713.0,6822.0,162217,88539,83245
2020-12-15 00:00:00.000000000,1607961600000000000,6829.0,6895.0,6642.0,6834.0,205177,83245,76577
2020-12-16 00:00:00.000000000,1608048000000000000,6864.0,6928.0,6620.0,6647.0,155170,76577,77206
2020-12-17 00:00:00.000000000,1608134400000000000,6655.0,6885.0,6570.0,6881.0,194292,77206,74389
2020-12-18 00:00:00.000000000,1608220800000000000,6888.0,7155.0,6860.0,6943.0,184644,74389,58458
2020-12-21 00:00:00.000000000,1608480000000000000,6943.0,6976.0,6650.0,6674.0,112550,58458,52828
2020-12-22 00:00:00.000000000,1608566400000000000,6629.0,6732.0,6416.0,6484.0,109541,52828,42739
2020-12-23 00:00:00.000000000,1608652800000000000,6530.0,6545.0,6292.0,6377.0,225357,42739,58477
2020-12-24 00:00:00.000000000,1608739200000000000,6403.0,6606.0,6387.0,6483.0,181943,58477,56192
2020-12-25 00:00:00.000000000,1608825600000000000,6440.0,6665.0,6416.0,6455.0,198512,56192,60194
2020-12-28 00:00:00.000000000,1609084800000000000,6450.0,6455.0,6095.0,6130.0,358233,60194,82157
2020-12-29 00:00:00.000000000,1609171200000000000,6140.0,6155.0,6011.0,6082.0,322465,82157,83419
2020-12-30 00:00:00.000000000,1609257600000000000,6112.0,6237.0,6072.0,6185.0,282768,83419,70904
2020-12-31 00:00:00.000000000,1609344000000000000,6192.0,6367.0,6126.0,6356.0,156813,70904,57144
2021-01-04 00:00:00.000000000,1609689600000000000,6370.0,6415.0,6233.0,6364.0,87417,57144,52965
2021-01-05 00:00:00.000000000,1609776000000000000,6329.0,6532.0,6325.0,6411.0,222357,52965,46619
2021-01-06 00:00:00.000000000,1609862400000000000,6430.0,6688.0,6428.0,6600.0,317611,46619,48554
2021-01-07 00:00:00.000000000,1609948800000000000,6580.0,6730.0,6462.0,6660.0,255339,48554,51510
2021-01-08 00:00:00.000000000,1610035200000000000,6679.0,6795.0,6536.0,6698.0,249542,51510,47439
2021-01-11 00:00:00.000000000,1610294400000000000,6682.0,6885.0,6570.0,6679.0,332150,47439,43030
2021-01-12 00:00:00.000000000,1610380800000000000,6723.0,6808.0,6551.0,6758.0,276817,43030,43990
2021-01-13 00:00:00.000000000,1610467200000000000,6756.0,6997.0,6747.0,6898.0,255004,43990,50087
2021-01-14 00:00:00.000000000,1610553600000000000,6891.0,6969.0,6652.0,6689.0,252080,50087,38138
2021-01-15 00:00:00.000000000,1610640000000000000,6702.0,6868.0,6674.0,6790.0,116021,38138,43787
2021-01-18 00:00:00.000000000,1610899200000000000,6791.0,7369.0,6729.0,6858.0,152123,43787,45411
2021-01-19 00:00:00.000000000,1610985600000000000,6855.0,7200.0,6830.0,7116.0,204264,45411,64115
2021-01-20 00:00:00.000000000,1611072000000000000,7125.0,7280.0,7061.0,7125.0,180662,64115,63147
2021-01-21 00:00:00.000000000,1611158400000000000,7127.0,7223.0,6840.0,6900.0,171864,63147,58956
2021-01-22 00:00:00.000000000,1611244800000000000,6905.0,7011.0,6738.0,6871.0,172454,58956,56211
2021-01-25 00:00:00.000000000,1611504000000000000,6814.0,6963.0,6769.0,6884.0,101572,56211,45683
2021-01-26 00:00:00.000000000,1611590400000000000,6900.0,7120.0,6894.0,7056.0,271359,45683,76141
2021-01-27 00:00:00.000000000,1611676800000000000,7088.0,7426.0,7088.0,7419.0,439618,76141,130344
2021-01-28 00:00:00.000000000,1611763200000000000,7400.0,7400.0,7071.0,7092.0,526318,130344,94441
2021-01-29 00:00:00.000000000,1611849600000000000,7120.0,7305.0,6965.0,7299.0,543476,94441,94202
2021-02-01 00:00:00.000000000,1612108800000000000,7302.0,7386.0,7225.0,7335.0,420489,94202,91824
2021-02-02 00:00:00.000000000,1612195200000000000,7364.0,7529.0,7355.0,7451.0,307506,91824,91022
2021-02-03 00:00:00.000000000,1612281600000000000,7491.0,7550.0,7308.0,7423.0,224671,91022,89176
2021-02-04 00:00:00.000000000,1612368000000000000,7449.0,7650.0,7345.0,7641.0,305399,89176,104808
2021-02-05 00:00:00.000000000,1612454400000000000,7617.0,7705.0,7582.0,7687.0,290367,104808,108070
2021-02-08 00:00:00.000000000,1612713600000000000,7720.0,7920.0,7643.0,7734.0,384181,108070,99566
2021-02-09 00:00:00.000000000,1612800000000000000,7757.0,7960.0,7687.0,7918.0,292113,99566,100073
2021-02-10 00:00:00.000000000,1612886400000000000,7906.0,7912.0,7625.0,7678.0,272661,100073,73209
2021-02-18 00:00:00.000000000,1613577600000000000,8581.0,8581.0,8410.0,8581.0,193586,73209,92230
2021-02-19 00:00:00.000000000,1613664000000000000,8785.0,8928.0,8586.0,8811.0,455570,92230,81296
2021-02-22 00:00:00.000000000,1613923200000000000,8852.0,9500.0,8780.0,9338.0,487373,81296,80170
2021-02-23 00:00:00.000000000,1614009600000000000,9335.0,9580.0,9038.0,9244.0,477176,80170,62298
2021-02-24 00:00:00.000000000,1614096000000000000,9165.0,9318.0,9072.0,9255.0,322615,62298,46089
2021-02-25 00:00:00.000000000,1614182400000000000,9319.0,9822.0,9155.0,9574.0,359135,46089,24922
2021-02-26 00:00:00.000000000,1614268800000000000,9480.0,9862.0,9328.0,9760.0,418868,24922,109376
2021-03-01 00:00:00.000000000,1614528000000000000,9644.0,9940.0,9270.0,9370.0,634168,109376,95508
2021-03-02 00:00:00.000000000,1614614400000000000,9330.0,9387.0,8845.0,9050.0,541821,95508,87921
2021-03-03 00:00:00.000000000,1614700800000000000,9129.0,9310.0,8893.0,9041.0,428739,87921,87573
2021-03-04 00:00:00.000000000,1614787200000000000,9145.0,9488.0,9022.0,9170.0,509507,87573,97524
2021-03-05 00:00:00.000000000,1614873600000000000,9160.0,9440.0,9066.0,9247.0,495817,97524,96896
2021-03-08 00:00:00.000000000,1615132800000000000,9300.0,9829.0,9269.0,9416.0,471208,96896,102641
2021-03-09 00:00:00.000000000,1615219200000000000,9320.0,9443.0,8778.0,8820.0,396680,102641,97003
2021-03-10 00:00:00.000000000,1615305600000000000,8924.0,9040.0,8616.0,8873.0,327514,97003,96336
2021-03-11 00:00:00.000000000,1615392000000000000,8934.0,9032.0,8710.0,8983.0,280888,96336,98654
2021-03-12 00:00:00.000000000,1615478400000000000,9046.0,9100.0,8750.0,8781.0,257300,98654,99249
2021-03-15 00:00:00.000000000,1615737600000000000,8762.0,9055.0,8580.0,8767.0,390039,99249,106326
2021-03-16 00:00:00.000000000,1615824000000000000,8670.0,8836.0,8552.0,8587.0,247108,106326,102932
2021-03-17 00:00:00.000000000,1615910400000000000,8568.0,8577.0,8305.0,8329.0,293343,102932,115204
2021-03-18 00:00:00.000000000,1615996800000000000,8275.0,8400.0,8188.0,8338.0,240759,115204,101484
2021-03-19 00:00:00.000000000,1616083200000000000,8292.0,8359.0,7785.0,7855.0,294574,101484,119605
2021-03-22 00:00:00.000000000,1616342400000000000,7850.0,8138.0,7805.0,8077.0,225901,119605,98600
2021-03-23 00:00:00.000000000,1616428800000000000,8085.0,8146.0,7861.0,7978.0,165372,98600,100870
2021-03-24 00:00:00.000000000,1616515200000000000,7876.0,8222.0,7846.0,8177.0,256142,100870,101703
2021-03-25 00:00:00.000000000,1616601600000000000,8226.0,8326.0,8131.0,8172.0,234461,101703,97663
2021-03-26 00:00:00.000000000,1616688000000000000,8152.0,8391.0,8120.0,8360.0,265127,97663,106370
2021-03-29 00:00:00.000000000,1616947200000000000,8342.0,8488.0,8165.0,8208.0,209385,106370,97047
2021-03-30 00:00:00.000000000,1617033600000000000,8263.0,8420.0,8222.0,8413.0,168516,97047,93388
2021-03-31 00:00:00.000000000,1617120000000000000,8398.0,8553.0,8358.0,8522.0,212454,93388,97710
2021-04-01 00:00:00.000000000,1617206400000000000,8530.0,8950.0,8522.0,8943.0,286877,97710,130945
2021-04-02 00:00:00.000000000,1617292800000000000,8900.0,8986.0,8720.0,8913.0,278385,130945,115641
2021-04-06 00:00:00.000000000,1617638400000000000,8850.0,9196.0,8813.0,9149.0,181743,115641,130846
2021-04-07 00:00:00.000000000,1617724800000000000,9180.0,9244.0,8953.0,9023.0,256988,130846,127085
2021-04-08 00:00:00.000000000,1617811200000000000,9020.0,9058.0,8651.0,8696.0,287755,127085,116719
2021-04-09 00:00:00.000000000,1617897600000000000,8696.0,8739.0,8530.0,8543.0,250091,116719,100464
2021-04-12 00:00:00.000000000,1618156800000000000,8559.0,8665.0,8452.0,8523.0,218949,100464,90149
2021-04-13 00:00:00.000000000,1618243200000000000,8550.0,8771.0,8361.0,8634.0,304263,90149,94544
2021-04-14 00:00:00.000000000,1618329600000000000,8718.0,8921.0,8606.0,8911.0,243918,94544,97309
2021-04-15 00:00:00.000000000,1618416000000000000,8918.0,9025.0,8871.0,8954.0,212000,97309,104819
2021-04-16 00:00:00.000000000,1618502400000000000,8951.0,9096.0,8860.0,8958.0,235576,104819,104593
2021-04-19 00:00:00.000000000,1618761600000000000,8961.0,9297.0,8930.0,9237.0,287724,104593,113278
2021-04-20 00:00:00.000000000,1618848000000000000,9245.0,9450.0,9205.0,9446.0,279117,113278,116925
2021-04-21 00:00:00.000000000,1618934400000000000,9446.0,9598.0,9264.0,9537.0,283327,116925,131543
2021-04-22 00:00:00.000000000,1619020800000000000,9519.0,9520.0,9175.0,9219.0,323704,131543,84918
2021-04-23 00:00:00.000000000,1619107200000000000,9249.0,9392.0,9101.0,9348.0,216482,84918,58263
2021-04-26 00:00:00.000000000,1619366400000000000,9348.0,9530.0,9207.0,9240.0,149502,58263,41111
2021-04-27 00:00:00.000000000,1619452800000000000,9036.0,9088.0,8866.0,9037.0,277426,41111,133571
2021-04-28 00:00:00.000000000,1619539200000000000,9037.0,9150.0,8924.0,9020.0,235393,133571,134743
2021-04-29 00:00:00.000000000,1619625600000000000,9001.0,9246.0,8985.0,9062.0,284903,134743,136452
2021-04-30 00:00:00.000000000,1619712000000000000,9080.0,9179.0,8880.0,8936.0,263511,136452,117842
2021-05-06 00:00:00.000000000,1620230400000000000,9120.0,9370.0,8990.0,9362.0,210105,117842,126619
2021-05-07 00:00:00.000000000,1620316800000000000,9380.0,9766.0,9313.0,9761.0,296870,126619,143067
2021-05-10 00:00:00.000000000,1620576000000000000,9748.0,10112.0,9610.0,9951.0,259254,143067,131839
2021-05-11 00:00:00.000000000,1620662400000000000,9950.0,9952.0,9657.0,9798.0,223510,131839,123170
2021-05-12 00:00:00.000000000,1620748800000000000,9779.0,10072.0,9690.0,9890.0,280378,123170,121877
2021-05-13 00:00:00.000000000,1620835200000000000,9901.0,10242.0,9605.0,9749.0,367296,121877,112392
2021-05-14 00:00:00.000000000,1620921600000000000,9720.0,9845.0,9540.0,9755.0,289509,112392,108284
2021-05-17 00:00:00.000000000,1621180800000000000,9850.0,10109.0,9801.0,9929.0,267388,108284,116019
2021-05-18 00:00:00.000000000,1621267200000000000,9891.0,10190.0,9870.0,10029.0,246137,116019,111447
2021-05-19 00:00:00.000000000,1621353600000000000,10029.0,10098.0,9757.0,9908.0,242200,111447,100628
2021-05-20 00:00:00.000000000,1621440000000000000,9770.0,9842.0,9475.0,9733.0,263028,100628,93845
2021-05-21 00:00:00.000000000,1621526400000000000,9640.0,9690.0,9300.0,9301.0,242713,93845,80071
2021-05-24 00:00:00.000000000,1621785600000000000,9333.0,9394.0,9173.0,9225.0,226778,80071,53872
2021-05-25 00:00:00.000000000,1621872000000000000,9220.0,9358.0,9181.0,9306.0,159398,53872,40099
2021-05-26 00:00:00.000000000,1621958400000000000,9278.0,9328.0,9051.0,9179.0,91901,40099,27848
2021-05-27 00:00:00.000000000,1622044800000000000,8956.0,8958.0,8515.0,8537.0,299872,27848,143406
2021-05-28 00:00:00.000000000,1622131200000000000,8520.0,8865.0,8437.0,8499.0,348114,143406,137998
2021-05-31 00:00:00.000000000,1622390400000000000,8535.0,8753.0,8500.0,8739.0,271845,137998,117855
2021-06-01 00:00:00.000000000,1622476800000000000,8799.0,8966.0,8726.0,8926.0,251601,117855,98287
2021-06-02 00:00:00.000000000,1622563200000000000,9042.0,9189.0,8910.0,8913.0,240855,98287,90836
2021-06-03 00:00:00.000000000,1622649600000000000,8950.0,9200.0,8943.0,9043.0,242126,90836,90098
2021-06-04 00:00:00.000000000,1622736000000000000,9038.0,9059.0,8785.0,8887.0,234435,90098,87889
2021-06-07 00:00:00.000000000,1622995200000000000,8943.0,8978.0,8550.0,8580.0,250274,87889,97238
2021-06-08 00:00:00.000000000,1623081600000000000,8596.0,8644.0,8325.0,8588.0,331509,97238,99382
2021-06-09 00:00:00.000000000,1623168000000000000,8560.0,8567.0,8380.0,8520.0,277580,99382,107240
2021-06-10 00:00:00.000000000,1623254400000000000,8464.0,8536.0,8254.0,8287.0,275069,107240,118783
2021-06-11 00:00:00.000000000,1623340800000000000,8326.0,8509.0,8288.0,8437.0,315257,118783,99866
2021-06-15 00:00:00.000000000,1623686400000000000,8520.0,8590.0,8195.0,8494.0,223281,99866,96318
2021-06-16 00:00:00.000000000,1623772800000000000,8498.0,8636.0,8452.0,8606.0,209309,96318,85840
2021-06-17 00:00:00.000000000,1623859200000000000,8590.0,8600.0,8350.0,8521.0,237510,85840,69577
2021-06-18 00:00:00.000000000,1623945600000000000,8520.0,8521.0,8295.0,8434.0,219727,69577,60194
2021-06-21 00:00:00.000000000,1624204800000000000,8400.0,8475.0,8238.0,8287.0,194106,60194,53567
2021-06-22 00:00:00.000000000,1624291200000000000,8304.0,8633.0,8253.0,8625.0,161519,53567,43006
2021-06-23 00:00:00.000000000,1624377600000000000,8539.0,8830.0,8495.0,8769.0,285928,43006,171561
2021-06-24 00:00:00.000000000,1624464000000000000,8808.0,8896.0,8669.0,8749.0,277915,171561,177645
2021-06-25 00:00:00.000000000,1624550400000000000,8744.0,8954.0,8692.0,8829.0,261848,177645,184657
2021-06-28 00:00:00.000000000,1624809600000000000,8866.0,8997.0,8761.0,8986.0,286488,184657,195006
2021-06-29 00:00:00.000000000,1624896000000000000,8982.0,8988.0,8806.0,8909.0,253690,195006,175345
2021-06-30 00:00:00.000000000,1624982400000000000,9000.0,9220.0,8997.0,9122.0,346254,175345,183867
2021-07-01 00:00:00.000000000,1625068800000000000,9124.0,9353.0,9120.0,9345.0,283673,183867,181772
2021-07-02 00:00:00.000000000,1625155200000000000,9510.0,9570.0,9323.0,9461.0,312646,181772,168901
2021-07-05 00:00:00.000000000,1625414400000000000,9461.0,9587.0,9300.0,9374.0,325782,168901,152825
2021-07-06 00:00:00.000000000,1625500800000000000,9384.0,9493.0,9100.0,9114.0,378752,152825,136219
2021-07-07 00:00:00.000000000,1625587200000000000,9083.0,9114.0,8940.0,9106.0,292488,136219,121882
2021-07-08 00:00:00.000000000,1625673600000000000,9070.0,9185.0,8982.0,9156.0,255058,121882,116411
2021-07-09 00:00:00.000000000,1625760000000000000,9126.0,9222.0,9021.0,9160.0,248087,116411,115248
2021-07-12 00:00:00.000000000,1626019200000000000,9190.0,9389.0,9031.0,9077.0,325194,115248,106076
2021-07-13 00:00:00.000000000,1626105600000000000,9033.0,9099.0,8950.0,9097.0,258176,106076,95152
2021-07-14 00:00:00.000000000,1626192000000000000,9076.0,9331.0,8943.0,9266.0,316352,95152,84760
2021-07-15 00:00:00.000000000,1626278400000000000,9280.0,9308.0,9050.0,9132.0,232939,84760,67267
2021-07-16 00:00:00.000000000,1626364800000000000,9166.0,9225.0,9022.0,9121.0,238596,67267,55796
2021-07-19 00:00:00.000000000,1626624000000000000,9161.0,9353.0,9118.0,9288.0,247056,55796,53915
2021-07-20 00:00:00.000000000,1626710400000000000,9151.0,9170.0,8782.0,8833.0,248847,53915,40880
2021-07-21 00:00:00.000000000,1626796800000000000,8760.0,8984.0,8740.0,8910.0,180758,40880,147735
2021-07-22 00:00:00.000000000,1626883200000000000,9010.0,9191.0,8970.0,9161.0,298444,147735,167427
2021-07-23 00:00:00.000000000,1626969600000000000,9180.0,9346.0,9135.0,9240.0,276703,167427,188732
2021-07-26 00:00:00.000000000,1627228800000000000,9239.0,9390.0,9182.0,9204.0,226627,188732,189398
2021-07-27 00:00:00.000000000,1627315200000000000,9232.0,9423.0,9192.0,9285.0,241139,189398,201414
2021-07-28 00:00:00.000000000,1627401600000000000,9280.0,9295.0,9120.0,9250.0,216687,201414,193811
2021-07-29 00:00:00.000000000,1627488000000000000,9232.0,9304.0,9100.0,9121.0,271484,193811,183156
2021-07-30 00:00:00.000000000,1627574400000000000,9120.0,9199.0,8914.0,8965.0,305120,183156,166557
2021-08-02 00:00:00.000000000,1627833600000000000,9038.0,9114.0,8804.0,8839.0,283170,166557,138715
2021-08-03 00:00:00.000000000,1627920000000000000,8770.0,8830.0,8565.0,8578.0,256896,138715,132626
2021-08-04 00:00:00.000000000,1628006400000000000,8549.0,8804.0,8530.0,8760.0,272312,132626,115594
2021-08-05 00:00:00.000000000,1628092800000000000,8694.0,8796.0,8571.0,8602.0,243433,115594,112222
2021-08-06 00:00:00.000000000,1628179200000000000,8633.0,8710.0,8500.0,8662.0,216686,112222,103435
2021-08-09 00:00:00.000000000,1628438400000000000,8670.0,8724.0,8435.0,8552.0,239568,103435,105241
2021-08-10 00:00:00.000000000,1628524800000000000,8506.0,8722.0,8500.0,8669.0,237692,105241,92259
2021-08-11 00:00:00.000000000,1628611200000000000,8626.0,8860.0,8603.0,8818.0,218567,92259,79172
2021-08-12 00:00:00.000000000,1628697600000000000,8788.0,8958.0,8733.0,8812.0,205462,79172,63364
2021-08-13 00:00:00.000000000,1628784000000000000,8806.0,8877.0,8718.0,8769.0,152511,63364,58132
2021-08-16 00:00:00.000000000,1629043200000000000,8783.0,8910.0,8727.0,8759.0,153574,58132,48024
2021-08-17 00:00:00.000000000,1629129600000000000,8714.0,8780.0,8570.0,8570.0,134929,48024,40593
2021-08-18 00:00:00.000000000,1629216000000000000,8566.0,8606.0,8470.0,8586.0,227780,40593,179544
2021-08-19 00:00:00.000000000,1629302400000000000,8616.0,8633.0,8283.0,8310.0,287146,179544,201051
2021-08-20 00:00:00.000000000,1629388800000000000,8281.0,8435.0,8252.0,8406.0,208925,201051,189702
2021-08-23 00:00:00.000000000,1629648000000000000,8333.0,8640.0,8270.0,8601.0,247582,189702,176571
2021-08-24 00:00:00.000000000,1629734400000000000,8621.0,8648.0,8543.0,8584.0,183367,176571,174444
2021-08-25 00:00:00.000000000,1629820800000000000,8628.0,8675.0,8455.0,8471.0,237179,174444,178284
2021-08-26 00:00:00.000000000,1629907200000000000,8505.0,8525.0,8350.0,8352.0,229551,178284,181045
2021-08-27 00:00:00.000000000,1629993600000000000,8360.0,8650.0,8358.0,8613.0,255447,181045,172134
2021-08-30 00:00:00.000000000,1630252800000000000,8654.0,8775.0,8587.0,8681.0,228670,172134,164307
2021-08-31 00:00:00.000000000,1630339200000000000,8700.0,8848.0,8652.0,8846.0,226258,164307,173063
2021-09-01 00:00:00.000000000,1630425600000000000,8846.0,8885.0,8705.0,8821.0,227805,173063,154092
2021-09-02 00:00:00.000000000,1630512000000000000,8826.0,8919.0,8762.0,8835.0,211152,154092,154420
2021-09-03 00:00:00.000000000,1630598400000000000,8858.0,8970.0,8770.0,8851.0,251274,154420,146956
2021-09-06 00:00:00.000000000,1630857600000000000,8863.0,8921.0,8702.0,8845.0,264063,146956,144592
2021-09-07 00:00:00.000000000,1630944000000000000,8846.0,8950.0,8746.0,8834.0,278109,144592,135181
2021-09-08 00:00:00.000000000,1631030400000000000,8806.0,9346.0,8760.0,9270.0,399289,135181,161097
2021-09-09 00:00:00.000000000,1631116800000000000,9266.0,9520.0,9145.0,9149.0,393451,161097,153749
2021-09-10 00:00:00.000000000,1631203200000000000,9143.0,9242.0,9061.0,9143.0,290138,153749,136356
2021-09-13 00:00:00.000000000,1631462400000000000,9200.0,9568.0,9163.0,9474.0,290023,136356,136196
2021-09-14 00:00:00.000000000,1631548800000000000,9487.0,9633.0,9470.0,9539.0,301725,136196,131486
2021-09-15 00:00:00.000000000,1631635200000000000,9549.0,9599.0,9368.0,9533.0,254537,131486,120032
2021-09-16 00:00:00.000000000,1631721600000000000,9575.0,9846.0,9465.0,9482.0,348600,120032,109780
2021-09-17 00:00:00.000000000,1631808000000000000,9415.0,9430.0,9105.0,9182.0,271853,109780,87606
2021-09-22 00:00:00.000000000,1632240000000000000,9080.0,9213.0,9005.0,9096.0,149474,87606,75548
2021-09-23 00:00:00.000000000,1632326400000000000,9063.0,9152.0,9000.0,9036.0,218948,75548,53840
2021-09-24 00:00:00.000000000,1632412800000000000,9036.0,9186.0,8887.0,9057.0,220229,53840,37230
2021-09-27 00:00:00.000000000,1632672000000000000,8972.0,9349.0,8917.0,8985.0,296847,37230,125543
2021-09-28 00:00:00.000000000,1632758400000000000,9030.0,9411.0,8973.0,9365.0,348124,125543,137546
2021-09-29 00:00:00.000000000,1632844800000000000,9374.0,9398.0,9005.0,9034.0,304016,137546,111972
2021-09-30 00:00:00.000000000,1632931200000000000,9068.0,9353.0,9059.0,9320.0,226505,111972,101410
2021-10-08 00:00:00.000000000,1633622400000000000,9530.0,9742.0,9357.0,9640.0,178308,101410,102920
2021-10-11 00:00:00.000000000,1633881600000000000,9634.0,10117.0,9555.0,10026.0,260061,102920,109124
2021-10-12 00:00:00.000000000,1633968000000000000,10100.0,10279.0,9785.0,9828.0,289723,109124,96470
2021-10-13 00:00:00.000000000,1634054400000000000,9850.0,9930.0,9350.0,9559.0,246929,96470,86317
2021-10-14 00:00:00.000000000,1634140800000000000,9534.0,9660.0,9460.0,9660.0,176728,86317,75881
2021-10-15 00:00:00.000000000,1634227200000000000,9705.0,9845.0,9590.0,9791.0,214646,75881,72024
2021-10-18 00:00:00.000000000,1634486400000000000,9800.0,9855.0,9565.0,9733.0,181814,72024,61161
2021-10-19 00:00:00.000000000,1634572800000000000,9733.0,9775.0,9450.0,9536.0,192714,61161,56379
2021-10-20 00:00:00.000000000,1634659200000000000,9493.0,9551.0,9070.0,9409.0,207938,56379,42308
2021-10-21 00:00:00.000000000,1634745600000000000,9390.0,9648.0,9357.0,9385.0,147601,42308,33329
2021-10-22 00:00:00.000000000,1634832000000000000,9413.0,9566.0,9105.0,9285.0,187760,33329,26862
2021-10-25 00:00:00.000000000,1635091200000000000,9319.0,9791.0,9311.0,9727.0,133026,26862,20905
2021-10-26 00:00:00.000000000,1635177600000000000,9686.0,9781.0,9390.0,9419.0,292073,20905,103930
2021-10-27 00:00:00.000000000,1635264000000000000,9456.0,9461.0,9020.0,9055.0,323066,103930,106837
2021-10-28 00:00:00.000000000,1635350400000000000,9065.0,9250.0,8895.0,9167.0,315533,106837,96948
2021-10-29 00:00:00.000000000,1635436800000000000,9190.0,9470.0,9133.0,9367.0,251475,96948,98615
2021-11-01 00:00:00.000000000,1635696000000000000,9282.0,9545.0,9260.0,9290.0,243227,98615,93019
2021-11-02 00:00:00.000000000,1635782400000000000,9368.0,9395.0,9103.0,9172.0,217006,93019,86327
2021-11-03 00:00:00.000000000,1635868800000000000,9150.0,9310.0,8960.0,9293.0,253782,86327,78875
2021-11-04 00:00:00.000000000,1635955200000000000,9220.0,9240.0,9001.0,9210.0,226190,78875,79567
2021-11-05 00:00:00.000000000,1636041600000000000,9300.0,9350.0,9011.0,9045.0,196119,79567,82747
