datetime,datetime_nano,KQ.m@DCE.lh.open,KQ.m@DCE.lh.high,KQ.m@DCE.lh.low,KQ.m@DCE.lh.close,KQ.m@DCE.lh.volume,KQ.m@DCE.lh.open_oi,KQ.m@DCE.lh.close_oi
2022-01-25 00:00:00.000000000,1643040000000000000,13515.0,13600.0,13460.0,13535.0,13054,56441,54366
2022-01-26 00:00:00.000000000,1643126400000000000,13500.0,13585.0,13410.0,13465.0,11706,54366,52085
2022-01-27 00:00:00.000000000,1643212800000000000,13475.0,13565.0,13205.0,13240.0,18704,52085,48593
2022-01-28 00:00:00.000000000,1643299200000000000,13295.0,13500.0,13240.0,13425.0,17207,48593,43729
2022-02-07 00:00:00.000000000,1644163200000000000,13505.0,13950.0,13335.0,13705.0,17560,43729,41143
2022-02-08 00:00:00.000000000,1644249600000000000,14665.0,14965.0,14530.0,14790.0,26239,41143,56972
2022-02-09 00:00:00.000000000,1644336000000000000,14730.0,14885.0,14560.0,14575.0,24518,56972,61269
2022-02-10 00:00:00.000000000,1644422400000000000,14530.0,14700.0,14370.0,14630.0,27590,61269,64446
2022-02-11 00:00:00.000000000,1644508800000000000,14580.0,14850.0,14505.0,14715.0,28195,64446,63555
2022-02-14 00:00:00.000000000,1644768000000000000,14700.0,14805.0,14400.0,14485.0,20949,63555,65145
2022-02-15 00:00:00.000000000,1644854400000000000,14430.0,14485.0,14155.0,14175.0,28734,65145,67321
2022-02-16 00:00:00.000000000,1644940800000000000,14160.0,14425.0,14115.0,14355.0,21485,67321,66849
2022-02-17 00:00:00.000000000,1645027200000000000,14400.0,14480.0,14290.0,14340.0,18614,66849,66650
2022-02-18 00:00:00.000000000,1645113600000000000,14370.0,14400.0,14165.0,14190.0,20468,66650,68472
2022-02-21 00:00:00.000000000,1645372800000000000,14190.0,14320.0,13925.0,13950.0,23861,68472,70963
2022-02-22 00:00:00.000000000,1645459200000000000,13950.0,14015.0,13780.0,13835.0,28584,70963,70759
2022-02-23 00:00:00.000000000,1645545600000000000,13835.0,14115.0,13835.0,13950.0,25383,70759,68828
2022-02-24 00:00:00.000000000,1645632000000000000,13975.0,14200.0,13885.0,14195.0,27066,68828,66249
2022-02-25 00:00:00.000000000,1645718400000000000,14185.0,14330.0,14080.0,14260.0,24518,66249,65045
2022-02-28 00:00:00.000000000,1645977600000000000,14310.0,14500.0,14180.0,14275.0,25939,65045,64945
2022-03-01 00:00:00.000000000,1646064000000000000,14350.0,14450.0,14040.0,14080.0,28428,64945,66316
2022-03-02 00:00:00.000000000,1646150400000000000,14145.0,14285.0,14085.0,14135.0,22511,66316,65406
2022-03-03 00:00:00.000000000,1646236800000000000,14180.0,14185.0,13860.0,13870.0,25758,65406,66915
2022-03-04 00:00:00.000000000,1646323200000000000,13890.0,14000.0,13790.0,13890.0,22408,66915,67944
2022-03-07 00:00:00.000000000,1646582400000000000,13765.0,13795.0,13375.0,13385.0,35747,67944,69351
2022-03-08 00:00:00.000000000,1646668800000000000,13525.0,13545.0,13210.0,13290.0,31406,69351,66404
2022-03-09 00:00:00.000000000,1646755200000000000,13320.0,13580.0,13295.0,13420.0,30923,66404,63931
2022-03-10 00:00:00.000000000,1646841600000000000,13440.0,13620.0,13310.0,13320.0,33698,63931,65284
2022-03-11 00:00:00.000000000,1646928000000000000,13290.0,13390.0,13080.0,13130.0,33532,65284,68650
2022-03-14 00:00:00.000000000,1647187200000000000,13005.0,13110.0,12810.0,12840.0,30182,68650,69276
2022-03-15 00:00:00.000000000,1647273600000000000,12815.0,12960.0,12720.0,12810.0,31237,69276,67461
2022-03-16 00:00:00.000000000,1647360000000000000,12810.0,12910.0,12595.0,12625.0,30118,67461,67850
2022-03-17 00:00:00.000000000,1647446400000000000,12600.0,12660.0,12530.0,12630.0,22007,67850,68029
2022-03-18 00:00:00.000000000,1647532800000000000,12625.0,12830.0,12590.0,12650.0,31340,68029,68518
2022-03-21 00:00:00.000000000,1647792000000000000,12780.0,13170.0,12720.0,13115.0,40824,68518,64596
2022-03-22 00:00:00.000000000,1647878400000000000,13190.0,13235.0,12900.0,12935.0,35765,64596,66346
2022-03-23 00:00:00.000000000,1647964800000000000,12955.0,13010.0,12800.0,12805.0,25398,66346,67268
2022-03-24 00:00:00.000000000,1648051200000000000,12820.0,12945.0,12760.0,12850.0,23774,67268,67745
2022-03-25 00:00:00.000000000,1648137600000000000,12885.0,12935.0,12625.0,12705.0,28669,67745,68479
2022-03-28 00:00:00.000000000,1648396800000000000,12670.0,12730.0,12565.0,12645.0,21362,68479,68784
2022-03-29 00:00:00.000000000,1648483200000000000,12690.0,13060.0,12680.0,12990.0,41956,68784,63446
2022-03-30 00:00:00.000000000,1648569600000000000,13050.0,13060.0,12820.0,12895.0,27941,63446,59540
2022-03-31 00:00:00.000000000,1648656000000000000,12890.0,13160.0,12880.0,13005.0,33965,59540,56028
2022-04-01 00:00:00.000000000,1648742400000000000,13100.0,13200.0,12750.0,12955.0,28988,56028,55554
2022-04-06 00:00:00.000000000,1649174400000000000,12955.0,13000.0,12705.0,12745.0,16908,55554,54804
2022-04-07 00:00:00.000000000,1649260800000000000,12720.0,12825.0,12645.0,12775.0,14456,54804,54446
2022-04-08 00:00:00.000000000,1649347200000000000,12750.0,12850.0,12615.0,12675.0,15513,54446,54323
2022-04-11 00:00:00.000000000,1649606400000000000,12675.0,12750.0,12360.0,12525.0,19852,54323,51667
2022-04-12 00:00:00.000000000,1649692800000000000,12540.0,12780.0,12540.0,12695.0,17876,51667,48112
2022-04-13 00:00:00.000000000,1649779200000000000,12750.0,12790.0,12635.0,12750.0,12932,48112,45320
2022-04-14 00:00:00.000000000,1649865600000000000,12800.0,12850.0,12615.0,12695.0,12157,45320,42740
2022-04-15 00:00:00.000000000,1649952000000000000,12710.0,12765.0,12630.0,12660.0,13153,42740,38057
2022-04-18 00:00:00.000000000,1650211200000000000,12905.0,13580.0,12900.0,13400.0,29707,38057,28670
2022-04-19 00:00:00.000000000,1650297600000000000,18000.0,18320.0,17920.0,18030.0,39349,28670,46157
2022-04-20 00:00:00.000000000,1650384000000000000,18115.0,18440.0,17750.0,17855.0,41929,46157,48386
2022-04-21 00:00:00.000000000,1650470400000000000,17730.0,18080.0,17650.0,17800.0,27425,48386,48429
2022-04-22 00:00:00.000000000,1650556800000000000,17730.0,18080.0,17605.0,18030.0,30225,48429,50828
2022-04-25 00:00:00.000000000,1650816000000000000,18535.0,18680.0,18195.0,18430.0,35802,50828,51055
2022-04-26 00:00:00.000000000,1650902400000000000,18450.0,18475.0,18135.0,18330.0,22579,51055,51135
2022-04-27 00:00:00.000000000,1650988800000000000,18295.0,18650.0,18205.0,18575.0,26951,51135,53277
2022-04-28 00:00:00.000000000,1651075200000000000,18575.0,18615.0,18245.0,18420.0,25392,53277,50659
2022-04-29 00:00:00.000000000,1651161600000000000,18400.0,18700.0,18280.0,18555.0,26503,50659,50106
2022-05-05 00:00:00.000000000,1651680000000000000,18390.0,18625.0,18200.0,18395.0,25392,50106,50341
2022-05-06 00:00:00.000000000,1651766400000000000,18370.0,18495.0,18270.0,18485.0,15400,50341,49750
2022-05-09 00:00:00.000000000,1652025600000000000,18750.0,19240.0,18715.0,19155.0,38583,49750,56115
2022-05-10 00:00:00.000000000,1652112000000000000,19100.0,19135.0,18820.0,18955.0,24869,56115,54138
2022-05-11 00:00:00.000000000,1652198400000000000,18955.0,19380.0,18950.0,19320.0,25027,54138,55884
2022-05-12 00:00:00.000000000,1652284800000000000,19380.0,19480.0,19215.0,19335.0,21104,55884,55943
2022-05-13 00:00:00.000000000,1652371200000000000,19350.0,19795.0,19350.0,19720.0,27789,55943,57985
2022-05-16 00:00:00.000000000,1652630400000000000,19720.0,19850.0,19600.0,19790.0,19728,57985,57784
2022-05-17 00:00:00.000000000,1652716800000000000,19820.0,19915.0,18780.0,18820.0,56378,57784,54098
2022-05-18 00:00:00.000000000,1652803200000000000,18935.0,19135.0,18720.0,18980.0,29728,54098,51744
2022-05-19 00:00:00.000000000,1652889600000000000,19020.0,19280.0,18840.0,19065.0,26289,51744,50668
2022-05-20 00:00:00.000000000,1652976000000000000,19000.0,19180.0,18910.0,19065.0,16988,50668,50006
2022-05-23 00:00:00.000000000,1653235200000000000,19110.0,19280.0,19050.0,19095.0,15016,50006,50442
2022-05-24 00:00:00.000000000,1653321600000000000,19150.0,19165.0,18800.0,19065.0,18736,50442,49104
2022-05-25 00:00:00.000000000,1653408000000000000,19155.0,19235.0,19050.0,19125.0,12413,49104,48143
2022-05-26 00:00:00.000000000,1653494400000000000,19075.0,19130.0,18550.0,18670.0,22168,48143,49099
2022-05-27 00:00:00.000000000,1653580800000000000,18695.0,18825.0,18530.0,18735.0,19682,49099,48537
2022-05-30 00:00:00.000000000,1653840000000000000,18730.0,18945.0,18450.0,18875.0,21524,48537,50386
2022-05-31 00:00:00.000000000,1653926400000000000,18880.0,19100.0,18740.0,19080.0,21343,50386,50940
2022-06-01 00:00:00.000000000,1654012800000000000,19045.0,19085.0,18860.0,18950.0,12910,50940,50687
2022-06-02 00:00:00.000000000,1654099200000000000,18930.0,19080.0,18760.0,19020.0,16737,50687,51339
2022-06-06 00:00:00.000000000,1654444800000000000,18990.0,19335.0,18960.0,19250.0,17749,51339,51491
2022-06-07 00:00:00.000000000,1654531200000000000,19260.0,19300.0,18600.0,18695.0,24723,51491,50952
2022-06-08 00:00:00.000000000,1654617600000000000,18750.0,18855.0,18605.0,18700.0,17178,50952,50540
2022-06-09 00:00:00.000000000,1654704000000000000,18700.0,18825.0,18640.0,18725.0,11583,50540,49725
2022-06-10 00:00:00.000000000,1654790400000000000,18755.0,18795.0,18460.0,18700.0,21063,49725,50492
2022-06-13 00:00:00.000000000,1655049600000000000,19010.0,19300.0,19000.0,19195.0,28731,50492,51195
2022-06-14 00:00:00.000000000,1655136000000000000,19220.0,19465.0,19060.0,19425.0,22965,51195,53010
2022-06-15 00:00:00.000000000,1655222400000000000,19355.0,19500.0,19270.0,19390.0,16640,53010,52587
2022-06-16 00:00:00.000000000,1655308800000000000,19355.0,19390.0,19230.0,19330.0,12897,52587,52499
2022-06-17 00:00:00.000000000,1655395200000000000,19295.0,19650.0,19230.0,19585.0,22034,52499,54928
2022-06-20 00:00:00.000000000,1655654400000000000,19630.0,19835.0,19565.0,19760.0,20194,54928,54888
2022-06-21 00:00:00.000000000,1655740800000000000,19840.0,19970.0,19600.0,19725.0,19883,54888,54769
2022-06-22 00:00:00.000000000,1655827200000000000,19790.0,19955.0,19215.0,19370.0,33795,54769,53067
2022-06-23 00:00:00.000000000,1655913600000000000,19420.0,19850.0,19260.0,19770.0,24482,53067,52196
2022-06-24 00:00:00.000000000,1656000000000000000,19740.0,19795.0,19585.0,19675.0,16438,52196,51411
2022-06-27 00:00:00.000000000,1656259200000000000,20040.0,20845.0,19960.0,20650.0,40984,51411,54127
2022-06-28 00:00:00.000000000,1656345600000000000,20820.0,20970.0,20460.0,20515.0,31596,54127,52527
2022-06-29 00:00:00.000000000,1656432000000000000,20705.0,20780.0,20405.0,20660.0,23235,52527,51690
2022-06-30 00:00:00.000000000,1656518400000000000,20670.0,20950.0,20630.0,20830.0,18040,51690,51421
2022-07-01 00:00:00.000000000,1656604800000000000,20830.0,21380.0,20570.0,21375.0,33971,51421,53430
2022-07-04 00:00:00.000000000,1656864000000000000,21780.0,22755.0,21590.0,22695.0,71428,53430,51876
2022-07-05 00:00:00.000000000,1656950400000000000,22360.0,22680.0,21900.0,22215.0,52926,51876,52130
2022-07-06 00:00:00.000000000,1657036800000000000,21690.0,21860.0,20970.0,21220.0,59946,52130,48457
2022-07-07 00:00:00.000000000,1657123200000000000,21110.0,22135.0,21090.0,21995.0,47475,48457,48802
2022-07-08 00:00:00.000000000,1657209600000000000,22095.0,22995.0,22085.0,22940.0,52806,48802,50172
2022-07-11 00:00:00.000000000,1657468800000000000,22470.0,22860.0,21880.0,22705.0,52054,50172,46097
2022-07-12 00:00:00.000000000,1657555200000000000,22780.0,23290.0,22380.0,22665.0,47780,46097,46282
2022-07-13 00:00:00.000000000,1657641600000000000,22515.0,22915.0,22280.0,22685.0,30919,46282,44945
2022-07-14 00:00:00.000000000,1657728000000000000,22600.0,22785.0,22085.0,22300.0,40700,44945,44496
2022-07-15 00:00:00.000000000,1657814400000000000,22155.0,22180.0,21100.0,21160.0,42130,44496,41860
2022-07-18 00:00:00.000000000,1658073600000000000,21410.0,21815.0,21290.0,21715.0,30344,41860,40528
2022-07-19 00:00:00.000000000,1658160000000000000,21795.0,21890.0,21310.0,21550.0,22490,40528,39439
2022-07-20 00:00:00.000000000,1658246400000000000,21450.0,21500.0,20850.0,21105.0,31306,39439,37947
2022-07-21 00:00:00.000000000,1658332800000000000,20995.0,21160.0,20505.0,20555.0,28113,37947,35952
2022-07-22 00:00:00.000000000,1658419200000000000,20600.0,20990.0,20510.0,20970.0,23839,35952,33890
2022-07-25 00:00:00.000000000,1658678400000000000,20440.0,20500.0,20130.0,20200.0,24642,33890,32611
2022-07-26 00:00:00.000000000,1658764800000000000,20030.0,20550.0,19965.0,20270.0,20372,32611,31696
2022-07-27 00:00:00.000000000,1658851200000000000,20100.0,20755.0,20025.0,20685.0,21752,31696,32479
2022-07-28 00:00:00.000000000,1658937600000000000,20660.0,21215.0,20655.0,20925.0,22559,32479,30724
2022-07-29 00:00:00.000000000,1659024000000000000,21055.0,21390.0,20740.0,21000.0,20578,30724,28826
2022-08-01 00:00:00.000000000,1659283200000000000,21000.0,21220.0,20660.0,20810.0,17184,28826,26948
2022-08-02 00:00:00.000000000,1659369600000000000,20730.0,20970.0,20600.0,20810.0,11810,26948,25167
2022-08-03 00:00:00.000000000,1659456000000000000,20660.0,20785.0,20420.0,20530.0,11549,25167,24477
2022-08-04 00:00:00.000000000,1659542400000000000,20485.0,20595.0,20320.0,20505.0,8944,24477,22886
2022-08-05 00:00:00.000000000,1659628800000000000,22000.0,22520.0,21920.0,22520.0,12900,22886,34800
2022-08-08 00:00:00.000000000,1659888000000000000,22260.0,22450.0,21800.0,21800.0,20614,34800,38148
2022-08-09 00:00:00.000000000,1659974400000000000,21805.0,22140.0,21420.0,21950.0,22221,38148,39174
2022-08-10 00:00:00.000000000,1660060800000000000,21860.0,21915.0,21605.0,21745.0,11515,39174,39297
2022-08-11 00:00:00.000000000,1660147200000000000,21745.0,21955.0,21635.0,21730.0,11245,39297,39440
2022-08-12 00:00:00.000000000,1660233600000000000,21660.0,21890.0,21555.0,21790.0,12116,39440,39638
2022-08-15 00:00:00.000000000,1660492800000000000,21715.0,22370.0,21705.0,22235.0,18927,39638,41426
2022-08-16 00:00:00.000000000,1660579200000000000,22340.0,22660.0,22155.0,22565.0,18246,41426,43057
2022-08-17 00:00:00.000000000,1660665600000000000,22600.0,22750.0,22450.0,22515.0,16102,43057,42637
2022-08-18 00:00:00.000000000,1660752000000000000,22600.0,22685.0,22400.0,22555.0,10597,42637,42425
2022-08-19 00:00:00.000000000,1660838400000000000,22500.0,22880.0,22435.0,22785.0,17709,42425,43514
2022-08-22 00:00:00.000000000,1661097600000000000,23000.0,23350.0,22835.0,23305.0,22504,43514,47160
2022-08-23 00:00:00.000000000,1661184000000000000,23380.0,23500.0,23210.0,23360.0,16787,47160,45937
2022-08-24 00:00:00.000000000,1661270400000000000,23305.0,23480.0,23110.0,23265.0,16941,45937,46111
2022-08-25 00:00:00.000000000,1661356800000000000,23290.0,23720.0,23230.0,23710.0,19689,46111,47947
2022-08-26 00:00:00.000000000,1661443200000000000,23720.0,23810.0,23530.0,23810.0,15012,47947,48040
2022-08-29 00:00:00.000000000,1661702400000000000,23850.0,23970.0,22805.0,23590.0,28365,48040,47437
2022-08-30 00:00:00.000000000,1661788800000000000,23450.0,23600.0,23305.0,23585.0,17570,47437,46175
2022-08-31 00:00:00.000000000,1661875200000000000,23600.0,23660.0,23330.0,23340.0,15043,46175,44722
2022-09-01 00:00:00.000000000,1661961600000000000,23355.0,23490.0,23120.0,23285.0,16467,44722,43736
2022-09-02 00:00:00.000000000,1662048000000000000,23160.0,23360.0,22880.0,23025.0,19790,43736,41570
2022-09-05 00:00:00.000000000,1662307200000000000,23225.0,23645.0,23150.0,23380.0,20580,41570,42418
2022-09-06 00:00:00.000000000,1662393600000000000,23380.0,23475.0,23020.0,23030.0,14723,42418,41346
2022-09-07 00:00:00.000000000,1662480000000000000,22970.0,23375.0,22645.0,23350.0,20753,41346,41286
2022-09-08 00:00:00.000000000,1662566400000000000,23360.0,23395.0,22930.0,22940.0,16022,41286,40398
2022-09-09 00:00:00.000000000,1662652800000000000,23015.0,23150.0,22890.0,23090.0,12792,40398,39188
2022-09-13 00:00:00.000000000,1662998400000000000,23305.0,23540.0,23200.0,23315.0,16636,39188,40558
2022-09-14 00:00:00.000000000,1663084800000000000,23275.0,23475.0,23240.0,23370.0,10542,40558,40594
2022-09-15 00:00:00.000000000,1663171200000000000,23400.0,23440.0,23080.0,23290.0,14373,40594,41046
2022-09-16 00:00:00.000000000,1663257600000000000,23320.0,23580.0,23280.0,23395.0,19720,41046,41504
2022-09-19 00:00:00.000000000,1663516800000000000,23535.0,23620.0,23300.0,23400.0,14354,41504,41768
2022-09-20 00:00:00.000000000,1663603200000000000,23365.0,23450.0,22715.0,22745.0,25298,41768,42127
2022-09-21 00:00:00.000000000,1663689600000000000,22745.0,22910.0,22520.0,22625.0,17523,42127,41268
2022-09-22 00:00:00.000000000,1663776000000000000,22650.0,22855.0,22160.0,22165.0,23115,41268,43603
2022-09-23 00:00:00.000000000,1663862400000000000,22190.0,22380.0,22015.0,22305.0,21480,43603,43181
2022-09-26 00:00:00.000000000,1664121600000000000,22105.0,22250.0,21635.0,21795.0,20144,43181,44327
2022-09-27 00:00:00.000000000,1664208000000000000,21830.0,22445.0,21670.0,22410.0,22419,44327,41667
2022-09-28 00:00:00.000000000,1664294400000000000,22420.0,22480.0,22135.0,22400.0,14569,41667,41609
2022-09-29 00:00:00.000000000,1664380800000000000,22495.0,22500.0,22175.0,22350.0,11696,41609,41835
2022-09-30 00:00:00.000000000,1664467200000000000,22340.0,22620.0,22220.0,22590.0,14017,41835,40489
2022-10-10 00:00:00.000000000,1665331200000000000,23670.0,23950.0,23275.0,23765.0,28955,40489,42607
2022-10-11 00:00:00.000000000,1665417600000000000,23810.0,23835.0,23460.0,23785.0,18219,42607,42541
2022-10-12 00:00:00.000000000,1665504000000000000,23835.0,24150.0,23750.0,23935.0,25980,42541,44142
2022-10-13 00:00:00.000000000,1665590400000000000,24050.0,24060.0,23820.0,23975.0,11228,44142,43893
2022-10-14 00:00:00.000000000,1665676800000000000,24150.0,24300.0,23555.0,23880.0,24427,43893,44399
2022-10-17 00:00:00.000000000,1665936000000000000,23415.0,23830.0,23350.0,23780.0,21206,44399,44794
2022-10-18 00:00:00.000000000,1666022400000000000,23845.0,24050.0,23730.0,24045.0,17945,44794,46949
2022-10-19 00:00:00.000000000,1666108800000000000,24000.0,24020.0,23550.0,23590.0,23023,46949,46138
2022-10-20 00:00:00.000000000,1666195200000000000,23470.0,23680.0,23125.0,23350.0,20544,46138,45345
2022-10-21 00:00:00.000000000,1666281600000000000,23320.0,23500.0,23200.0,23435.0,14810,45345,46160
2022-10-24 00:00:00.000000000,1666540800000000000,23150.0,23205.0,22505.0,22520.0,27906,46160,46612
2022-10-25 00:00:00.000000000,1666627200000000000,22520.0,22995.0,22420.0,22980.0,23226,46612,44453
2022-10-26 00:00:00.000000000,1666713600000000000,22795.0,22895.0,22390.0,22410.0,22316,44453,44012
2022-10-27 00:00:00.000000000,1666800000000000000,22540.0,22625.0,22180.0,22370.0,18421,44012,44418
2022-10-28 00:00:00.000000000,1666886400000000000,22285.0,22330.0,21810.0,21910.0,22796,44418,45618
2022-10-31 00:00:00.000000000,1667145600000000000,22230.0,22460.0,21640.0,21870.0,30556,45618,47316
2022-11-01 00:00:00.000000000,1667232000000000000,21800.0,22000.0,21430.0,21655.0,26586,47316,48773
2022-11-02 00:00:00.000000000,1667318400000000000,21655.0,22340.0,21530.0,22290.0,26772,48773,47703
2022-11-03 00:00:00.000000000,1667404800000000000,22255.0,22270.0,21825.0,21975.0,19291,47703,46753
2022-11-04 00:00:00.000000000,1667491200000000000,21965.0,22495.0,21955.0,22200.0,25159,46753,47585
2022-11-07 00:00:00.000000000,1667750400000000000,22065.0,22300.0,21910.0,22275.0,15959,47585,47071
2022-11-08 00:00:00.000000000,1667836800000000000,22230.0,22230.0,21500.0,21500.0,29194,47071,50458
2022-11-09 00:00:00.000000000,1667923200000000000,21300.0,21420.0,21125.0,21215.0,26610,50458,50547
2022-11-10 00:00:00.000000000,1668009600000000000,21495.0,21680.0,21025.0,21155.0,23797,50547,50035
2022-11-11 00:00:00.000000000,1668096000000000000,21250.0,21670.0,21180.0,21540.0,25323,50035,47141
2022-11-14 00:00:00.000000000,1668355200000000000,21710.0,21740.0,21360.0,21590.0,19229,47141,47615
2022-11-15 00:00:00.000000000,1668441600000000000,21525.0,21800.0,21425.0,21790.0,17978,47615,46591
2022-11-16 00:00:00.000000000,1668528000000000000,21705.0,21790.0,21400.0,21755.0,24175,46591,47266
2022-11-17 00:00:00.000000000,1668614400000000000,21805.0,21900.0,21500.0,21605.0,16547,47266,46341
2022-11-18 00:00:00.000000000,1668700800000000000,21545.0,21720.0,21300.0,21365.0,16168,46341,46579
2022-11-21 00:00:00.000000000,1668960000000000000,21165.0,21270.0,20805.0,20900.0,21319,46579,47653
2022-11-22 00:00:00.000000000,1669046400000000000,20915.0,21055.0,20765.0,20895.0,14601,47653,46006
2022-11-23 00:00:00.000000000,1669132800000000000,20595.0,20675.0,20150.0,20195.0,29270,46006,45410
2022-11-24 00:00:00.000000000,1669219200000000000,20130.0,20395.0,20055.0,20305.0,21231,45410,41995
2022-11-25 00:00:00.000000000,1669305600000000000,20440.0,20485.0,20150.0,20305.0,18781,41995,41592
2022-11-28 00:00:00.000000000,1669564800000000000,20450.0,20770.0,20360.0,20645.0,23200,41592,39396
2022-11-29 00:00:00.000000000,1669651200000000000,20705.0,20740.0,20360.0,20515.0,16068,39396,38077
2022-11-30 00:00:00.000000000,1669737600000000000,20480.0,20570.0,20405.0,20485.0,10792,38077,36395
2022-12-01 00:00:00.000000000,1669824000000000000,20455.0,20845.0,20425.0,20795.0,16393,36395,35283
2022-12-02 00:00:00.000000000,1669910400000000000,20785.0,21435.0,20720.0,21365.0,21665,35283,33126
2022-12-05 00:00:00.000000000,1670169600000000000,21045.0,21260.0,20855.0,21055.0,17595,33126,32882
2022-12-06 00:00:00.000000000,1670256000000000000,20920.0,21065.0,20835.0,20990.0,10551,32882,32422
2022-12-07 00:00:00.000000000,1670342400000000000,20900.0,20900.0,20130.0,20155.0,23716,32422,32287
2022-12-08 00:00:00.000000000,1670428800000000000,19890.0,19900.0,19130.0,19160.0,27137,32287,30332
2022-12-09 00:00:00.000000000,1670515200000000000,19355.0,19470.0,18865.0,19000.0,25150,30332,28200
2022-12-12 00:00:00.000000000,1670774400000000000,17890.0,18155.0,17650.0,17895.0,26357,28200,23254
2022-12-13 00:00:00.000000000,1670860800000000000,18200.0,18300.0,17530.0,17745.0,23949,23254,19348
2022-12-14 00:00:00.000000000,1670947200000000000,17620.0,17905.0,17600.0,17860.0,12017,19348,17424
2022-12-15 00:00:00.000000000,1671033600000000000,16495.0,16775.0,16360.0,16640.0,20620,17424,35155
2022-12-16 00:00:00.000000000,1671120000000000000,16510.0,16545.0,15830.0,15895.0,34087,35155,39905
2022-12-19 00:00:00.000000000,1671379200000000000,15785.0,15980.0,15410.0,15470.0,35027,39905,42977
2022-12-20 00:00:00.000000000,1671465600000000000,15390.0,15880.0,15355.0,15735.0,32585,42977,40192
2022-12-21 00:00:00.000000000,1671552000000000000,15735.0,16055.0,15520.0,16000.0,35488,40192,39646
2022-12-22 00:00:00.000000000,1671638400000000000,16080.0,16470.0,15825.0,16420.0,35820,39646,38028
2022-12-23 00:00:00.000000000,1671724800000000000,16280.0,16430.0,15850.0,15900.0,34899,38028,40065
2022-12-26 00:00:00.000000000,1671984000000000000,16590.0,17000.0,16515.0,16930.0,41854,40065,36144
2022-12-27 00:00:00.000000000,1672070400000000000,16760.0,16885.0,16635.0,16810.0,27773,36144,36217
2022-12-28 00:00:00.000000000,1672156800000000000,16650.0,16910.0,16600.0,16765.0,19365,36217,36541
2022-12-29 00:00:00.000000000,1672243200000000000,16710.0,16720.0,16225.0,16300.0,28783,36541,40076
2022-12-30 00:00:00.000000000,1672329600000000000,15960.0,16365.0,15830.0,16145.0,23524,40076,41980
2023-01-03 00:00:00.000000000,1672675200000000000,15415.0,15815.0,15385.0,15615.0,27889,41980,46841
2023-01-04 00:00:00.000000000,1672761600000000000,15635.0,15850.0,15560.0,15720.0,21770,46841,46276
2023-01-05 00:00:00.000000000,1672848000000000000,15630.0,16045.0,15600.0,15890.0,24073,46276,46040
2023-01-06 00:00:00.000000000,1672934400000000000,15980.0,15980.0,15565.0,15780.0,24816,46040,47766
2023-01-09 00:00:00.000000000,1673193600000000000,15760.0,16065.0,15580.0,15760.0,21156,47766,49535
2023-01-10 00:00:00.000000000,1673280000000000000,15735.0,15850.0,15365.0,15400.0,25853,49535,52210
2023-01-11 00:00:00.000000000,1673366400000000000,15300.0,15400.0,14830.0,14870.0,37237,52210,57190
2023-01-12 00:00:00.000000000,1673452800000000000,14870.0,14995.0,14735.0,14795.0,27067,57190,56103
2023-01-13 00:00:00.000000000,1673539200000000000,14860.0,15115.0,14775.0,14820.0,27544,56103,56907
2023-01-16 00:00:00.000000000,1673798400000000000,15075.0,15250.0,15010.0,15180.0,26233,56907,53805
2023-01-17 00:00:00.000000000,1673884800000000000,15140.0,15285.0,14905.0,14975.0,24833,53805,55624
2023-01-18 00:00:00.000000000,1673971200000000000,15045.0,15115.0,14965.0,15050.0,17156,55624,52672
2023-01-19 00:00:00.000000000,1674057600000000000,15135.0,15190.0,14830.0,14970.0,18152,52672,51691
2023-01-20 00:00:00.000000000,1674144000000000000,14985.0,15395.0,14960.0,15255.0,25525,51691,46955
2023-01-30 00:00:00.000000000,1675008000000000000,14545.0,14650.0,14270.0,14415.0,28863,46955,50201
2023-01-31 00:00:00.000000000,1675094400000000000,14410.0,14600.0,14365.0,14555.0,23359,50201,44800
2023-02-01 00:00:00.000000000,1675180800000000000,14580.0,14670.0,14400.0,14495.0,15111,44800,44764
2023-02-02 00:00:00.000000000,1675267200000000000,14505.0,14655.0,14415.0,14460.0,17394,44764,43875
2023-02-03 00:00:00.000000000,1675353600000000000,14385.0,14415.0,14035.0,14070.0,21184,43875,43605
2023-02-06 00:00:00.000000000,1675612800000000000,14290.0,14600.0,14170.0,14540.0,23963,43605,41060
2023-02-07 00:00:00.000000000,1675699200000000000,14525.0,14635.0,14430.0,14450.0,16434,41060,40014
2023-02-08 00:00:00.000000000,1675785600000000000,14365.0,14505.0,14275.0,14325.0,12880,40014,38697
2023-02-09 00:00:00.000000000,1675872000000000000,14350.0,14520.0,14225.0,14420.0,14689,38697,35919
2023-02-10 00:00:00.000000000,1675958400000000000,14450.0,14545.0,14265.0,14385.0,13721,35919,32344
2023-02-13 00:00:00.000000000,1676217600000000000,16685.0,17000.0,16620.0,16980.0,25238,32344,46694
2023-02-14 00:00:00.000000000,1676304000000000000,16985.0,17095.0,16820.0,16880.0,19147,46694,46695
2023-02-15 00:00:00.000000000,1676390400000000000,17000.0,17030.0,16840.0,16975.0,13917,46695,46113
2023-02-16 00:00:00.000000000,1676476800000000000,16935.0,17245.0,16900.0,17215.0,20038,46113,47152
2023-02-17 00:00:00.000000000,1676563200000000000,17185.0,17515.0,17130.0,17510.0,25799,47152,46152
