datetime,datetime_nano,KQ.m@SHFE.ni.open,KQ.m@SHFE.ni.high,KQ.m@SHFE.ni.low,KQ.m@SHFE.ni.close,KQ.m@SHFE.ni.volume,KQ.m@SHFE.ni.open_oi,KQ.m@SHFE.ni.close_oi
2017-10-17 00:00:00.000000000,1508169600000000000,94000.0,95350.0,92930.0,93400.0,324529,233593,234586
2017-10-18 00:00:00.000000000,1508256000000000000,93640.0,94790.0,92720.0,94710.0,246018,234586,233998
2017-10-19 00:00:00.000000000,1508342400000000000,94610.0,95610.0,92930.0,94290.0,360024,233998,251192
2017-10-20 00:00:00.000000000,1508428800000000000,94130.0,97680.0,93430.0,97650.0,292362,251192,258951
2017-10-23 00:00:00.000000000,1508688000000000000,97430.0,97750.0,93680.0,94800.0,349572,258951,246738
2017-10-24 00:00:00.000000000,1508774400000000000,94950.0,96590.0,94300.0,96390.0,233990,246738,244207
2017-10-25 00:00:00.000000000,1508860800000000000,96450.0,97280.0,94880.0,95490.0,231571,244207,240859
2017-10-26 00:00:00.000000000,1508947200000000000,95650.0,96290.0,95070.0,95600.0,175267,240859,230297
2017-10-27 00:00:00.000000000,1509033600000000000,95630.0,95900.0,92220.0,92540.0,280136,230297,240216
2017-10-30 00:00:00.000000000,1509292800000000000,91870.0,93400.0,91760.0,92630.0,192727,240216,219413
2017-10-31 00:00:00.000000000,1509379200000000000,92780.0,95360.0,92620.0,95210.0,220793,219413,235518
2017-11-01 00:00:00.000000000,1509465600000000000,95120.0,99340.0,94760.0,99340.0,141530,235518,221238
2017-11-02 00:00:00.000000000,1509552000000000000,101340.0,102650.0,99880.0,101450.0,346871,221238,248278
2017-11-03 00:00:00.000000000,1509638400000000000,100900.0,101860.0,99020.0,101320.0,301389,248278,231825
2017-11-06 00:00:00.000000000,1509897600000000000,101130.0,103420.0,100000.0,103230.0,269960,231825,245321
2017-11-07 00:00:00.000000000,1509984000000000000,103150.0,103290.0,101860.0,102930.0,196076,245321,227314
2017-11-08 00:00:00.000000000,1510070400000000000,102610.0,102670.0,100200.0,101130.0,246869,227314,229662
2017-11-09 00:00:00.000000000,1510156800000000000,101020.0,101870.0,98330.0,99110.0,260252,229662,212694
2017-11-10 00:00:00.000000000,1510243200000000000,98650.0,99850.0,97930.0,99120.0,183807,212694,191090
2017-11-13 00:00:00.000000000,1510502400000000000,100020.0,100690.0,98000.0,100610.0,284873,191090,216051
2017-11-14 00:00:00.000000000,1510588800000000000,100300.0,102090.0,98980.0,99610.0,361132,216051,230132
2017-11-15 00:00:00.000000000,1510675200000000000,99600.0,100250.0,94650.0,94650.0,510083,230132,207840
2017-11-16 00:00:00.000000000,1510761600000000000,94050.0,94940.0,93810.0,94060.0,277955,207840,220471
2017-11-17 00:00:00.000000000,1510848000000000000,94320.0,95200.0,92550.0,92750.0,364694,220471,223397
2017-11-20 00:00:00.000000000,1511107200000000000,92950.0,94200.0,92720.0,93850.0,281165,223397,225254
2017-11-21 00:00:00.000000000,1511193600000000000,93650.0,95040.0,92770.0,94270.0,372110,225254,226426
2017-11-22 00:00:00.000000000,1511280000000000000,94420.0,95880.0,94220.0,95010.0,347190,226426,226559
2017-11-23 00:00:00.000000000,1511366400000000000,94890.0,96590.0,94060.0,94220.0,368972,226559,229582
2017-11-24 00:00:00.000000000,1511452800000000000,94300.0,97090.0,93100.0,96880.0,383312,229582,238701
2017-11-27 00:00:00.000000000,1511712000000000000,96850.0,97510.0,93340.0,94050.0,410266,238701,234325
2017-11-28 00:00:00.000000000,1511798400000000000,93930.0,94370.0,91340.0,92110.0,428352,234325,252861
2017-11-29 00:00:00.000000000,1511884800000000000,92120.0,92850.0,90820.0,91710.0,375105,252861,260159
2017-11-30 00:00:00.000000000,1511971200000000000,91580.0,92470.0,90110.0,91070.0,441193,260159,261080
2017-12-01 00:00:00.000000000,1512057600000000000,91290.0,91590.0,89570.0,90150.0,414344,261080,268335
2017-12-04 00:00:00.000000000,1512316800000000000,89700.0,92680.0,89660.0,92370.0,549165,268335,270122
2017-12-05 00:00:00.000000000,1512403200000000000,92420.0,92860.0,90130.0,90450.0,440391,270122,270903
2017-12-06 00:00:00.000000000,1512489600000000000,90450.0,90510.0,87410.0,88000.0,536719,270903,270609
2017-12-07 00:00:00.000000000,1512576000000000000,87950.0,88580.0,86890.0,87410.0,363663,270609,272897
2017-12-08 00:00:00.000000000,1512662400000000000,87580.0,89510.0,87540.0,89120.0,423594,272897,274421
2017-12-11 00:00:00.000000000,1512921600000000000,89130.0,89550.0,87600.0,87850.0,413464,274421,279251
2017-12-12 00:00:00.000000000,1513008000000000000,88160.0,90390.0,87950.0,89610.0,413766,279251,274192
2017-12-13 00:00:00.000000000,1513094400000000000,89870.0,90500.0,88360.0,89820.0,357872,274192,273665
2017-12-14 00:00:00.000000000,1513180800000000000,89930.0,90950.0,88610.0,89210.0,396544,273665,274568
2017-12-15 00:00:00.000000000,1513267200000000000,89480.0,90480.0,89390.0,90110.0,304734,274568,271538
2017-12-18 00:00:00.000000000,1513526400000000000,90410.0,94340.0,90100.0,93740.0,623187,271538,266737
2017-12-19 00:00:00.000000000,1513612800000000000,93840.0,95740.0,93290.0,94650.0,439710,266737,265054
2017-12-20 00:00:00.000000000,1513699200000000000,94800.0,95350.0,94250.0,95130.0,319180,265054,267738
2017-12-21 00:00:00.000000000,1513785600000000000,95870.0,96990.0,95150.0,95740.0,438311,267738,268368
2017-12-22 00:00:00.000000000,1513872000000000000,96140.0,96280.0,94520.0,95890.0,352007,268368,264560
2017-12-25 00:00:00.000000000,1514131200000000000,95860.0,97650.0,94800.0,95060.0,397529,264560,264502
2017-12-26 00:00:00.000000000,1514217600000000000,95080.0,95830.0,94020.0,95630.0,293744,264502,263033
2017-12-27 00:00:00.000000000,1514304000000000000,95730.0,96190.0,93900.0,94590.0,325452,263033,259039
2017-12-28 00:00:00.000000000,1514390400000000000,95010.0,97480.0,94480.0,96810.0,437262,259039,269798
2017-12-29 00:00:00.000000000,1514476800000000000,96500.0,97610.0,96160.0,96870.0,399908,269798,253130
2018-01-02 00:00:00.000000000,1514822400000000000,99000.0,99470.0,98080.0,99170.0,205025,253130,264807
2018-01-03 00:00:00.000000000,1514908800000000000,99710.0,99980.0,98260.0,98620.0,310405,264807,257507
2018-01-04 00:00:00.000000000,1514995200000000000,98660.0,99200.0,97210.0,99180.0,362771,257507,257494
2018-01-05 00:00:00.000000000,1515081600000000000,99380.0,99640.0,97870.0,98580.0,341247,257494,249711
2018-01-08 00:00:00.000000000,1515340800000000000,98320.0,98710.0,97000.0,98490.0,329611,249711,238823
2018-01-09 00:00:00.000000000,1515427200000000000,98350.0,99750.0,98140.0,99380.0,288070,238823,252012
2018-01-10 00:00:00.000000000,1515513600000000000,99150.0,100900.0,98910.0,100420.0,403292,252012,266040
2018-01-11 00:00:00.000000000,1515600000000000000,102000.0,102380.0,100710.0,101430.0,299811,266040,267611
2018-01-12 00:00:00.000000000,1515686400000000000,101220.0,101500.0,98600.0,99570.0,391565,267611,240886
2018-01-15 00:00:00.000000000,1515945600000000000,99300.0,100660.0,98500.0,100210.0,366663,240886,250028
2018-01-16 00:00:00.000000000,1516032000000000000,100290.0,100480.0,97720.0,97810.0,401353,250028,240966
2018-01-17 00:00:00.000000000,1516118400000000000,97000.0,97970.0,96390.0,96950.0,370002,240966,235456
2018-01-18 00:00:00.000000000,1516204800000000000,96920.0,97440.0,96500.0,96780.0,292077,235456,235931
2018-01-19 00:00:00.000000000,1516291200000000000,97150.0,97800.0,95700.0,96830.0,396097,235931,225254
2018-01-22 00:00:00.000000000,1516550400000000000,97400.0,98860.0,97080.0,98540.0,378682,225254,230256
2018-01-23 00:00:00.000000000,1516636800000000000,98590.0,99760.0,97110.0,99720.0,426248,230256,237504
2018-01-24 00:00:00.000000000,1516723200000000000,99330.0,99810.0,98270.0,98640.0,402679,237504,236973
2018-01-25 00:00:00.000000000,1516809600000000000,99860.0,105090.0,99560.0,104740.0,692354,236973,292681
2018-01-26 00:00:00.000000000,1516896000000000000,104360.0,104750.0,103280.0,104360.0,444100,292681,299572
2018-01-29 00:00:00.000000000,1517155200000000000,104660.0,107050.0,103620.0,105920.0,566493,299572,308990
2018-01-30 00:00:00.000000000,1517241600000000000,105850.0,106100.0,103310.0,103780.0,482886,308990,285183
2018-01-31 00:00:00.000000000,1517328000000000000,104090.0,104460.0,101550.0,102620.0,568085,285183,260059
2018-02-01 00:00:00.000000000,1517414400000000000,102740.0,103150.0,101620.0,102090.0,430283,260059,251305
2018-02-02 00:00:00.000000000,1517500800000000000,102410.0,105780.0,102210.0,104530.0,545131,251305,261073
2018-02-05 00:00:00.000000000,1517760000000000000,104170.0,104490.0,100000.0,102190.0,793797,261073,245913
2018-02-06 00:00:00.000000000,1517846400000000000,102540.0,104240.0,100530.0,101260.0,757997,245913,241893
2018-02-07 00:00:00.000000000,1517932800000000000,101380.0,103260.0,100850.0,102260.0,612219,241893,237605
2018-02-08 00:00:00.000000000,1518019200000000000,102130.0,102480.0,99220.0,100470.0,719168,237605,224405
2018-02-09 00:00:00.000000000,1518105600000000000,100550.0,101180.0,98420.0,98770.0,607893,224405,221626
2018-02-12 00:00:00.000000000,1518364800000000000,99040.0,100300.0,97770.0,99820.0,295487,221626,227184
2018-02-13 00:00:00.000000000,1518451200000000000,99530.0,101230.0,99340.0,100870.0,222387,227184,219073
2018-02-14 00:00:00.000000000,1518537600000000000,101140.0,103500.0,100750.0,103490.0,223657,219073,210904
2018-02-22 00:00:00.000000000,1519228800000000000,103800.0,104000.0,101900.0,102840.0,108012,210904,208603
2018-02-23 00:00:00.000000000,1519315200000000000,103180.0,105370.0,102910.0,104950.0,259585,208603,241619
2018-02-26 00:00:00.000000000,1519574400000000000,105180.0,105580.0,103680.0,105470.0,263806,241619,248321
2018-02-27 00:00:00.000000000,1519660800000000000,105580.0,106590.0,104300.0,106000.0,268474,248321,260310
2018-02-28 00:00:00.000000000,1519747200000000000,105680.0,105860.0,103820.0,105010.0,255961,260310,248036
2018-03-01 00:00:00.000000000,1519833600000000000,105060.0,105380.0,103490.0,104780.0,259708,248036,245592
2018-03-02 00:00:00.000000000,1519920000000000000,103020.0,103870.0,101680.0,102180.0,309651,245592,250957
2018-03-05 00:00:00.000000000,1520179200000000000,102390.0,102890.0,101440.0,101440.0,229814,250957,241888
2018-03-06 00:00:00.000000000,1520265600000000000,101580.0,102830.0,100650.0,102410.0,257605,241888,252752
2018-03-07 00:00:00.000000000,1520352000000000000,103060.0,103530.0,102050.0,102060.0,218074,252752,235860
2018-03-08 00:00:00.000000000,1520438400000000000,102180.0,103330.0,100950.0,101250.0,285267,235860,74975
2018-03-09 00:00:00.000000000,1520524800000000000,101200.0,101500.0,100220.0,100820.0,378914,74975,81161
2018-03-12 00:00:00.000000000,1520784000000000000,101720.0,105500.0,101360.0,104110.0,409074,81161,88772
2018-03-13 00:00:00.000000000,1520870400000000000,104230.0,105010.0,103520.0,103910.0,355559,88772,91397
2018-03-14 00:00:00.000000000,1520956800000000000,104820.0,105180.0,104010.0,104850.0,344240,91397,99639
2018-03-15 00:00:00.000000000,1521043200000000000,105160.0,105230.0,103130.0,103820.0,350036,99639,101100
2018-03-16 00:00:00.000000000,1521129600000000000,103580.0,103810.0,102250.0,103710.0,378142,101100,99694
2018-03-19 00:00:00.000000000,1521388800000000000,103720.0,104030.0,101830.0,102170.0,448502,99694,103808
2018-03-20 00:00:00.000000000,1521475200000000000,102130.0,102980.0,101070.0,102750.0,485013,103808,110957
2018-03-21 00:00:00.000000000,1521561600000000000,102760.0,102860.0,101200.0,101480.0,493814,110957,114267
2018-03-22 00:00:00.000000000,1521648000000000000,101290.0,103100.0,99830.0,101780.0,570707,114267,119805
2018-03-23 00:00:00.000000000,1521734400000000000,101270.0,101680.0,97350.0,98520.0,782054,119805,130631
2018-03-26 00:00:00.000000000,1521993600000000000,98600.0,99790.0,96310.0,96360.0,634031,130631,141457
2018-03-27 00:00:00.000000000,1522080000000000000,96320.0,98450.0,96190.0,97680.0,467272,141457,138812
2018-03-28 00:00:00.000000000,1522166400000000000,97460.0,97980.0,96150.0,96600.0,535114,138812,148387
2018-03-29 00:00:00.000000000,1522252800000000000,97050.0,98850.0,96520.0,98810.0,661193,148387,162271
2018-03-30 00:00:00.000000000,1522339200000000000,98850.0,99890.0,98150.0,99800.0,585628,162271,161294
2018-04-02 00:00:00.000000000,1522598400000000000,99610.0,101960.0,99520.0,100470.0,673818,161294,157822
2018-04-03 00:00:00.000000000,1522684800000000000,100480.0,101130.0,99700.0,100790.0,602385,157822,165913
2018-04-04 00:00:00.000000000,1522771200000000000,101190.0,101330.0,100060.0,100350.0,551468,165913,160674
2018-04-09 00:00:00.000000000,1523203200000000000,99860.0,100450.0,97920.0,99630.0,408032,160674,160041
2018-04-10 00:00:00.000000000,1523289600000000000,99630.0,101530.0,99260.0,100930.0,685476,160041,163893
2018-04-11 00:00:00.000000000,1523376000000000000,102000.0,102250.0,100950.0,101670.0,633895,163893,163388
2018-04-12 00:00:00.000000000,1523462400000000000,101520.0,102840.0,100700.0,102150.0,884569,163388,169648
2018-04-13 00:00:00.000000000,1523548800000000000,101610.0,104440.0,101260.0,103760.0,854193,169648,180756
2018-04-16 00:00:00.000000000,1523808000000000000,104000.0,104700.0,102840.0,104350.0,694906,180756,185787
2018-04-17 00:00:00.000000000,1523894400000000000,104420.0,105000.0,103220.0,103800.0,700302,185787,170633
2018-04-18 00:00:00.000000000,1523980800000000000,103130.0,105200.0,102570.0,104750.0,869375,170633,194718
2018-04-19 00:00:00.000000000,1524067200000000000,107510.0,109790.0,106210.0,108120.0,1136976,194718,197230
2018-04-20 00:00:00.000000000,1524153600000000000,106390.0,106900.0,103810.0,104260.0,519046,197230,175950
2018-04-23 00:00:00.000000000,1524412800000000000,104440.0,105490.0,103740.0,104930.0,397693,175950,169389
2018-04-24 00:00:00.000000000,1524499200000000000,102560.0,104450.0,102000.0,103330.0,387326,169389,148313
2018-04-25 00:00:00.000000000,1524585600000000000,103560.0,104500.0,103030.0,103300.0,327151,148313,148133
2018-04-26 00:00:00.000000000,1524672000000000000,103440.0,103980.0,102830.0,103350.0,275801,148133,145875
2018-04-27 00:00:00.000000000,1524758400000000000,103250.0,104970.0,102930.0,104740.0,376625,145875,139365
2018-05-02 00:00:00.000000000,1525190400000000000,104110.0,105300.0,103280.0,105100.0,183713,139365,146964
2018-05-03 00:00:00.000000000,1525276800000000000,105180.0,105690.0,104220.0,104760.0,260543,146964,145353
2018-05-04 00:00:00.000000000,1525363200000000000,105000.0,105280.0,103400.0,103910.0,277416,145353,143824
2018-05-07 00:00:00.000000000,1525622400000000000,103830.0,104920.0,103130.0,104560.0,287161,143824,151072
2018-05-08 00:00:00.000000000,1525708800000000000,104890.0,105850.0,103870.0,105160.0,283254,151072,160710
2018-05-09 00:00:00.000000000,1525795200000000000,104720.0,105080.0,103350.0,103900.0,318264,160710,153118
2018-05-10 00:00:00.000000000,1525881600000000000,104040.0,104760.0,103520.0,103770.0,282072,153118,152366
2018-05-11 00:00:00.000000000,1525968000000000000,104260.0,104480.0,103620.0,103920.0,253463,152366,152126
2018-05-14 00:00:00.000000000,1526227200000000000,104260.0,106750.0,104110.0,106490.0,376616,152126,175817
2018-05-15 00:00:00.000000000,1526313600000000000,106610.0,107840.0,106240.0,107150.0,342525,175817,174016
2018-05-16 00:00:00.000000000,1526400000000000000,106990.0,108740.0,106170.0,107740.0,378738,174016,173692
2018-05-17 00:00:00.000000000,1526486400000000000,107660.0,108440.0,107170.0,107820.0,235181,173692,173858
2018-05-18 00:00:00.000000000,1526572800000000000,107890.0,110430.0,107870.0,110240.0,381396,173858,197388
2018-05-21 00:00:00.000000000,1526832000000000000,110270.0,110560.0,108300.0,108850.0,299067,197388,172077
2018-05-22 00:00:00.000000000,1526918400000000000,109010.0,109800.0,108130.0,108250.0,246477,172077,169661
2018-05-23 00:00:00.000000000,1527004800000000000,109040.0,109400.0,107500.0,108440.0,274360,169661,165497
2018-05-24 00:00:00.000000000,1527091200000000000,108080.0,108420.0,107420.0,108190.0,236814,165497,159470
2018-05-25 00:00:00.000000000,1527177600000000000,108150.0,111660.0,108020.0,109880.0,462095,159470,171551
2018-05-28 00:00:00.000000000,1527436800000000000,109760.0,110650.0,109020.0,110520.0,261953,171551,177002
2018-05-29 00:00:00.000000000,1527523200000000000,110290.0,112950.0,110070.0,112880.0,335817,177002,203601
2018-05-30 00:00:00.000000000,1527609600000000000,112600.0,112810.0,111430.0,111650.0,266718,203601,182565
2018-05-31 00:00:00.000000000,1527696000000000000,111960.0,114870.0,111930.0,114820.0,366344,182565,189335
2018-06-01 00:00:00.000000000,1527782400000000000,114570.0,120000.0,114260.0,116110.0,580918,189335,163610
2018-06-04 00:00:00.000000000,1528041600000000000,116190.0,118030.0,115680.0,116830.0,316283,163610,146564
2018-06-05 00:00:00.000000000,1528128000000000000,116710.0,117270.0,115550.0,116600.0,254989,146564,135182
2018-06-06 00:00:00.000000000,1528214400000000000,116880.0,119590.0,116720.0,118760.0,319638,135182,137817
2018-06-07 00:00:00.000000000,1528300800000000000,118330.0,118740.0,117050.0,118020.0,277655,137817,198954
2018-06-08 00:00:00.000000000,1528387200000000000,118590.0,118900.0,114870.0,114900.0,426203,198954,190175
2018-06-11 00:00:00.000000000,1528646400000000000,115140.0,116800.0,115000.0,115780.0,274878,190175,190030
2018-06-12 00:00:00.000000000,1528732800000000000,115660.0,116280.0,114420.0,115170.0,318849,190030,191167
2018-06-13 00:00:00.000000000,1528819200000000000,115510.0,115790.0,114170.0,114720.0,301017,191167,184865
2018-06-14 00:00:00.000000000,1528905600000000000,115170.0,117900.0,114820.0,115250.0,467596,184865,187160
2018-06-15 00:00:00.000000000,1528992000000000000,115000.0,116450.0,114090.0,115770.0,376291,187160,180761
2018-06-19 00:00:00.000000000,1529337600000000000,114360.0,114920.0,112420.0,113040.0,267392,180761,164402
2018-06-20 00:00:00.000000000,1529424000000000000,112300.0,113980.0,112190.0,113750.0,274759,164402,169811
2018-06-21 00:00:00.000000000,1529510400000000000,113700.0,116230.0,113530.0,115150.0,410133,169811,177719
2018-06-22 00:00:00.000000000,1529596800000000000,115500.0,117270.0,115030.0,117000.0,408320,177719,196054
2018-06-25 00:00:00.000000000,1529856000000000000,117110.0,118440.0,116510.0,116670.0,324173,196054,193754
2018-06-26 00:00:00.000000000,1529942400000000000,116350.0,116660.0,113880.0,114360.0,357836,193754,186628
2018-06-27 00:00:00.000000000,1530028800000000000,113950.0,115920.0,113750.0,114550.0,325703,186628,188399
2018-06-28 00:00:00.000000000,1530115200000000000,114650.0,117340.0,114630.0,116220.0,423277,188399,199260
2018-06-29 00:00:00.000000000,1530201600000000000,115560.0,117920.0,115360.0,117680.0,368671,199260,208567
2018-07-02 00:00:00.000000000,1530460800000000000,117590.0,117750.0,115000.0,115330.0,357602,208567,195683
2018-07-03 00:00:00.000000000,1530547200000000000,115360.0,116280.0,114800.0,116090.0,314829,195683,196224
2018-07-04 00:00:00.000000000,1530633600000000000,115910.0,116570.0,112530.0,112660.0,480024,196224,185503
2018-07-05 00:00:00.000000000,1530720000000000000,112450.0,112520.0,110500.0,111780.0,437599,185503,178301
2018-07-06 00:00:00.000000000,1530806400000000000,112150.0,113200.0,110350.0,110980.0,526450,178301,175039
2018-07-09 00:00:00.000000000,1531065600000000000,110870.0,112220.0,110380.0,111830.0,313178,175039,173458
2018-07-10 00:00:00.000000000,1531152000000000000,111550.0,112350.0,110150.0,111990.0,335909,173458,169274
2018-07-11 00:00:00.000000000,1531238400000000000,111820.0,112760.0,108100.0,109370.0,521626,169274,162901
2018-07-12 00:00:00.000000000,1531324800000000000,109670.0,114800.0,109040.0,114000.0,581717,162901,170558
2018-07-13 00:00:00.000000000,1531411200000000000,113750.0,114000.0,112300.0,112440.0,350871,170558,162515
2018-07-16 00:00:00.000000000,1531670400000000000,112190.0,112830.0,110040.0,110210.0,462400,162515,169784
2018-07-17 00:00:00.000000000,1531756800000000000,110450.0,110880.0,108550.0,109140.0,370842,169784,165188
2018-07-18 00:00:00.000000000,1531843200000000000,108900.0,109500.0,108110.0,108910.0,407744,165188,162299
2018-07-19 00:00:00.000000000,1531929600000000000,108540.0,110540.0,108470.0,109050.0,455402,162299,157562
2018-07-20 00:00:00.000000000,1532016000000000000,108590.0,110180.0,107790.0,109880.0,397164,157562,152489
2018-07-23 00:00:00.000000000,1532275200000000000,109670.0,110460.0,108800.0,110330.0,329805,152489,144735
2018-07-24 00:00:00.000000000,1532361600000000000,110290.0,110960.0,109220.0,109560.0,304132,144735,143591
2018-07-25 00:00:00.000000000,1532448000000000000,110210.0,111730.0,110080.0,110920.0,354514,143591,138715
2018-07-26 00:00:00.000000000,1532534400000000000,111390.0,111770.0,110500.0,111320.0,275149,138715,134457
2018-07-27 00:00:00.000000000,1532620800000000000,111130.0,112950.0,110680.0,112210.0,302896,134457,133005
2018-07-30 00:00:00.000000000,1532880000000000000,112280.0,113240.0,111610.0,111680.0,257908,133005,128467
2018-07-31 00:00:00.000000000,1532966400000000000,112100.0,113390.0,111920.0,113010.0,225704,128467,121411
2018-08-01 00:00:00.000000000,1533052800000000000,113100.0,114210.0,112710.0,113290.0,231218,121411,114884
2018-08-02 00:00:00.000000000,1533139200000000000,112380.0,112950.0,109010.0,110400.0,353029,114884,92771
2018-08-03 00:00:00.000000000,1533225600000000000,110250.0,110450.0,108730.0,109110.0,216148,92771,103155
2018-08-06 00:00:00.000000000,1533484800000000000,109600.0,111270.0,108500.0,110600.0,315182,103155,112487
2018-08-07 00:00:00.000000000,1533571200000000000,110250.0,113240.0,109720.0,112630.0,373950,112487,120478
2018-08-08 00:00:00.000000000,1533657600000000000,112960.0,114690.0,112590.0,114110.0,350511,120478,140535
2018-08-09 00:00:00.000000000,1533744000000000000,114150.0,115010.0,113800.0,114450.0,244514,140535,140532
2018-08-10 00:00:00.000000000,1533830400000000000,114770.0,115150.0,113010.0,113260.0,248974,140532,136305
2018-08-13 00:00:00.000000000,1534089600000000000,113040.0,114500.0,112850.0,114270.0,231906,136305,145200
2018-08-14 00:00:00.000000000,1534176000000000000,114130.0,114590.0,111300.0,111980.0,321172,145200,141456
2018-08-15 00:00:00.000000000,1534262400000000000,111640.0,112090.0,109520.0,110000.0,329111,141456,145969
2018-08-16 00:00:00.000000000,1534348800000000000,109490.0,109820.0,107110.0,109150.0,413582,145969,144213
2018-08-17 00:00:00.000000000,1534435200000000000,109510.0,111450.0,109200.0,110090.0,342212,144213,134955
2018-08-20 00:00:00.000000000,1534694400000000000,110480.0,112620.0,110180.0,112110.0,325887,134955,128335
2018-08-21 00:00:00.000000000,1534780800000000000,112050.0,112980.0,111720.0,112830.0,261123,128335,127643
2018-08-22 00:00:00.000000000,1534867200000000000,112610.0,113000.0,110910.0,111060.0,316451,127643,128821
2018-08-23 00:00:00.000000000,1534953600000000000,111370.0,111860.0,109340.0,109380.0,297348,128821,133766
2018-08-24 00:00:00.000000000,1535040000000000000,109470.0,110410.0,108750.0,110100.0,301700,133766,140044
2018-08-27 00:00:00.000000000,1535299200000000000,110260.0,110500.0,107910.0,108760.0,350833,140044,146773
2018-08-28 00:00:00.000000000,1535385600000000000,108830.0,109480.0,108170.0,109400.0,250334,146773,142959
2018-08-29 00:00:00.000000000,1535472000000000000,109950.0,111260.0,109630.0,109890.0,303447,142959,130866
2018-08-30 00:00:00.000000000,1535558400000000000,109940.0,110680.0,109170.0,110260.0,250255,130866,130777
2018-08-31 00:00:00.000000000,1535644800000000000,109920.0,110180.0,107480.0,107600.0,409302,130777,153764
2018-09-03 00:00:00.000000000,1535904000000000000,107400.0,108020.0,104160.0,105130.0,515047,153764,174033
2018-09-04 00:00:00.000000000,1535990400000000000,105180.0,105510.0,103140.0,103250.0,314297,174033,177322
2018-09-05 00:00:00.000000000,1536076800000000000,103400.0,103550.0,101820.0,102330.0,377689,177322,175999
2018-09-06 00:00:00.000000000,1536163200000000000,102840.0,103620.0,101840.0,102760.0,318787,175999,175527
2018-09-07 00:00:00.000000000,1536249600000000000,102950.0,103430.0,100510.0,101100.0,364450,175527,183106
2018-09-10 00:00:00.000000000,1536508800000000000,101350.0,102750.0,100920.0,101860.0,312885,183106,169157
2018-09-11 00:00:00.000000000,1536595200000000000,102400.0,103100.0,101370.0,102450.0,294433,169157,162775
2018-09-12 00:00:00.000000000,1536681600000000000,101630.0,102200.0,99920.0,101930.0,402463,162775,153972
2018-09-13 00:00:00.000000000,1536768000000000000,102350.0,104340.0,102200.0,103890.0,378836,153972,137216
2018-09-14 00:00:00.000000000,1536854400000000000,104110.0,104400.0,103300.0,103820.0,241944,137216,135818
2018-09-17 00:00:00.000000000,1537113600000000000,103590.0,104800.0,101660.0,102090.0,350576,135818,136568
2018-09-18 00:00:00.000000000,1537200000000000000,102080.0,102640.0,100850.0,102040.0,305603,136568,140444
2018-09-19 00:00:00.000000000,1537286400000000000,102540.0,103680.0,101500.0,103340.0,345607,140444,136519
2018-09-20 00:00:00.000000000,1537372800000000000,103380.0,103770.0,102620.0,102910.0,293096,136519,137705
2018-09-21 00:00:00.000000000,1537459200000000000,103220.0,105230.0,103030.0,104870.0,357893,137705,128584
2018-09-25 00:00:00.000000000,1537804800000000000,105690.0,105870.0,104530.0,105390.0,147304,128584,121781
2018-09-26 00:00:00.000000000,1537891200000000000,105470.0,106600.0,105110.0,105710.0,266572,121781,113625
2018-09-27 00:00:00.000000000,1537977600000000000,105920.0,106080.0,103920.0,104130.0,246660,113625,101739
2018-09-28 00:00:00.000000000,1538064000000000000,103880.0,104590.0,102670.0,104550.0,229652,101739,91791
2018-10-08 00:00:00.000000000,1538928000000000000,104650.0,104680.0,102450.0,103230.0,112817,91791,86990
2018-10-09 00:00:00.000000000,1539014400000000000,103140.0,105650.0,102850.0,105470.0,222789,86990,84971
2018-10-10 00:00:00.000000000,1539100800000000000,105360.0,107120.0,104700.0,106210.0,239280,84971,80952
2018-10-11 00:00:00.000000000,1539187200000000000,106070.0,106400.0,103250.0,103360.0,243515,80952,70861
2018-10-12 00:00:00.000000000,1539273600000000000,103800.0,106170.0,103670.0,105670.0,206807,70861,66340
2018-10-15 00:00:00.000000000,1539532800000000000,105550.0,106030.0,104430.0,104590.0,148155,66340,60302
2018-10-16 00:00:00.000000000,1539619200000000000,104840.0,105500.0,101860.0,102370.0,305226,60302,127074
2018-10-17 00:00:00.000000000,1539705600000000000,102650.0,103470.0,102150.0,103140.0,249514,127074,130839
2018-10-18 00:00:00.000000000,1539792000000000000,102920.0,103320.0,100390.0,101140.0,373412,130839,147441
2018-10-19 00:00:00.000000000,1539878400000000000,101010.0,103780.0,100820.0,103440.0,327151,147441,134113
2018-10-22 00:00:00.000000000,1540137600000000000,103690.0,104700.0,102810.0,104220.0,294961,134113,128860
2018-10-23 00:00:00.000000000,1540224000000000000,103970.0,104050.0,102420.0,102720.0,252947,128860,136699
2018-10-24 00:00:00.000000000,1540310400000000000,102510.0,103740.0,102360.0,103230.0,269034,136699,135003
2018-10-25 00:00:00.000000000,1540396800000000000,102910.0,103490.0,100160.0,102040.0,421472,135003,149469
2018-10-26 00:00:00.000000000,1540483200000000000,101850.0,102080.0,99220.0,99310.0,395571,149469,182229
2018-10-29 00:00:00.000000000,1540742400000000000,99140.0,99600.0,98150.0,98210.0,359928,182229,171912
2018-10-30 00:00:00.000000000,1540828800000000000,98530.0,99250.0,97920.0,98390.0,295370,171912,174640
2018-10-31 00:00:00.000000000,1540915200000000000,98200.0,98890.0,97420.0,97760.0,360727,174640,179423
2018-11-01 00:00:00.000000000,1541001600000000000,97630.0,97850.0,96010.0,96730.0,332754,179423,181421
