datetime,datetime_nano,KQ.m@DCE.i.open,KQ.m@DCE.i.high,KQ.m@DCE.i.low,KQ.m@DCE.i.close,KQ.m@DCE.i.volume,KQ.m@DCE.i.open_oi,KQ.m@DCE.i.close_oi
2017-02-21 00:00:00.000000000,1487606400000000000,717.5,741.5,710.5,732.0,824391,623731,610672
2017-02-22 00:00:00.000000000,1487692800000000000,730.5,734.0,711.0,722.5,728149,610672,611621
2017-02-23 00:00:00.000000000,1487779200000000000,716.5,728.0,700.0,708.0,830712,611621,609264
2017-02-24 00:00:00.000000000,1487865600000000000,713.0,713.5,674.0,698.5,1053930,609264,580756
2017-02-27 00:00:00.000000000,1488124800000000000,699.0,732.5,690.0,714.0,1072903,580756,599948
2017-02-28 00:00:00.000000000,1488211200000000000,713.0,717.5,689.0,690.5,1032344,599948,609623
2017-03-01 00:00:00.000000000,1488297600000000000,692.0,705.5,688.0,698.0,878016,609623,579550
2017-03-02 00:00:00.000000000,1488384000000000000,697.5,709.0,691.5,694.5,776574,579550,590843
2017-03-03 00:00:00.000000000,1488470400000000000,695.0,695.5,664.5,688.0,1072857,590843,606157
2017-03-06 00:00:00.000000000,1488729600000000000,690.5,695.0,655.0,661.0,1099311,606157,664280
2017-03-07 00:00:00.000000000,1488816000000000000,658.5,669.0,653.5,661.5,707338,664280,620311
2017-03-08 00:00:00.000000000,1488902400000000000,661.5,674.0,655.0,661.5,1010941,620311,624865
2017-03-09 00:00:00.000000000,1488988800000000000,663.5,666.5,643.0,658.0,922812,624865,589941
2017-03-10 00:00:00.000000000,1489075200000000000,656.0,663.5,652.5,656.0,639514,589941,573200
2017-03-13 00:00:00.000000000,1489334400000000000,656.5,686.0,638.5,684.5,1096597,573200,586734
2017-03-14 00:00:00.000000000,1489420800000000000,686.5,697.5,680.5,686.5,705901,586734,532581
2017-03-15 00:00:00.000000000,1489507200000000000,685.0,730.5,682.5,724.5,926064,532581,551275
2017-03-16 00:00:00.000000000,1489593600000000000,722.5,735.0,710.0,726.5,641390,551275,509426
2017-03-17 00:00:00.000000000,1489680000000000000,723.5,724.0,706.5,715.5,539635,509426,469489
2017-03-20 00:00:00.000000000,1489939200000000000,712.5,725.0,708.0,711.5,464167,469489,424754
2017-03-21 00:00:00.000000000,1490025600000000000,711.5,713.0,681.0,687.5,477409,424754,372901
2017-03-22 00:00:00.000000000,1490112000000000000,602.0,609.0,575.5,577.0,645588,372901,490202
2017-03-23 00:00:00.000000000,1490198400000000000,581.5,590.5,577.0,580.5,542469,490202,501341
2017-03-24 00:00:00.000000000,1490284800000000000,575.5,590.0,567.5,580.5,816048,501341,578329
2017-03-27 00:00:00.000000000,1490544000000000000,578.0,579.5,541.0,549.5,854786,578329,615966
2017-03-28 00:00:00.000000000,1490630400000000000,549.0,561.0,542.0,543.0,811032,615966,637376
2017-03-29 00:00:00.000000000,1490716800000000000,548.0,574.0,547.0,571.0,1052700,637376,659656
2017-03-30 00:00:00.000000000,1490803200000000000,569.5,581.5,556.0,559.0,943520,659656,678371
2017-03-31 00:00:00.000000000,1490889600000000000,572.0,576.0,540.5,552.0,775867,678371,683081
2017-04-05 00:00:00.000000000,1491321600000000000,557.5,578.5,552.5,559.5,772026,683081,722516
2017-04-06 00:00:00.000000000,1491408000000000000,561.5,574.0,556.0,560.0,943691,722516,770584
2017-04-07 00:00:00.000000000,1491494400000000000,553.5,555.5,520.0,525.5,1111435,770584,797500
2017-04-10 00:00:00.000000000,1491753600000000000,526.5,531.5,517.0,520.0,758893,797500,802591
2017-04-11 00:00:00.000000000,1491840000000000000,515.0,531.0,513.5,524.5,810348,802591,806387
2017-04-12 00:00:00.000000000,1491926400000000000,520.0,522.5,503.0,506.0,958012,806387,815079
2017-04-13 00:00:00.000000000,1492012800000000000,500.0,514.5,495.5,505.5,878103,815079,815926
2017-04-14 00:00:00.000000000,1492099200000000000,506.5,519.0,501.5,507.5,960007,815926,817389
2017-04-17 00:00:00.000000000,1492358400000000000,510.5,514.0,489.5,493.0,1037704,817389,860535
2017-04-18 00:00:00.000000000,1492444800000000000,493.0,496.0,463.5,468.0,968238,860535,837252
2017-04-19 00:00:00.000000000,1492531200000000000,470.5,482.5,467.0,480.0,871714,837252,817884
2017-04-20 00:00:00.000000000,1492617600000000000,483.5,490.0,460.5,488.5,1298127,817884,856900
2017-04-21 00:00:00.000000000,1492704000000000000,493.5,515.0,486.0,505.5,1589857,856900,807772
2017-04-24 00:00:00.000000000,1492963200000000000,506.0,509.0,486.5,503.0,1385035,807772,838861
2017-04-25 00:00:00.000000000,1493049600000000000,504.5,506.0,489.5,498.0,1274878,838861,866460
2017-04-26 00:00:00.000000000,1493136000000000000,499.5,514.0,493.0,496.5,1311399,866460,896944
2017-04-27 00:00:00.000000000,1493222400000000000,497.5,506.5,492.0,506.0,1172867,896944,854087
2017-04-28 00:00:00.000000000,1493308800000000000,510.0,521.0,501.0,521.0,1380487,854087,911133
2017-05-02 00:00:00.000000000,1493654400000000000,532.5,539.0,526.5,533.5,833534,911133,867339
2017-05-03 00:00:00.000000000,1493740800000000000,532.0,536.0,522.0,523.0,944959,867339,907163
2017-05-04 00:00:00.000000000,1493827200000000000,516.5,519.5,485.0,485.0,1315509,907163,829322
2017-05-05 00:00:00.000000000,1493913600000000000,477.0,479.0,456.5,461.5,1331552,829322,859242
2017-05-08 00:00:00.000000000,1494172800000000000,468.5,484.5,457.5,466.5,1738842,859242,946471
2017-05-09 00:00:00.000000000,1494259200000000000,463.5,469.0,458.0,466.0,1152498,946471,929749
2017-05-10 00:00:00.000000000,1494345600000000000,465.5,479.0,464.0,474.5,1483924,929749,931837
2017-05-11 00:00:00.000000000,1494432000000000000,478.0,482.5,445.0,465.0,1986784,931837,981331
2017-05-12 00:00:00.000000000,1494518400000000000,464.0,466.5,448.0,450.5,1517369,981331,989566
2017-05-15 00:00:00.000000000,1494777600000000000,452.0,462.5,442.5,457.0,1216748,989566,944642
2017-05-16 00:00:00.000000000,1494864000000000000,458.5,462.0,451.5,461.0,1009310,944642,927825
2017-05-17 00:00:00.000000000,1494950400000000000,466.0,481.0,459.5,477.5,1449626,927825,998589
2017-05-18 00:00:00.000000000,1495036800000000000,477.0,480.5,467.0,468.5,1325071,998589,950261
2017-05-19 00:00:00.000000000,1495123200000000000,458.0,490.5,454.0,489.0,1968583,950261,1026856
2017-05-22 00:00:00.000000000,1495382400000000000,490.5,501.0,487.0,494.0,1647219,1026856,955569
2017-05-23 00:00:00.000000000,1495468800000000000,494.5,498.0,478.0,479.0,1193182,955569,954968
2017-05-24 00:00:00.000000000,1495555200000000000,477.5,481.5,452.0,455.5,1607448,954968,994148
2017-05-25 00:00:00.000000000,1495641600000000000,457.0,466.0,447.0,448.0,1585044,994148,1014202
2017-05-26 00:00:00.000000000,1495728000000000000,448.5,456.0,446.0,454.0,1181988,1014202,909002
2017-05-31 00:00:00.000000000,1496160000000000000,454.5,455.0,423.5,424.5,1113121,909002,994172
2017-06-01 00:00:00.000000000,1496246400000000000,426.0,427.5,415.0,420.0,1124904,994172,997412
2017-06-02 00:00:00.000000000,1496332800000000000,424.0,434.5,418.5,429.5,1359997,997412,1044097
2017-06-05 00:00:00.000000000,1496592000000000000,424.5,443.0,422.5,435.0,1624256,1044097,1012558
2017-06-06 00:00:00.000000000,1496678400000000000,431.5,438.0,423.5,432.0,1417246,1012558,1037114
2017-06-07 00:00:00.000000000,1496764800000000000,431.0,437.5,427.0,432.5,1042296,1037114,984000
2017-06-08 00:00:00.000000000,1496851200000000000,432.0,436.5,422.0,423.0,1422632,984000,1096584
2017-06-09 00:00:00.000000000,1496937600000000000,422.0,427.5,419.0,423.5,1035723,1096584,1029461
2017-06-12 00:00:00.000000000,1497196800000000000,423.5,437.5,422.0,434.0,1251929,1029461,1041831
2017-06-13 00:00:00.000000000,1497283200000000000,434.0,435.5,418.0,418.5,1101895,1041831,1023358
2017-06-14 00:00:00.000000000,1497369600000000000,417.0,432.0,412.5,432.0,1347010,1023358,1062034
2017-06-15 00:00:00.000000000,1497456000000000000,431.5,431.5,416.5,423.0,1320972,1062034,1039514
2017-06-16 00:00:00.000000000,1497542400000000000,424.5,436.0,422.0,426.5,1455600,1039514,1015218
2017-06-19 00:00:00.000000000,1497801600000000000,427.5,439.5,425.5,432.5,1185150,1015218,1002903
2017-06-20 00:00:00.000000000,1497888000000000000,432.5,437.5,428.0,430.5,1001779,1002903,927188
2017-06-21 00:00:00.000000000,1497974400000000000,428.5,433.5,419.5,433.5,1067715,927188,973417
2017-06-22 00:00:00.000000000,1498060800000000000,436.5,438.5,425.0,425.5,1110927,973417,916341
2017-06-23 00:00:00.000000000,1498147200000000000,426.5,434.5,425.5,434.0,847666,916341,927615
2017-06-26 00:00:00.000000000,1498406400000000000,433.5,434.5,427.5,433.0,823427,927615,899497
2017-06-27 00:00:00.000000000,1498492800000000000,434.5,458.0,431.5,456.5,1416976,899497,1066294
2017-06-28 00:00:00.000000000,1498579200000000000,457.5,460.5,453.5,457.5,1057365,1066294,1017263
2017-06-29 00:00:00.000000000,1498665600000000000,463.5,484.5,459.0,477.0,1724370,1017263,979033
2017-06-30 00:00:00.000000000,1498752000000000000,473.5,476.5,465.0,473.5,1027570,979033,942680
2017-07-03 00:00:00.000000000,1499011200000000000,471.5,488.0,470.0,487.0,1141205,942680,991633
2017-07-04 00:00:00.000000000,1499097600000000000,488.0,493.0,462.0,465.0,1436225,991633,920875
2017-07-05 00:00:00.000000000,1499184000000000000,468.5,479.5,465.5,469.5,1337945,920875,914845
2017-07-06 00:00:00.000000000,1499270400000000000,466.0,472.5,457.0,471.0,1185562,914845,900581
2017-07-07 00:00:00.000000000,1499356800000000000,470.5,484.0,465.0,481.5,1190045,900581,956163
2017-07-10 00:00:00.000000000,1499616000000000000,480.5,485.5,475.0,480.0,1139373,956163,900272
2017-07-11 00:00:00.000000000,1499702400000000000,479.5,498.0,477.5,488.5,1245357,900272,909883
2017-07-12 00:00:00.000000000,1499788800000000000,488.5,499.0,483.5,488.5,1194401,909883,872762
2017-07-13 00:00:00.000000000,1499875200000000000,489.0,494.0,481.0,491.0,1004724,872762,863926
2017-07-14 00:00:00.000000000,1499961600000000000,489.5,490.5,472.0,481.0,1184446,863926,851525
2017-07-17 00:00:00.000000000,1500220800000000000,482.0,501.0,481.0,494.5,1154741,851525,862796
2017-07-18 00:00:00.000000000,1500307200000000000,497.0,524.0,496.0,517.0,1416405,862796,916549
2017-07-19 00:00:00.000000000,1500393600000000000,518.0,535.0,517.0,532.0,1092954,916549,828043
2017-07-20 00:00:00.000000000,1500480000000000000,531.5,536.5,515.5,517.0,1217391,828043,750389
2017-07-21 00:00:00.000000000,1500566400000000000,518.0,523.0,508.5,521.0,1084087,750389,700305
2017-07-24 00:00:00.000000000,1500825600000000000,521.5,524.5,502.0,512.0,1069848,700305,696163
2017-07-25 00:00:00.000000000,1500912000000000000,515.0,531.0,512.5,526.5,1262816,696163,724205
2017-07-26 00:00:00.000000000,1500998400000000000,531.0,534.5,514.0,518.0,1089884,724205,639166
2017-07-27 00:00:00.000000000,1501084800000000000,517.5,527.5,515.0,527.0,912661,639166,633076
2017-07-28 00:00:00.000000000,1501171200000000000,527.0,534.0,523.0,530.0,831630,633076,572044
2017-07-31 00:00:00.000000000,1501430400000000000,530.5,570.5,529.5,570.5,1072687,572044,482434
2017-08-01 00:00:00.000000000,1501516800000000000,573.0,582.0,566.5,566.5,553154,482434,348289
2017-08-02 00:00:00.000000000,1501603200000000000,544.0,547.5,532.0,544.0,1000050,348289,632601
2017-08-03 00:00:00.000000000,1501689600000000000,541.0,557.0,535.5,543.5,1267043,632601,711278
2017-08-04 00:00:00.000000000,1501776000000000000,545.0,556.0,539.0,548.5,1129981,711278,721534
2017-08-07 00:00:00.000000000,1502035200000000000,549.0,587.5,542.0,564.0,1835281,721534,775787
2017-08-08 00:00:00.000000000,1502121600000000000,563.5,574.0,543.0,549.0,1471450,775787,768212
2017-08-09 00:00:00.000000000,1502208000000000000,549.5,568.5,547.0,566.5,1542279,768212,776835
2017-08-10 00:00:00.000000000,1502294400000000000,564.5,572.0,552.5,563.5,1505499,776835,767437
2017-08-11 00:00:00.000000000,1502380800000000000,556.0,571.0,527.5,536.0,1837767,767437,735184
2017-08-14 00:00:00.000000000,1502640000000000000,537.5,543.0,524.5,527.0,1246133,735184,732965
2017-08-15 00:00:00.000000000,1502726400000000000,527.0,533.5,518.5,530.0,1214565,732965,736698
2017-08-16 00:00:00.000000000,1502812800000000000,531.0,533.0,518.0,523.5,1178096,736698,766084
2017-08-17 00:00:00.000000000,1502899200000000000,526.5,561.5,524.0,554.5,1983429,766084,771525
2017-08-18 00:00:00.000000000,1502985600000000000,551.0,584.0,546.5,580.5,1608106,771525,775540
2017-08-21 00:00:00.000000000,1503244800000000000,573.0,601.0,561.0,596.0,2129729,775540,882905
2017-08-22 00:00:00.000000000,1503331200000000000,600.0,609.5,594.0,606.0,1392300,882905,850771
2017-08-23 00:00:00.000000000,1503417600000000000,602.0,602.5,565.0,578.5,1845735,850771,831245
2017-08-24 00:00:00.000000000,1503504000000000000,578.0,597.5,569.0,582.5,1732027,831245,820274
2017-08-25 00:00:00.000000000,1503590400000000000,582.0,601.0,577.0,585.5,1596199,820274,798550
2017-08-28 00:00:00.000000000,1503849600000000000,580.5,588.5,553.5,572.5,1694408,798550,788817
2017-08-29 00:00:00.000000000,1503936000000000000,573.5,577.5,550.5,554.0,1630179,788817,771914
2017-08-30 00:00:00.000000000,1504022400000000000,555.5,559.0,543.0,556.0,1370616,771914,759028
2017-08-31 00:00:00.000000000,1504108800000000000,554.0,574.5,546.5,573.0,1660189,759028,795582
2017-09-01 00:00:00.000000000,1504195200000000000,571.5,588.5,568.5,583.0,1540638,795582,781746
2017-09-04 00:00:00.000000000,1504454400000000000,582.0,598.0,565.0,565.5,1764204,781746,766471
2017-09-05 00:00:00.000000000,1504540800000000000,567.0,579.5,562.5,576.0,1409830,766471,772681
2017-09-06 00:00:00.000000000,1504627200000000000,579.0,586.5,549.0,550.0,1806516,772681,831834
2017-09-07 00:00:00.000000000,1504713600000000000,550.0,556.5,540.5,545.5,1645767,831834,875291
2017-09-08 00:00:00.000000000,1504800000000000000,545.5,561.5,531.0,534.5,1820065,875291,833011
2017-09-11 00:00:00.000000000,1505059200000000000,536.0,538.0,519.0,533.5,1612956,833011,781008
2017-09-12 00:00:00.000000000,1505145600000000000,535.0,549.0,528.0,548.0,1706474,781008,818469
2017-09-13 00:00:00.000000000,1505232000000000000,547.5,552.5,528.5,534.0,1538581,818469,805722
2017-09-14 00:00:00.000000000,1505318400000000000,533.0,535.0,507.5,510.0,1755214,805722,898317
2017-09-15 00:00:00.000000000,1505404800000000000,511.0,514.5,503.0,508.0,1223616,898317,870498
2017-09-18 00:00:00.000000000,1505664000000000000,507.5,514.0,493.5,511.5,1559256,870498,887973
2017-09-19 00:00:00.000000000,1505750400000000000,512.0,514.5,498.0,498.0,1210540,887973,885647
2017-09-20 00:00:00.000000000,1505836800000000000,493.5,503.0,487.5,492.5,1325102,885647,915530
2017-09-21 00:00:00.000000000,1505923200000000000,494.5,499.0,471.0,472.0,1667078,915530,983105
2017-09-22 00:00:00.000000000,1506009600000000000,472.0,474.5,463.5,466.5,1177878,983105,948056
2017-09-25 00:00:00.000000000,1506268800000000000,469.5,473.5,457.5,468.0,1278565,948056,947917
2017-09-26 00:00:00.000000000,1506355200000000000,469.0,473.0,462.0,464.5,1130207,947917,952657
2017-09-27 00:00:00.000000000,1506441600000000000,465.5,475.5,460.0,473.0,1429847,952657,961702
2017-09-28 00:00:00.000000000,1506528000000000000,475.0,478.0,444.0,451.0,1653300,961702,933745
2017-09-29 00:00:00.000000000,1506614400000000000,452.0,459.0,446.0,454.5,1107939,933745,861595
2017-10-09 00:00:00.000000000,1507478400000000000,463.0,464.5,437.0,442.5,885626,861595,918597
2017-10-10 00:00:00.000000000,1507564800000000000,442.5,448.0,434.5,440.0,1097980,918597,1003443
2017-10-11 00:00:00.000000000,1507651200000000000,439.0,445.0,435.5,436.0,994438,1003443,1003492
2017-10-12 00:00:00.000000000,1507737600000000000,434.0,449.5,425.5,441.5,1560197,1003492,1051338
2017-10-13 00:00:00.000000000,1507824000000000000,439.5,456.5,438.0,455.5,1555158,1051338,1030739
2017-10-16 00:00:00.000000000,1508083200000000000,455.0,470.5,452.0,463.0,1773727,1030739,1016578
2017-10-17 00:00:00.000000000,1508169600000000000,463.5,467.5,445.5,453.0,1770955,1016578,1045408
2017-10-18 00:00:00.000000000,1508256000000000000,453.5,465.0,452.0,459.0,1454850,1045408,1028711
2017-10-19 00:00:00.000000000,1508342400000000000,457.0,458.0,437.0,444.0,1759260,1028711,1069983
2017-10-20 00:00:00.000000000,1508428800000000000,443.0,469.5,441.0,469.0,1657333,1069983,1040272
2017-10-23 00:00:00.000000000,1508688000000000000,468.0,471.5,448.0,458.5,1922464,1040272,1011522
2017-10-24 00:00:00.000000000,1508774400000000000,457.5,468.0,453.5,457.5,1386631,1011522,968384
2017-10-25 00:00:00.000000000,1508860800000000000,458.0,466.0,449.5,455.0,1462017,968384,982048
2017-10-26 00:00:00.000000000,1508947200000000000,453.0,456.5,450.0,453.5,953679,982048,927624
2017-10-27 00:00:00.000000000,1509033600000000000,451.5,452.5,426.5,428.0,1544483,927624,1018258
2017-10-30 00:00:00.000000000,1509292800000000000,427.0,433.0,421.0,425.0,1135890,1018258,953176
2017-10-31 00:00:00.000000000,1509379200000000000,426.0,433.0,421.5,428.0,1035528,953176,929982
2017-11-01 00:00:00.000000000,1509465600000000000,429.0,439.0,426.0,429.5,1118119,929982,893241
2017-11-02 00:00:00.000000000,1509552000000000000,429.0,447.0,426.0,442.0,1322482,893241,895614
2017-11-03 00:00:00.000000000,1509638400000000000,441.5,446.0,436.0,439.5,1006812,895614,859522
2017-11-06 00:00:00.000000000,1509897600000000000,440.0,469.0,439.5,468.0,1478294,859522,877516
2017-11-07 00:00:00.000000000,1509984000000000000,468.0,475.0,461.5,469.0,1258418,877516,837407
2017-11-08 00:00:00.000000000,1510070400000000000,468.0,472.5,461.5,466.0,1148313,837407,822228
2017-11-09 00:00:00.000000000,1510156800000000000,466.5,479.5,456.0,460.5,1732153,822228,839876
2017-11-10 00:00:00.000000000,1510243200000000000,459.5,466.5,453.0,462.5,1122003,839876,780926
2017-11-13 00:00:00.000000000,1510502400000000000,463.5,468.0,454.0,465.0,1206692,780926,815190
2017-11-14 00:00:00.000000000,1510588800000000000,465.0,471.0,461.5,464.5,951364,815190,754591
2017-11-15 00:00:00.000000000,1510675200000000000,464.5,469.5,443.0,446.0,1242483,754591,742692
2017-11-16 00:00:00.000000000,1510761600000000000,447.5,460.5,445.5,458.0,982500,742692,699953
2017-11-17 00:00:00.000000000,1510848000000000000,460.5,469.5,457.5,462.5,1134573,699953,685830
2017-11-20 00:00:00.000000000,1511107200000000000,462.5,475.0,458.0,470.0,994377,685830,668458
2017-11-21 00:00:00.000000000,1511193600000000000,470.5,474.5,466.5,470.0,697855,668458,583001
2017-11-22 00:00:00.000000000,1511280000000000000,471.5,478.5,466.5,474.5,746021,583001,528785
2017-11-23 00:00:00.000000000,1511366400000000000,500.0,513.5,498.5,507.5,1148939,528785,706625
2017-11-24 00:00:00.000000000,1511452800000000000,507.5,515.5,501.0,513.5,999724,706625,704370
2017-11-27 00:00:00.000000000,1511712000000000000,513.5,516.5,502.5,505.0,1104174,704370,752020
2017-11-28 00:00:00.000000000,1511798400000000000,503.5,507.0,495.5,504.5,1012748,752020,716196
2017-11-29 00:00:00.000000000,1511884800000000000,504.0,513.5,498.0,512.5,1110509,716196,779700
2017-11-30 00:00:00.000000000,1511971200000000000,512.5,526.5,506.5,520.0,1419690,779700,811826
2017-12-01 00:00:00.000000000,1512057600000000000,521.0,529.0,518.0,526.0,1152160,811826,822398
2017-12-04 00:00:00.000000000,1512316800000000000,527.0,555.0,525.5,548.0,1445537,822398,846483
2017-12-05 00:00:00.000000000,1512403200000000000,547.0,553.0,537.5,539.5,1213821,846483,865369
2017-12-06 00:00:00.000000000,1512489600000000000,540.5,544.0,521.0,523.0,1380910,865369,837982
2017-12-07 00:00:00.000000000,1512576000000000000,524.0,524.5,492.0,494.5,1633229,837982,748350
2017-12-08 00:00:00.000000000,1512662400000000000,495.5,508.5,490.0,506.5,1381657,748350,752089
2017-12-11 00:00:00.000000000,1512921600000000000,506.5,520.0,495.0,495.5,1687704,752089,809037
2017-12-12 00:00:00.000000000,1513008000000000000,498.0,514.5,495.0,503.0,1695404,809037,796567
2017-12-13 00:00:00.000000000,1513094400000000000,502.0,510.5,491.0,506.0,1799215,796567,834261
2017-12-14 00:00:00.000000000,1513180800000000000,507.0,509.0,495.0,498.0,1455196,834261,832916
2017-12-15 00:00:00.000000000,1513267200000000000,497.5,510.5,493.0,508.0,1370387,832916,853228
2017-12-18 00:00:00.000000000,1513526400000000000,509.0,540.0,507.5,536.0,2043079,853228,906292
2017-12-19 00:00:00.000000000,1513612800000000000,536.0,540.0,525.5,528.5,1435772,906292,858161
2017-12-20 00:00:00.000000000,1513699200000000000,527.0,531.5,522.5,529.0,1149096,858161,844547
2017-12-21 00:00:00.000000000,1513785600000000000,530.0,549.5,525.5,532.0,1941085,844547,917923
2017-12-22 00:00:00.000000000,1513872000000000000,533.5,547.0,528.0,546.0,1571595,917923,923808
2017-12-25 00:00:00.000000000,1514131200000000000,546.5,551.5,523.5,525.5,1644597,923808,915089
2017-12-26 00:00:00.000000000,1514217600000000000,521.5,525.0,511.5,521.5,1486518,915089,820553
2017-12-27 00:00:00.000000000,1514304000000000000,520.0,524.5,514.0,515.5,1395434,820553,852338
2017-12-28 00:00:00.000000000,1514390400000000000,511.5,523.0,510.5,518.5,1127222,852338,832170
2017-12-29 00:00:00.000000000,1514476800000000000,517.5,538.5,517.0,531.5,1703441,832170,875041
2018-01-02 00:00:00.000000000,1514822400000000000,533.0,546.5,531.0,543.5,1018488,875041,899754
2018-01-03 00:00:00.000000000,1514908800000000000,544.0,547.0,535.0,536.0,1126429,899754,883415
2018-01-04 00:00:00.000000000,1514995200000000000,535.5,546.0,533.5,543.5,1256228,883415,931846
2018-01-05 00:00:00.000000000,1515081600000000000,542.5,551.0,528.0,538.5,1605749,931846,935450
2018-01-08 00:00:00.000000000,1515340800000000000,537.5,556.0,534.0,555.5,1438600,935450,987718
2018-01-09 00:00:00.000000000,1515427200000000000,555.5,562.5,554.5,560.5,1077873,987718,996960
2018-01-10 00:00:00.000000000,1515513600000000000,561.0,565.0,552.0,557.5,1102830,996960,1004604
2018-01-11 00:00:00.000000000,1515600000000000000,558.0,560.5,549.0,556.0,1054127,1004604,976772
2018-01-12 00:00:00.000000000,1515686400000000000,556.0,558.0,539.5,544.0,1306862,976772,954869
2018-01-15 00:00:00.000000000,1515945600000000000,541.5,544.0,531.0,536.5,1139053,954869,934235
2018-01-16 00:00:00.000000000,1516032000000000000,538.0,542.5,527.0,529.5,1149701,934235,929960
2018-01-17 00:00:00.000000000,1516118400000000000,527.0,534.5,525.5,531.5,1071121,929960,894734
2018-01-18 00:00:00.000000000,1516204800000000000,531.0,539.5,529.5,537.0,928023,894734,885254
2018-01-19 00:00:00.000000000,1516291200000000000,539.0,544.5,531.0,543.5,1161057,885254,920015
2018-01-22 00:00:00.000000000,1516550400000000000,546.0,547.5,538.0,540.5,1003515,920015,849521
2018-01-23 00:00:00.000000000,1516636800000000000,540.5,541.0,517.0,521.5,1486178,849521,957096
2018-01-24 00:00:00.000000000,1516723200000000000,519.5,525.5,518.0,522.0,739289,957096,884050
2018-01-25 00:00:00.000000000,1516809600000000000,523.0,536.0,518.5,529.5,1156599,884050,882053
2018-01-26 00:00:00.000000000,1516896000000000000,529.5,530.5,515.0,519.0,1150131,882053,909064
2018-01-29 00:00:00.000000000,1517155200000000000,519.0,522.0,511.0,514.5,914764,909064,891416
2018-01-30 00:00:00.000000000,1517241600000000000,514.0,521.5,513.5,517.5,835392,891416,874136
2018-01-31 00:00:00.000000000,1517328000000000000,517.5,520.0,504.5,510.0,1053061,874136,922878
2018-02-01 00:00:00.000000000,1517414400000000000,511.0,512.0,503.5,506.5,829841,922878,900060
2018-02-02 00:00:00.000000000,1517500800000000000,507.0,518.5,507.0,513.5,968773,900060,862207
2018-02-05 00:00:00.000000000,1517760000000000000,514.0,527.5,513.5,526.5,1155769,862207,886222
2018-02-06 00:00:00.000000000,1517846400000000000,528.0,529.0,516.0,521.0,977211,886222,844818
2018-02-07 00:00:00.000000000,1517932800000000000,521.5,527.5,518.0,526.5,845397,844818,801184
2018-02-08 00:00:00.000000000,1518019200000000000,526.5,528.5,521.0,524.0,770405,801184,788207
2018-02-09 00:00:00.000000000,1518105600000000000,525.0,535.5,519.0,523.5,1323140,788207,807445
2018-02-12 00:00:00.000000000,1518364800000000000,522.0,526.0,518.0,523.0,687278,807445,724922
2018-02-13 00:00:00.000000000,1518451200000000000,523.0,531.0,521.5,529.0,590289,724922,715151
2018-02-14 00:00:00.000000000,1518537600000000000,530.5,541.0,529.0,539.5,605938,715151,673018
2018-02-22 00:00:00.000000000,1519228800000000000,541.0,545.0,532.5,538.5,522467,673018,700729
2018-02-23 00:00:00.000000000,1519315200000000000,537.0,549.0,536.0,548.5,782623,700729,784337
2018-02-26 00:00:00.000000000,1519574400000000000,548.5,556.5,545.0,549.0,741600,784337,769966
2018-02-27 00:00:00.000000000,1519660800000000000,549.0,552.0,540.0,546.5,782260,769966,781366
2018-02-28 00:00:00.000000000,1519747200000000000,545.5,546.5,540.5,543.0,639845,781366,757974
2018-03-01 00:00:00.000000000,1519833600000000000,543.0,548.0,540.5,544.5,777107,757974,795453
2018-03-02 00:00:00.000000000,1519920000000000000,542.5,546.0,534.5,539.0,876939,795453,767193
2018-03-05 00:00:00.000000000,1520179200000000000,538.5,539.5,519.0,520.0,1033707,767193,822410
2018-03-06 00:00:00.000000000,1520265600000000000,519.0,524.5,516.5,520.5,781120,822410,778697
2018-03-07 00:00:00.000000000,1520352000000000000,522.5,525.0,515.5,517.5,854192,778697,808466
2018-03-08 00:00:00.000000000,1520438400000000000,513.5,515.5,500.5,500.5,965126,808466,824686
2018-03-09 00:00:00.000000000,1520524800000000000,499.0,502.0,479.5,483.5,1405093,824686,847330
2018-03-12 00:00:00.000000000,1520784000000000000,487.5,489.5,475.5,479.0,1163247,847330,848100
2018-03-13 00:00:00.000000000,1520870400000000000,478.0,484.0,476.5,479.0,842275,848100,836046
2018-03-14 00:00:00.000000000,1520956800000000000,481.0,493.5,478.5,490.0,1189592,836046,828364
2018-03-15 00:00:00.000000000,1521043200000000000,490.5,494.5,486.5,490.0,928905,828364,767260
2018-03-16 00:00:00.000000000,1521129600000000000,489.0,490.0,481.0,483.5,969970,767260,778370
2018-03-19 00:00:00.000000000,1521388800000000000,481.5,482.5,461.5,462.5,1372208,778370,852719
2018-03-20 00:00:00.000000000,1521475200000000000,463.0,465.5,453.5,459.0,1082719,852719,839631
2018-03-21 00:00:00.000000000,1521561600000000000,460.0,467.5,457.5,463.0,1190675,839631,828561
2018-03-22 00:00:00.000000000,1521648000000000000,464.0,473.5,462.5,466.5,1319115,828561,796512
2018-03-23 00:00:00.000000000,1521734400000000000,465.0,467.5,430.5,437.5,1862363,796512,696987
2018-03-26 00:00:00.000000000,1521993600000000000,438.5,443.5,434.5,439.0,1040892,696987,696492
2018-03-27 00:00:00.000000000,1522080000000000000,438.5,448.5,437.5,444.0,944741,696492,642502
2018-03-28 00:00:00.000000000,1522166400000000000,443.5,445.5,427.5,438.5,1266824,642502,703049
2018-03-29 00:00:00.000000000,1522252800000000000,439.5,441.5,430.5,441.0,919039,703049,657942
