datetime,datetime_nano,KQ.m@SHFE.sn.open,KQ.m@SHFE.sn.high,KQ.m@SHFE.sn.low,KQ.m@SHFE.sn.close,KQ.m@SHFE.sn.volume,KQ.m@SHFE.sn.open_oi,KQ.m@SHFE.sn.close_oi
2017-10-27 00:00:00.000000000,1509033600000000000,145300.0,145410.0,143700.0,143710.0,6179,10097,10321
2017-10-30 00:00:00.000000000,1509292800000000000,143230.0,144970.0,143130.0,143700.0,4200,10321,10184
2017-10-31 00:00:00.000000000,1509379200000000000,143810.0,144140.0,142760.0,143680.0,5880,10184,10592
2017-11-01 00:00:00.000000000,1509465600000000000,143270.0,145510.0,140970.0,144410.0,17187,10592,10885
2017-11-02 00:00:00.000000000,1509552000000000000,144500.0,144930.0,143560.0,144160.0,7209,10885,10502
2017-11-03 00:00:00.000000000,1509638400000000000,143750.0,144400.0,143340.0,143920.0,3784,10502,10355
2017-11-06 00:00:00.000000000,1509897600000000000,143920.0,144500.0,143500.0,144220.0,4938,10355,10053
2017-11-07 00:00:00.000000000,1509984000000000000,144030.0,144380.0,142600.0,142720.0,7893,10053,11028
2017-11-08 00:00:00.000000000,1510070400000000000,142720.0,143050.0,141420.0,141750.0,6541,11028,11493
2017-11-09 00:00:00.000000000,1510156800000000000,141490.0,142690.0,141230.0,142080.0,6082,11493,11315
2017-11-10 00:00:00.000000000,1510243200000000000,142080.0,144180.0,141840.0,143900.0,8775,11315,10556
2017-11-13 00:00:00.000000000,1510502400000000000,144170.0,144490.0,143120.0,143820.0,5389,10556,10160
2017-11-14 00:00:00.000000000,1510588800000000000,143130.0,144800.0,142850.0,144010.0,6058,10160,10012
2017-11-15 00:00:00.000000000,1510675200000000000,143920.0,144070.0,141900.0,143010.0,8025,10012,10098
2017-11-16 00:00:00.000000000,1510761600000000000,143570.0,143800.0,142810.0,143110.0,5071,10098,10008
2017-11-17 00:00:00.000000000,1510848000000000000,143660.0,143890.0,142300.0,142480.0,5110,10008,10101
2017-11-20 00:00:00.000000000,1511107200000000000,142580.0,143470.0,142330.0,142650.0,4222,10101,9895
2017-11-21 00:00:00.000000000,1511193600000000000,142760.0,143400.0,142210.0,142940.0,5384,9895,9901
2017-11-22 00:00:00.000000000,1511280000000000000,142720.0,143500.0,142390.0,142750.0,4528,9901,10047
2017-11-23 00:00:00.000000000,1511366400000000000,142710.0,142960.0,141150.0,141700.0,7701,10047,10919
2017-11-24 00:00:00.000000000,1511452800000000000,141790.0,143330.0,141620.0,143280.0,6812,10919,10480
2017-11-27 00:00:00.000000000,1511712000000000000,143780.0,144000.0,142910.0,143120.0,6632,10480,9965
2017-11-28 00:00:00.000000000,1511798400000000000,142900.0,143730.0,142660.0,142960.0,6359,9965,9917
2017-11-29 00:00:00.000000000,1511884800000000000,142850.0,143070.0,142230.0,142420.0,4939,9917,9929
2017-11-30 00:00:00.000000000,1511971200000000000,142420.0,142950.0,141410.0,141590.0,6881,9929,10015
2017-12-01 00:00:00.000000000,1512057600000000000,142070.0,142090.0,140200.0,140670.0,8058,10015,10466
2017-12-04 00:00:00.000000000,1512316800000000000,140570.0,141980.0,140210.0,141700.0,5668,10466,9851
2017-12-05 00:00:00.000000000,1512403200000000000,141500.0,141850.0,140300.0,140350.0,4398,9851,9872
2017-12-06 00:00:00.000000000,1512489600000000000,140010.0,141000.0,139200.0,140750.0,6089,9872,9429
2017-12-07 00:00:00.000000000,1512576000000000000,140860.0,141100.0,139330.0,139700.0,4340,9429,9222
2017-12-08 00:00:00.000000000,1512662400000000000,139970.0,140280.0,139020.0,139230.0,5080,9222,9542
2017-12-11 00:00:00.000000000,1512921600000000000,139400.0,139500.0,137600.0,137600.0,6693,9542,9886
2017-12-12 00:00:00.000000000,1513008000000000000,137850.0,138480.0,136010.0,137340.0,12849,9886,9820
2017-12-13 00:00:00.000000000,1513094400000000000,137010.0,137560.0,133550.0,134120.0,11448,9820,11017
2017-12-14 00:00:00.000000000,1513180800000000000,133620.0,135640.0,132410.0,134600.0,14692,11017,9853
2017-12-15 00:00:00.000000000,1513267200000000000,134600.0,135300.0,134100.0,134390.0,6383,9853,9257
2017-12-18 00:00:00.000000000,1513526400000000000,135230.0,137850.0,134970.0,137420.0,9841,9257,8314
2017-12-19 00:00:00.000000000,1513612800000000000,138370.0,138380.0,137000.0,137150.0,5466,8314,7407
2017-12-20 00:00:00.000000000,1513699200000000000,137320.0,138500.0,136850.0,137990.0,4988,7407,6761
2017-12-21 00:00:00.000000000,1513785600000000000,138820.0,139300.0,137640.0,137980.0,4651,6761,6314
2017-12-22 00:00:00.000000000,1513872000000000000,138170.0,138340.0,137190.0,137680.0,3442,6314,5919
2017-12-25 00:00:00.000000000,1514131200000000000,137480.0,138890.0,137060.0,138200.0,4330,5919,5280
2017-12-26 00:00:00.000000000,1514217600000000000,138390.0,141150.0,137840.0,141020.0,5263,5280,4285
2017-12-27 00:00:00.000000000,1514304000000000000,141140.0,141480.0,139670.0,140410.0,2539,4285,3870
2017-12-28 00:00:00.000000000,1514390400000000000,143070.0,144460.0,142610.0,144390.0,5645,3870,8034
2017-12-29 00:00:00.000000000,1514476800000000000,144220.0,145000.0,143590.0,144840.0,7605,8034,8106
2018-01-02 00:00:00.000000000,1514822400000000000,145170.0,146740.0,144510.0,145940.0,4088,8106,8345
2018-01-03 00:00:00.000000000,1514908800000000000,146160.0,146350.0,144590.0,145050.0,4705,8345,8612
2018-01-04 00:00:00.000000000,1514995200000000000,145190.0,145640.0,144130.0,145310.0,4910,8612,8696
2018-01-05 00:00:00.000000000,1515081600000000000,145260.0,145800.0,144400.0,145600.0,4529,8696,8885
2018-01-08 00:00:00.000000000,1515340800000000000,145600.0,145670.0,144340.0,144610.0,4287,8885,8854
2018-01-09 00:00:00.000000000,1515427200000000000,144720.0,144890.0,143610.0,144620.0,5317,8854,9022
2018-01-10 00:00:00.000000000,1515513600000000000,144850.0,145560.0,144550.0,145300.0,6027,9022,8982
2018-01-11 00:00:00.000000000,1515600000000000000,146070.0,146350.0,145100.0,145150.0,4816,8982,9037
2018-01-12 00:00:00.000000000,1515686400000000000,145510.0,145870.0,144740.0,145400.0,6194,9037,9113
2018-01-15 00:00:00.000000000,1515945600000000000,145600.0,145680.0,144670.0,144840.0,6219,9113,8887
2018-01-16 00:00:00.000000000,1516032000000000000,145350.0,145790.0,144750.0,144970.0,5760,8887,8742
2018-01-17 00:00:00.000000000,1516118400000000000,144800.0,145570.0,144500.0,144730.0,6246,8742,8648
2018-01-18 00:00:00.000000000,1516204800000000000,144780.0,145140.0,143630.0,143770.0,7097,8648,9039
2018-01-19 00:00:00.000000000,1516291200000000000,144440.0,146090.0,143630.0,146050.0,10520,9039,9316
2018-01-22 00:00:00.000000000,1516550400000000000,146000.0,146880.0,145340.0,146690.0,7845,9316,9891
2018-01-23 00:00:00.000000000,1516636800000000000,146830.0,147060.0,145900.0,146900.0,5860,9891,9776
2018-01-24 00:00:00.000000000,1516723200000000000,146720.0,146900.0,146180.0,146600.0,3560,9776,9790
2018-01-25 00:00:00.000000000,1516809600000000000,146980.0,148030.0,146800.0,146890.0,7774,9790,10185
2018-01-26 00:00:00.000000000,1516896000000000000,147180.0,147850.0,146590.0,147090.0,6220,10185,10380
2018-01-29 00:00:00.000000000,1517155200000000000,148970.0,151470.0,148050.0,150950.0,21196,10380,12821
2018-01-30 00:00:00.000000000,1517241600000000000,151230.0,151390.0,149370.0,150020.0,13249,12821,12910
2018-01-31 00:00:00.000000000,1517328000000000000,150660.0,150880.0,148610.0,150150.0,10897,12910,12961
2018-02-01 00:00:00.000000000,1517414400000000000,150040.0,150200.0,148900.0,149270.0,5855,12961,12356
2018-02-02 00:00:00.000000000,1517500800000000000,149710.0,149850.0,148250.0,148690.0,6146,12356,12159
2018-02-05 00:00:00.000000000,1517760000000000000,148940.0,150350.0,147430.0,150110.0,10267,12159,12808
2018-02-06 00:00:00.000000000,1517846400000000000,149760.0,150760.0,149220.0,150000.0,8396,12808,12953
2018-02-07 00:00:00.000000000,1517932800000000000,150080.0,151940.0,149440.0,151250.0,14020,12953,14543
2018-02-08 00:00:00.000000000,1518019200000000000,151530.0,151930.0,149190.0,149360.0,13703,14543,13071
2018-02-09 00:00:00.000000000,1518105600000000000,149250.0,149600.0,147000.0,147200.0,12128,13071,12083
2018-02-12 00:00:00.000000000,1518364800000000000,146860.0,147390.0,146030.0,146340.0,8728,12083,11436
2018-02-13 00:00:00.000000000,1518451200000000000,146750.0,147700.0,146310.0,146800.0,5317,11436,10912
2018-02-14 00:00:00.000000000,1518537600000000000,147240.0,149350.0,147010.0,148880.0,7826,10912,10940
2018-02-22 00:00:00.000000000,1519228800000000000,149480.0,149480.0,147100.0,147180.0,3423,10940,11036
2018-02-23 00:00:00.000000000,1519315200000000000,146910.0,148350.0,146600.0,147310.0,6910,11036,11086
2018-02-26 00:00:00.000000000,1519574400000000000,147880.0,148140.0,146870.0,147480.0,6503,11086,10879
2018-02-27 00:00:00.000000000,1519660800000000000,147470.0,148480.0,147010.0,148250.0,7970,10879,11033
2018-02-28 00:00:00.000000000,1519747200000000000,147920.0,148830.0,147640.0,148070.0,6209,11033,11238
2018-03-01 00:00:00.000000000,1519833600000000000,148150.0,148500.0,147200.0,147330.0,6233,11238,11085
2018-03-02 00:00:00.000000000,1519920000000000000,146890.0,147560.0,146520.0,147380.0,4918,11085,11092
2018-03-05 00:00:00.000000000,1520179200000000000,147250.0,148300.0,147110.0,147610.0,5443,11092,11066
2018-03-06 00:00:00.000000000,1520265600000000000,147520.0,147790.0,146500.0,146590.0,7808,11066,11414
2018-03-07 00:00:00.000000000,1520352000000000000,146760.0,147190.0,146150.0,146580.0,6752,11414,11496
2018-03-08 00:00:00.000000000,1520438400000000000,146620.0,146790.0,145610.0,145610.0,5972,11496,11729
2018-03-09 00:00:00.000000000,1520524800000000000,145890.0,147300.0,145450.0,146460.0,10284,11729,11681
2018-03-12 00:00:00.000000000,1520784000000000000,146160.0,147670.0,146030.0,146970.0,6982,11681,11178
2018-03-13 00:00:00.000000000,1520870400000000000,146660.0,147000.0,146100.0,146160.0,5898,11178,11099
2018-03-14 00:00:00.000000000,1520956800000000000,146480.0,146680.0,145100.0,145170.0,9657,11099,11766
2018-03-15 00:00:00.000000000,1521043200000000000,145290.0,145600.0,144510.0,144870.0,11458,11766,11799
2018-03-16 00:00:00.000000000,1521129600000000000,144080.0,144820.0,143550.0,144720.0,9606,11799,11361
2018-03-19 00:00:00.000000000,1521388800000000000,144590.0,145130.0,144120.0,144850.0,6815,11361,11346
2018-03-20 00:00:00.000000000,1521475200000000000,144200.0,144540.0,143710.0,143750.0,7149,11346,11499
2018-03-21 00:00:00.000000000,1521561600000000000,144100.0,144630.0,143300.0,143320.0,7713,11499,11719
2018-03-22 00:00:00.000000000,1521648000000000000,143300.0,145030.0,143200.0,144820.0,6922,11719,11191
2018-03-23 00:00:00.000000000,1521734400000000000,144770.0,145260.0,137150.0,141480.0,14195,11191,11326
2018-03-26 00:00:00.000000000,1521993600000000000,141840.0,142670.0,141300.0,142260.0,8954,11326,11025
2018-03-27 00:00:00.000000000,1522080000000000000,142280.0,143230.0,141660.0,141920.0,6676,11025,10778
2018-03-28 00:00:00.000000000,1522166400000000000,142070.0,142240.0,140200.0,140690.0,7415,10778,11042
2018-03-29 00:00:00.000000000,1522252800000000000,141260.0,141780.0,140370.0,141780.0,6674,11042,10775
2018-03-30 00:00:00.000000000,1522339200000000000,141950.0,144680.0,141860.0,144680.0,8573,10775,10358
2018-04-02 00:00:00.000000000,1522598400000000000,144650.0,146260.0,144050.0,146100.0,9547,10358,9611
2018-04-03 00:00:00.000000000,1522684800000000000,146030.0,146380.0,145120.0,145400.0,6699,9611,9204
2018-04-04 00:00:00.000000000,1522771200000000000,145790.0,145820.0,145010.0,145250.0,6090,9204,8773
2018-04-09 00:00:00.000000000,1523203200000000000,145100.0,145490.0,144010.0,144750.0,5695,8773,8556
2018-04-10 00:00:00.000000000,1523289600000000000,144670.0,145380.0,144360.0,144650.0,5791,8556,8442
2018-04-11 00:00:00.000000000,1523376000000000000,144910.0,145010.0,143780.0,144280.0,5826,8442,8343
2018-04-12 00:00:00.000000000,1523462400000000000,144180.0,144290.0,142690.0,143160.0,7188,8343,8458
2018-04-13 00:00:00.000000000,1523548800000000000,142940.0,143690.0,142620.0,143130.0,6797,8458,7841
2018-04-16 00:00:00.000000000,1523808000000000000,143300.0,144170.0,142610.0,144080.0,6344,7841,7396
2018-04-17 00:00:00.000000000,1523894400000000000,144180.0,145090.0,143550.0,144950.0,6594,7396,6648
2018-04-18 00:00:00.000000000,1523980800000000000,144830.0,145870.0,144540.0,145690.0,5722,6648,6255
2018-04-19 00:00:00.000000000,1524067200000000000,146000.0,147560.0,144930.0,145780.0,5972,6255,5921
2018-04-20 00:00:00.000000000,1524153600000000000,145310.0,146330.0,145050.0,146200.0,3772,5921,5544
2018-04-23 00:00:00.000000000,1524412800000000000,148550.0,148880.0,147660.0,148150.0,6261,5544,9629
2018-04-24 00:00:00.000000000,1524499200000000000,147480.0,147690.0,146090.0,146290.0,8952,9629,9697
2018-04-25 00:00:00.000000000,1524585600000000000,146370.0,146880.0,145890.0,146100.0,5260,9697,9808
2018-04-26 00:00:00.000000000,1524672000000000000,146370.0,147390.0,146110.0,146760.0,7069,9808,10140
2018-04-27 00:00:00.000000000,1524758400000000000,146850.0,148200.0,146740.0,147700.0,6916,10140,10467
2018-05-02 00:00:00.000000000,1525190400000000000,147230.0,147680.0,146650.0,147400.0,3825,10467,10409
2018-05-03 00:00:00.000000000,1525276800000000000,147280.0,147500.0,146850.0,147290.0,4353,10409,10904
2018-05-04 00:00:00.000000000,1525363200000000000,147750.0,148580.0,147440.0,147800.0,9600,10904,11927
2018-05-07 00:00:00.000000000,1525622400000000000,147620.0,147940.0,147200.0,147440.0,5914,11927,11874
2018-05-08 00:00:00.000000000,1525708800000000000,147470.0,147600.0,146000.0,146190.0,9456,11874,12059
2018-05-09 00:00:00.000000000,1525795200000000000,146280.0,146500.0,145370.0,145400.0,7217,12059,12171
2018-05-10 00:00:00.000000000,1525881600000000000,145380.0,146490.0,145220.0,146480.0,7855,12171,12323
2018-05-11 00:00:00.000000000,1525968000000000000,145350.0,145700.0,144900.0,145590.0,7251,12323,13147
2018-05-14 00:00:00.000000000,1526227200000000000,145390.0,146180.0,145390.0,146130.0,5988,13147,13437
2018-05-15 00:00:00.000000000,1526313600000000000,145790.0,146350.0,145370.0,146290.0,5808,13437,13446
2018-05-16 00:00:00.000000000,1526400000000000000,145710.0,146480.0,145510.0,145710.0,5205,13446,13196
2018-05-17 00:00:00.000000000,1526486400000000000,145370.0,146250.0,145160.0,145940.0,5962,13196,13252
2018-05-18 00:00:00.000000000,1526572800000000000,145320.0,145600.0,144500.0,144980.0,8833,13252,14104
2018-05-21 00:00:00.000000000,1526832000000000000,144950.0,146250.0,144300.0,146220.0,8122,14104,13701
2018-05-22 00:00:00.000000000,1526918400000000000,145920.0,146450.0,145660.0,145800.0,5980,13701,13877
2018-05-23 00:00:00.000000000,1527004800000000000,145830.0,147290.0,145510.0,147260.0,8862,13877,14420
2018-05-24 00:00:00.000000000,1527091200000000000,147200.0,148240.0,146730.0,148220.0,12763,14420,15262
2018-05-25 00:00:00.000000000,1527177600000000000,147770.0,148160.0,146400.0,146540.0,9395,15262,14107
2018-05-28 00:00:00.000000000,1527436800000000000,146400.0,150830.0,146370.0,150490.0,19407,14107,17712
2018-05-29 00:00:00.000000000,1527523200000000000,150290.0,155140.0,150010.0,154670.0,44026,17712,22694
2018-05-30 00:00:00.000000000,1527609600000000000,153870.0,157560.0,153000.0,153300.0,61614,22694,23738
2018-05-31 00:00:00.000000000,1527696000000000000,153400.0,156500.0,153170.0,154990.0,41270,23738,26305
2018-06-01 00:00:00.000000000,1527782400000000000,155130.0,156500.0,153540.0,154830.0,35144,26305,25927
2018-06-04 00:00:00.000000000,1528041600000000000,155050.0,155410.0,151450.0,151780.0,35440,25927,24492
2018-06-05 00:00:00.000000000,1528128000000000000,152200.0,153800.0,150700.0,151710.0,29809,24492,23245
2018-06-06 00:00:00.000000000,1528214400000000000,151830.0,153800.0,151750.0,152630.0,23549,23245,23073
2018-06-07 00:00:00.000000000,1528300800000000000,152830.0,155040.0,152300.0,153450.0,34499,23073,22746
2018-06-08 00:00:00.000000000,1528387200000000000,153880.0,154430.0,151540.0,152050.0,18554,22746,21860
2018-06-11 00:00:00.000000000,1528646400000000000,152360.0,153460.0,151630.0,152140.0,13094,21860,21780
2018-06-12 00:00:00.000000000,1528732800000000000,152430.0,153220.0,151320.0,151870.0,14400,21780,21728
2018-06-13 00:00:00.000000000,1528819200000000000,152280.0,152760.0,147220.0,147500.0,30618,21728,19102
2018-06-14 00:00:00.000000000,1528905600000000000,147710.0,148480.0,147200.0,147430.0,19173,19102,18316
2018-06-15 00:00:00.000000000,1528992000000000000,147620.0,148470.0,146630.0,147340.0,15796,18316,17460
2018-06-19 00:00:00.000000000,1529337600000000000,146650.0,147100.0,144800.0,144840.0,11076,17460,16475
2018-06-20 00:00:00.000000000,1529424000000000000,144900.0,146230.0,144600.0,146020.0,8428,16475,16240
2018-06-21 00:00:00.000000000,1529510400000000000,145820.0,147300.0,145560.0,145740.0,9840,16240,16197
2018-06-22 00:00:00.000000000,1529596800000000000,145930.0,146250.0,145020.0,146100.0,9211,16197,16088
2018-06-25 00:00:00.000000000,1529856000000000000,146300.0,146550.0,145010.0,145220.0,11957,16088,15626
2018-06-26 00:00:00.000000000,1529942400000000000,145490.0,145670.0,144060.0,145450.0,10481,15626,15242
2018-06-27 00:00:00.000000000,1530028800000000000,145610.0,145780.0,144870.0,144960.0,7898,15242,15360
2018-06-28 00:00:00.000000000,1530115200000000000,144660.0,145470.0,144150.0,144160.0,13653,15360,15954
2018-06-29 00:00:00.000000000,1530201600000000000,143810.0,144650.0,143600.0,144210.0,9592,15954,16130
2018-07-02 00:00:00.000000000,1530460800000000000,144310.0,146020.0,144110.0,145080.0,14013,16130,15670
2018-07-03 00:00:00.000000000,1530547200000000000,145210.0,145870.0,144920.0,145640.0,7678,15670,15477
2018-07-04 00:00:00.000000000,1530633600000000000,146110.0,146300.0,144510.0,144660.0,9692,15477,15588
2018-07-05 00:00:00.000000000,1530720000000000000,144850.0,145000.0,142500.0,142600.0,14252,15588,16620
2018-07-06 00:00:00.000000000,1530806400000000000,143000.0,143940.0,141720.0,143350.0,15104,16620,16112
2018-07-09 00:00:00.000000000,1531065600000000000,143000.0,144450.0,142750.0,143960.0,8424,16112,15901
2018-07-10 00:00:00.000000000,1531152000000000000,143610.0,144300.0,143370.0,144100.0,6163,15901,15785
2018-07-11 00:00:00.000000000,1531238400000000000,144620.0,144730.0,141230.0,142590.0,12492,15785,15534
2018-07-12 00:00:00.000000000,1531324800000000000,142890.0,144400.0,142470.0,144090.0,9059,15534,15153
2018-07-13 00:00:00.000000000,1531411200000000000,143960.0,145750.0,143580.0,145100.0,10031,15153,14815
2018-07-16 00:00:00.000000000,1531670400000000000,144920.0,145800.0,144470.0,144950.0,8512,14815,14540
2018-07-17 00:00:00.000000000,1531756800000000000,144550.0,144970.0,143520.0,144050.0,8746,14540,14430
2018-07-18 00:00:00.000000000,1531843200000000000,143940.0,144720.0,143640.0,144640.0,7122,14430,14075
2018-07-19 00:00:00.000000000,1531929600000000000,144680.0,145490.0,144240.0,144480.0,7106,14075,13797
2018-07-20 00:00:00.000000000,1532016000000000000,144010.0,146440.0,143860.0,145360.0,11540,13797,13510
2018-07-23 00:00:00.000000000,1532275200000000000,145230.0,145980.0,144560.0,144820.0,8988,13510,13462
2018-07-24 00:00:00.000000000,1532361600000000000,145130.0,145140.0,143950.0,144380.0,7979,13462,13685
2018-07-25 00:00:00.000000000,1532448000000000000,144840.0,145790.0,144670.0,145520.0,9714,13685,13144
2018-07-26 00:00:00.000000000,1532534400000000000,145820.0,146000.0,145180.0,145520.0,7812,13144,12786
2018-07-27 00:00:00.000000000,1532620800000000000,145550.0,146750.0,145130.0,146700.0,11305,12786,12736
2018-07-30 00:00:00.000000000,1532880000000000000,146590.0,148510.0,146210.0,147730.0,12430,12736,12413
2018-07-31 00:00:00.000000000,1532966400000000000,147670.0,148800.0,147570.0,148100.0,7841,12413,12331
2018-08-01 00:00:00.000000000,1533052800000000000,148160.0,148750.0,146720.0,147090.0,6651,12331,11789
2018-08-02 00:00:00.000000000,1533139200000000000,147060.0,147760.0,146550.0,147150.0,7646,11789,11318
2018-08-03 00:00:00.000000000,1533225600000000000,146830.0,147490.0,145210.0,145300.0,8342,11318,10614
2018-08-06 00:00:00.000000000,1533484800000000000,145990.0,146500.0,145530.0,146010.0,5769,10614,10346
2018-08-07 00:00:00.000000000,1533571200000000000,146300.0,147440.0,145890.0,146950.0,6391,10346,10048
2018-08-08 00:00:00.000000000,1533657600000000000,146990.0,147260.0,146050.0,147130.0,5783,10048,9604
2018-08-09 00:00:00.000000000,1533744000000000000,147120.0,147400.0,146100.0,147010.0,5022,9604,9393
2018-08-10 00:00:00.000000000,1533830400000000000,147590.0,147590.0,145100.0,145250.0,8681,9393,9820
2018-08-13 00:00:00.000000000,1534089600000000000,145030.0,145980.0,145010.0,145590.0,4232,9820,9618
2018-08-14 00:00:00.000000000,1534176000000000000,145500.0,145830.0,143690.0,145080.0,8701,9618,9208
2018-08-15 00:00:00.000000000,1534262400000000000,144350.0,144640.0,143400.0,143470.0,6911,9208,8835
2018-08-16 00:00:00.000000000,1534348800000000000,143000.0,143600.0,141000.0,142730.0,9246,8835,7822
2018-08-17 00:00:00.000000000,1534435200000000000,142880.0,143840.0,142370.0,142500.0,6046,7822,6821
2018-08-20 00:00:00.000000000,1534694400000000000,142580.0,143900.0,142530.0,142990.0,4662,6821,6468
2018-08-21 00:00:00.000000000,1534780800000000000,143080.0,143660.0,140690.0,142870.0,7374,6468,6157
2018-08-22 00:00:00.000000000,1534867200000000000,144800.0,146310.0,144700.0,145390.0,9847,6157,14245
2018-08-23 00:00:00.000000000,1534953600000000000,146000.0,146440.0,144780.0,144980.0,7796,14245,14657
2018-08-24 00:00:00.000000000,1535040000000000000,145300.0,145970.0,144460.0,145790.0,8081,14657,14922
2018-08-27 00:00:00.000000000,1535299200000000000,145790.0,146540.0,145190.0,145980.0,8716,14922,15025
2018-08-28 00:00:00.000000000,1535385600000000000,145880.0,146620.0,145510.0,146600.0,7272,15025,15258
2018-08-29 00:00:00.000000000,1535472000000000000,146300.0,146840.0,145300.0,145950.0,7331,15258,15286
2018-08-30 00:00:00.000000000,1535558400000000000,145550.0,146540.0,145120.0,145660.0,6532,15286,15210
2018-08-31 00:00:00.000000000,1535644800000000000,145550.0,147380.0,145400.0,146380.0,10528,15210,15418
2018-09-03 00:00:00.000000000,1535904000000000000,146330.0,146790.0,145310.0,145400.0,8142,15418,15433
2018-09-04 00:00:00.000000000,1535990400000000000,145600.0,145600.0,143580.0,143700.0,12001,15433,16317
2018-09-05 00:00:00.000000000,1536076800000000000,144040.0,145480.0,143320.0,145410.0,10744,16317,16091
2018-09-06 00:00:00.000000000,1536163200000000000,145190.0,145400.0,143470.0,144490.0,10232,16091,15938
2018-09-07 00:00:00.000000000,1536249600000000000,144510.0,144860.0,143200.0,143510.0,9864,15938,16301
2018-09-10 00:00:00.000000000,1536508800000000000,143830.0,145160.0,143560.0,144990.0,8691,16301,15560
2018-09-11 00:00:00.000000000,1536595200000000000,145290.0,145600.0,144660.0,145470.0,7666,15560,15451
2018-09-12 00:00:00.000000000,1536681600000000000,145010.0,145240.0,143860.0,144120.0,9408,15451,16001
2018-09-13 00:00:00.000000000,1536768000000000000,144020.0,144850.0,143900.0,144390.0,9127,16001,16462
2018-09-14 00:00:00.000000000,1536854400000000000,144730.0,144840.0,143530.0,143920.0,12459,16462,17516
2018-09-17 00:00:00.000000000,1537113600000000000,144070.0,145190.0,143710.0,144360.0,9737,17516,16586
2018-09-18 00:00:00.000000000,1537200000000000000,144120.0,144740.0,143960.0,144500.0,6940,16586,16494
2018-09-19 00:00:00.000000000,1537286400000000000,144510.0,144850.0,142310.0,144670.0,17973,16494,16786
2018-09-20 00:00:00.000000000,1537372800000000000,144470.0,146270.0,144250.0,146070.0,11323,16786,16671
2018-09-21 00:00:00.000000000,1537459200000000000,146400.0,147500.0,145630.0,147400.0,10142,16671,16206
2018-09-25 00:00:00.000000000,1537804800000000000,146910.0,147260.0,146200.0,146870.0,4160,16206,15769
2018-09-26 00:00:00.000000000,1537891200000000000,146850.0,146950.0,145700.0,145790.0,6242,15769,15773
2018-09-27 00:00:00.000000000,1537977600000000000,146170.0,148420.0,145510.0,147950.0,12099,15773,15694
2018-09-28 00:00:00.000000000,1538064000000000000,147880.0,148840.0,146870.0,147970.0,9181,15694,15013
2018-10-08 00:00:00.000000000,1538928000000000000,147170.0,147980.0,146870.0,147210.0,4095,15013,14792
2018-10-09 00:00:00.000000000,1539014400000000000,147700.0,147700.0,146600.0,147210.0,7000,14792,15013
2018-10-10 00:00:00.000000000,1539100800000000000,147110.0,147440.0,146380.0,147070.0,8255,15013,15197
2018-10-11 00:00:00.000000000,1539187200000000000,147170.0,147890.0,146660.0,147000.0,8448,15197,15119
2018-10-12 00:00:00.000000000,1539273600000000000,147330.0,149000.0,147020.0,147710.0,11666,15119,15611
2018-10-15 00:00:00.000000000,1539532800000000000,147300.0,148000.0,146580.0,146890.0,7350,15611,15673
2018-10-16 00:00:00.000000000,1539619200000000000,146620.0,147970.0,146390.0,147720.0,8772,15673,16270
2018-10-17 00:00:00.000000000,1539705600000000000,147850.0,148600.0,147450.0,148600.0,8660,16270,16643
2018-10-18 00:00:00.000000000,1539792000000000000,148720.0,148860.0,147400.0,147530.0,7681,16643,16529
2018-10-19 00:00:00.000000000,1539878400000000000,147680.0,147800.0,146250.0,146850.0,11497,16529,16305
2018-10-22 00:00:00.000000000,1540137600000000000,147000.0,148000.0,146560.0,147370.0,7029,16305,16431
2018-10-23 00:00:00.000000000,1540224000000000000,147620.0,148540.0,147160.0,147670.0,12688,16431,15786
2018-10-24 00:00:00.000000000,1540310400000000000,148120.0,148390.0,147520.0,147800.0,9296,15786,15909
2018-10-25 00:00:00.000000000,1540396800000000000,147910.0,148200.0,147360.0,147720.0,10902,15909,15639
2018-10-26 00:00:00.000000000,1540483200000000000,147940.0,148100.0,146940.0,147480.0,10374,15639,15700
2018-10-29 00:00:00.000000000,1540742400000000000,147530.0,147650.0,146550.0,146690.0,8516,15700,15606
2018-10-30 00:00:00.000000000,1540828800000000000,146700.0,147190.0,146100.0,146680.0,7979,15606,15665
2018-10-31 00:00:00.000000000,1540915200000000000,146260.0,146670.0,145280.0,145700.0,8616,15665,16061
2018-11-01 00:00:00.000000000,1541001600000000000,145960.0,146180.0,145370.0,145850.0,7900,16061,16533
2018-11-02 00:00:00.000000000,1541088000000000000,145600.0,146650.0,145540.0,146640.0,7819,16533,16441
2018-11-05 00:00:00.000000000,1541347200000000000,146460.0,146700.0,145010.0,145270.0,9073,16441,17022
2018-11-06 00:00:00.000000000,1541433600000000000,145270.0,145980.0,144740.0,145950.0,7688,17022,17062
2018-11-07 00:00:00.000000000,1541520000000000000,145760.0,146610.0,145550.0,146490.0,9284,17062,17043
2018-11-08 00:00:00.000000000,1541606400000000000,146690.0,147800.0,146260.0,147660.0,13073,17043,16559
2018-11-09 00:00:00.000000000,1541692800000000000,148200.0,149700.0,147740.0,149660.0,17924,16559,17847
2018-11-12 00:00:00.000000000,1541952000000000000,149380.0,151740.0,148650.0,151700.0,24633,17847,19681
2018-11-13 00:00:00.000000000,1542038400000000000,151660.0,152700.0,151020.0,151520.0,20604,19681,19878
