datetime,datetime_nano,KQ.m@CZCE.AP.open,KQ.m@CZCE.AP.high,KQ.m@CZCE.AP.low,KQ.m@CZCE.AP.close,KQ.m@CZCE.AP.volume,KQ.m@CZCE.AP.open_oi,KQ.m@CZCE.AP.close_oi
2019-01-10 00:00:00.000000000,1547049600000000000,10648.0,10694.0,10504.0,10634.0,139981,109989,109542
2019-01-11 00:00:00.000000000,1547136000000000000,10629.0,10749.0,10558.0,10616.0,126621,109542,109210
2019-01-14 00:00:00.000000000,1547395200000000000,10590.0,10740.0,10476.0,10690.0,124205,109210,106330
2019-01-15 00:00:00.000000000,1547481600000000000,10691.0,10788.0,10650.0,10712.0,61643,106330,105277
2019-01-16 00:00:00.000000000,1547568000000000000,10764.0,10818.0,10653.0,10660.0,98071,105277,104647
2019-01-17 00:00:00.000000000,1547654400000000000,10656.0,10715.0,10591.0,10658.0,85487,104647,106229
2019-01-18 00:00:00.000000000,1547740800000000000,10703.0,10750.0,10565.0,10572.0,82335,106229,102584
2019-01-21 00:00:00.000000000,1548000000000000000,10605.0,10759.0,10486.0,10749.0,144180,102584,99365
2019-01-22 00:00:00.000000000,1548086400000000000,10796.0,10845.0,10640.0,10696.0,110849,99365,96766
2019-01-23 00:00:00.000000000,1548172800000000000,10701.0,10787.0,10656.0,10719.0,75879,96766,97238
2019-01-24 00:00:00.000000000,1548259200000000000,10740.0,10818.0,10721.0,10814.0,73046,97238,100617
2019-01-25 00:00:00.000000000,1548345600000000000,10851.0,11085.0,10820.0,11080.0,147845,100617,95211
2019-01-28 00:00:00.000000000,1548604800000000000,11086.0,11128.0,11028.0,11079.0,55536,95211,92892
2019-01-29 00:00:00.000000000,1548691200000000000,11050.0,11055.0,10850.0,10905.0,80868,92892,85824
2019-01-30 00:00:00.000000000,1548777600000000000,10892.0,10982.0,10855.0,10893.0,49984,85824,83539
2019-01-31 00:00:00.000000000,1548864000000000000,10897.0,10924.0,10791.0,10906.0,52056,83539,79705
2019-02-01 00:00:00.000000000,1548950400000000000,10910.0,10918.0,10810.0,10901.0,42151,79705,75219
2019-02-11 00:00:00.000000000,1549814400000000000,10850.0,11199.0,10841.0,11199.0,68728,75219,77837
2019-02-12 00:00:00.000000000,1549900800000000000,11200.0,11247.0,11158.0,11235.0,43738,77837,80932
2019-02-13 00:00:00.000000000,1549987200000000000,11190.0,11305.0,11105.0,11188.0,65669,80932,78766
2019-02-14 00:00:00.000000000,1550073600000000000,11168.0,11260.0,11152.0,11214.0,34407,78766,78092
2019-02-15 00:00:00.000000000,1550160000000000000,11181.0,11333.0,11160.0,11274.0,61923,78092,78280
2019-02-18 00:00:00.000000000,1550419200000000000,11297.0,11400.0,11188.0,11231.0,44127,78280,77465
2019-02-19 00:00:00.000000000,1550505600000000000,11231.0,11290.0,11167.0,11289.0,37777,77465,76758
2019-02-20 00:00:00.000000000,1550592000000000000,11291.0,11325.0,11183.0,11271.0,37071,76758,76435
2019-02-21 00:00:00.000000000,1550678400000000000,11292.0,11433.0,11284.0,11299.0,61874,76435,76160
2019-02-22 00:00:00.000000000,1550764800000000000,11308.0,11459.0,11252.0,11430.0,40047,76160,75544
2019-02-25 00:00:00.000000000,1551024000000000000,11447.0,11474.0,11351.0,11410.0,39692,75544,74984
2019-02-26 00:00:00.000000000,1551110400000000000,11366.0,11419.0,11311.0,11366.0,41191,74984,73571
2019-02-27 00:00:00.000000000,1551196800000000000,11300.0,11325.0,11007.0,11018.0,91670,73571,76217
2019-02-28 00:00:00.000000000,1551283200000000000,11035.0,11073.0,10936.0,11017.0,64221,76217,77929
2019-03-01 00:00:00.000000000,1551369600000000000,11048.0,11122.0,11020.0,11077.0,41970,77929,75591
2019-03-04 00:00:00.000000000,1551628800000000000,11104.0,11120.0,10920.0,11035.0,65676,75591,73580
2019-03-05 00:00:00.000000000,1551715200000000000,11013.0,11150.0,10966.0,11143.0,56323,73580,70226
2019-03-06 00:00:00.000000000,1551801600000000000,11123.0,11339.0,11090.0,11318.0,66041,70226,68465
2019-03-07 00:00:00.000000000,1551888000000000000,11318.0,11369.0,11288.0,11348.0,38984,68465,69169
2019-03-08 00:00:00.000000000,1551974400000000000,11320.0,11414.0,11258.0,11345.0,47066,69169,68211
2019-03-11 00:00:00.000000000,1552233600000000000,11341.0,11345.0,11150.0,11216.0,55167,68211,64464
2019-03-12 00:00:00.000000000,1552320000000000000,11228.0,11288.0,11206.0,11255.0,27811,64464,64574
2019-03-13 00:00:00.000000000,1552406400000000000,11253.0,11283.0,11180.0,11225.0,32100,64574,64186
2019-03-14 00:00:00.000000000,1552492800000000000,11232.0,11380.0,11143.0,11200.0,48505,64186,63936
2019-03-15 00:00:00.000000000,1552579200000000000,11209.0,11248.0,11131.0,11245.0,35594,63936,60858
2019-03-18 00:00:00.000000000,1552838400000000000,11250.0,11397.0,11213.0,11388.0,43019,60858,63660
2019-03-19 00:00:00.000000000,1552924800000000000,11410.0,11437.0,11341.0,11421.0,32982,63660,65362
2019-03-20 00:00:00.000000000,1553011200000000000,11388.0,11405.0,11330.0,11335.0,26796,65362,62141
2019-03-21 00:00:00.000000000,1553097600000000000,11331.0,11377.0,11300.0,11355.0,19285,62141,60551
2019-03-22 00:00:00.000000000,1553184000000000000,11358.0,11395.0,11260.0,11265.0,31820,60551,58587
2019-03-25 00:00:00.000000000,1553443200000000000,11241.0,11296.0,11212.0,11271.0,21913,58587,57292
2019-03-26 00:00:00.000000000,1553529600000000000,11271.0,11295.0,11231.0,11275.0,18477,57292,56507
2019-03-27 00:00:00.000000000,1553616000000000000,11268.0,11393.0,11248.0,11390.0,35104,56507,56474
2019-03-28 00:00:00.000000000,1553702400000000000,11409.0,11419.0,11354.0,11374.0,19191,56474,55479
2019-03-29 00:00:00.000000000,1553788800000000000,11384.0,11678.0,11355.0,11618.0,60664,55479,54159
2019-04-01 00:00:00.000000000,1554048000000000000,11643.0,11648.0,11562.0,11606.0,21938,54159,51733
2019-04-02 00:00:00.000000000,1554134400000000000,11613.0,11636.0,11530.0,11587.0,20798,51733,50074
2019-04-03 00:00:00.000000000,1554220800000000000,11610.0,11750.0,11601.0,11732.0,28272,50074,49086
2019-04-04 00:00:00.000000000,1554307200000000000,11731.0,11741.0,11580.0,11622.0,31122,49086,45414
2019-04-08 00:00:00.000000000,1554652800000000000,11650.0,11738.0,11620.0,11724.0,15329,45414,44694
2019-04-09 00:00:00.000000000,1554739200000000000,11759.0,11917.0,11757.0,11876.0,35247,44694,44124
2019-04-10 00:00:00.000000000,1554825600000000000,11877.0,11928.0,11830.0,11900.0,17971,44124,44494
2019-04-11 00:00:00.000000000,1554912000000000000,11940.0,11956.0,11840.0,11908.0,15833,44494,43444
2019-04-12 00:00:00.000000000,1554998400000000000,7880.0,7880.0,7678.0,7684.0,43120,43444,41266
2019-04-15 00:00:00.000000000,1555257600000000000,7660.0,7707.0,7585.0,7691.0,52938,41266,47944
2019-04-16 00:00:00.000000000,1555344000000000000,7682.0,8048.0,7675.0,8010.0,129310,47944,47824
2019-04-17 00:00:00.000000000,1555430400000000000,7990.0,8126.0,7988.0,8101.0,107231,47824,51450
2019-04-18 00:00:00.000000000,1555516800000000000,8088.0,8098.0,7968.0,8013.0,101514,51450,46541
2019-04-19 00:00:00.000000000,1555603200000000000,8037.0,8330.0,8032.0,8286.0,201509,46541,57243
2019-04-22 00:00:00.000000000,1555862400000000000,8316.0,8366.0,8178.0,8269.0,100937,57243,59492
2019-04-23 00:00:00.000000000,1555948800000000000,8260.0,8299.0,8180.0,8211.0,90795,59492,58478
2019-04-24 00:00:00.000000000,1556035200000000000,8220.0,8344.0,8202.0,8220.0,128438,58478,59765
2019-04-25 00:00:00.000000000,1556121600000000000,8228.0,8278.0,8170.0,8216.0,73788,59765,57529
2019-04-26 00:00:00.000000000,1556208000000000000,8228.0,8293.0,8040.0,8117.0,116977,57529,55354
2019-04-29 00:00:00.000000000,1556467200000000000,8181.0,8225.0,8128.0,8160.0,77236,55354,56385
2019-04-30 00:00:00.000000000,1556553600000000000,8174.0,8192.0,8076.0,8126.0,53977,56385,54434
2019-05-06 00:00:00.000000000,1557072000000000000,8139.0,8281.0,8109.0,8177.0,108994,54434,54352
2019-05-07 00:00:00.000000000,1557158400000000000,8201.0,8267.0,8165.0,8229.0,79512,54352,57009
2019-05-08 00:00:00.000000000,1557244800000000000,8248.0,8334.0,8205.0,8302.0,94167,57009,57525
2019-05-09 00:00:00.000000000,1557331200000000000,8300.0,8528.0,8298.0,8511.0,157318,57525,65060
2019-05-10 00:00:00.000000000,1557417600000000000,8538.0,8612.0,8501.0,8562.0,123742,65060,63875
2019-05-13 00:00:00.000000000,1557676800000000000,8580.0,8888.0,8561.0,8862.0,191433,63875,74868
2019-05-14 00:00:00.000000000,1557763200000000000,8861.0,8911.0,8682.0,8723.0,138247,74868,66314
2019-05-15 00:00:00.000000000,1557849600000000000,8768.0,9295.0,8672.0,9218.0,356831,66314,75835
2019-05-16 00:00:00.000000000,1557936000000000000,9221.0,9471.0,9161.0,9274.0,400811,75835,76136
2019-05-17 00:00:00.000000000,1558022400000000000,9323.0,9436.0,9253.0,9395.0,262718,76136,75264
2019-05-20 00:00:00.000000000,1558281600000000000,9430.0,9698.0,9426.0,9689.0,289988,75264,78457
2019-05-21 00:00:00.000000000,1558368000000000000,9730.0,9755.0,9613.0,9703.0,209742,78457,76658
2019-05-22 00:00:00.000000000,1558454400000000000,9650.0,9995.0,9580.0,9869.0,447446,76658,78180
2019-05-23 00:00:00.000000000,1558540800000000000,9881.0,9927.0,9767.0,9841.0,233425,78180,78130
2019-05-24 00:00:00.000000000,1558627200000000000,9841.0,10190.0,9783.0,10159.0,402211,78130,80037
2019-05-27 00:00:00.000000000,1558886400000000000,9996.0,10185.0,9660.0,9703.0,435720,80037,74986
2019-05-28 00:00:00.000000000,1558972800000000000,9744.0,9783.0,9438.0,9528.0,525626,74986,74094
2019-05-29 00:00:00.000000000,1559059200000000000,9561.0,9694.0,9523.0,9611.0,298961,74094,72024
2019-05-30 00:00:00.000000000,1559145600000000000,9688.0,9836.0,9530.0,9721.0,393448,72024,76502
2019-05-31 00:00:00.000000000,1559232000000000000,9688.0,9738.0,9590.0,9681.0,269074,76502,73261
2019-06-03 00:00:00.000000000,1559491200000000000,9650.0,9758.0,9338.0,9428.0,292086,73261,73316
2019-06-04 00:00:00.000000000,1559577600000000000,9485.0,9548.0,9330.0,9517.0,248745,73316,75586
2019-06-05 00:00:00.000000000,1559664000000000000,9564.0,9592.0,9432.0,9480.0,202164,75586,75794
2019-06-06 00:00:00.000000000,1559750400000000000,9427.0,9428.0,8955.0,9057.0,361575,75794,72702
2019-06-10 00:00:00.000000000,1560096000000000000,8912.0,9097.0,8860.0,9000.0,234948,72702,79657
2019-06-11 00:00:00.000000000,1560182400000000000,9075.0,9176.0,9034.0,9128.0,175240,79657,76450
2019-06-12 00:00:00.000000000,1560268800000000000,9097.0,9099.0,8928.0,9036.0,227689,76450,77738
2019-06-13 00:00:00.000000000,1560355200000000000,9059.0,9350.0,9051.0,9280.0,350125,77738,81141
2019-06-14 00:00:00.000000000,1560441600000000000,9280.0,9389.0,9123.0,9145.0,283083,81141,77732
2019-06-17 00:00:00.000000000,1560700800000000000,9130.0,9197.0,9058.0,9137.0,150404,77732,76972
2019-06-18 00:00:00.000000000,1560787200000000000,9137.0,9158.0,8931.0,8944.0,227232,76972,79359
2019-06-19 00:00:00.000000000,1560873600000000000,9000.0,9076.0,8900.0,8991.0,163483,79359,77183
2019-06-20 00:00:00.000000000,1560960000000000000,9011.0,9068.0,8801.0,8880.0,174182,77183,76565
2019-06-21 00:00:00.000000000,1561046400000000000,8914.0,9160.0,8875.0,9112.0,235311,76565,74964
2019-06-24 00:00:00.000000000,1561305600000000000,9110.0,9179.0,9062.0,9128.0,141148,74964,75023
2019-06-25 00:00:00.000000000,1561392000000000000,9091.0,9155.0,9011.0,9117.0,151575,75023,74901
2019-06-26 00:00:00.000000000,1561478400000000000,9130.0,9168.0,9072.0,9103.0,111702,74901,73518
2019-06-27 00:00:00.000000000,1561564800000000000,9099.0,9350.0,9080.0,9259.0,219507,73518,76144
2019-06-28 00:00:00.000000000,1561651200000000000,9286.0,9345.0,9111.0,9120.0,175542,76144,74803
2019-07-01 00:00:00.000000000,1561910400000000000,9148.0,9193.0,9050.0,9089.0,112451,74803,72996
2019-07-02 00:00:00.000000000,1561996800000000000,9091.0,9182.0,9031.0,9130.0,127712,72996,73834
2019-07-03 00:00:00.000000000,1562083200000000000,9115.0,9175.0,8965.0,9059.0,151109,73834,71333
2019-07-04 00:00:00.000000000,1562169600000000000,9084.0,9277.0,9068.0,9245.0,203308,71333,79074
2019-07-05 00:00:00.000000000,1562256000000000000,9260.0,9317.0,9205.0,9297.0,122868,79074,76486
2019-07-08 00:00:00.000000000,1562515200000000000,9349.0,9664.0,9338.0,9644.0,227697,76486,89330
2019-07-09 00:00:00.000000000,1562601600000000000,9652.0,9745.0,9518.0,9669.0,189663,89330,82202
2019-07-10 00:00:00.000000000,1562688000000000000,9718.0,9731.0,9540.0,9612.0,147360,82202,81750
2019-07-11 00:00:00.000000000,1562774400000000000,9650.0,9660.0,9440.0,9603.0,183587,81750,79969
2019-07-12 00:00:00.000000000,1562860800000000000,9629.0,9808.0,9560.0,9690.0,243266,79969,79733
2019-07-15 00:00:00.000000000,1563120000000000000,9647.0,9745.0,9594.0,9645.0,118382,79733,74360
2019-07-16 00:00:00.000000000,1563206400000000000,9635.0,9766.0,9499.0,9727.0,129754,74360,76663
2019-07-17 00:00:00.000000000,1563292800000000000,9718.0,9866.0,9620.0,9652.0,142809,76663,72018
2019-07-18 00:00:00.000000000,1563379200000000000,9637.0,9695.0,9552.0,9602.0,105369,72018,70413
2019-07-19 00:00:00.000000000,1563465600000000000,9572.0,9668.0,9478.0,9637.0,136364,70413,68612
2019-07-22 00:00:00.000000000,1563724800000000000,9676.0,9710.0,9487.0,9518.0,91720,68612,65945
2019-07-23 00:00:00.000000000,1563811200000000000,9515.0,9565.0,9185.0,9215.0,180977,65945,72136
2019-07-24 00:00:00.000000000,1563897600000000000,9180.0,9265.0,9102.0,9234.0,154076,72136,65368
2019-07-25 00:00:00.000000000,1563984000000000000,9245.0,9260.0,9165.0,9214.0,84316,65368,63298
2019-07-26 00:00:00.000000000,1564070400000000000,9201.0,9299.0,9131.0,9264.0,105315,63298,62785
2019-07-29 00:00:00.000000000,1564329600000000000,9280.0,9315.0,9166.0,9246.0,81839,62785,60064
2019-07-30 00:00:00.000000000,1564416000000000000,9245.0,9390.0,9180.0,9337.0,121878,60064,61636
2019-07-31 00:00:00.000000000,1564502400000000000,9337.0,9357.0,9282.0,9318.0,62924,61636,58796
2019-08-01 00:00:00.000000000,1564588800000000000,9284.0,9400.0,9210.0,9216.0,112612,58796,62944
2019-08-02 00:00:00.000000000,1564675200000000000,9156.0,9350.0,9120.0,9338.0,95385,62944,60541
2019-08-05 00:00:00.000000000,1564934400000000000,9343.0,9388.0,9066.0,9136.0,110145,60541,61351
2019-08-06 00:00:00.000000000,1565020800000000000,9129.0,9450.0,9112.0,9400.0,188036,61351,65885
2019-08-07 00:00:00.000000000,1565107200000000000,9380.0,9416.0,9202.0,9228.0,119962,65885,60218
2019-08-08 00:00:00.000000000,1565193600000000000,9246.0,9314.0,9171.0,9222.0,101391,60218,59382
2019-08-09 00:00:00.000000000,1565280000000000000,9254.0,9268.0,8920.0,9123.0,163675,59382,62505
2019-08-12 00:00:00.000000000,1565539200000000000,9165.0,9288.0,9010.0,9089.0,133499,62505,62593
2019-08-13 00:00:00.000000000,1565625600000000000,9079.0,9088.0,8850.0,8931.0,173977,62593,69463
2019-08-14 00:00:00.000000000,1565712000000000000,8931.0,8996.0,8830.0,8975.0,120756,69463,67679
2019-08-15 00:00:00.000000000,1565798400000000000,8933.0,9050.0,8905.0,9034.0,102997,67679,66176
2019-08-16 00:00:00.000000000,1565884800000000000,9060.0,9111.0,8988.0,9034.0,92045,66176,62979
2019-08-19 00:00:00.000000000,1566144000000000000,9051.0,9082.0,9001.0,9070.0,60491,62979,64175
2019-08-20 00:00:00.000000000,1566230400000000000,9052.0,9158.0,9035.0,9062.0,95834,64175,64946
2019-08-21 00:00:00.000000000,1566316800000000000,9058.0,9110.0,8952.0,9095.0,102373,64946,65232
2019-08-22 00:00:00.000000000,1566403200000000000,9088.0,9126.0,9008.0,9062.0,64087,65232,63242
2019-08-23 00:00:00.000000000,1566489600000000000,9046.0,9146.0,9003.0,9133.0,103432,63242,66419
2019-08-26 00:00:00.000000000,1566748800000000000,9102.0,9190.0,9031.0,9122.0,91169,66419,61799
2019-08-27 00:00:00.000000000,1566835200000000000,9100.0,9339.0,9094.0,9328.0,114323,61799,67867
2019-08-28 00:00:00.000000000,1566921600000000000,9340.0,9380.0,9274.0,9323.0,98498,67867,66560
2019-08-29 00:00:00.000000000,1567008000000000000,9318.0,9411.0,9306.0,9394.0,75089,66560,66471
2019-08-30 00:00:00.000000000,1567094400000000000,9389.0,9533.0,9371.0,9468.0,121189,66471,66524
2019-09-02 00:00:00.000000000,1567353600000000000,9466.0,9487.0,9255.0,9288.0,106149,66524,57878
2019-09-03 00:00:00.000000000,1567440000000000000,9293.0,9458.0,9214.0,9321.0,145789,57878,58649
2019-09-04 00:00:00.000000000,1567526400000000000,9321.0,9360.0,9171.0,9175.0,108075,58649,54521
2019-09-05 00:00:00.000000000,1567612800000000000,9163.0,9196.0,8907.0,8914.0,163340,54521,54782
2019-09-06 00:00:00.000000000,1567699200000000000,8894.0,8968.0,8818.0,8893.0,109267,54782,50242
2019-09-09 00:00:00.000000000,1567958400000000000,8841.0,8855.0,8470.0,8510.0,180640,50242,55934
2019-09-10 00:00:00.000000000,1568044800000000000,8518.0,8620.0,8494.0,8533.0,96197,55934,46882
2019-09-11 00:00:00.000000000,1568131200000000000,8507.0,8531.0,8306.0,8475.0,192376,46882,44594
2019-09-12 00:00:00.000000000,1568217600000000000,8456.0,8527.0,8260.0,8267.0,112148,44594,34566
2019-09-16 00:00:00.000000000,1568563200000000000,8326.0,8400.0,8216.0,8294.0,72394,34566,31559
2019-09-17 00:00:00.000000000,1568649600000000000,8291.0,8357.0,8266.0,8314.0,41835,31559,29505
2019-09-18 00:00:00.000000000,1568736000000000000,7957.0,8058.0,7940.0,8011.0,67803,29505,57981
2019-09-19 00:00:00.000000000,1568822400000000000,8025.0,8047.0,7818.0,7877.0,136290,57981,71467
2019-09-20 00:00:00.000000000,1568908800000000000,7884.0,7889.0,7749.0,7750.0,101052,71467,79150
2019-09-23 00:00:00.000000000,1569168000000000000,7726.0,7735.0,7466.0,7545.0,242258,79150,93303
2019-09-24 00:00:00.000000000,1569254400000000000,7559.0,7613.0,7517.0,7582.0,138867,93303,86431
2019-09-25 00:00:00.000000000,1569340800000000000,7589.0,7658.0,7522.0,7618.0,143516,86431,81348
2019-09-26 00:00:00.000000000,1569427200000000000,7632.0,7736.0,7556.0,7640.0,187008,81348,78097
2019-09-27 00:00:00.000000000,1569513600000000000,7595.0,7670.0,7472.0,7531.0,170782,78097,77349
2019-09-30 00:00:00.000000000,1569772800000000000,7505.0,7539.0,7335.0,7400.0,182083,77349,77900
2019-10-08 00:00:00.000000000,1570464000000000000,7369.0,7788.0,7351.0,7772.0,263247,77900,74250
2019-10-09 00:00:00.000000000,1570550400000000000,7785.0,7794.0,7594.0,7636.0,195185,74250,75181
2019-10-10 00:00:00.000000000,1570636800000000000,7650.0,7723.0,7618.0,7660.0,154440,75181,76827
2019-10-11 00:00:00.000000000,1570723200000000000,7650.0,7718.0,7534.0,7556.0,186213,76827,79238
2019-10-14 00:00:00.000000000,1570982400000000000,7565.0,7738.0,7544.0,7701.0,173562,79238,77763
2019-10-15 00:00:00.000000000,1571068800000000000,7672.0,7750.0,7562.0,7686.0,176110,77763,75903
2019-10-16 00:00:00.000000000,1571155200000000000,7699.0,7728.0,7642.0,7697.0,142075,75903,77077
2019-10-17 00:00:00.000000000,1571241600000000000,7713.0,7774.0,7590.0,7630.0,202662,77077,77672
2019-10-18 00:00:00.000000000,1571328000000000000,7645.0,7688.0,7481.0,7673.0,247573,77672,72026
2019-10-21 00:00:00.000000000,1571587200000000000,7705.0,7890.0,7679.0,7850.0,245936,72026,71862
2019-10-22 00:00:00.000000000,1571673600000000000,7834.0,7878.0,7780.0,7876.0,128101,71862,73523
2019-10-23 00:00:00.000000000,1571760000000000000,7900.0,8121.0,7854.0,7999.0,394079,73523,72278
2019-10-24 00:00:00.000000000,1571846400000000000,7994.0,8042.0,7958.0,8013.0,121646,72278,71771
2019-10-25 00:00:00.000000000,1571932800000000000,7993.0,8045.0,7857.0,7903.0,202697,71771,70426
2019-10-28 00:00:00.000000000,1572192000000000000,7908.0,7925.0,7822.0,7919.0,118380,70426,70386
2019-10-29 00:00:00.000000000,1572278400000000000,7930.0,8076.0,7878.0,7978.0,220147,70386,68304
2019-10-30 00:00:00.000000000,1572364800000000000,7985.0,8038.0,7953.0,7992.0,104403,68304,68673
2019-10-31 00:00:00.000000000,1572451200000000000,8005.0,8020.0,7915.0,7961.0,136947,68673,68700
2019-11-01 00:00:00.000000000,1572537600000000000,7951.0,7953.0,7808.0,7925.0,159398,68700,67241
2019-11-04 00:00:00.000000000,1572796800000000000,7939.0,8096.0,7880.0,8030.0,165748,67241,73263
2019-11-05 00:00:00.000000000,1572883200000000000,8024.0,8181.0,8002.0,8158.0,169390,73263,78608
2019-11-06 00:00:00.000000000,1572969600000000000,8173.0,8223.0,8105.0,8146.0,159540,78608,76814
2019-11-07 00:00:00.000000000,1573056000000000000,8132.0,8222.0,8082.0,8199.0,155402,76814,79429
2019-11-08 00:00:00.000000000,1573142400000000000,8210.0,8215.0,8091.0,8169.0,148879,79429,70480
2019-11-11 00:00:00.000000000,1573401600000000000,8148.0,8275.0,8065.0,8109.0,175878,70480,69494
2019-11-12 00:00:00.000000000,1573488000000000000,8108.0,8220.0,8052.0,8219.0,149018,69494,73576
2019-11-13 00:00:00.000000000,1573574400000000000,8224.0,8260.0,8165.0,8215.0,128083,73576,75408
2019-11-14 00:00:00.000000000,1573660800000000000,8193.0,8249.0,8058.0,8062.0,191331,75408,76445
2019-11-15 00:00:00.000000000,1573747200000000000,8015.0,8150.0,7969.0,8141.0,148870,76445,71921
2019-11-18 00:00:00.000000000,1574006400000000000,8140.0,8140.0,7883.0,7923.0,192294,71921,71935
2019-11-19 00:00:00.000000000,1574092800000000000,7910.0,7988.0,7847.0,7973.0,147932,71935,67662
2019-11-20 00:00:00.000000000,1574179200000000000,7980.0,8226.0,7950.0,8204.0,189890,67662,69309
2019-11-21 00:00:00.000000000,1574265600000000000,8187.0,8229.0,8131.0,8181.0,116767,69309,67667
2019-11-22 00:00:00.000000000,1574352000000000000,8159.0,8225.0,8111.0,8197.0,132928,67667,68256
2019-11-25 00:00:00.000000000,1574611200000000000,8217.0,8317.0,8141.0,8164.0,217978,68256,64156
2019-11-26 00:00:00.000000000,1574697600000000000,8148.0,8199.0,8104.0,8155.0,105427,64156,62506
2019-11-27 00:00:00.000000000,1574784000000000000,8153.0,8189.0,8025.0,8026.0,146142,62506,64152
2019-11-28 00:00:00.000000000,1574870400000000000,8022.0,8078.0,8011.0,8070.0,90561,64152,61623
2019-11-29 00:00:00.000000000,1574956800000000000,8063.0,8096.0,7989.0,8055.0,137301,61623,58533
2019-12-02 00:00:00.000000000,1575216000000000000,8087.0,8238.0,8080.0,8221.0,134514,58533,59011
2019-12-03 00:00:00.000000000,1575302400000000000,8209.0,8296.0,8185.0,8289.0,131670,59011,64868
2019-12-04 00:00:00.000000000,1575388800000000000,8304.0,8424.0,8270.0,8403.0,159002,64868,70312
2019-12-05 00:00:00.000000000,1575475200000000000,8406.0,8418.0,8345.0,8388.0,75895,70312,68224
2019-12-06 00:00:00.000000000,1575561600000000000,8366.0,8478.0,8333.0,8426.0,126387,68224,66432
2019-12-09 00:00:00.000000000,1575820800000000000,8431.0,8528.0,8352.0,8386.0,138679,66432,58626
2019-12-10 00:00:00.000000000,1575907200000000000,8380.0,8498.0,8371.0,8497.0,86040,58626,59549
2019-12-11 00:00:00.000000000,1575993600000000000,8488.0,8568.0,8450.0,8515.0,121603,59549,55113
2019-12-12 00:00:00.000000000,1576080000000000000,8491.0,8519.0,8412.0,8484.0,92603,55113,51448
2019-12-13 00:00:00.000000000,1576166400000000000,8500.0,8590.0,8462.0,8588.0,101041,51448,44920
2019-12-16 00:00:00.000000000,1576425600000000000,8568.0,8658.0,8561.0,8645.0,67208,44920,40902
2019-12-17 00:00:00.000000000,1576512000000000000,8285.0,8355.0,8226.0,8248.0,83018,40902,41036
2019-12-18 00:00:00.000000000,1576598400000000000,8240.0,8304.0,8085.0,8095.0,152822,41036,50656
2019-12-19 00:00:00.000000000,1576684800000000000,8098.0,8129.0,8065.0,8110.0,95608,50656,50304
2019-12-20 00:00:00.000000000,1576771200000000000,8120.0,8169.0,8026.0,8096.0,126881,50304,50491
2019-12-23 00:00:00.000000000,1577030400000000000,8105.0,8186.0,8040.0,8060.0,103262,50491,52851
2019-12-24 00:00:00.000000000,1577116800000000000,8071.0,8085.0,7948.0,8013.0,137701,52851,55171
2019-12-25 00:00:00.000000000,1577203200000000000,8018.0,8048.0,7993.0,8021.0,62430,55171,55641
2019-12-26 00:00:00.000000000,1577289600000000000,8036.0,8134.0,7966.0,8122.0,114964,55641,55845
2019-12-27 00:00:00.000000000,1577376000000000000,8122.0,8173.0,8010.0,8017.0,102228,55845,54598
2019-12-30 00:00:00.000000000,1577635200000000000,7890.0,7975.0,7748.0,7760.0,190519,54598,74075
2019-12-31 00:00:00.000000000,1577721600000000000,7753.0,7800.0,7708.0,7738.0,131132,74075,78068
2020-01-02 00:00:00.000000000,1577894400000000000,7744.0,7791.0,7706.0,7741.0,93362,78068,80835
2020-01-03 00:00:00.000000000,1577980800000000000,7735.0,7767.0,7580.0,7589.0,149249,80835,89150
2020-01-06 00:00:00.000000000,1578240000000000000,7568.0,7577.0,7428.0,7474.0,168525,89150,91101
2020-01-07 00:00:00.000000000,1578326400000000000,7479.0,7528.0,7443.0,7501.0,107722,91101,91157
2020-01-08 00:00:00.000000000,1578412800000000000,7508.0,7556.0,7424.0,7497.0,128109,91157,91837
2020-01-09 00:00:00.000000000,1578499200000000000,7497.0,7545.0,7358.0,7360.0,145093,91837,103240
2020-01-10 00:00:00.000000000,1578585600000000000,7360.0,7477.0,7333.0,7447.0,135702,103240,94971
2020-01-13 00:00:00.000000000,1578844800000000000,7462.0,7469.0,7273.0,7289.0,144949,94971,105910
2020-01-14 00:00:00.000000000,1578931200000000000,7290.0,7360.0,7284.0,7302.0,97103,105910,104674
2020-01-15 00:00:00.000000000,1579017600000000000,7297.0,7380.0,7242.0,7325.0,134238,104674,103843
2020-01-16 00:00:00.000000000,1579104000000000000,7329.0,7396.0,7317.0,7351.0,106995,103843,103339
2020-01-17 00:00:00.000000000,1579190400000000000,7357.0,7500.0,7352.0,7469.0,145179,103339,94609
2020-01-20 00:00:00.000000000,1579449600000000000,7423.0,7480.0,7377.0,7421.0,91335,94609,97922
2020-01-21 00:00:00.000000000,1579536000000000000,7429.0,7485.0,7324.0,7339.0,118127,97922,101103
2020-01-22 00:00:00.000000000,1579622400000000000,7340.0,7425.0,7281.0,7361.0,102766,101103,94548
2020-01-23 00:00:00.000000000,1579708800000000000,7367.0,7445.0,7331.0,7420.0,105971,94548,84428
2020-02-03 00:00:00.000000000,1580659200000000000,7042.0,7079.0,6874.0,6874.0,186578,84428,89504
2020-02-04 00:00:00.000000000,1580745600000000000,6874.0,7048.0,6836.0,7002.0,126561,89504,83800
