datetime,datetime_nano,KQ.m@SHFE.pb.open,KQ.m@SHFE.pb.high,KQ.m@SHFE.pb.low,KQ.m@SHFE.pb.close,KQ.m@SHFE.pb.volume,KQ.m@SHFE.pb.open_oi,KQ.m@SHFE.pb.close_oi
2017-01-18 00:00:00.000000000,1484668800000000000,18385.0,18690.0,18290.0,18530.0,32473,11465,17135
2017-01-19 00:00:00.000000000,1484755200000000000,18505.0,18605.0,18305.0,18375.0,30591,17135,18415
2017-01-20 00:00:00.000000000,1484841600000000000,18485.0,18500.0,17825.0,17975.0,34638,18415,18182
2017-01-23 00:00:00.000000000,1485100800000000000,18175.0,19000.0,18015.0,18725.0,46626,18182,17814
2017-01-24 00:00:00.000000000,1485187200000000000,18710.0,18860.0,18350.0,18580.0,35115,17814,18005
2017-01-25 00:00:00.000000000,1485273600000000000,18720.0,18920.0,18655.0,18750.0,31996,18005,17851
2017-01-26 00:00:00.000000000,1485360000000000000,18710.0,19070.0,18665.0,19015.0,31946,17851,17476
2017-02-03 00:00:00.000000000,1486051200000000000,18800.0,18885.0,18405.0,18495.0,14740,17476,17965
2017-02-06 00:00:00.000000000,1486310400000000000,18525.0,18870.0,18475.0,18680.0,26374,17965,17662
2017-02-07 00:00:00.000000000,1486396800000000000,18695.0,18920.0,18635.0,18825.0,22989,17662,18816
2017-02-08 00:00:00.000000000,1486483200000000000,18790.0,19415.0,18705.0,19250.0,38954,18816,21040
2017-02-09 00:00:00.000000000,1486569600000000000,19285.0,19630.0,19210.0,19245.0,33056,21040,21146
2017-02-10 00:00:00.000000000,1486656000000000000,19340.0,19525.0,19180.0,19435.0,33809,21146,21279
2017-02-13 00:00:00.000000000,1486915200000000000,19610.0,20070.0,19495.0,19915.0,40275,21279,21240
2017-02-14 00:00:00.000000000,1487001600000000000,19985.0,20015.0,19525.0,19830.0,31577,21240,19524
2017-02-15 00:00:00.000000000,1487088000000000000,19845.0,19855.0,19250.0,19335.0,31572,19524,17967
2017-02-16 00:00:00.000000000,1487174400000000000,19295.0,19440.0,18900.0,18990.0,32521,17967,16308
2017-02-17 00:00:00.000000000,1487260800000000000,18805.0,18980.0,18655.0,18695.0,26891,16308,14934
2017-02-20 00:00:00.000000000,1487520000000000000,18730.0,18880.0,18600.0,18785.0,21851,14934,13729
2017-02-21 00:00:00.000000000,1487606400000000000,18940.0,19300.0,18875.0,19075.0,15219,13729,12903
2017-02-22 00:00:00.000000000,1487692800000000000,19090.0,19140.0,18705.0,18825.0,24059,12903,17671
2017-02-23 00:00:00.000000000,1487779200000000000,18950.0,19135.0,18605.0,18720.0,28498,17671,19085
2017-02-24 00:00:00.000000000,1487865600000000000,18850.0,18910.0,18430.0,18800.0,33326,19085,18790
2017-02-27 00:00:00.000000000,1488124800000000000,18745.0,18980.0,18480.0,18545.0,37879,18790,19356
2017-02-28 00:00:00.000000000,1488211200000000000,18655.0,18695.0,18380.0,18450.0,40055,19356,20394
2017-03-01 00:00:00.000000000,1488297600000000000,18505.0,18685.0,18440.0,18625.0,30024,20394,20870
2017-03-02 00:00:00.000000000,1488384000000000000,18755.0,19010.0,18680.0,18835.0,32030,20870,20140
2017-03-03 00:00:00.000000000,1488470400000000000,18650.0,18765.0,18425.0,18570.0,24847,20140,19501
2017-03-06 00:00:00.000000000,1488729600000000000,18560.0,18640.0,18010.0,18075.0,33650,19501,20519
2017-03-07 00:00:00.000000000,1488816000000000000,18110.0,18205.0,17950.0,17990.0,25161,20519,20397
2017-03-08 00:00:00.000000000,1488902400000000000,17995.0,18115.0,17715.0,17990.0,32494,20397,19044
2017-03-09 00:00:00.000000000,1488988800000000000,18030.0,18090.0,17550.0,17625.0,35280,19044,18323
2017-03-10 00:00:00.000000000,1489075200000000000,17690.0,17950.0,17675.0,17840.0,22965,18323,17070
2017-03-13 00:00:00.000000000,1489334400000000000,17910.0,18260.0,17780.0,18160.0,32355,17070,16031
2017-03-14 00:00:00.000000000,1489420800000000000,18170.0,18330.0,17915.0,18030.0,22328,16031,14633
2017-03-15 00:00:00.000000000,1489507200000000000,17855.0,18180.0,17650.0,18055.0,32355,14633,15101
2017-03-16 00:00:00.000000000,1489593600000000000,18110.0,18430.0,18030.0,18430.0,23738,15101,14059
2017-03-17 00:00:00.000000000,1489680000000000000,18455.0,18480.0,18160.0,18345.0,15720,14059,12909
2017-03-20 00:00:00.000000000,1489939200000000000,18425.0,18600.0,18190.0,18440.0,19152,12909,12437
2017-03-21 00:00:00.000000000,1490025600000000000,18495.0,18525.0,18160.0,18340.0,16075,12437,11515
2017-03-22 00:00:00.000000000,1490112000000000000,18565.0,18600.0,17925.0,18060.0,31145,11515,20742
2017-03-23 00:00:00.000000000,1490198400000000000,18325.0,18790.0,18175.0,18605.0,50129,20742,23078
2017-03-24 00:00:00.000000000,1490284800000000000,18560.0,18605.0,18100.0,18230.0,41834,23078,23883
2017-03-27 00:00:00.000000000,1490544000000000000,18165.0,18315.0,17690.0,17730.0,39788,23883,24123
2017-03-28 00:00:00.000000000,1490630400000000000,17770.0,17810.0,17145.0,17275.0,56004,24123,26624
2017-03-29 00:00:00.000000000,1490716800000000000,17465.0,17700.0,17230.0,17525.0,61021,26624,27825
2017-03-30 00:00:00.000000000,1490803200000000000,17435.0,17585.0,17115.0,17270.0,53247,27825,28743
2017-03-31 00:00:00.000000000,1490889600000000000,17320.0,17590.0,17265.0,17400.0,45533,28743,26279
2017-04-05 00:00:00.000000000,1491321600000000000,17235.0,17625.0,17200.0,17535.0,23883,26279,24540
2017-04-06 00:00:00.000000000,1491408000000000000,17570.0,17695.0,17420.0,17580.0,30320,24540,25331
2017-04-07 00:00:00.000000000,1491494400000000000,17375.0,17650.0,16310.0,16325.0,62469,25331,25827
2017-04-10 00:00:00.000000000,1491753600000000000,16355.0,16655.0,16240.0,16480.0,45399,25827,22513
2017-04-11 00:00:00.000000000,1491840000000000000,16465.0,16550.0,16240.0,16340.0,36374,22513,21626
2017-04-12 00:00:00.000000000,1491926400000000000,16480.0,16520.0,15920.0,16250.0,47749,21626,20571
2017-04-13 00:00:00.000000000,1492012800000000000,16250.0,16545.0,16135.0,16485.0,32590,20571,19263
2017-04-14 00:00:00.000000000,1492099200000000000,16455.0,16505.0,16085.0,16175.0,29255,19263,18230
2017-04-17 00:00:00.000000000,1492358400000000000,16135.0,16760.0,16135.0,16445.0,29945,18230,16917
2017-04-18 00:00:00.000000000,1492444800000000000,16435.0,16605.0,15895.0,16140.0,26814,16917,15614
2017-04-19 00:00:00.000000000,1492531200000000000,16055.0,16150.0,15550.0,15915.0,55798,15614,22615
2017-04-20 00:00:00.000000000,1492617600000000000,16030.0,16225.0,15865.0,16160.0,49370,22615,22216
2017-04-21 00:00:00.000000000,1492704000000000000,16195.0,16320.0,16010.0,16085.0,42908,22216,22723
2017-04-24 00:00:00.000000000,1492963200000000000,15975.0,16065.0,15775.0,15990.0,44971,22723,23536
2017-04-25 00:00:00.000000000,1493049600000000000,16040.0,16045.0,15800.0,15945.0,30179,23536,24557
2017-04-26 00:00:00.000000000,1493136000000000000,16025.0,16210.0,15955.0,16110.0,37200,24557,24147
2017-04-27 00:00:00.000000000,1493222400000000000,16170.0,16250.0,16100.0,16180.0,28206,24147,24825
2017-04-28 00:00:00.000000000,1493308800000000000,16265.0,16430.0,16155.0,16355.0,38769,24825,24384
2017-05-02 00:00:00.000000000,1493654400000000000,16545.0,16860.0,16360.0,16485.0,19494,24384,24198
2017-05-03 00:00:00.000000000,1493740800000000000,16495.0,16520.0,16195.0,16230.0,25489,24198,24949
2017-05-04 00:00:00.000000000,1493827200000000000,16145.0,16230.0,15870.0,15995.0,31474,24949,25039
2017-05-05 00:00:00.000000000,1493913600000000000,15935.0,16205.0,15905.0,16020.0,29608,25039,24654
2017-05-08 00:00:00.000000000,1494172800000000000,16065.0,16185.0,15805.0,16050.0,37492,24654,24857
2017-05-09 00:00:00.000000000,1494259200000000000,16060.0,16115.0,15915.0,16050.0,26876,24857,24718
2017-05-10 00:00:00.000000000,1494345600000000000,16055.0,16280.0,16055.0,16190.0,33302,24718,23430
2017-05-11 00:00:00.000000000,1494432000000000000,16205.0,16425.0,16060.0,16340.0,32537,23430,22784
2017-05-12 00:00:00.000000000,1494518400000000000,16305.0,16320.0,15980.0,16020.0,32790,22784,22112
2017-05-15 00:00:00.000000000,1494777600000000000,16060.0,16115.0,15845.0,15965.0,31224,22112,21247
2017-05-16 00:00:00.000000000,1494864000000000000,15995.0,16040.0,15500.0,15715.0,34984,21247,21155
2017-05-17 00:00:00.000000000,1494950400000000000,15685.0,15785.0,15605.0,15710.0,24450,21155,19958
2017-05-18 00:00:00.000000000,1495036800000000000,15725.0,15795.0,15395.0,15425.0,28199,19958,20856
2017-05-19 00:00:00.000000000,1495123200000000000,15260.0,15540.0,15140.0,15385.0,30340,20856,19968
2017-05-22 00:00:00.000000000,1495382400000000000,15655.0,15815.0,15500.0,15730.0,27061,19968,17804
2017-05-23 00:00:00.000000000,1495468800000000000,15780.0,15955.0,15600.0,15795.0,22048,17804,15487
2017-05-24 00:00:00.000000000,1495555200000000000,15745.0,15940.0,15605.0,15910.0,17366,15487,12380
2017-05-25 00:00:00.000000000,1495641600000000000,15930.0,15980.0,15815.0,15930.0,22607,12380,20638
2017-05-26 00:00:00.000000000,1495728000000000000,15920.0,16010.0,15855.0,15980.0,25989,20638,21346
2017-05-31 00:00:00.000000000,1496160000000000000,15935.0,16215.0,15770.0,15835.0,23953,21346,21574
2017-06-01 00:00:00.000000000,1496246400000000000,15875.0,16170.0,15800.0,16090.0,33004,21574,21798
2017-06-02 00:00:00.000000000,1496332800000000000,16095.0,16250.0,16000.0,16185.0,32298,21798,21592
2017-06-05 00:00:00.000000000,1496592000000000000,16060.0,16630.0,16040.0,16500.0,40819,21592,22015
2017-06-06 00:00:00.000000000,1496678400000000000,16440.0,16720.0,16400.0,16605.0,39125,22015,22423
2017-06-07 00:00:00.000000000,1496764800000000000,16600.0,16780.0,16375.0,16480.0,43257,22423,21493
2017-06-08 00:00:00.000000000,1496851200000000000,16510.0,16750.0,16370.0,16670.0,32237,21493,20935
2017-06-09 00:00:00.000000000,1496937600000000000,16660.0,16920.0,16530.0,16850.0,32297,20935,20906
2017-06-12 00:00:00.000000000,1497196800000000000,17040.0,17120.0,16825.0,17070.0,29783,20906,19648
2017-06-13 00:00:00.000000000,1497283200000000000,17025.0,17050.0,16725.0,16825.0,30044,19648,19078
2017-06-14 00:00:00.000000000,1497369600000000000,16960.0,17030.0,16685.0,16975.0,32430,19078,17986
2017-06-15 00:00:00.000000000,1497456000000000000,16985.0,17215.0,16920.0,17110.0,34334,17986,18414
2017-06-16 00:00:00.000000000,1497542400000000000,17125.0,17380.0,17120.0,17295.0,25394,18414,17929
2017-06-19 00:00:00.000000000,1497801600000000000,17260.0,17485.0,17165.0,17405.0,25496,17929,16787
2017-06-20 00:00:00.000000000,1497888000000000000,17460.0,17780.0,17355.0,17675.0,25947,16787,17403
2017-06-21 00:00:00.000000000,1497974400000000000,17615.0,17740.0,17460.0,17600.0,28482,17403,16283
2017-06-22 00:00:00.000000000,1498060800000000000,17790.0,17835.0,17605.0,17660.0,25678,16283,15131
2017-06-23 00:00:00.000000000,1498147200000000000,17740.0,17780.0,17380.0,17460.0,22463,15131,12823
2017-06-26 00:00:00.000000000,1498406400000000000,17475.0,17500.0,17100.0,17300.0,24849,12823,10880
2017-06-27 00:00:00.000000000,1498492800000000000,17220.0,17440.0,17130.0,17405.0,27835,10880,20341
2017-06-28 00:00:00.000000000,1498579200000000000,17415.0,17890.0,17390.0,17715.0,40856,20341,21253
2017-06-29 00:00:00.000000000,1498665600000000000,17645.0,17865.0,17590.0,17735.0,31229,21253,20843
2017-06-30 00:00:00.000000000,1498752000000000000,17755.0,17880.0,17580.0,17800.0,31857,20843,21289
2017-07-03 00:00:00.000000000,1499011200000000000,17735.0,18170.0,17725.0,18100.0,27272,21289,21907
2017-07-04 00:00:00.000000000,1499097600000000000,18030.0,18210.0,17655.0,17765.0,27842,21907,21819
2017-07-05 00:00:00.000000000,1499184000000000000,17730.0,17930.0,17420.0,17475.0,38960,21819,20845
2017-07-06 00:00:00.000000000,1499270400000000000,17455.0,17650.0,17315.0,17580.0,27377,20845,20148
2017-07-07 00:00:00.000000000,1499356800000000000,17605.0,17850.0,17530.0,17810.0,23268,20148,20117
2017-07-10 00:00:00.000000000,1499616000000000000,17765.0,17890.0,17545.0,17580.0,27932,20117,19806
2017-07-11 00:00:00.000000000,1499702400000000000,17605.0,18000.0,17500.0,17985.0,33466,19806,20939
2017-07-12 00:00:00.000000000,1499788800000000000,17925.0,18085.0,17810.0,17920.0,25090,20939,20084
2017-07-13 00:00:00.000000000,1499875200000000000,17940.0,17995.0,17785.0,17885.0,16070,20084,19477
2017-07-14 00:00:00.000000000,1499961600000000000,17860.0,17905.0,17470.0,17600.0,23025,19477,18704
2017-07-17 00:00:00.000000000,1500220800000000000,17645.0,17890.0,17560.0,17835.0,20193,18704,17734
2017-07-18 00:00:00.000000000,1500307200000000000,17805.0,17940.0,17510.0,17635.0,22488,17734,17009
2017-07-19 00:00:00.000000000,1500393600000000000,17560.0,17635.0,17410.0,17535.0,19712,17009,15909
2017-07-20 00:00:00.000000000,1500480000000000000,17420.0,17485.0,17230.0,17370.0,21270,15909,13432
2017-07-21 00:00:00.000000000,1500566400000000000,17380.0,17465.0,17220.0,17460.0,20017,13432,11878
2017-07-24 00:00:00.000000000,1500825600000000000,17555.0,17635.0,17375.0,17445.0,12463,11878,10017
2017-07-25 00:00:00.000000000,1500912000000000000,17460.0,17650.0,17430.0,17645.0,26222,10017,18601
2017-07-26 00:00:00.000000000,1500998400000000000,17700.0,18125.0,17660.0,17935.0,48648,18601,19161
2017-07-27 00:00:00.000000000,1501084800000000000,17900.0,18230.0,17850.0,18215.0,45155,19161,23417
2017-07-28 00:00:00.000000000,1501171200000000000,18160.0,18300.0,17965.0,18030.0,42185,23417,22637
2017-07-31 00:00:00.000000000,1501430400000000000,18120.0,18480.0,18100.0,18400.0,37759,22637,24506
2017-08-01 00:00:00.000000000,1501516800000000000,18300.0,18425.0,18165.0,18185.0,19992,24506,23129
2017-08-02 00:00:00.000000000,1501603200000000000,18205.0,18455.0,18135.0,18440.0,25901,23129,23542
2017-08-03 00:00:00.000000000,1501689600000000000,18450.0,18780.0,18380.0,18425.0,31577,23542,23476
2017-08-04 00:00:00.000000000,1501776000000000000,18465.0,18725.0,18450.0,18685.0,19142,23476,23394
2017-08-07 00:00:00.000000000,1502035200000000000,18670.0,19105.0,18555.0,18935.0,33474,23394,22718
2017-08-08 00:00:00.000000000,1502121600000000000,19025.0,19165.0,18970.0,19035.0,24895,22718,20580
2017-08-09 00:00:00.000000000,1502208000000000000,18950.0,20200.0,18905.0,19700.0,33599,20580,18789
2017-08-10 00:00:00.000000000,1502294400000000000,19560.0,19635.0,19305.0,19420.0,29171,18789,17716
2017-08-11 00:00:00.000000000,1502380800000000000,19410.0,19430.0,18920.0,19010.0,28465,17716,15831
2017-08-14 00:00:00.000000000,1502640000000000000,19035.0,19220.0,18905.0,19050.0,19673,15831,15078
2017-08-15 00:00:00.000000000,1502726400000000000,19035.0,19325.0,19000.0,19215.0,17168,15078,13901
2017-08-16 00:00:00.000000000,1502812800000000000,19280.0,19510.0,19235.0,19440.0,28047,13901,18701
2017-08-17 00:00:00.000000000,1502899200000000000,19580.0,20535.0,19580.0,20365.0,65207,18701,22475
2017-08-18 00:00:00.000000000,1502985600000000000,19975.0,20170.0,19535.0,19840.0,65630,22475,22792
2017-08-21 00:00:00.000000000,1503244800000000000,19755.0,20040.0,19380.0,19620.0,72628,22792,24398
2017-08-22 00:00:00.000000000,1503331200000000000,19605.0,19685.0,19015.0,19355.0,59473,24398,24402
2017-08-23 00:00:00.000000000,1503417600000000000,19430.0,19940.0,19270.0,19570.0,95537,24402,24471
2017-08-24 00:00:00.000000000,1503504000000000000,19300.0,19750.0,19300.0,19415.0,57208,24471,24939
2017-08-25 00:00:00.000000000,1503590400000000000,19180.0,19525.0,19180.0,19490.0,48740,24939,25908
2017-08-28 00:00:00.000000000,1503849600000000000,19495.0,19600.0,18745.0,19025.0,57231,25908,23759
2017-08-29 00:00:00.000000000,1503936000000000000,19095.0,19175.0,18805.0,19150.0,41621,23759,24645
2017-08-30 00:00:00.000000000,1504022400000000000,19420.0,19500.0,19110.0,19465.0,57024,24645,24085
2017-08-31 00:00:00.000000000,1504108800000000000,19380.0,19570.0,19260.0,19300.0,59774,24085,24144
2017-09-01 00:00:00.000000000,1504195200000000000,19375.0,19550.0,19185.0,19535.0,39229,24144,23481
2017-09-04 00:00:00.000000000,1504454400000000000,19430.0,19820.0,19410.0,19530.0,41778,23481,23528
2017-09-05 00:00:00.000000000,1504540800000000000,19540.0,19600.0,19400.0,19515.0,27303,23528,23069
2017-09-06 00:00:00.000000000,1504627200000000000,19310.0,19400.0,18790.0,19015.0,51643,23069,22356
2017-09-07 00:00:00.000000000,1504713600000000000,19065.0,19220.0,18900.0,18905.0,29884,22356,21497
2017-09-08 00:00:00.000000000,1504800000000000000,18955.0,19220.0,18635.0,18900.0,42079,21497,20516
2017-09-11 00:00:00.000000000,1505059200000000000,18840.0,18860.0,18480.0,18785.0,43019,20516,19995
2017-09-12 00:00:00.000000000,1505145600000000000,18760.0,19145.0,18715.0,19090.0,36656,19995,20484
2017-09-13 00:00:00.000000000,1505232000000000000,18955.0,19695.0,18920.0,19515.0,50525,20484,20580
2017-09-14 00:00:00.000000000,1505318400000000000,19580.0,20035.0,19410.0,19905.0,57291,20580,20389
2017-09-15 00:00:00.000000000,1505404800000000000,19990.0,20085.0,19640.0,19820.0,53584,20389,18492
2017-09-18 00:00:00.000000000,1505664000000000000,19940.0,20700.0,19650.0,20350.0,56189,18492,18512
2017-09-19 00:00:00.000000000,1505750400000000000,19840.0,20175.0,19815.0,19895.0,61611,18512,28767
2017-09-20 00:00:00.000000000,1505836800000000000,20010.0,20770.0,19720.0,20645.0,104924,28767,36906
2017-09-21 00:00:00.000000000,1505923200000000000,20665.0,20915.0,20515.0,20650.0,120228,36906,40497
2017-09-22 00:00:00.000000000,1506009600000000000,20850.0,21070.0,19845.0,20225.0,183875,40497,39621
2017-09-25 00:00:00.000000000,1506268800000000000,20515.0,20970.0,20180.0,20600.0,182758,39621,44355
2017-09-26 00:00:00.000000000,1506355200000000000,20660.0,20880.0,20470.0,20820.0,78794,44355,54420
2017-09-27 00:00:00.000000000,1506441600000000000,20685.0,20790.0,20405.0,20705.0,69069,54420,50111
2017-09-28 00:00:00.000000000,1506528000000000000,20555.0,20660.0,20390.0,20650.0,54795,50111,45097
2017-09-29 00:00:00.000000000,1506614400000000000,20765.0,21350.0,20500.0,21220.0,65817,45097,46765
2017-10-09 00:00:00.000000000,1507478400000000000,21200.0,21430.0,20920.0,21150.0,25612,46765,42385
2017-10-10 00:00:00.000000000,1507564800000000000,21085.0,21160.0,20640.0,20650.0,38100,42385,41581
2017-10-11 00:00:00.000000000,1507651200000000000,20685.0,21000.0,20560.0,20665.0,34672,41581,39501
2017-10-12 00:00:00.000000000,1507737600000000000,20700.0,20850.0,20450.0,20730.0,31674,39501,38965
2017-10-13 00:00:00.000000000,1507824000000000000,20765.0,20890.0,20480.0,20645.0,30704,38965,36878
2017-10-16 00:00:00.000000000,1508083200000000000,20735.0,20840.0,20360.0,20600.0,34295,36878,35433
2017-10-17 00:00:00.000000000,1508169600000000000,20570.0,20670.0,19930.0,20090.0,46210,35433,19828
2017-10-18 00:00:00.000000000,1508256000000000000,20080.0,20160.0,19265.0,19395.0,53778,19828,21237
2017-10-19 00:00:00.000000000,1508342400000000000,19415.0,19570.0,19170.0,19200.0,42172,21237,22328
2017-10-20 00:00:00.000000000,1508428800000000000,19155.0,19490.0,18850.0,19270.0,59874,22328,22777
2017-10-23 00:00:00.000000000,1508688000000000000,19195.0,19390.0,18910.0,19295.0,57086,22777,23104
2017-10-24 00:00:00.000000000,1508774400000000000,19220.0,19585.0,19210.0,19385.0,44048,23104,23213
2017-10-25 00:00:00.000000000,1508860800000000000,19355.0,19390.0,18980.0,19025.0,46019,23213,24821
2017-10-26 00:00:00.000000000,1508947200000000000,19125.0,19375.0,19045.0,19110.0,43124,24821,25741
2017-10-27 00:00:00.000000000,1509033600000000000,19100.0,19135.0,18520.0,18635.0,50933,25741,26867
2017-10-30 00:00:00.000000000,1509292800000000000,18645.0,18670.0,18200.0,18265.0,45866,26867,27374
2017-10-31 00:00:00.000000000,1509379200000000000,18240.0,18650.0,18180.0,18610.0,41481,27374,25262
2017-11-01 00:00:00.000000000,1509465600000000000,18555.0,19105.0,18450.0,18715.0,46385,25262,23614
2017-11-02 00:00:00.000000000,1509552000000000000,18760.0,18825.0,18555.0,18705.0,34247,23614,23416
2017-11-03 00:00:00.000000000,1509638400000000000,18725.0,18815.0,18450.0,18590.0,37103,23416,23089
2017-11-06 00:00:00.000000000,1509897600000000000,18665.0,18865.0,18515.0,18790.0,31292,23089,22576
2017-11-07 00:00:00.000000000,1509984000000000000,18860.0,19045.0,18735.0,18835.0,33150,22576,21357
2017-11-08 00:00:00.000000000,1510070400000000000,18815.0,19100.0,18640.0,18670.0,30246,21357,21272
2017-11-09 00:00:00.000000000,1510156800000000000,18830.0,19010.0,18680.0,18860.0,28279,21272,20193
2017-11-10 00:00:00.000000000,1510243200000000000,18900.0,19340.0,18785.0,19290.0,34489,20193,20271
2017-11-13 00:00:00.000000000,1510502400000000000,19320.0,19430.0,19200.0,19260.0,35636,20271,19018
2017-11-14 00:00:00.000000000,1510588800000000000,19125.0,19360.0,19020.0,19115.0,32740,19018,18545
2017-11-15 00:00:00.000000000,1510675200000000000,19140.0,19185.0,18520.0,18725.0,27939,18545,16991
2017-11-16 00:00:00.000000000,1510761600000000000,18640.0,18700.0,18345.0,18515.0,19895,16991,14716
2017-11-17 00:00:00.000000000,1510848000000000000,18550.0,18605.0,18270.0,18410.0,24658,14716,20524
2017-11-20 00:00:00.000000000,1511107200000000000,18375.0,18755.0,18325.0,18660.0,26493,20524,20918
2017-11-21 00:00:00.000000000,1511193600000000000,18640.0,18810.0,18495.0,18675.0,30657,20918,21543
2017-11-22 00:00:00.000000000,1511280000000000000,18775.0,18975.0,18715.0,18955.0,28582,21543,22270
2017-11-23 00:00:00.000000000,1511366400000000000,18915.0,18920.0,18290.0,18300.0,42163,22270,24476
2017-11-24 00:00:00.000000000,1511452800000000000,18305.0,18575.0,18270.0,18520.0,34482,24476,23400
2017-11-27 00:00:00.000000000,1511712000000000000,18660.0,18695.0,18235.0,18300.0,32898,23400,24391
2017-11-28 00:00:00.000000000,1511798400000000000,18315.0,18495.0,18130.0,18380.0,37925,24391,24897
2017-11-29 00:00:00.000000000,1511884800000000000,18435.0,18480.0,18055.0,18260.0,34159,24897,23704
2017-11-30 00:00:00.000000000,1511971200000000000,18270.0,18415.0,18185.0,18375.0,28676,23704,22951
2017-12-01 00:00:00.000000000,1512057600000000000,18530.0,18765.0,18385.0,18750.0,31028,22951,22246
2017-12-04 00:00:00.000000000,1512316800000000000,18850.0,19385.0,18770.0,18950.0,41833,22246,23013
2017-12-05 00:00:00.000000000,1512403200000000000,19065.0,19150.0,18850.0,18910.0,30976,23013,21573
2017-12-06 00:00:00.000000000,1512489600000000000,18875.0,18970.0,18480.0,18720.0,29487,21573,20106
2017-12-07 00:00:00.000000000,1512576000000000000,18770.0,18915.0,18560.0,18680.0,28134,20106,19116
2017-12-08 00:00:00.000000000,1512662400000000000,18740.0,18850.0,18380.0,18550.0,33232,19116,18621
2017-12-11 00:00:00.000000000,1512921600000000000,18415.0,18620.0,18360.0,18490.0,25475,18621,18621
2017-12-12 00:00:00.000000000,1513008000000000000,18600.0,19525.0,18560.0,19155.0,39765,18621,20822
2017-12-13 00:00:00.000000000,1513094400000000000,19210.0,19280.0,19025.0,19270.0,26163,20822,19784
2017-12-14 00:00:00.000000000,1513180800000000000,19245.0,19265.0,19000.0,19050.0,18013,19784,18505
2017-12-15 00:00:00.000000000,1513267200000000000,18950.0,19075.0,18900.0,18980.0,13684,18505,17079
2017-12-18 00:00:00.000000000,1513526400000000000,19040.0,19465.0,18980.0,19315.0,19008,17079,16005
2017-12-19 00:00:00.000000000,1513612800000000000,19405.0,19520.0,19170.0,19235.0,22911,16005,18112
2017-12-20 00:00:00.000000000,1513699200000000000,19235.0,19440.0,19180.0,19335.0,20335,18112,20383
2017-12-21 00:00:00.000000000,1513785600000000000,19275.0,19350.0,18850.0,19170.0,35617,20383,19675
2017-12-22 00:00:00.000000000,1513872000000000000,19150.0,19250.0,18955.0,19235.0,26004,19675,20657
2017-12-25 00:00:00.000000000,1514131200000000000,19140.0,19280.0,19020.0,19125.0,26193,20657,20845
2017-12-26 00:00:00.000000000,1514217600000000000,19150.0,19170.0,18890.0,19000.0,19860,20845,20574
2017-12-27 00:00:00.000000000,1514304000000000000,19075.0,19110.0,18910.0,19040.0,21093,20574,20416
2017-12-28 00:00:00.000000000,1514390400000000000,19170.0,19330.0,19085.0,19250.0,28065,20416,21877
2017-12-29 00:00:00.000000000,1514476800000000000,19165.0,19240.0,19100.0,19170.0,22633,21877,20153
2018-01-02 00:00:00.000000000,1514822400000000000,19195.0,19220.0,18880.0,19020.0,18542,20153,20490
2018-01-03 00:00:00.000000000,1514908800000000000,19145.0,19390.0,19095.0,19310.0,29543,20490,21258
2018-01-04 00:00:00.000000000,1514995200000000000,19350.0,19495.0,19205.0,19405.0,24105,21258,21518
2018-01-05 00:00:00.000000000,1515081600000000000,19430.0,19565.0,19325.0,19480.0,20750,21518,21326
2018-01-08 00:00:00.000000000,1515340800000000000,19455.0,19590.0,19345.0,19405.0,23720,21326,20755
2018-01-09 00:00:00.000000000,1515427200000000000,19385.0,19650.0,19320.0,19620.0,20312,20755,20144
2018-01-10 00:00:00.000000000,1515513600000000000,19600.0,19685.0,19350.0,19415.0,19276,20144,18366
2018-01-11 00:00:00.000000000,1515600000000000000,19510.0,19515.0,19325.0,19390.0,12603,18366,17376
2018-01-12 00:00:00.000000000,1515686400000000000,19415.0,19490.0,19180.0,19250.0,16657,17376,15517
2018-01-15 00:00:00.000000000,1515945600000000000,19105.0,19210.0,19005.0,19185.0,17887,15517,14825
2018-01-16 00:00:00.000000000,1516032000000000000,19170.0,19205.0,18745.0,18820.0,19617,14825,12383
2018-01-17 00:00:00.000000000,1516118400000000000,18795.0,19195.0,18775.0,19135.0,16702,12383,10714
2018-01-18 00:00:00.000000000,1516204800000000000,19190.0,19340.0,19080.0,19330.0,23492,10714,18716
2018-01-19 00:00:00.000000000,1516291200000000000,19425.0,19595.0,19355.0,19570.0,30011,18716,21478
2018-01-22 00:00:00.000000000,1516550400000000000,19560.0,19575.0,19305.0,19480.0,26975,21478,20488
2018-01-23 00:00:00.000000000,1516636800000000000,19510.0,19815.0,19425.0,19800.0,33899,20488,24923
2018-01-24 00:00:00.000000000,1516723200000000000,19735.0,19780.0,19560.0,19575.0,24351,24923,23756
2018-01-25 00:00:00.000000000,1516809600000000000,19630.0,19890.0,19545.0,19650.0,35102,23756,22663
2018-01-26 00:00:00.000000000,1516896000000000000,19530.0,19630.0,19395.0,19470.0,26718,22663,21709
2018-01-29 00:00:00.000000000,1517155200000000000,19530.0,19895.0,19450.0,19800.0,31005,21709,23200
2018-01-30 00:00:00.000000000,1517241600000000000,19810.0,19840.0,19455.0,19540.0,30846,23200,21034
2018-01-31 00:00:00.000000000,1517328000000000000,19625.0,19650.0,19350.0,19400.0,23162,21034,20183
2018-02-01 00:00:00.000000000,1517414400000000000,19445.0,19645.0,19380.0,19570.0,22482,20183,20366
