datetime,datetime_nano,KQ.m@SHFE.ru.open,KQ.m@SHFE.ru.high,KQ.m@SHFE.ru.low,KQ.m@SHFE.ru.close,KQ.m@SHFE.ru.volume,KQ.m@SHFE.ru.open_oi,KQ.m@SHFE.ru.close_oi
2017-10-19 00:00:00.000000000,1508342400000000000,13605.0,13785.0,13320.0,13365.0,452602,165398,166909
2017-10-20 00:00:00.000000000,1508428800000000000,13280.0,13800.0,13210.0,13700.0,336498,166909,161036
2017-10-23 00:00:00.000000000,1508688000000000000,13700.0,13840.0,13315.0,13500.0,376807,161036,161396
2017-10-24 00:00:00.000000000,1508774400000000000,13490.0,13630.0,13360.0,13425.0,345862,161396,165222
2017-10-25 00:00:00.000000000,1508860800000000000,13425.0,13680.0,13215.0,13535.0,339325,165222,158182
2017-10-26 00:00:00.000000000,1508947200000000000,13525.0,13645.0,13330.0,13555.0,286712,158182,157349
2017-10-27 00:00:00.000000000,1509033600000000000,13585.0,13615.0,13120.0,13330.0,367237,157349,169592
2017-10-30 00:00:00.000000000,1509292800000000000,13300.0,13425.0,13235.0,13285.0,228377,169592,168454
2017-10-31 00:00:00.000000000,1509379200000000000,13295.0,13355.0,13150.0,13260.0,223876,168454,165372
2017-11-01 00:00:00.000000000,1509465600000000000,13305.0,13855.0,13280.0,13595.0,374987,165372,161139
2017-11-02 00:00:00.000000000,1509552000000000000,13570.0,13905.0,13520.0,13785.0,291243,161139,159973
2017-11-03 00:00:00.000000000,1509638400000000000,13745.0,13820.0,13590.0,13690.0,207549,159973,154920
2017-11-06 00:00:00.000000000,1509897600000000000,13660.0,14235.0,13650.0,14135.0,332328,154920,159272
2017-11-07 00:00:00.000000000,1509984000000000000,14105.0,14210.0,13855.0,13990.0,246276,159272,152225
2017-11-08 00:00:00.000000000,1510070400000000000,13940.0,14015.0,13765.0,13820.0,233323,152225,154426
2017-11-09 00:00:00.000000000,1510156800000000000,13840.0,14150.0,13725.0,13805.0,332647,154426,153357
2017-11-10 00:00:00.000000000,1510243200000000000,13770.0,13950.0,13750.0,13855.0,203446,153357,151285
2017-11-13 00:00:00.000000000,1510502400000000000,13870.0,14255.0,13755.0,14155.0,332149,151285,151506
2017-11-14 00:00:00.000000000,1510588800000000000,14105.0,14295.0,14060.0,14105.0,233984,151506,148568
2017-11-15 00:00:00.000000000,1510675200000000000,14110.0,14180.0,13215.0,13270.0,346764,148568,138608
2017-11-16 00:00:00.000000000,1510761600000000000,13295.0,13415.0,13190.0,13270.0,176115,138608,136981
2017-11-17 00:00:00.000000000,1510848000000000000,13365.0,13400.0,13250.0,13295.0,154289,136981,132602
2017-11-20 00:00:00.000000000,1511107200000000000,13305.0,13450.0,13180.0,13385.0,171083,132602,129762
2017-11-21 00:00:00.000000000,1511193600000000000,13385.0,13470.0,12820.0,13335.0,291681,129762,126010
2017-11-22 00:00:00.000000000,1511280000000000000,13385.0,13460.0,13270.0,13390.0,165315,126010,122421
2017-11-23 00:00:00.000000000,1511366400000000000,13410.0,13825.0,13365.0,13725.0,257174,122421,113348
2017-11-24 00:00:00.000000000,1511452800000000000,13710.0,13920.0,13655.0,13845.0,183972,113348,109653
2017-11-27 00:00:00.000000000,1511712000000000000,13840.0,13955.0,13320.0,13410.0,215089,109653,103152
2017-11-28 00:00:00.000000000,1511798400000000000,13400.0,13600.0,13305.0,13545.0,112382,103152,92210
2017-11-29 00:00:00.000000000,1511884800000000000,13985.0,14295.0,13915.0,14210.0,210987,92210,128497
2017-11-30 00:00:00.000000000,1511971200000000000,14195.0,14375.0,13850.0,13915.0,262800,128497,134602
2017-12-01 00:00:00.000000000,1512057600000000000,13965.0,14590.0,13955.0,14525.0,340094,134602,153409
2017-12-04 00:00:00.000000000,1512316800000000000,14795.0,15020.0,14565.0,14925.0,316070,153409,164144
2017-12-05 00:00:00.000000000,1512403200000000000,14935.0,14950.0,14575.0,14715.0,267680,164144,166229
2017-12-06 00:00:00.000000000,1512489600000000000,14630.0,14755.0,14025.0,14330.0,307650,166229,158703
2017-12-07 00:00:00.000000000,1512576000000000000,14315.0,14500.0,13800.0,13970.0,384039,158703,158844
2017-12-08 00:00:00.000000000,1512662400000000000,13985.0,14150.0,13855.0,14065.0,256213,158844,158871
2017-12-11 00:00:00.000000000,1512921600000000000,14080.0,14310.0,13880.0,14020.0,331560,158871,160145
2017-12-12 00:00:00.000000000,1513008000000000000,14050.0,14250.0,13975.0,14165.0,249749,160145,163584
2017-12-13 00:00:00.000000000,1513094400000000000,14170.0,14260.0,13935.0,14080.0,285610,163584,165605
2017-12-14 00:00:00.000000000,1513180800000000000,14095.0,14460.0,13990.0,14280.0,366091,165605,166556
2017-12-15 00:00:00.000000000,1513267200000000000,14315.0,14500.0,14250.0,14415.0,242838,166556,169936
2017-12-18 00:00:00.000000000,1513526400000000000,14440.0,14725.0,14385.0,14560.0,301040,169936,175990
2017-12-19 00:00:00.000000000,1513612800000000000,14535.0,14560.0,14250.0,14420.0,208882,175990,172300
2017-12-20 00:00:00.000000000,1513699200000000000,14470.0,14580.0,14350.0,14470.0,213163,172300,175477
2017-12-21 00:00:00.000000000,1513785600000000000,14490.0,14620.0,14300.0,14365.0,220726,175477,177462
2017-12-22 00:00:00.000000000,1513872000000000000,14370.0,14400.0,13890.0,14005.0,347907,177462,180791
2017-12-25 00:00:00.000000000,1514131200000000000,14055.0,14210.0,13980.0,14030.0,214976,180791,183794
2017-12-26 00:00:00.000000000,1514217600000000000,13960.0,14400.0,13700.0,14315.0,309986,183794,182099
2017-12-27 00:00:00.000000000,1514304000000000000,14270.0,14410.0,14135.0,14170.0,225621,182099,182840
2017-12-28 00:00:00.000000000,1514390400000000000,14170.0,14250.0,13950.0,14200.0,244814,182840,182364
2017-12-29 00:00:00.000000000,1514476800000000000,14175.0,14255.0,14035.0,14105.0,194052,182364,180963
2018-01-02 00:00:00.000000000,1514822400000000000,14080.0,14430.0,14080.0,14340.0,190768,180963,183617
2018-01-03 00:00:00.000000000,1514908800000000000,14335.0,14460.0,14240.0,14295.0,163667,183617,187468
2018-01-04 00:00:00.000000000,1514995200000000000,14270.0,14280.0,13990.0,14115.0,282203,187468,202060
2018-01-05 00:00:00.000000000,1515081600000000000,14110.0,14160.0,13920.0,14090.0,223782,202060,202505
2018-01-08 00:00:00.000000000,1515340800000000000,14070.0,14110.0,13960.0,14075.0,159813,202505,206536
2018-01-09 00:00:00.000000000,1515427200000000000,14125.0,14200.0,14010.0,14075.0,184033,206536,206970
2018-01-10 00:00:00.000000000,1515513600000000000,14100.0,14280.0,13985.0,14035.0,263639,206970,208384
2018-01-11 00:00:00.000000000,1515600000000000000,14075.0,14195.0,14050.0,14170.0,168286,208384,202773
2018-01-12 00:00:00.000000000,1515686400000000000,14225.0,14405.0,14185.0,14295.0,281549,202773,203651
2018-01-15 00:00:00.000000000,1515945600000000000,14265.0,14500.0,14130.0,14445.0,195434,203651,206871
2018-01-16 00:00:00.000000000,1516032000000000000,14455.0,14475.0,14155.0,14225.0,218773,206871,204504
2018-01-17 00:00:00.000000000,1516118400000000000,14160.0,14285.0,14070.0,14145.0,161028,204504,204515
2018-01-18 00:00:00.000000000,1516204800000000000,14140.0,14280.0,14115.0,14165.0,155205,204515,206157
2018-01-19 00:00:00.000000000,1516291200000000000,14160.0,14230.0,13975.0,14065.0,247457,206157,216429
2018-01-22 00:00:00.000000000,1516550400000000000,14110.0,14150.0,14000.0,14075.0,160763,216429,219326
2018-01-23 00:00:00.000000000,1516636800000000000,14060.0,14135.0,13760.0,13795.0,271804,219326,245838
2018-01-24 00:00:00.000000000,1516723200000000000,13725.0,13840.0,13645.0,13775.0,133067,245838,243308
2018-01-25 00:00:00.000000000,1516809600000000000,13795.0,13900.0,13700.0,13755.0,196965,243308,244198
2018-01-26 00:00:00.000000000,1516896000000000000,13765.0,13870.0,13730.0,13770.0,150790,244198,242576
2018-01-29 00:00:00.000000000,1517155200000000000,13710.0,13950.0,13620.0,13770.0,209384,242576,240942
2018-01-30 00:00:00.000000000,1517241600000000000,13775.0,13825.0,13330.0,13395.0,280021,240942,254333
2018-01-31 00:00:00.000000000,1517328000000000000,13425.0,13440.0,12880.0,13120.0,288271,254333,254619
2018-02-01 00:00:00.000000000,1517414400000000000,13155.0,13185.0,12890.0,12955.0,173832,254619,255434
2018-02-02 00:00:00.000000000,1517500800000000000,12985.0,13075.0,12965.0,13005.0,131958,255434,254692
2018-02-05 00:00:00.000000000,1517760000000000000,12950.0,13105.0,12790.0,13055.0,175259,254692,249525
2018-02-06 00:00:00.000000000,1517846400000000000,13055.0,13135.0,12500.0,12585.0,299939,249525,253441
2018-02-07 00:00:00.000000000,1517932800000000000,12640.0,12730.0,12580.0,12655.0,135764,253441,245801
2018-02-08 00:00:00.000000000,1518019200000000000,12630.0,12690.0,12280.0,12390.0,236392,245801,245271
2018-02-09 00:00:00.000000000,1518105600000000000,12415.0,12495.0,12225.0,12450.0,175203,245271,232735
2018-02-12 00:00:00.000000000,1518364800000000000,12435.0,12685.0,12400.0,12520.0,145032,232735,227817
2018-02-13 00:00:00.000000000,1518451200000000000,12515.0,12580.0,12380.0,12450.0,110450,227817,223877
2018-02-14 00:00:00.000000000,1518537600000000000,12455.0,12550.0,12320.0,12500.0,134550,223877,214933
2018-02-22 00:00:00.000000000,1519228800000000000,12580.0,12675.0,12370.0,12500.0,108076,214933,219728
2018-02-23 00:00:00.000000000,1519315200000000000,12535.0,12940.0,12505.0,12850.0,225154,219728,212945
2018-02-26 00:00:00.000000000,1519574400000000000,12860.0,12975.0,12810.0,12935.0,151985,212945,208959
2018-02-27 00:00:00.000000000,1519660800000000000,12920.0,12955.0,12765.0,12885.0,148179,208959,204066
2018-02-28 00:00:00.000000000,1519747200000000000,12860.0,13100.0,12710.0,13030.0,229406,204066,200639
2018-03-01 00:00:00.000000000,1519833600000000000,13040.0,13075.0,12925.0,13010.0,143981,200639,199031
2018-03-02 00:00:00.000000000,1519920000000000000,12875.0,13000.0,12770.0,12950.0,146853,199031,197377
2018-03-05 00:00:00.000000000,1520179200000000000,12935.0,13185.0,12905.0,13055.0,212774,197377,195566
2018-03-06 00:00:00.000000000,1520265600000000000,13030.0,13090.0,12850.0,12930.0,170786,195566,193974
2018-03-07 00:00:00.000000000,1520352000000000000,12955.0,12965.0,12810.0,12865.0,152049,193974,195482
2018-03-08 00:00:00.000000000,1520438400000000000,12845.0,13035.0,12740.0,12910.0,202690,195482,192437
2018-03-09 00:00:00.000000000,1520524800000000000,12900.0,13050.0,12555.0,12620.0,291176,192437,195874
2018-03-12 00:00:00.000000000,1520784000000000000,12670.0,12795.0,12570.0,12695.0,169074,195874,193214
2018-03-13 00:00:00.000000000,1520870400000000000,12695.0,12745.0,12610.0,12695.0,126683,193214,193724
2018-03-14 00:00:00.000000000,1520956800000000000,12720.0,12880.0,12675.0,12775.0,186247,193724,189826
2018-03-15 00:00:00.000000000,1521043200000000000,12785.0,12850.0,12685.0,12810.0,147142,189826,189967
2018-03-16 00:00:00.000000000,1521129600000000000,12775.0,12880.0,12515.0,12580.0,242457,189967,202412
2018-03-19 00:00:00.000000000,1521388800000000000,12590.0,12640.0,12425.0,12510.0,151840,202412,199887
2018-03-20 00:00:00.000000000,1521475200000000000,12530.0,12570.0,12075.0,12240.0,240506,199887,201522
2018-03-21 00:00:00.000000000,1521561600000000000,12240.0,12275.0,12110.0,12130.0,135261,201522,200608
2018-03-22 00:00:00.000000000,1521648000000000000,12090.0,12250.0,12055.0,12130.0,141248,200608,197231
2018-03-23 00:00:00.000000000,1521734400000000000,12095.0,12140.0,11305.0,11305.0,274274,197231,178306
2018-03-26 00:00:00.000000000,1521993600000000000,11195.0,11260.0,10830.0,11020.0,350922,178306,158168
2018-03-27 00:00:00.000000000,1522080000000000000,11055.0,11270.0,10995.0,11175.0,169064,158168,148383
2018-03-28 00:00:00.000000000,1522166400000000000,11205.0,11225.0,10890.0,11075.0,187055,148383,139732
2018-03-29 00:00:00.000000000,1522252800000000000,11095.0,11150.0,11000.0,11100.0,126825,139732,132064
2018-03-30 00:00:00.000000000,1522339200000000000,11135.0,11390.0,10985.0,11290.0,189968,132064,116979
2018-04-02 00:00:00.000000000,1522598400000000000,11285.0,11320.0,11120.0,11240.0,96771,116979,106638
2018-04-03 00:00:00.000000000,1522684800000000000,11560.0,11635.0,11260.0,11430.0,252285,106638,183280
2018-04-04 00:00:00.000000000,1522771200000000000,11425.0,11470.0,11285.0,11340.0,168426,183280,190174
2018-04-09 00:00:00.000000000,1523203200000000000,11415.0,11495.0,11340.0,11450.0,144892,190174,198105
2018-04-10 00:00:00.000000000,1523289600000000000,11490.0,11675.0,11425.0,11580.0,238802,198105,203824
2018-04-11 00:00:00.000000000,1523376000000000000,11585.0,11685.0,11405.0,11480.0,233133,203824,210887
2018-04-12 00:00:00.000000000,1523462400000000000,11495.0,11555.0,11320.0,11480.0,228287,210887,212846
2018-04-13 00:00:00.000000000,1523548800000000000,11450.0,11570.0,11390.0,11505.0,178302,212846,216746
2018-04-16 00:00:00.000000000,1523808000000000000,11520.0,11565.0,11015.0,11135.0,372779,216746,244203
2018-04-17 00:00:00.000000000,1523894400000000000,11160.0,11185.0,11040.0,11090.0,195914,244203,245884
2018-04-18 00:00:00.000000000,1523980800000000000,11120.0,11245.0,11085.0,11190.0,226518,245884,243491
2018-04-19 00:00:00.000000000,1524067200000000000,11290.0,11835.0,11235.0,11780.0,499486,243491,240003
2018-04-20 00:00:00.000000000,1524153600000000000,11760.0,11810.0,11480.0,11555.0,352532,240003,241704
2018-04-23 00:00:00.000000000,1524412800000000000,11535.0,11765.0,11490.0,11680.0,283180,241704,246607
2018-04-24 00:00:00.000000000,1524499200000000000,11535.0,11665.0,11400.0,11530.0,270600,246607,248730
2018-04-25 00:00:00.000000000,1524585600000000000,11570.0,11710.0,11505.0,11605.0,256109,248730,250716
2018-04-26 00:00:00.000000000,1524672000000000000,11610.0,11635.0,11370.0,11420.0,265290,250716,257648
2018-04-27 00:00:00.000000000,1524758400000000000,11435.0,11475.0,11160.0,11290.0,319356,257648,261415
2018-05-02 00:00:00.000000000,1525190400000000000,11405.0,11600.0,11310.0,11525.0,198774,261415,255780
2018-05-03 00:00:00.000000000,1525276800000000000,11525.0,11610.0,11440.0,11605.0,210457,255780,258187
2018-05-04 00:00:00.000000000,1525363200000000000,11620.0,11720.0,11555.0,11615.0,299997,258187,258765
2018-05-07 00:00:00.000000000,1525622400000000000,11605.0,11920.0,11510.0,11765.0,346121,258765,262310
2018-05-08 00:00:00.000000000,1525708800000000000,11770.0,11800.0,11675.0,11735.0,193821,262310,262666
2018-05-09 00:00:00.000000000,1525795200000000000,11695.0,11730.0,11520.0,11605.0,238924,262666,261563
2018-05-10 00:00:00.000000000,1525881600000000000,11640.0,11820.0,11610.0,11680.0,278630,261563,264015
2018-05-11 00:00:00.000000000,1525968000000000000,11705.0,11750.0,11615.0,11680.0,259179,264015,266417
2018-05-14 00:00:00.000000000,1526227200000000000,11650.0,11765.0,11550.0,11600.0,257637,266417,269955
2018-05-15 00:00:00.000000000,1526313600000000000,11575.0,11660.0,11325.0,11440.0,339291,269955,276238
2018-05-16 00:00:00.000000000,1526400000000000000,11425.0,11545.0,11250.0,11455.0,308162,276238,269216
2018-05-17 00:00:00.000000000,1526486400000000000,11465.0,11520.0,11405.0,11445.0,197141,269216,266543
2018-05-18 00:00:00.000000000,1526572800000000000,11470.0,11920.0,11430.0,11765.0,409714,266543,262660
2018-05-21 00:00:00.000000000,1526832000000000000,11755.0,12355.0,11690.0,12230.0,541671,262660,275466
2018-05-22 00:00:00.000000000,1526918400000000000,12220.0,12280.0,12070.0,12155.0,303617,275466,275158
2018-05-23 00:00:00.000000000,1527004800000000000,12175.0,12340.0,11705.0,11860.0,481368,275158,268202
2018-05-24 00:00:00.000000000,1527091200000000000,11840.0,11925.0,11765.0,11855.0,220085,268202,266364
2018-05-25 00:00:00.000000000,1527177600000000000,11865.0,11950.0,11720.0,11875.0,280447,266364,264775
2018-05-28 00:00:00.000000000,1527436800000000000,11805.0,11850.0,11610.0,11720.0,248469,264775,262018
2018-05-29 00:00:00.000000000,1527523200000000000,11685.0,12115.0,11660.0,11930.0,341052,262018,267348
2018-05-30 00:00:00.000000000,1527609600000000000,11930.0,12050.0,11635.0,11655.0,349354,267348,269284
2018-05-31 00:00:00.000000000,1527696000000000000,11580.0,11805.0,11550.0,11670.0,230859,269284,268017
2018-06-01 00:00:00.000000000,1527782400000000000,11650.0,11875.0,11615.0,11680.0,302099,268017,269630
2018-06-04 00:00:00.000000000,1528041600000000000,11690.0,11790.0,11655.0,11695.0,207958,269630,268671
2018-06-05 00:00:00.000000000,1528128000000000000,11690.0,11880.0,11455.0,11605.0,355552,268671,272631
2018-06-06 00:00:00.000000000,1528214400000000000,11605.0,11660.0,11550.0,11620.0,178664,272631,270904
2018-06-07 00:00:00.000000000,1528300800000000000,11615.0,11775.0,11605.0,11685.0,231353,270904,267895
2018-06-08 00:00:00.000000000,1528387200000000000,11700.0,11740.0,11355.0,11415.0,324646,267895,284886
2018-06-11 00:00:00.000000000,1528646400000000000,11430.0,11470.0,11330.0,11400.0,182947,284886,282594
2018-06-12 00:00:00.000000000,1528732800000000000,11390.0,11500.0,11255.0,11400.0,233918,282594,280800
2018-06-13 00:00:00.000000000,1528819200000000000,11430.0,11440.0,10600.0,10835.0,557082,280800,278320
2018-06-14 00:00:00.000000000,1528905600000000000,10890.0,10920.0,10665.0,10810.0,319031,278320,267485
2018-06-15 00:00:00.000000000,1528992000000000000,10870.0,10915.0,10730.0,10790.0,210508,267485,259598
2018-06-19 00:00:00.000000000,1529337600000000000,10640.0,10695.0,10050.0,10190.0,364621,259598,242997
2018-06-20 00:00:00.000000000,1529424000000000000,10215.0,10400.0,10165.0,10350.0,192781,242997,233601
2018-06-21 00:00:00.000000000,1529510400000000000,10315.0,10455.0,10300.0,10340.0,175270,233601,232576
2018-06-22 00:00:00.000000000,1529596800000000000,10365.0,10530.0,10260.0,10480.0,263566,232576,226026
2018-06-25 00:00:00.000000000,1529856000000000000,10500.0,10595.0,10380.0,10470.0,207319,226026,225710
2018-06-26 00:00:00.000000000,1529942400000000000,10455.0,10540.0,10275.0,10485.0,210919,225710,221703
2018-06-27 00:00:00.000000000,1530028800000000000,10525.0,10550.0,10420.0,10490.0,149167,221703,219728
2018-06-28 00:00:00.000000000,1530115200000000000,10565.0,10680.0,10415.0,10455.0,214505,219728,220352
2018-06-29 00:00:00.000000000,1530201600000000000,10440.0,10625.0,10430.0,10575.0,170602,220352,214601
2018-07-02 00:00:00.000000000,1530460800000000000,10555.0,10695.0,10380.0,10445.0,235145,214601,220007
2018-07-03 00:00:00.000000000,1530547200000000000,10440.0,10545.0,10395.0,10535.0,143257,220007,212975
2018-07-04 00:00:00.000000000,1530633600000000000,10555.0,10565.0,10310.0,10410.0,183886,212975,217240
2018-07-05 00:00:00.000000000,1530720000000000000,10380.0,10435.0,10220.0,10405.0,223633,217240,214101
2018-07-06 00:00:00.000000000,1530806400000000000,10430.0,10470.0,10250.0,10335.0,207967,214101,212330
2018-07-09 00:00:00.000000000,1531065600000000000,10295.0,10550.0,10270.0,10495.0,171501,212330,210171
2018-07-10 00:00:00.000000000,1531152000000000000,10470.0,10540.0,10250.0,10335.0,198872,210171,215863
2018-07-11 00:00:00.000000000,1531238400000000000,10335.0,10385.0,10150.0,10315.0,193027,215863,213823
2018-07-12 00:00:00.000000000,1531324800000000000,10315.0,10450.0,10240.0,10355.0,181663,213823,211628
2018-07-13 00:00:00.000000000,1531411200000000000,10365.0,10375.0,10250.0,10325.0,146121,211628,214240
2018-07-16 00:00:00.000000000,1531670400000000000,10350.0,10385.0,10230.0,10275.0,149575,214240,217491
2018-07-17 00:00:00.000000000,1531756800000000000,10265.0,10510.0,10235.0,10335.0,258244,217491,210570
2018-07-18 00:00:00.000000000,1531843200000000000,10355.0,10460.0,10345.0,10405.0,137380,210570,204889
2018-07-19 00:00:00.000000000,1531929600000000000,10420.0,10490.0,10260.0,10305.0,200040,204889,213581
2018-07-20 00:00:00.000000000,1532016000000000000,10280.0,10360.0,10235.0,10285.0,140723,213581,211223
2018-07-23 00:00:00.000000000,1532275200000000000,10280.0,10335.0,10110.0,10160.0,221371,211223,221345
2018-07-24 00:00:00.000000000,1532361600000000000,10185.0,10210.0,10050.0,10110.0,173875,221345,218227
2018-07-25 00:00:00.000000000,1532448000000000000,10135.0,10370.0,10120.0,10320.0,216565,218227,196460
2018-07-26 00:00:00.000000000,1532534400000000000,10325.0,10340.0,10255.0,10295.0,117858,196460,189688
2018-07-27 00:00:00.000000000,1532620800000000000,10305.0,10320.0,10155.0,10285.0,166903,189688,186970
2018-07-30 00:00:00.000000000,1532880000000000000,10285.0,10470.0,10250.0,10300.0,216188,186970,173970
2018-07-31 00:00:00.000000000,1532966400000000000,10315.0,10360.0,10225.0,10340.0,161222,173970,159003
2018-08-01 00:00:00.000000000,1533052800000000000,10355.0,10430.0,10185.0,10220.0,156756,159003,155714
2018-08-02 00:00:00.000000000,1533139200000000000,10215.0,10255.0,10150.0,10235.0,102146,155714,150589
2018-08-03 00:00:00.000000000,1533225600000000000,10235.0,10265.0,9960.0,10155.0,166066,150589,144421
2018-08-06 00:00:00.000000000,1533484800000000000,10195.0,10355.0,10120.0,10325.0,146176,144421,130765
2018-08-07 00:00:00.000000000,1533571200000000000,10310.0,10490.0,10225.0,10485.0,123710,130765,115405
2018-08-08 00:00:00.000000000,1533657600000000000,12540.0,12665.0,12365.0,12500.0,240607,115405,144708
2018-08-09 00:00:00.000000000,1533744000000000000,12475.0,12625.0,12420.0,12580.0,213057,144708,153875
2018-08-10 00:00:00.000000000,1533830400000000000,12590.0,12740.0,12305.0,12380.0,274344,153875,154497
2018-08-13 00:00:00.000000000,1534089600000000000,12405.0,12525.0,12335.0,12475.0,156674,154497,154292
2018-08-14 00:00:00.000000000,1534176000000000000,12490.0,12545.0,12225.0,12345.0,229296,154292,153998
2018-08-15 00:00:00.000000000,1534262400000000000,12380.0,12520.0,12280.0,12355.0,195551,153998,155992
2018-08-16 00:00:00.000000000,1534348800000000000,12320.0,12345.0,11585.0,11890.0,352553,155992,154358
2018-08-17 00:00:00.000000000,1534435200000000000,11915.0,11955.0,11725.0,11725.0,182412,154358,155092
2018-08-20 00:00:00.000000000,1534694400000000000,11760.0,11970.0,11710.0,11915.0,209170,155092,154150
2018-08-21 00:00:00.000000000,1534780800000000000,11905.0,12650.0,11800.0,12650.0,385221,154150,173425
2018-08-22 00:00:00.000000000,1534867200000000000,12690.0,12855.0,12405.0,12580.0,482612,173425,179596
2018-08-23 00:00:00.000000000,1534953600000000000,12565.0,12845.0,12345.0,12375.0,400772,179596,180278
2018-08-24 00:00:00.000000000,1535040000000000000,12350.0,12625.0,12330.0,12480.0,244026,180278,178028
2018-08-27 00:00:00.000000000,1535299200000000000,12475.0,12635.0,12370.0,12515.0,220064,178028,177987
2018-08-28 00:00:00.000000000,1535385600000000000,12485.0,12560.0,12220.0,12275.0,277312,177987,179783
2018-08-29 00:00:00.000000000,1535472000000000000,12295.0,12450.0,12290.0,12340.0,164166,179783,176600
2018-08-30 00:00:00.000000000,1535558400000000000,12325.0,12570.0,12315.0,12455.0,267164,176600,175360
2018-08-31 00:00:00.000000000,1535644800000000000,12475.0,12525.0,12355.0,12360.0,188153,175360,176792
2018-09-03 00:00:00.000000000,1535904000000000000,12345.0,12430.0,11875.0,11990.0,293311,176792,176131
2018-09-04 00:00:00.000000000,1535990400000000000,12020.0,12065.0,11940.0,11975.0,155699,176131,170963
2018-09-05 00:00:00.000000000,1536076800000000000,12010.0,12095.0,11905.0,12010.0,166821,170963,170725
2018-09-06 00:00:00.000000000,1536163200000000000,12025.0,12115.0,11965.0,12060.0,145785,170725,168841
2018-09-07 00:00:00.000000000,1536249600000000000,12080.0,12135.0,11760.0,11975.0,279572,168841,168456
2018-09-10 00:00:00.000000000,1536508800000000000,12020.0,12110.0,11945.0,12040.0,153096,168456,165154
2018-09-11 00:00:00.000000000,1536595200000000000,12065.0,12065.0,11905.0,11930.0,154079,165154,166301
2018-09-12 00:00:00.000000000,1536681600000000000,11910.0,12345.0,11850.0,12270.0,248444,166301,162925
2018-09-13 00:00:00.000000000,1536768000000000000,12280.0,12485.0,12205.0,12420.0,224020,162925,166541
2018-09-14 00:00:00.000000000,1536854400000000000,12430.0,12435.0,12275.0,12330.0,137227,166541,164702
2018-09-17 00:00:00.000000000,1537113600000000000,12330.0,12490.0,12035.0,12125.0,220521,164702,166596
2018-09-18 00:00:00.000000000,1537200000000000000,12135.0,12175.0,12000.0,12135.0,143414,166596,162920
2018-09-19 00:00:00.000000000,1537286400000000000,12175.0,12210.0,12035.0,12135.0,161704,162920,162091
2018-09-20 00:00:00.000000000,1537372800000000000,12150.0,12720.0,12110.0,12570.0,373119,162091,174799
2018-09-21 00:00:00.000000000,1537459200000000000,12555.0,12615.0,12415.0,12465.0,205667,174799,168965
2018-09-25 00:00:00.000000000,1537804800000000000,12440.0,12575.0,12355.0,12515.0,136053,168965,172473
2018-09-26 00:00:00.000000000,1537891200000000000,12550.0,12620.0,12445.0,12505.0,163118,172473,172377
2018-09-27 00:00:00.000000000,1537977600000000000,12505.0,12520.0,12275.0,12285.0,154380,172377,164948
2018-09-28 00:00:00.000000000,1538064000000000000,12270.0,12365.0,12185.0,12360.0,132638,164948,154833
2018-10-08 00:00:00.000000000,1538928000000000000,12485.0,12520.0,12220.0,12330.0,128881,154833,160862
2018-10-09 00:00:00.000000000,1539014400000000000,12335.0,12875.0,12315.0,12750.0,370410,160862,171483
2018-10-10 00:00:00.000000000,1539100800000000000,12720.0,12740.0,12505.0,12585.0,167914,171483,171929
2018-10-11 00:00:00.000000000,1539187200000000000,12570.0,12595.0,12125.0,12160.0,267046,171929,171994
2018-10-12 00:00:00.000000000,1539273600000000000,12205.0,12365.0,12195.0,12305.0,159476,171994,164525
2018-10-15 00:00:00.000000000,1539532800000000000,12315.0,12395.0,12160.0,12205.0,166027,164525,166415
2018-10-16 00:00:00.000000000,1539619200000000000,12230.0,12315.0,11935.0,12105.0,222119,166415,164105
2018-10-17 00:00:00.000000000,1539705600000000000,12130.0,12350.0,12100.0,12270.0,171866,164105,158601
2018-10-18 00:00:00.000000000,1539792000000000000,12220.0,12250.0,11910.0,11990.0,220896,158601,170160
2018-10-19 00:00:00.000000000,1539878400000000000,12005.0,12095.0,11890.0,12015.0,150635,170160,168143
2018-10-22 00:00:00.000000000,1540137600000000000,12035.0,12195.0,12020.0,12060.0,179834,168143,164877
2018-10-23 00:00:00.000000000,1540224000000000000,12060.0,12110.0,11930.0,11935.0,150216,164877,174349
2018-10-24 00:00:00.000000000,1540310400000000000,11885.0,11980.0,11835.0,11945.0,148852,174349,174836
2018-10-25 00:00:00.000000000,1540396800000000000,11955.0,12035.0,11535.0,11785.0,265034,174836,173228
2018-10-26 00:00:00.000000000,1540483200000000000,11890.0,11905.0,11745.0,11835.0,142975,173228,164261
2018-10-29 00:00:00.000000000,1540742400000000000,11805.0,11865.0,11280.0,11340.0,299905,164261,174270
2018-10-30 00:00:00.000000000,1540828800000000000,11370.0,11430.0,11230.0,11350.0,147490,174270,168056
2018-10-31 00:00:00.000000000,1540915200000000000,11330.0,11350.0,11130.0,11230.0,192743,168056,168822
2018-11-01 00:00:00.000000000,1541001600000000000,11235.0,11340.0,11125.0,11265.0,174236,168822,165634
2018-11-02 00:00:00.000000000,1541088000000000000,11285.0,11445.0,11200.0,11370.0,208797,165634,160127
2018-11-05 00:00:00.000000000,1541347200000000000,11380.0,11415.0,11015.0,11125.0,216211,160127,168832
