datetime,datetime_nano,KQ.m@CZCE.OI.open,KQ.m@CZCE.OI.high,KQ.m@CZCE.OI.low,KQ.m@CZCE.OI.close,KQ.m@CZCE.OI.volume,KQ.m@CZCE.OI.open_oi,KQ.m@CZCE.OI.close_oi
2017-01-18 00:00:00.000000000,1484668800000000000,7316.0,7318.0,7200.0,7234.0,86448,119414,119820
2017-01-19 00:00:00.000000000,1484755200000000000,7228.0,7276.0,7214.0,7252.0,62738,119820,119480
2017-01-20 00:00:00.000000000,1484841600000000000,7254.0,7268.0,7188.0,7194.0,62241,119480,117406
2017-01-23 00:00:00.000000000,1485100800000000000,7182.0,7198.0,7126.0,7186.0,56343,117406,116215
2017-01-24 00:00:00.000000000,1485187200000000000,7182.0,7272.0,7170.0,7254.0,61119,116215,114604
2017-01-25 00:00:00.000000000,1485273600000000000,7260.0,7264.0,7130.0,7142.0,64128,114604,117436
2017-01-26 00:00:00.000000000,1485360000000000000,7152.0,7192.0,7104.0,7116.0,44285,117436,117223
2017-02-03 00:00:00.000000000,1486051200000000000,7128.0,7164.0,7036.0,7056.0,43573,117223,118643
2017-02-06 00:00:00.000000000,1486310400000000000,7062.0,7160.0,7060.0,7116.0,84703,118643,113772
2017-02-07 00:00:00.000000000,1486396800000000000,7124.0,7146.0,7076.0,7088.0,58233,113772,117766
2017-02-08 00:00:00.000000000,1486483200000000000,7080.0,7176.0,7078.0,7166.0,80822,117766,120367
2017-02-09 00:00:00.000000000,1486569600000000000,7166.0,7204.0,7138.0,7142.0,63173,120367,119798
2017-02-10 00:00:00.000000000,1486656000000000000,7146.0,7236.0,7114.0,7236.0,92997,119798,121745
2017-02-13 00:00:00.000000000,1486915200000000000,7214.0,7266.0,7164.0,7168.0,105570,121745,121698
2017-02-14 00:00:00.000000000,1487001600000000000,7174.0,7210.0,7084.0,7090.0,93017,121698,125894
2017-02-15 00:00:00.000000000,1487088000000000000,7108.0,7124.0,7050.0,7062.0,87159,125894,128728
2017-02-16 00:00:00.000000000,1487174400000000000,7066.0,7120.0,7030.0,7034.0,99608,128728,130698
2017-02-17 00:00:00.000000000,1487260800000000000,7014.0,7060.0,6912.0,6916.0,110831,130698,129573
2017-02-20 00:00:00.000000000,1487520000000000000,6916.0,6948.0,6906.0,6948.0,60580,129573,126657
2017-02-21 00:00:00.000000000,1487606400000000000,6942.0,6968.0,6880.0,6924.0,75754,126657,124211
2017-02-22 00:00:00.000000000,1487692800000000000,6906.0,6928.0,6862.0,6904.0,68911,124211,122287
2017-02-23 00:00:00.000000000,1487779200000000000,6914.0,6924.0,6804.0,6824.0,76332,122287,122822
2017-02-24 00:00:00.000000000,1487865600000000000,6836.0,6842.0,6750.0,6836.0,72750,122822,120110
2017-02-27 00:00:00.000000000,1488124800000000000,6846.0,6870.0,6790.0,6812.0,64612,120110,118157
2017-02-28 00:00:00.000000000,1488211200000000000,6796.0,6854.0,6776.0,6820.0,67710,118157,118467
2017-03-01 00:00:00.000000000,1488297600000000000,6852.0,6970.0,6842.0,6890.0,101007,118467,109486
2017-03-02 00:00:00.000000000,1488384000000000000,6916.0,6944.0,6882.0,6912.0,58797,109486,108517
2017-03-03 00:00:00.000000000,1488470400000000000,6910.0,6920.0,6866.0,6898.0,64133,108517,104292
2017-03-06 00:00:00.000000000,1488729600000000000,6896.0,6940.0,6842.0,6882.0,66125,104292,105775
2017-03-07 00:00:00.000000000,1488816000000000000,6888.0,6888.0,6738.0,6760.0,100717,105775,111882
2017-03-08 00:00:00.000000000,1488902400000000000,6756.0,6768.0,6656.0,6674.0,81730,111882,111633
2017-03-09 00:00:00.000000000,1488988800000000000,6686.0,6696.0,6574.0,6588.0,98837,111633,109576
2017-03-10 00:00:00.000000000,1489075200000000000,6564.0,6578.0,6408.0,6430.0,130093,109576,112880
2017-03-13 00:00:00.000000000,1489334400000000000,6474.0,6626.0,6466.0,6570.0,146678,112880,94891
2017-03-14 00:00:00.000000000,1489420800000000000,6522.0,6596.0,6508.0,6546.0,85387,94891,92747
2017-03-15 00:00:00.000000000,1489507200000000000,6562.0,6572.0,6464.0,6514.0,77845,92747,89791
2017-03-16 00:00:00.000000000,1489593600000000000,6544.0,6554.0,6390.0,6454.0,101109,89791,91022
2017-03-17 00:00:00.000000000,1489680000000000000,6468.0,6520.0,6452.0,6482.0,70472,91022,85109
2017-03-20 00:00:00.000000000,1489939200000000000,6494.0,6502.0,6428.0,6466.0,64232,85109,81294
2017-03-21 00:00:00.000000000,1490025600000000000,6466.0,6498.0,6444.0,6486.0,45958,81294,77270
2017-03-22 00:00:00.000000000,1490112000000000000,6506.0,6514.0,6458.0,6476.0,53302,77270,74406
2017-03-23 00:00:00.000000000,1490198400000000000,6472.0,6494.0,6360.0,6364.0,60963,74406,75510
2017-03-24 00:00:00.000000000,1490284800000000000,6662.0,6698.0,6612.0,6622.0,76043,75510,132438
2017-03-27 00:00:00.000000000,1490544000000000000,6614.0,6632.0,6444.0,6512.0,97934,132438,138110
2017-03-28 00:00:00.000000000,1490630400000000000,6502.0,6570.0,6482.0,6520.0,72808,138110,134979
2017-03-29 00:00:00.000000000,1490716800000000000,6534.0,6552.0,6504.0,6522.0,53173,134979,137027
2017-03-30 00:00:00.000000000,1490803200000000000,6526.0,6536.0,6432.0,6444.0,80495,137027,141889
2017-03-31 00:00:00.000000000,1490889600000000000,6432.0,6438.0,6324.0,6328.0,141872,141889,147265
2017-04-05 00:00:00.000000000,1491321600000000000,6292.0,6394.0,6272.0,6366.0,76355,147265,145962
2017-04-06 00:00:00.000000000,1491408000000000000,6378.0,6410.0,6326.0,6336.0,67172,145962,151675
2017-04-07 00:00:00.000000000,1491494400000000000,6348.0,6366.0,6236.0,6264.0,94764,151675,148004
2017-04-10 00:00:00.000000000,1491753600000000000,6278.0,6366.0,6274.0,6330.0,106490,148004,148553
2017-04-11 00:00:00.000000000,1491840000000000000,6312.0,6410.0,6308.0,6360.0,117975,148553,147599
2017-04-12 00:00:00.000000000,1491926400000000000,6360.0,6382.0,6196.0,6208.0,157574,147599,153948
2017-04-13 00:00:00.000000000,1492012800000000000,6220.0,6292.0,6198.0,6278.0,82255,153948,151833
2017-04-14 00:00:00.000000000,1492099200000000000,6262.0,6314.0,6242.0,6306.0,92601,151833,149389
2017-04-17 00:00:00.000000000,1492358400000000000,6310.0,6404.0,6300.0,6340.0,113636,149389,144926
2017-04-18 00:00:00.000000000,1492444800000000000,6314.0,6428.0,6302.0,6314.0,116726,144926,147306
2017-04-19 00:00:00.000000000,1492531200000000000,6248.0,6266.0,6172.0,6222.0,91839,147306,152873
2017-04-20 00:00:00.000000000,1492617600000000000,6202.0,6268.0,6194.0,6266.0,105909,152873,155821
2017-04-21 00:00:00.000000000,1492704000000000000,6282.0,6306.0,6238.0,6276.0,90424,155821,157794
2017-04-24 00:00:00.000000000,1492963200000000000,6282.0,6372.0,6272.0,6350.0,117099,157794,160298
2017-04-25 00:00:00.000000000,1493049600000000000,6354.0,6368.0,6286.0,6306.0,105178,160298,166939
2017-04-26 00:00:00.000000000,1493136000000000000,6314.0,6358.0,6270.0,6280.0,121710,166939,167836
2017-04-27 00:00:00.000000000,1493222400000000000,6294.0,6390.0,6294.0,6342.0,123334,167836,165740
2017-04-28 00:00:00.000000000,1493308800000000000,6332.0,6358.0,6288.0,6312.0,97071,165740,164318
2017-05-02 00:00:00.000000000,1493654400000000000,6368.0,6448.0,6322.0,6432.0,95337,164318,168200
2017-05-03 00:00:00.000000000,1493740800000000000,6432.0,6466.0,6408.0,6434.0,89627,168200,164813
2017-05-04 00:00:00.000000000,1493827200000000000,6394.0,6462.0,6354.0,6426.0,148714,164813,165238
2017-05-05 00:00:00.000000000,1493913600000000000,6414.0,6440.0,6330.0,6350.0,136990,165238,159539
2017-05-08 00:00:00.000000000,1494172800000000000,6396.0,6498.0,6390.0,6452.0,144209,159539,162367
2017-05-09 00:00:00.000000000,1494259200000000000,6442.0,6486.0,6396.0,6434.0,119472,162367,164306
2017-05-10 00:00:00.000000000,1494345600000000000,6428.0,6456.0,6372.0,6382.0,106746,164306,164437
2017-05-11 00:00:00.000000000,1494432000000000000,6374.0,6472.0,6312.0,6460.0,182057,164437,156852
2017-05-12 00:00:00.000000000,1494518400000000000,6452.0,6456.0,6400.0,6430.0,91390,156852,156695
2017-05-15 00:00:00.000000000,1494777600000000000,6416.0,6486.0,6384.0,6452.0,88791,156695,154178
2017-05-16 00:00:00.000000000,1494864000000000000,6486.0,6550.0,6472.0,6516.0,125350,154178,154708
2017-05-17 00:00:00.000000000,1494950400000000000,6516.0,6530.0,6458.0,6516.0,116147,154708,148579
2017-05-18 00:00:00.000000000,1495036800000000000,6530.0,6538.0,6418.0,6460.0,113994,148579,145329
2017-05-19 00:00:00.000000000,1495123200000000000,6380.0,6460.0,6372.0,6410.0,97307,145329,141748
2017-05-22 00:00:00.000000000,1495382400000000000,6430.0,6504.0,6420.0,6484.0,81390,141748,140528
2017-05-23 00:00:00.000000000,1495468800000000000,6480.0,6494.0,6410.0,6412.0,77679,140528,139897
2017-05-24 00:00:00.000000000,1495555200000000000,6408.0,6434.0,6322.0,6340.0,102487,139897,141677
2017-05-25 00:00:00.000000000,1495641600000000000,6352.0,6374.0,6320.0,6320.0,70068,141677,142049
2017-05-26 00:00:00.000000000,1495728000000000000,6332.0,6350.0,6212.0,6218.0,125561,142049,139577
2017-05-31 00:00:00.000000000,1496160000000000000,6158.0,6176.0,6022.0,6032.0,104123,139577,141854
2017-06-01 00:00:00.000000000,1496246400000000000,6034.0,6064.0,6002.0,6034.0,99374,141854,143539
2017-06-02 00:00:00.000000000,1496332800000000000,6064.0,6110.0,6044.0,6048.0,87591,143539,140258
2017-06-05 00:00:00.000000000,1496592000000000000,6032.0,6126.0,6026.0,6084.0,90601,140258,138480
2017-06-06 00:00:00.000000000,1496678400000000000,6074.0,6172.0,6060.0,6150.0,122422,138480,129715
2017-06-07 00:00:00.000000000,1496764800000000000,6158.0,6196.0,6140.0,6164.0,75684,129715,124713
2017-06-08 00:00:00.000000000,1496851200000000000,6172.0,6184.0,6122.0,6146.0,77046,124713,125157
2017-06-09 00:00:00.000000000,1496937600000000000,6144.0,6242.0,6140.0,6234.0,97124,125157,119981
2017-06-12 00:00:00.000000000,1497196800000000000,6240.0,6320.0,6232.0,6314.0,72734,119981,114437
2017-06-13 00:00:00.000000000,1497283200000000000,6308.0,6314.0,6264.0,6270.0,69750,114437,112520
2017-06-14 00:00:00.000000000,1497369600000000000,6256.0,6308.0,6244.0,6296.0,66738,112520,110014
2017-06-15 00:00:00.000000000,1497456000000000000,6298.0,6366.0,6288.0,6322.0,79891,110014,109406
2017-06-16 00:00:00.000000000,1497542400000000000,6320.0,6426.0,6308.0,6376.0,83499,109406,107957
2017-06-19 00:00:00.000000000,1497801600000000000,6386.0,6460.0,6376.0,6440.0,90058,107957,109982
2017-06-20 00:00:00.000000000,1497888000000000000,6426.0,6442.0,6352.0,6370.0,73387,109982,108871
2017-06-21 00:00:00.000000000,1497974400000000000,6338.0,6360.0,6286.0,6320.0,80537,108871,106512
2017-06-22 00:00:00.000000000,1498060800000000000,6324.0,6354.0,6252.0,6290.0,77820,106512,109214
2017-06-23 00:00:00.000000000,1498147200000000000,6290.0,6308.0,6234.0,6270.0,59251,109214,110298
2017-06-26 00:00:00.000000000,1498406400000000000,6278.0,6342.0,6262.0,6278.0,60381,110298,109931
2017-06-27 00:00:00.000000000,1498492800000000000,6282.0,6370.0,6276.0,6354.0,95135,109931,113763
2017-06-28 00:00:00.000000000,1498579200000000000,6366.0,6426.0,6342.0,6372.0,99122,113763,116948
2017-06-29 00:00:00.000000000,1498665600000000000,6362.0,6454.0,6354.0,6408.0,97789,116948,117165
2017-06-30 00:00:00.000000000,1498752000000000000,6410.0,6458.0,6366.0,6386.0,101242,117165,109371
2017-07-03 00:00:00.000000000,1499011200000000000,6378.0,6498.0,6360.0,6458.0,88976,109371,104398
2017-07-04 00:00:00.000000000,1499097600000000000,6474.0,6480.0,6336.0,6340.0,99525,104398,97905
2017-07-05 00:00:00.000000000,1499184000000000000,6348.0,6386.0,6340.0,6372.0,60510,97905,95131
2017-07-06 00:00:00.000000000,1499270400000000000,6374.0,6456.0,6370.0,6410.0,89307,95131,89464
2017-07-07 00:00:00.000000000,1499356800000000000,6410.0,6472.0,6388.0,6462.0,74489,89464,90971
2017-07-10 00:00:00.000000000,1499616000000000000,6454.0,6612.0,6452.0,6584.0,111997,90971,88135
2017-07-11 00:00:00.000000000,1499702400000000000,6600.0,6638.0,6528.0,6582.0,106304,88135,84518
2017-07-12 00:00:00.000000000,1499788800000000000,6556.0,6634.0,6546.0,6586.0,77029,84518,84789
2017-07-13 00:00:00.000000000,1499875200000000000,6578.0,6622.0,6522.0,6532.0,81700,84789,83686
2017-07-14 00:00:00.000000000,1499961600000000000,6510.0,6538.0,6430.0,6484.0,82133,83686,81474
2017-07-17 00:00:00.000000000,1500220800000000000,6510.0,6554.0,6496.0,6538.0,71376,81474,82126
2017-07-18 00:00:00.000000000,1500307200000000000,6544.0,6602.0,6504.0,6518.0,89872,82126,80918
2017-07-19 00:00:00.000000000,1500393600000000000,6544.0,6566.0,6494.0,6566.0,67175,80918,80166
2017-07-20 00:00:00.000000000,1500480000000000000,6574.0,6680.0,6548.0,6628.0,108507,80166,81483
2017-07-21 00:00:00.000000000,1500566400000000000,6654.0,6702.0,6598.0,6638.0,91928,81483,79312
2017-07-24 00:00:00.000000000,1500825600000000000,6628.0,6640.0,6500.0,6540.0,82611,79312,76145
2017-07-25 00:00:00.000000000,1500912000000000000,6548.0,6670.0,6530.0,6668.0,65376,76145,73710
2017-07-26 00:00:00.000000000,1500998400000000000,6668.0,6678.0,6540.0,6560.0,76685,73710,70888
2017-07-27 00:00:00.000000000,1501084800000000000,6564.0,6634.0,6554.0,6616.0,50338,70888,70780
2017-07-28 00:00:00.000000000,1501171200000000000,6636.0,6694.0,6502.0,6510.0,104935,70780,69949
2017-07-31 00:00:00.000000000,1501430400000000000,6520.0,6636.0,6504.0,6616.0,70023,69949,65893
2017-08-01 00:00:00.000000000,1501516800000000000,6598.0,6668.0,6584.0,6622.0,57223,65893,61538
2017-08-02 00:00:00.000000000,1501603200000000000,6766.0,6792.0,6730.0,6772.0,62749,61538,124625
2017-08-03 00:00:00.000000000,1501689600000000000,6780.0,6820.0,6680.0,6702.0,93973,124625,127163
2017-08-04 00:00:00.000000000,1501776000000000000,6690.0,6748.0,6640.0,6700.0,110295,127163,129447
2017-08-07 00:00:00.000000000,1502035200000000000,6714.0,6746.0,6688.0,6700.0,72267,129447,130300
2017-08-08 00:00:00.000000000,1502121600000000000,6670.0,6820.0,6668.0,6810.0,102804,130300,138986
2017-08-09 00:00:00.000000000,1502208000000000000,6812.0,6848.0,6780.0,6840.0,90475,138986,143463
2017-08-10 00:00:00.000000000,1502294400000000000,6838.0,6884.0,6782.0,6882.0,119148,143463,155675
2017-08-11 00:00:00.000000000,1502380800000000000,6902.0,7066.0,6856.0,6928.0,333799,155675,182324
2017-08-14 00:00:00.000000000,1502640000000000000,6976.0,6998.0,6860.0,6900.0,150169,182324,182453
2017-08-15 00:00:00.000000000,1502726400000000000,6878.0,6944.0,6864.0,6880.0,108136,182453,182304
2017-08-16 00:00:00.000000000,1502812800000000000,6822.0,6866.0,6746.0,6776.0,132302,182304,169834
2017-08-17 00:00:00.000000000,1502899200000000000,6798.0,6830.0,6768.0,6820.0,80792,169834,170669
2017-08-18 00:00:00.000000000,1502985600000000000,6826.0,6878.0,6810.0,6874.0,87277,170669,171500
2017-08-21 00:00:00.000000000,1503244800000000000,6872.0,6910.0,6842.0,6854.0,108733,171500,170672
2017-08-22 00:00:00.000000000,1503331200000000000,6874.0,6994.0,6846.0,6976.0,135460,170672,181527
2017-08-23 00:00:00.000000000,1503417600000000000,6960.0,7050.0,6928.0,7042.0,125455,181527,184726
2017-08-24 00:00:00.000000000,1503504000000000000,7050.0,7070.0,6976.0,7044.0,104892,184726,185149
2017-08-25 00:00:00.000000000,1503590400000000000,7076.0,7090.0,6992.0,7002.0,87939,185149,184384
2017-08-28 00:00:00.000000000,1503849600000000000,6994.0,7072.0,6988.0,7020.0,79979,184384,185497
2017-08-29 00:00:00.000000000,1503936000000000000,7014.0,7034.0,6940.0,6964.0,77834,185497,182862
2017-08-30 00:00:00.000000000,1504022400000000000,6942.0,7020.0,6934.0,6944.0,92533,182862,189495
2017-08-31 00:00:00.000000000,1504108800000000000,6942.0,6988.0,6930.0,6958.0,61688,189495,189393
2017-09-01 00:00:00.000000000,1504195200000000000,6952.0,7026.0,6952.0,6986.0,91844,189393,194129
2017-09-04 00:00:00.000000000,1504454400000000000,6992.0,7048.0,6942.0,7024.0,93298,194129,196683
2017-09-05 00:00:00.000000000,1504540800000000000,7022.0,7056.0,6974.0,7048.0,89075,196683,198309
2017-09-06 00:00:00.000000000,1504627200000000000,7068.0,7068.0,7000.0,7006.0,84894,198309,196387
2017-09-07 00:00:00.000000000,1504713600000000000,7000.0,7016.0,6970.0,7004.0,69790,196387,192127
2017-09-08 00:00:00.000000000,1504800000000000000,7034.0,7034.0,6900.0,6902.0,114851,192127,187560
2017-09-11 00:00:00.000000000,1505059200000000000,6898.0,6974.0,6820.0,6942.0,117642,187560,178119
2017-09-12 00:00:00.000000000,1505145600000000000,6944.0,6952.0,6892.0,6914.0,65849,178119,174533
2017-09-13 00:00:00.000000000,1505232000000000000,6924.0,6978.0,6860.0,6868.0,101570,174533,174111
2017-09-14 00:00:00.000000000,1505318400000000000,6888.0,6958.0,6870.0,6934.0,83212,174111,173929
2017-09-15 00:00:00.000000000,1505404800000000000,6922.0,6992.0,6916.0,6954.0,103788,173929,170222
2017-09-18 00:00:00.000000000,1505664000000000000,6950.0,6964.0,6842.0,6876.0,95563,170222,167151
2017-09-19 00:00:00.000000000,1505750400000000000,6856.0,6904.0,6832.0,6846.0,60569,167151,167919
2017-09-20 00:00:00.000000000,1505836800000000000,6838.0,6904.0,6806.0,6870.0,62008,167919,167329
2017-09-21 00:00:00.000000000,1505923200000000000,6874.0,6894.0,6824.0,6842.0,60513,167329,167413
2017-09-22 00:00:00.000000000,1506009600000000000,6830.0,6844.0,6786.0,6818.0,67998,167413,162603
2017-09-25 00:00:00.000000000,1506268800000000000,6830.0,6842.0,6662.0,6694.0,106592,162603,161981
2017-09-26 00:00:00.000000000,1506355200000000000,6700.0,6736.0,6672.0,6678.0,56244,161981,160130
2017-09-27 00:00:00.000000000,1506441600000000000,6702.0,6714.0,6646.0,6672.0,63365,160130,157387
2017-09-28 00:00:00.000000000,1506528000000000000,6664.0,6666.0,6516.0,6566.0,94681,157387,155644
2017-09-29 00:00:00.000000000,1506614400000000000,6572.0,6628.0,6534.0,6606.0,61900,155644,152784
2017-10-09 00:00:00.000000000,1507478400000000000,6646.0,6668.0,6606.0,6618.0,34238,152784,152812
2017-10-10 00:00:00.000000000,1507564800000000000,6628.0,6638.0,6564.0,6578.0,52838,152812,155359
2017-10-11 00:00:00.000000000,1507651200000000000,6578.0,6596.0,6538.0,6574.0,45358,155359,157713
2017-10-12 00:00:00.000000000,1507737600000000000,6578.0,6648.0,6570.0,6646.0,54012,157713,158785
2017-10-13 00:00:00.000000000,1507824000000000000,6634.0,6702.0,6572.0,6694.0,83648,158785,159640
2017-10-16 00:00:00.000000000,1508083200000000000,6700.0,6726.0,6656.0,6720.0,63222,159640,160829
2017-10-17 00:00:00.000000000,1508169600000000000,6714.0,6766.0,6690.0,6730.0,70987,160829,159541
2017-10-18 00:00:00.000000000,1508256000000000000,6722.0,6754.0,6666.0,6692.0,60498,159541,160812
2017-10-19 00:00:00.000000000,1508342400000000000,6694.0,6720.0,6584.0,6586.0,90391,160812,159149
2017-10-20 00:00:00.000000000,1508428800000000000,6594.0,6668.0,6574.0,6652.0,67552,159149,154086
2017-10-23 00:00:00.000000000,1508688000000000000,6672.0,6708.0,6648.0,6706.0,59214,154086,150893
2017-10-24 00:00:00.000000000,1508774400000000000,6716.0,6746.0,6688.0,6724.0,49249,150893,152439
2017-10-25 00:00:00.000000000,1508860800000000000,6706.0,6876.0,6694.0,6822.0,129203,152439,146672
2017-10-26 00:00:00.000000000,1508947200000000000,6834.0,6870.0,6816.0,6866.0,83976,146672,143766
2017-10-27 00:00:00.000000000,1509033600000000000,6872.0,6892.0,6844.0,6888.0,69343,143766,142703
2017-10-30 00:00:00.000000000,1509292800000000000,6882.0,6950.0,6846.0,6904.0,67092,142703,141659
2017-10-31 00:00:00.000000000,1509379200000000000,6900.0,6904.0,6826.0,6858.0,78111,141659,141285
2017-11-01 00:00:00.000000000,1509465600000000000,6846.0,6886.0,6836.0,6848.0,55518,141285,142823
2017-11-02 00:00:00.000000000,1509552000000000000,6864.0,6912.0,6838.0,6878.0,54190,142823,138759
2017-11-03 00:00:00.000000000,1509638400000000000,6850.0,6868.0,6816.0,6846.0,51512,138759,135779
2017-11-06 00:00:00.000000000,1509897600000000000,6846.0,6874.0,6786.0,6850.0,61167,135779,131621
2017-11-07 00:00:00.000000000,1509984000000000000,6840.0,6908.0,6832.0,6884.0,52192,131621,132224
2017-11-08 00:00:00.000000000,1510070400000000000,6874.0,6916.0,6850.0,6862.0,53198,132224,128055
2017-11-09 00:00:00.000000000,1510156800000000000,6888.0,6912.0,6862.0,6896.0,49915,128055,124893
2017-11-10 00:00:00.000000000,1510243200000000000,6882.0,6904.0,6794.0,6802.0,63930,124893,120206
2017-11-13 00:00:00.000000000,1510502400000000000,6820.0,6826.0,6754.0,6774.0,49911,120206,117100
2017-11-14 00:00:00.000000000,1510588800000000000,6758.0,6766.0,6716.0,6744.0,45410,117100,114726
2017-11-15 00:00:00.000000000,1510675200000000000,6726.0,6762.0,6692.0,6704.0,50468,114726,109089
2017-11-16 00:00:00.000000000,1510761600000000000,6710.0,6736.0,6664.0,6690.0,50090,109089,105190
2017-11-17 00:00:00.000000000,1510848000000000000,6688.0,6722.0,6676.0,6680.0,36958,105190,103228
2017-11-20 00:00:00.000000000,1511107200000000000,6690.0,6692.0,6636.0,6670.0,50789,103228,100715
2017-11-21 00:00:00.000000000,1511193600000000000,6644.0,6676.0,6626.0,6652.0,37070,100715,96661
2017-11-22 00:00:00.000000000,1511280000000000000,6668.0,6718.0,6662.0,6690.0,37232,96661,93255
2017-11-23 00:00:00.000000000,1511366400000000000,6702.0,6710.0,6664.0,6676.0,29136,93255,90042
2017-11-24 00:00:00.000000000,1511452800000000000,6674.0,6728.0,6670.0,6702.0,28011,90042,87100
2017-11-27 00:00:00.000000000,1511712000000000000,6882.0,6926.0,6810.0,6822.0,70048,87100,125922
2017-11-28 00:00:00.000000000,1511798400000000000,6830.0,6844.0,6786.0,6808.0,46836,125922,124699
2017-11-29 00:00:00.000000000,1511884800000000000,6814.0,6818.0,6754.0,6758.0,46730,124699,123954
2017-11-30 00:00:00.000000000,1511971200000000000,6748.0,6848.0,6742.0,6816.0,64064,123954,127122
2017-12-01 00:00:00.000000000,1512057600000000000,6832.0,6860.0,6790.0,6800.0,53142,127122,132517
2017-12-04 00:00:00.000000000,1512316800000000000,6800.0,6812.0,6770.0,6804.0,61628,132517,138254
2017-12-05 00:00:00.000000000,1512403200000000000,6788.0,6816.0,6680.0,6690.0,82389,138254,144384
2017-12-06 00:00:00.000000000,1512489600000000000,6700.0,6734.0,6666.0,6728.0,54672,144384,141885
2017-12-07 00:00:00.000000000,1512576000000000000,6710.0,6724.0,6618.0,6640.0,69557,141885,146789
2017-12-08 00:00:00.000000000,1512662400000000000,6636.0,6682.0,6636.0,6660.0,44764,146789,143501
2017-12-11 00:00:00.000000000,1512921600000000000,6658.0,6702.0,6628.0,6684.0,55335,143501,142961
2017-12-12 00:00:00.000000000,1513008000000000000,6670.0,6728.0,6670.0,6698.0,45939,142961,141410
2017-12-13 00:00:00.000000000,1513094400000000000,6698.0,6704.0,6648.0,6688.0,48399,141410,142619
2017-12-14 00:00:00.000000000,1513180800000000000,6686.0,6692.0,6574.0,6592.0,69057,142619,146182
2017-12-15 00:00:00.000000000,1513267200000000000,6598.0,6624.0,6582.0,6612.0,39414,146182,150810
2017-12-18 00:00:00.000000000,1513526400000000000,6644.0,6670.0,6632.0,6662.0,43489,150810,150867
2017-12-19 00:00:00.000000000,1513612800000000000,6652.0,6654.0,6582.0,6594.0,51840,150867,152607
2017-12-20 00:00:00.000000000,1513699200000000000,6590.0,6612.0,6588.0,6596.0,34069,152607,153242
2017-12-21 00:00:00.000000000,1513785600000000000,6602.0,6610.0,6488.0,6496.0,77288,153242,156519
2017-12-22 00:00:00.000000000,1513872000000000000,6488.0,6494.0,6386.0,6410.0,72514,156519,152955
2017-12-25 00:00:00.000000000,1514131200000000000,6420.0,6482.0,6402.0,6470.0,52133,152955,148639
2017-12-26 00:00:00.000000000,1514217600000000000,6468.0,6482.0,6450.0,6458.0,31836,148639,147234
2017-12-27 00:00:00.000000000,1514304000000000000,6484.0,6494.0,6432.0,6472.0,50774,147234,145656
2017-12-28 00:00:00.000000000,1514390400000000000,6472.0,6506.0,6416.0,6430.0,62337,145656,145698
2017-12-29 00:00:00.000000000,1514476800000000000,6412.0,6454.0,6388.0,6418.0,54069,145698,143718
2018-01-02 00:00:00.000000000,1514822400000000000,6444.0,6550.0,6442.0,6538.0,53156,143718,139277
2018-01-03 00:00:00.000000000,1514908800000000000,6540.0,6580.0,6532.0,6560.0,42754,139277,141554
2018-01-04 00:00:00.000000000,1514995200000000000,6598.0,6604.0,6566.0,6602.0,40190,141554,139503
2018-01-05 00:00:00.000000000,1515081600000000000,6588.0,6652.0,6568.0,6628.0,62339,139503,140510
2018-01-08 00:00:00.000000000,1515340800000000000,6616.0,6626.0,6556.0,6580.0,51472,140510,140984
2018-01-09 00:00:00.000000000,1515427200000000000,6604.0,6610.0,6564.0,6590.0,39251,140984,139858
2018-01-10 00:00:00.000000000,1515513600000000000,6568.0,6614.0,6564.0,6586.0,43249,139858,139058
2018-01-11 00:00:00.000000000,1515600000000000000,6600.0,6608.0,6552.0,6570.0,33370,139058,140526
2018-01-12 00:00:00.000000000,1515686400000000000,6554.0,6590.0,6486.0,6512.0,53190,140526,142546
2018-01-15 00:00:00.000000000,1515945600000000000,6504.0,6548.0,6472.0,6492.0,51994,142546,146471
2018-01-16 00:00:00.000000000,1516032000000000000,6502.0,6508.0,6420.0,6432.0,59590,146471,146661
2018-01-17 00:00:00.000000000,1516118400000000000,6428.0,6464.0,6416.0,6452.0,52573,146661,143638
2018-01-18 00:00:00.000000000,1516204800000000000,6446.0,6476.0,6422.0,6466.0,57720,143638,145775
2018-01-19 00:00:00.000000000,1516291200000000000,6464.0,6468.0,6380.0,6386.0,84818,145775,148479
2018-01-22 00:00:00.000000000,1516550400000000000,6384.0,6456.0,6382.0,6444.0,52455,148479,148394
2018-01-23 00:00:00.000000000,1516636800000000000,6448.0,6468.0,6428.0,6460.0,43247,148394,148561
2018-01-24 00:00:00.000000000,1516723200000000000,6470.0,6516.0,6468.0,6498.0,57506,148561,146409
2018-01-25 00:00:00.000000000,1516809600000000000,6506.0,6510.0,6468.0,6490.0,39671,146409,146666
2018-01-26 00:00:00.000000000,1516896000000000000,6480.0,6540.0,6472.0,6518.0,57447,146666,146970
2018-01-29 00:00:00.000000000,1517155200000000000,6514.0,6538.0,6502.0,6512.0,40695,146970,146112
2018-01-30 00:00:00.000000000,1517241600000000000,6516.0,6518.0,6414.0,6420.0,69679,146112,147362
2018-01-31 00:00:00.000000000,1517328000000000000,6432.0,6460.0,6416.0,6458.0,38456,147362,143557
2018-02-01 00:00:00.000000000,1517414400000000000,6454.0,6458.0,6400.0,6424.0,41499,143557,143131
