datetime,datetime_nano,KQ.m@CZCE.SF.open,KQ.m@CZCE.SF.high,KQ.m@CZCE.SF.low,KQ.m@CZCE.SF.close,KQ.m@CZCE.SF.volume,KQ.m@CZCE.SF.open_oi,KQ.m@CZCE.SF.close_oi
2017-02-13 00:00:00.000000000,1486915200000000000,4966.0,4984.0,4966.0,4984.0,3,4,4
2017-02-14 00:00:00.000000000,1487001600000000000,4984.0,4984.0,4984.0,4984.0,0,4,4
2017-02-15 00:00:00.000000000,1487088000000000000,4984.0,4984.0,4984.0,4984.0,0,4,4
2017-02-16 00:00:00.000000000,1487174400000000000,4984.0,4984.0,4984.0,4984.0,0,4,4
2017-02-17 00:00:00.000000000,1487260800000000000,4984.0,4984.0,4984.0,4984.0,0,4,4
2017-02-20 00:00:00.000000000,1487520000000000000,4984.0,4984.0,4984.0,4984.0,0,4,4
2017-02-21 00:00:00.000000000,1487606400000000000,5154.0,5322.0,5154.0,5248.0,56,4,4029
2017-02-22 00:00:00.000000000,1487692800000000000,5356.0,5356.0,5222.0,5316.0,54,4029,4030
2017-02-23 00:00:00.000000000,1487779200000000000,5276.0,5424.0,5276.0,5378.0,194,4030,4052
2017-02-24 00:00:00.000000000,1487865600000000000,5320.0,5378.0,5256.0,5366.0,142,4052,4048
2017-02-27 00:00:00.000000000,1488124800000000000,5400.0,5536.0,5322.0,5398.0,98,4048,4069
2017-02-28 00:00:00.000000000,1488211200000000000,5434.0,5436.0,5336.0,5354.0,28,4069,4065
2017-03-01 00:00:00.000000000,1488297600000000000,5328.0,5370.0,5306.0,5324.0,12,4065,4059
2017-03-02 00:00:00.000000000,1488384000000000000,5410.0,5410.0,5326.0,5352.0,20,4059,4061
2017-03-03 00:00:00.000000000,1488470400000000000,5348.0,5494.0,5318.0,5494.0,43,4061,4068
2017-03-06 00:00:00.000000000,1488729600000000000,5590.0,5598.0,5492.0,5566.0,91,4068,4059
2017-03-07 00:00:00.000000000,1488816000000000000,5534.0,5668.0,5534.0,5668.0,189,4059,4110
2017-03-08 00:00:00.000000000,1488902400000000000,5684.0,5684.0,5606.0,5676.0,346,4110,4163
2017-03-09 00:00:00.000000000,1488988800000000000,5688.0,5688.0,5406.0,5622.0,248,4163,4140
2017-03-10 00:00:00.000000000,1489075200000000000,5628.0,5722.0,5506.0,5586.0,321,4140,4145
2017-03-13 00:00:00.000000000,1489334400000000000,5584.0,5608.0,5512.0,5582.0,4199,4145,137
2017-03-14 00:00:00.000000000,1489420800000000000,5570.0,5620.0,5546.0,5590.0,80,137,126
2017-03-15 00:00:00.000000000,1489507200000000000,5610.0,5652.0,5590.0,5598.0,128,126,97
2017-03-16 00:00:00.000000000,1489593600000000000,5632.0,5670.0,5516.0,5536.0,93,97,81
2017-03-17 00:00:00.000000000,1489680000000000000,5566.0,5824.0,5560.0,5790.0,384,81,159
2017-03-20 00:00:00.000000000,1489939200000000000,5872.0,5892.0,5770.0,5886.0,292,159,224
2017-03-21 00:00:00.000000000,1490025600000000000,5848.0,5868.0,5740.0,5740.0,261,224,207
2017-03-22 00:00:00.000000000,1490112000000000000,5726.0,5732.0,5640.0,5664.0,209,207,181
2017-03-23 00:00:00.000000000,1490198400000000000,5800.0,5818.0,5688.0,5716.0,119,181,161
2017-03-24 00:00:00.000000000,1490284800000000000,5716.0,5764.0,5670.0,5676.0,40,161,161
2017-03-27 00:00:00.000000000,1490544000000000000,5696.0,5732.0,5558.0,5574.0,85,161,167
2017-03-28 00:00:00.000000000,1490630400000000000,5558.0,5660.0,5536.0,5592.0,174,167,154
2017-03-29 00:00:00.000000000,1490716800000000000,5676.0,5704.0,5550.0,5572.0,115,154,158
2017-03-30 00:00:00.000000000,1490803200000000000,5600.0,5600.0,5504.0,5520.0,88,158,157
2017-03-31 00:00:00.000000000,1490889600000000000,5552.0,5590.0,5344.0,5344.0,83,157,163
2017-04-05 00:00:00.000000000,1491321600000000000,5368.0,5550.0,5368.0,5520.0,64,163,149
2017-04-06 00:00:00.000000000,1491408000000000000,5500.0,5542.0,5470.0,5470.0,74,149,148
2017-04-07 00:00:00.000000000,1491494400000000000,5380.0,5444.0,5236.0,5438.0,76,148,140
2017-04-10 00:00:00.000000000,1491753600000000000,5468.0,5474.0,5352.0,5358.0,38,140,138
2017-04-11 00:00:00.000000000,1491840000000000000,5370.0,5404.0,5348.0,5356.0,34,138,137
2017-04-12 00:00:00.000000000,1491926400000000000,5316.0,5394.0,5106.0,5108.0,120,137,117
2017-04-13 00:00:00.000000000,1492012800000000000,5140.0,5254.0,5132.0,5226.0,47,117,108
2017-04-14 00:00:00.000000000,1492099200000000000,5218.0,5218.0,5084.0,5108.0,80,108,126
2017-04-17 00:00:00.000000000,1492358400000000000,5076.0,5166.0,5048.0,5080.0,33,126,118
2017-04-18 00:00:00.000000000,1492444800000000000,5054.0,5056.0,4936.0,4952.0,62,118,134
2017-04-19 00:00:00.000000000,1492531200000000000,4920.0,5058.0,4920.0,5040.0,43,134,130
2017-04-20 00:00:00.000000000,1492617600000000000,5050.0,5116.0,4962.0,5116.0,108,130,130
2017-04-21 00:00:00.000000000,1492704000000000000,5138.0,5180.0,5118.0,5132.0,94,130,105
2017-04-24 00:00:00.000000000,1492963200000000000,5100.0,5100.0,5022.0,5078.0,56,105,106
2017-04-25 00:00:00.000000000,1493049600000000000,5062.0,5178.0,5034.0,5160.0,39,106,89
2017-04-26 00:00:00.000000000,1493136000000000000,5180.0,5338.0,5180.0,5272.0,91,89,82
2017-04-27 00:00:00.000000000,1493222400000000000,5324.0,5352.0,5300.0,5352.0,51,82,64
2017-04-28 00:00:00.000000000,1493308800000000000,5370.0,5398.0,5262.0,5292.0,58,64,61
2017-05-02 00:00:00.000000000,1493654400000000000,5310.0,5452.0,5288.0,5358.0,132,61,108
2017-05-03 00:00:00.000000000,1493740800000000000,5374.0,5394.0,5294.0,5382.0,96,108,135
2017-05-04 00:00:00.000000000,1493827200000000000,5242.0,5250.0,5122.0,5200.0,119,135,132
2017-05-05 00:00:00.000000000,1493913600000000000,5134.0,5222.0,5132.0,5166.0,111,132,119
2017-05-08 00:00:00.000000000,1494172800000000000,5242.0,5322.0,5150.0,5176.0,87,119,121
2017-05-09 00:00:00.000000000,1494259200000000000,5188.0,5222.0,5116.0,5162.0,40,121,119
2017-05-10 00:00:00.000000000,1494345600000000000,5146.0,5146.0,5024.0,5062.0,121,119,114
2017-05-11 00:00:00.000000000,1494432000000000000,5012.0,5106.0,4996.0,5104.0,35,114,103
2017-05-12 00:00:00.000000000,1494518400000000000,5054.0,5076.0,5042.0,5076.0,26,103,99
2017-05-15 00:00:00.000000000,1494777600000000000,5110.0,5110.0,5090.0,5100.0,23,99,93
2017-05-16 00:00:00.000000000,1494864000000000000,5086.0,5130.0,5086.0,5130.0,12,93,90
2017-05-17 00:00:00.000000000,1494950400000000000,5116.0,5300.0,5116.0,5250.0,127,90,82
2017-05-18 00:00:00.000000000,1495036800000000000,5226.0,5266.0,5178.0,5194.0,74,82,71
2017-05-19 00:00:00.000000000,1495123200000000000,5282.0,5332.0,5234.0,5274.0,39,71,73
2017-05-22 00:00:00.000000000,1495382400000000000,5304.0,5318.0,5272.0,5278.0,17,73,74
2017-05-23 00:00:00.000000000,1495468800000000000,5320.0,5518.0,5314.0,5382.0,111,74,91
2017-05-24 00:00:00.000000000,1495555200000000000,5444.0,5452.0,5190.0,5368.0,54,91,89
2017-05-25 00:00:00.000000000,1495641600000000000,5362.0,5362.0,5292.0,5306.0,11,89,88
2017-05-26 00:00:00.000000000,1495728000000000000,5316.0,5348.0,5294.0,5346.0,20,88,85
2017-05-31 00:00:00.000000000,1496160000000000000,5336.0,5340.0,5236.0,5274.0,39,85,79
2017-06-01 00:00:00.000000000,1496246400000000000,5300.0,5310.0,5240.0,5310.0,50,79,69
2017-06-02 00:00:00.000000000,1496332800000000000,5276.0,5398.0,5250.0,5354.0,61,69,91
2017-06-05 00:00:00.000000000,1496592000000000000,5374.0,5396.0,5306.0,5338.0,60,91,103
2017-06-06 00:00:00.000000000,1496678400000000000,5340.0,5366.0,5302.0,5354.0,16,103,102
2017-06-07 00:00:00.000000000,1496764800000000000,5372.0,5412.0,5366.0,5372.0,13,102,101
2017-06-08 00:00:00.000000000,1496851200000000000,5366.0,5420.0,5300.0,5374.0,36,101,98
2017-06-09 00:00:00.000000000,1496937600000000000,5366.0,5372.0,5306.0,5306.0,34,98,110
2017-06-12 00:00:00.000000000,1497196800000000000,5318.0,5338.0,5268.0,5286.0,77,110,127
2017-06-13 00:00:00.000000000,1497283200000000000,5292.0,5330.0,5288.0,5304.0,35,127,122
2017-06-14 00:00:00.000000000,1497369600000000000,5344.0,5386.0,5304.0,5366.0,49,122,141
2017-06-15 00:00:00.000000000,1497456000000000000,5386.0,5398.0,5338.0,5352.0,25,141,147
2017-06-16 00:00:00.000000000,1497542400000000000,5360.0,5394.0,5310.0,5324.0,59,147,139
2017-06-19 00:00:00.000000000,1497801600000000000,5362.0,5382.0,5336.0,5342.0,65,139,140
2017-06-20 00:00:00.000000000,1497888000000000000,5290.0,5324.0,5276.0,5314.0,59,140,171
2017-06-21 00:00:00.000000000,1497974400000000000,5294.0,5408.0,5290.0,5408.0,130,171,200
2017-06-22 00:00:00.000000000,1498060800000000000,5406.0,5480.0,5344.0,5378.0,69,200,210
2017-06-23 00:00:00.000000000,1498147200000000000,5420.0,5420.0,5356.0,5366.0,20,210,212
2017-06-26 00:00:00.000000000,1498406400000000000,5366.0,5382.0,5358.0,5372.0,21,212,216
2017-06-27 00:00:00.000000000,1498492800000000000,5376.0,5400.0,5356.0,5384.0,71,216,182
2017-06-28 00:00:00.000000000,1498579200000000000,5416.0,5418.0,5346.0,5350.0,39,182,180
2017-06-29 00:00:00.000000000,1498665600000000000,5392.0,5448.0,5360.0,5394.0,42,180,176
2017-06-30 00:00:00.000000000,1498752000000000000,5458.0,5458.0,5378.0,5412.0,33,176,162
2017-07-03 00:00:00.000000000,1499011200000000000,5418.0,5474.0,5418.0,5462.0,48,162,142
2017-07-04 00:00:00.000000000,1499097600000000000,5424.0,5480.0,5412.0,5440.0,52,142,152
2017-07-05 00:00:00.000000000,1499184000000000000,5540.0,5540.0,5460.0,5470.0,56,152,145
2017-07-06 00:00:00.000000000,1499270400000000000,5478.0,5502.0,5468.0,5478.0,13,145,146
2017-07-07 00:00:00.000000000,1499356800000000000,5506.0,5536.0,5498.0,5512.0,23,146,135
2017-07-10 00:00:00.000000000,1499616000000000000,5534.0,5534.0,5400.0,5478.0,74,135,123
2017-07-11 00:00:00.000000000,1499702400000000000,5512.0,5530.0,5462.0,5486.0,86,123,107
2017-07-12 00:00:00.000000000,1499788800000000000,5490.0,5490.0,5444.0,5484.0,27,107,117
2017-07-13 00:00:00.000000000,1499875200000000000,5508.0,5508.0,5468.0,5500.0,24,117,116
2017-07-14 00:00:00.000000000,1499961600000000000,5468.0,5530.0,5458.0,5504.0,94,116,166
2017-07-17 00:00:00.000000000,1500220800000000000,5546.0,5664.0,5546.0,5610.0,87,166,135
2017-07-18 00:00:00.000000000,1500307200000000000,5644.0,5668.0,5530.0,5554.0,134,135,144
2017-07-19 00:00:00.000000000,1500393600000000000,5580.0,5644.0,5580.0,5612.0,59,144,135
2017-07-20 00:00:00.000000000,1500480000000000000,5630.0,5800.0,5630.0,5800.0,472,135,228
2017-07-21 00:00:00.000000000,1500566400000000000,5728.0,5778.0,5710.0,5760.0,133,228,281
2017-07-24 00:00:00.000000000,1500825600000000000,5758.0,5804.0,5736.0,5752.0,143,281,299
2017-07-25 00:00:00.000000000,1500912000000000000,5798.0,5840.0,5786.0,5824.0,260,299,391
2017-07-26 00:00:00.000000000,1500998400000000000,5860.0,5868.0,5780.0,5798.0,364,391,420
2017-07-27 00:00:00.000000000,1501084800000000000,5810.0,5830.0,5780.0,5826.0,78,420,410
2017-07-28 00:00:00.000000000,1501171200000000000,5830.0,5850.0,5806.0,5840.0,174,410,409
2017-07-31 00:00:00.000000000,1501430400000000000,5900.0,5988.0,5852.0,5980.0,373,409,603
2017-08-01 00:00:00.000000000,1501516800000000000,6044.0,6046.0,5950.0,5992.0,304,603,689
2017-08-02 00:00:00.000000000,1501603200000000000,5998.0,6010.0,5972.0,6000.0,145,689,708
2017-08-03 00:00:00.000000000,1501689600000000000,6004.0,6030.0,5970.0,5986.0,886,708,1057
2017-08-04 00:00:00.000000000,1501776000000000000,6000.0,6024.0,5960.0,5990.0,568,1057,1119
2017-08-07 00:00:00.000000000,1502035200000000000,6030.0,6124.0,5970.0,6012.0,1531,1119,1537
2017-08-08 00:00:00.000000000,1502121600000000000,6026.0,6058.0,6004.0,6028.0,721,1537,1785
2017-08-09 00:00:00.000000000,1502208000000000000,6100.0,6250.0,6080.0,6248.0,2366,1785,2318
2017-08-10 00:00:00.000000000,1502294400000000000,6220.0,6488.0,6220.0,6488.0,8248,2318,5224
2017-08-11 00:00:00.000000000,1502380800000000000,6518.0,6666.0,6386.0,6456.0,22005,5224,5714
2017-08-14 00:00:00.000000000,1502640000000000000,6518.0,6600.0,6480.0,6578.0,12996,5714,6485
2017-08-15 00:00:00.000000000,1502726400000000000,6574.0,6716.0,6520.0,6698.0,20467,6485,7815
2017-08-16 00:00:00.000000000,1502812800000000000,6708.0,6946.0,6706.0,6944.0,54275,7815,15090
2017-08-17 00:00:00.000000000,1502899200000000000,7040.0,7156.0,6964.0,7130.0,69861,15090,19784
2017-08-18 00:00:00.000000000,1502985600000000000,7028.0,7158.0,6994.0,7154.0,47061,19784,24808
2017-08-21 00:00:00.000000000,1503244800000000000,7242.0,7412.0,7236.0,7412.0,17380,24808,28610
2017-08-22 00:00:00.000000000,1503331200000000000,7636.0,7822.0,7620.0,7800.0,177307,28610,45316
2017-08-23 00:00:00.000000000,1503417600000000000,7644.0,7650.0,7338.0,7452.0,279834,45316,46495
2017-08-24 00:00:00.000000000,1503504000000000000,7578.0,7792.0,7374.0,7460.0,279853,46495,52153
2017-08-25 00:00:00.000000000,1503590400000000000,7730.0,7820.0,7494.0,7700.0,279217,52153,58867
2017-08-28 00:00:00.000000000,1503849600000000000,7490.0,7582.0,7342.0,7518.0,208747,58867,62912
2017-08-29 00:00:00.000000000,1503936000000000000,7542.0,7548.0,7106.0,7106.0,283466,62912,63662
2017-08-30 00:00:00.000000000,1504022400000000000,7018.0,7082.0,6950.0,7056.0,195581,63662,59943
2017-08-31 00:00:00.000000000,1504108800000000000,6966.0,7050.0,6876.0,6980.0,190000,59943,72924
2017-09-01 00:00:00.000000000,1504195200000000000,7028.0,7112.0,6952.0,6956.0,168970,72924,79205
2017-09-04 00:00:00.000000000,1504454400000000000,7070.0,7078.0,6624.0,6672.0,221590,79205,80473
2017-09-05 00:00:00.000000000,1504540800000000000,6700.0,6810.0,6678.0,6712.0,143997,80473,73002
2017-09-06 00:00:00.000000000,1504627200000000000,6610.0,6818.0,6570.0,6694.0,145850,73002,71845
2017-09-07 00:00:00.000000000,1504713600000000000,6726.0,6800.0,6622.0,6678.0,89020,71845,72300
2017-09-08 00:00:00.000000000,1504800000000000000,6722.0,6864.0,6650.0,6716.0,205691,72300,81553
2017-09-11 00:00:00.000000000,1505059200000000000,6684.0,6790.0,6630.0,6694.0,150070,81553,86315
2017-09-12 00:00:00.000000000,1505145600000000000,6760.0,6778.0,6522.0,6610.0,183223,86315,95866
2017-09-13 00:00:00.000000000,1505232000000000000,6638.0,6650.0,6374.0,6400.0,164604,95866,96644
2017-09-14 00:00:00.000000000,1505318400000000000,6392.0,6442.0,6346.0,6390.0,118788,96644,93619
2017-09-15 00:00:00.000000000,1505404800000000000,6408.0,6458.0,6380.0,6412.0,99733,93619,86151
2017-09-18 00:00:00.000000000,1505664000000000000,6440.0,6482.0,6312.0,6392.0,78180,86151,86014
2017-09-19 00:00:00.000000000,1505750400000000000,6412.0,6424.0,6200.0,6208.0,122878,86014,95156
2017-09-20 00:00:00.000000000,1505836800000000000,6236.0,6244.0,6090.0,6126.0,169647,95156,107882
2017-09-21 00:00:00.000000000,1505923200000000000,6090.0,6100.0,5828.0,5828.0,227913,107882,108394
2017-09-22 00:00:00.000000000,1506009600000000000,5848.0,5930.0,5820.0,5892.0,134423,108394,88424
2017-09-25 00:00:00.000000000,1506268800000000000,5904.0,5912.0,5676.0,5800.0,138458,88424,93760
2017-09-26 00:00:00.000000000,1506355200000000000,5786.0,5850.0,5726.0,5752.0,108820,93760,94337
2017-09-27 00:00:00.000000000,1506441600000000000,5786.0,5844.0,5760.0,5800.0,105811,94337,96662
2017-09-28 00:00:00.000000000,1506528000000000000,5758.0,5866.0,5752.0,5826.0,125358,96662,78414
2017-09-29 00:00:00.000000000,1506614400000000000,5864.0,5878.0,5756.0,5822.0,88824,78414,69783
2017-10-09 00:00:00.000000000,1507478400000000000,5880.0,5964.0,5786.0,5892.0,75403,69783,69265
2017-10-10 00:00:00.000000000,1507564800000000000,5884.0,6088.0,5862.0,5934.0,153343,69265,84100
2017-10-11 00:00:00.000000000,1507651200000000000,5982.0,6030.0,5914.0,5970.0,69456,84100,75451
2017-10-12 00:00:00.000000000,1507737600000000000,5994.0,6036.0,5962.0,5986.0,77953,75451,82055
2017-10-13 00:00:00.000000000,1507824000000000000,6000.0,6044.0,5970.0,5996.0,99486,82055,87576
2017-10-16 00:00:00.000000000,1508083200000000000,6040.0,6100.0,5996.0,6012.0,67565,87576,84721
2017-10-17 00:00:00.000000000,1508169600000000000,5986.0,6026.0,5904.0,5990.0,68284,84721,73518
2017-10-18 00:00:00.000000000,1508256000000000000,6018.0,6204.0,6010.0,6158.0,144526,73518,87805
2017-10-19 00:00:00.000000000,1508342400000000000,6096.0,6200.0,6056.0,6160.0,98099,87805,76315
2017-10-20 00:00:00.000000000,1508428800000000000,6204.0,6400.0,6180.0,6370.0,136716,76315,81812
2017-10-23 00:00:00.000000000,1508688000000000000,6328.0,6578.0,6310.0,6550.0,145362,81812,84597
2017-10-24 00:00:00.000000000,1508774400000000000,6536.0,6596.0,6406.0,6484.0,129333,84597,88625
2017-10-25 00:00:00.000000000,1508860800000000000,6496.0,6520.0,6386.0,6456.0,83181,88625,76684
2017-10-26 00:00:00.000000000,1508947200000000000,6512.0,6816.0,6500.0,6650.0,243586,76684,99909
2017-10-27 00:00:00.000000000,1509033600000000000,6672.0,6744.0,6562.0,6646.0,132836,99909,88808
2017-10-30 00:00:00.000000000,1509292800000000000,6692.0,6746.0,6358.0,6394.0,165915,88808,83066
2017-10-31 00:00:00.000000000,1509379200000000000,6388.0,6494.0,6304.0,6454.0,118666,83066,73452
2017-11-01 00:00:00.000000000,1509465600000000000,6480.0,6604.0,6402.0,6468.0,124765,73452,76562
2017-11-02 00:00:00.000000000,1509552000000000000,6570.0,6596.0,6430.0,6476.0,92323,76562,74145
2017-11-03 00:00:00.000000000,1509638400000000000,6502.0,6522.0,6424.0,6474.0,59640,74145,75264
2017-11-06 00:00:00.000000000,1509897600000000000,6488.0,6628.0,6486.0,6590.0,109815,75264,76064
2017-11-07 00:00:00.000000000,1509984000000000000,6608.0,6620.0,6452.0,6534.0,81466,76064,67189
2017-11-08 00:00:00.000000000,1510070400000000000,6510.0,6698.0,6476.0,6692.0,104927,67189,69061
2017-11-09 00:00:00.000000000,1510156800000000000,6752.0,6800.0,6556.0,6634.0,96542,69061,63271
2017-11-10 00:00:00.000000000,1510243200000000000,6630.0,6788.0,6620.0,6760.0,117524,63271,69454
2017-11-13 00:00:00.000000000,1510502400000000000,6766.0,6882.0,6696.0,6754.0,106975,69454,71039
2017-11-14 00:00:00.000000000,1510588800000000000,6742.0,6792.0,6706.0,6766.0,50445,71039,64717
2017-11-15 00:00:00.000000000,1510675200000000000,6618.0,6872.0,6580.0,6852.0,108543,64717,71922
2017-11-16 00:00:00.000000000,1510761600000000000,6890.0,6900.0,6766.0,6824.0,74539,71922,60830
2017-11-17 00:00:00.000000000,1510848000000000000,6838.0,6992.0,6782.0,6842.0,123706,60830,62963
2017-11-20 00:00:00.000000000,1511107200000000000,6852.0,6906.0,6812.0,6882.0,64361,62963,54708
2017-11-21 00:00:00.000000000,1511193600000000000,6890.0,6940.0,6834.0,6884.0,60113,54708,56964
2017-11-22 00:00:00.000000000,1511280000000000000,6924.0,6940.0,6804.0,6852.0,61621,56964,50663
2017-11-23 00:00:00.000000000,1511366400000000000,6878.0,6912.0,6726.0,6864.0,138895,50663,78951
2017-11-24 00:00:00.000000000,1511452800000000000,6884.0,6970.0,6852.0,6904.0,102568,78951,50034
2017-11-27 00:00:00.000000000,1511712000000000000,6908.0,6950.0,6854.0,6886.0,79791,50034,54474
2017-11-28 00:00:00.000000000,1511798400000000000,6866.0,7064.0,6838.0,7048.0,98028,54474,56463
2017-11-29 00:00:00.000000000,1511884800000000000,7050.0,7198.0,7022.0,7170.0,138917,56463,65714
2017-11-30 00:00:00.000000000,1511971200000000000,7196.0,7228.0,7090.0,7154.0,64049,65714,54229
2017-12-01 00:00:00.000000000,1512057600000000000,7150.0,7350.0,7118.0,7348.0,70422,54229,64403
2017-12-04 00:00:00.000000000,1512316800000000000,7658.0,7658.0,7658.0,7658.0,5236,64403,63531
2017-12-05 00:00:00.000000000,1512403200000000000,8348.0,8348.0,7982.0,8348.0,288865,63531,76577
2017-12-06 00:00:00.000000000,1512489600000000000,8312.0,8990.0,8214.0,8850.0,376952,76577,101163
2017-12-07 00:00:00.000000000,1512576000000000000,8902.0,8918.0,8252.0,8604.0,418616,101163,107777
2017-12-08 00:00:00.000000000,1512662400000000000,8638.0,9236.0,8454.0,9062.0,289214,107777,85873
2017-12-11 00:00:00.000000000,1512921600000000000,9110.0,9222.0,8882.0,9050.0,183362,85873,82341
2017-12-12 00:00:00.000000000,1513008000000000000,9076.0,9186.0,8806.0,8832.0,124696,82341,67286
2017-12-13 00:00:00.000000000,1513094400000000000,8832.0,8878.0,8750.0,8798.0,53696,67286,57295
2017-12-14 00:00:00.000000000,1513180800000000000,8784.0,8828.0,8242.0,8364.0,109244,57295,45822
2017-12-15 00:00:00.000000000,1513267200000000000,8400.0,8400.0,7966.0,8080.0,86862,45822,32585
2017-12-18 00:00:00.000000000,1513526400000000000,6708.0,6918.0,6632.0,6770.0,171922,32585,59269
2017-12-19 00:00:00.000000000,1513612800000000000,6750.0,6796.0,6670.0,6726.0,108305,59269,56036
2017-12-20 00:00:00.000000000,1513699200000000000,6728.0,6810.0,6710.0,6730.0,72841,56036,56910
2017-12-21 00:00:00.000000000,1513785600000000000,6766.0,7168.0,6680.0,7168.0,340800,56910,93948
2017-12-22 00:00:00.000000000,1513872000000000000,7174.0,7280.0,7058.0,7080.0,204335,93948,81604
2017-12-25 00:00:00.000000000,1514131200000000000,7012.0,7046.0,6722.0,6722.0,170743,81604,80346
2017-12-26 00:00:00.000000000,1514217600000000000,6692.0,6818.0,6686.0,6748.0,113658,80346,69658
2017-12-27 00:00:00.000000000,1514304000000000000,6758.0,6844.0,6722.0,6802.0,148056,69658,80754
2017-12-28 00:00:00.000000000,1514390400000000000,6790.0,6818.0,6408.0,6486.0,291034,80754,109158
2017-12-29 00:00:00.000000000,1514476800000000000,6568.0,6600.0,6464.0,6510.0,191667,109158,98987
2018-01-02 00:00:00.000000000,1514822400000000000,6292.0,6534.0,6250.0,6466.0,154746,98987,105536
2018-01-03 00:00:00.000000000,1514908800000000000,6480.0,6610.0,6428.0,6468.0,194153,105536,103643
2018-01-04 00:00:00.000000000,1514995200000000000,6484.0,6550.0,6384.0,6454.0,142414,103643,108335
2018-01-05 00:00:00.000000000,1515081600000000000,6438.0,6506.0,6360.0,6396.0,152508,108335,113216
2018-01-08 00:00:00.000000000,1515340800000000000,6406.0,6428.0,6360.0,6418.0,74410,113216,106351
2018-01-09 00:00:00.000000000,1515427200000000000,6450.0,6522.0,6432.0,6460.0,102633,106351,110762
2018-01-10 00:00:00.000000000,1515513600000000000,6430.0,6506.0,6390.0,6472.0,83250,110762,105968
2018-01-11 00:00:00.000000000,1515600000000000000,6486.0,6534.0,6410.0,6440.0,102994,105968,115799
2018-01-12 00:00:00.000000000,1515686400000000000,6382.0,6496.0,6370.0,6456.0,101669,115799,111084
2018-01-15 00:00:00.000000000,1515945600000000000,6476.0,6488.0,6420.0,6466.0,83478,111084,109660
2018-01-16 00:00:00.000000000,1516032000000000000,6478.0,6758.0,6464.0,6692.0,252526,109660,118911
2018-01-17 00:00:00.000000000,1516118400000000000,6716.0,6748.0,6620.0,6688.0,128388,118911,106648
2018-01-18 00:00:00.000000000,1516204800000000000,6696.0,6916.0,6688.0,6896.0,195820,106648,120671
2018-01-19 00:00:00.000000000,1516291200000000000,6906.0,6952.0,6866.0,6914.0,155489,120671,110082
2018-01-22 00:00:00.000000000,1516550400000000000,6946.0,6992.0,6778.0,6812.0,147625,110082,113384
2018-01-23 00:00:00.000000000,1516636800000000000,6760.0,6786.0,6522.0,6760.0,267072,113384,110424
2018-01-24 00:00:00.000000000,1516723200000000000,6750.0,6788.0,6682.0,6740.0,119785,110424,97166
2018-01-25 00:00:00.000000000,1516809600000000000,6780.0,6828.0,6700.0,6744.0,142150,97166,103474
2018-01-26 00:00:00.000000000,1516896000000000000,6708.0,6736.0,6568.0,6582.0,146011,103474,93875
2018-01-29 00:00:00.000000000,1517155200000000000,6576.0,6678.0,6562.0,6650.0,105623,93875,91710
2018-01-30 00:00:00.000000000,1517241600000000000,6642.0,6710.0,6584.0,6628.0,95168,91710,86530
2018-01-31 00:00:00.000000000,1517328000000000000,6610.0,6640.0,6550.0,6594.0,74054,86530,78128
2018-02-01 00:00:00.000000000,1517414400000000000,6608.0,6688.0,6602.0,6624.0,78900,78128,82007
2018-02-02 00:00:00.000000000,1517500800000000000,6680.0,6690.0,6620.0,6644.0,60434,82007,76222
2018-02-05 00:00:00.000000000,1517760000000000000,6616.0,6820.0,6552.0,6758.0,122105,76222,97811
2018-02-06 00:00:00.000000000,1517846400000000000,6722.0,6746.0,6578.0,6688.0,97931,97811,81658
2018-02-07 00:00:00.000000000,1517932800000000000,6722.0,6810.0,6700.0,6718.0,96086,81658,91496
2018-02-08 00:00:00.000000000,1518019200000000000,6678.0,6762.0,6608.0,6622.0,112473,91496,80590
2018-02-09 00:00:00.000000000,1518105600000000000,6644.0,6690.0,6598.0,6614.0,76436,80590,76637
2018-02-12 00:00:00.000000000,1518364800000000000,6630.0,6678.0,6618.0,6656.0,42547,76637,72955
2018-02-13 00:00:00.000000000,1518451200000000000,6654.0,6688.0,6630.0,6638.0,46936,72955,68078
2018-02-14 00:00:00.000000000,1518537600000000000,6668.0,6800.0,6658.0,6766.0,59084,68078,67061
2018-02-22 00:00:00.000000000,1519228800000000000,6822.0,6840.0,6736.0,6774.0,32185,67061,67062
2018-02-23 00:00:00.000000000,1519315200000000000,6788.0,6806.0,6758.0,6796.0,61601,67062,88845
2018-02-26 00:00:00.000000000,1519574400000000000,6804.0,6888.0,6702.0,6778.0,109044,88845,99138
2018-02-27 00:00:00.000000000,1519660800000000000,6774.0,6786.0,6720.0,6776.0,45511,99138,95972
2018-02-28 00:00:00.000000000,1519747200000000000,6760.0,6828.0,6732.0,6794.0,71887,95972,100896
2018-03-01 00:00:00.000000000,1519833600000000000,6808.0,6838.0,6720.0,6734.0,72493,100896,105133
2018-03-02 00:00:00.000000000,1519920000000000000,6700.0,6708.0,6548.0,6610.0,94124,105133,92668
2018-03-05 00:00:00.000000000,1520179200000000000,6568.0,6596.0,6388.0,6400.0,115808,92668,96791
2018-03-06 00:00:00.000000000,1520265600000000000,6412.0,6464.0,6400.0,6416.0,61759,96791,87141
2018-03-07 00:00:00.000000000,1520352000000000000,6416.0,6422.0,6268.0,6318.0,104855,87141,91323
