datetime,datetime_nano,KQ.m@CZCE.CY.open,KQ.m@CZCE.CY.high,KQ.m@CZCE.CY.low,KQ.m@CZCE.CY.close,KQ.m@CZCE.CY.volume,KQ.m@CZCE.CY.open_oi,KQ.m@CZCE.CY.close_oi
2018-09-14 00:00:00.000000000,1536854400000000000,26830.0,26880.0,26700.0,26765.0,3878,2002,1796
2018-09-17 00:00:00.000000000,1537113600000000000,26770.0,26785.0,26495.0,26525.0,3157,1796,1548
2018-09-18 00:00:00.000000000,1537200000000000000,26410.0,26750.0,26350.0,26550.0,2735,1548,1312
2018-09-19 00:00:00.000000000,1537286400000000000,26360.0,26505.0,25560.0,25930.0,4325,1312,1083
2018-09-20 00:00:00.000000000,1537372800000000000,25900.0,26205.0,25730.0,26105.0,2361,1083,1060
2018-09-21 00:00:00.000000000,1537459200000000000,26180.0,26325.0,26005.0,26070.0,1607,1060,934
2018-09-25 00:00:00.000000000,1537804800000000000,26025.0,26095.0,25610.0,25825.0,830,934,804
2018-09-26 00:00:00.000000000,1537891200000000000,25875.0,26120.0,25320.0,25435.0,1624,804,666
2018-09-27 00:00:00.000000000,1537977600000000000,25450.0,25525.0,24755.0,25020.0,3262,666,494
2018-09-28 00:00:00.000000000,1538064000000000000,24940.0,25115.0,23640.0,23895.0,2605,494,147
2018-10-08 00:00:00.000000000,1538928000000000000,23530.0,24200.0,22760.0,24200.0,50,147,113
2018-10-09 00:00:00.000000000,1539014400000000000,24540.0,24785.0,24495.0,24670.0,565,113,369
2018-10-10 00:00:00.000000000,1539100800000000000,24725.0,24980.0,24550.0,24590.0,1037,369,424
2018-10-11 00:00:00.000000000,1539187200000000000,24595.0,24700.0,24370.0,24395.0,1225,424,522
2018-10-12 00:00:00.000000000,1539273600000000000,24400.0,24800.0,24400.0,24765.0,817,522,495
2018-10-15 00:00:00.000000000,1539532800000000000,24905.0,24960.0,24700.0,24820.0,1420,495,527
2018-10-16 00:00:00.000000000,1539619200000000000,24775.0,24805.0,24560.0,24725.0,1185,527,510
2018-10-17 00:00:00.000000000,1539705600000000000,24725.0,24935.0,24710.0,24810.0,1925,510,686
2018-10-18 00:00:00.000000000,1539792000000000000,24810.0,24835.0,24310.0,24525.0,2009,686,552
2018-10-19 00:00:00.000000000,1539878400000000000,24520.0,24520.0,24170.0,24200.0,2128,552,666
2018-10-22 00:00:00.000000000,1540137600000000000,24160.0,24425.0,24120.0,24365.0,708,666,633
2018-10-23 00:00:00.000000000,1540224000000000000,24465.0,24490.0,24350.0,24390.0,725,633,605
2018-10-24 00:00:00.000000000,1540310400000000000,24385.0,24395.0,24230.0,24395.0,490,605,587
2018-10-25 00:00:00.000000000,1540396800000000000,24400.0,24450.0,23950.0,24095.0,1042,587,543
2018-10-26 00:00:00.000000000,1540483200000000000,24070.0,24110.0,23890.0,23935.0,821,543,608
2018-10-29 00:00:00.000000000,1540742400000000000,23930.0,23930.0,23085.0,23185.0,1603,608,770
2018-10-30 00:00:00.000000000,1540828800000000000,23195.0,23410.0,23155.0,23320.0,939,770,761
2018-10-31 00:00:00.000000000,1540915200000000000,23390.0,23540.0,23175.0,23215.0,921,761,779
2018-11-01 00:00:00.000000000,1541001600000000000,23205.0,23290.0,23110.0,23220.0,901,779,750
2018-11-02 00:00:00.000000000,1541088000000000000,23265.0,23790.0,23205.0,23590.0,2010,750,657
2018-11-05 00:00:00.000000000,1541347200000000000,23600.0,23640.0,23465.0,23595.0,540,657,623
2018-11-06 00:00:00.000000000,1541433600000000000,23590.0,23700.0,23190.0,23245.0,1115,623,683
2018-11-07 00:00:00.000000000,1541520000000000000,23255.0,23315.0,23150.0,23230.0,750,683,650
2018-11-08 00:00:00.000000000,1541606400000000000,23345.0,23485.0,22950.0,23415.0,1252,650,641
2018-11-09 00:00:00.000000000,1541692800000000000,23375.0,23545.0,23345.0,23535.0,875,641,622
2018-11-12 00:00:00.000000000,1541952000000000000,23540.0,23555.0,23055.0,23230.0,1227,622,665
2018-11-13 00:00:00.000000000,1542038400000000000,23205.0,23205.0,22535.0,22710.0,2068,665,1075
2018-11-14 00:00:00.000000000,1542124800000000000,22715.0,22875.0,22630.0,22800.0,869,1075,1013
2018-11-15 00:00:00.000000000,1542211200000000000,22805.0,22990.0,22805.0,22830.0,726,1013,957
2018-11-16 00:00:00.000000000,1542297600000000000,22835.0,23075.0,22720.0,22865.0,1559,957,1012
2018-11-19 00:00:00.000000000,1542556800000000000,22955.0,23150.0,22830.0,22900.0,1517,1012,861
2018-11-20 00:00:00.000000000,1542643200000000000,22895.0,22910.0,22715.0,22730.0,674,861,868
2018-11-21 00:00:00.000000000,1542729600000000000,22740.0,23085.0,22230.0,23045.0,1602,868,734
2018-11-22 00:00:00.000000000,1542816000000000000,23030.0,23205.0,22735.0,22750.0,1047,734,748
2018-11-23 00:00:00.000000000,1542902400000000000,22745.0,22955.0,22595.0,22785.0,903,748,715
2018-11-26 00:00:00.000000000,1543161600000000000,22780.0,23095.0,22680.0,23020.0,1324,715,763
2018-11-27 00:00:00.000000000,1543248000000000000,23315.0,23660.0,23025.0,23300.0,1504,763,811
2018-11-28 00:00:00.000000000,1543334400000000000,23235.0,23490.0,23210.0,23485.0,790,811,766
2018-11-29 00:00:00.000000000,1543420800000000000,23505.0,23615.0,23375.0,23400.0,1071,766,698
2018-11-30 00:00:00.000000000,1543507200000000000,23345.0,23600.0,23335.0,23600.0,527,698,694
2018-12-03 00:00:00.000000000,1543766400000000000,23600.0,24125.0,23505.0,23850.0,1292,694,715
2018-12-04 00:00:00.000000000,1543852800000000000,23865.0,24020.0,23700.0,23810.0,970,715,748
2018-12-05 00:00:00.000000000,1543939200000000000,23815.0,23960.0,23120.0,23775.0,855,748,603
2018-12-06 00:00:00.000000000,1544025600000000000,23835.0,23880.0,23575.0,23830.0,520,603,604
2018-12-07 00:00:00.000000000,1544112000000000000,23740.0,24005.0,23605.0,24005.0,373,604,616
2018-12-10 00:00:00.000000000,1544371200000000000,23815.0,24000.0,23805.0,23810.0,424,616,557
2018-12-11 00:00:00.000000000,1544457600000000000,23820.0,23890.0,23755.0,23810.0,338,557,542
2018-12-12 00:00:00.000000000,1544544000000000000,23850.0,23935.0,23825.0,23830.0,216,542,530
2018-12-13 00:00:00.000000000,1544630400000000000,23835.0,23870.0,23530.0,23845.0,757,530,500
2018-12-14 00:00:00.000000000,1544716800000000000,23875.0,23880.0,23780.0,23860.0,275,500,455
2018-12-17 00:00:00.000000000,1544976000000000000,23995.0,24170.0,23815.0,23935.0,436,455,380
2018-12-18 00:00:00.000000000,1545062400000000000,23880.0,23990.0,23785.0,23860.0,266,380,323
2018-12-19 00:00:00.000000000,1545148800000000000,23895.0,23900.0,23640.0,23845.0,284,323,286
2018-12-20 00:00:00.000000000,1545235200000000000,23850.0,23935.0,23700.0,23725.0,297,286,216
2018-12-21 00:00:00.000000000,1545321600000000000,23695.0,23875.0,23630.0,23725.0,250,216,205
2018-12-24 00:00:00.000000000,1545580800000000000,23705.0,23730.0,23430.0,23465.0,276,205,182
2018-12-25 00:00:00.000000000,1545667200000000000,23500.0,23500.0,23340.0,23400.0,147,182,160
2018-12-26 00:00:00.000000000,1545753600000000000,23480.0,23865.0,23465.0,23755.0,282,160,98
2018-12-27 00:00:00.000000000,1545840000000000000,23710.0,24640.0,23660.0,24355.0,264,98,58
2018-12-28 00:00:00.000000000,1545926400000000000,24190.0,24505.0,23665.0,23830.0,136,58,13
2019-01-02 00:00:00.000000000,1546358400000000000,23600.0,23600.0,23600.0,23600.0,1,13,12
2019-01-03 00:00:00.000000000,1546444800000000000,23915.0,23915.0,23780.0,23870.0,43,12,70
2019-01-04 00:00:00.000000000,1546531200000000000,23890.0,24160.0,23870.0,24150.0,220,70,119
2019-01-07 00:00:00.000000000,1546790400000000000,24140.0,24400.0,24135.0,24300.0,436,119,209
2019-01-08 00:00:00.000000000,1546876800000000000,24390.0,24390.0,24110.0,24245.0,176,209,183
2019-01-09 00:00:00.000000000,1546963200000000000,24345.0,24365.0,24175.0,24270.0,157,183,194
2019-01-10 00:00:00.000000000,1547049600000000000,24305.0,24390.0,24225.0,24355.0,270,194,207
2019-01-11 00:00:00.000000000,1547136000000000000,24330.0,24375.0,24215.0,24245.0,159,207,189
2019-01-14 00:00:00.000000000,1547395200000000000,24330.0,24345.0,24240.0,24300.0,95,189,182
2019-01-15 00:00:00.000000000,1547481600000000000,24325.0,24375.0,24280.0,24300.0,107,182,195
2019-01-16 00:00:00.000000000,1547568000000000000,24245.0,24315.0,24170.0,24240.0,118,195,184
2019-01-17 00:00:00.000000000,1547654400000000000,24270.0,24565.0,24210.0,24480.0,243,184,221
2019-01-18 00:00:00.000000000,1547740800000000000,24370.0,24515.0,24360.0,24500.0,252,221,213
2019-01-21 00:00:00.000000000,1548000000000000000,24545.0,24760.0,24440.0,24705.0,399,213,283
2019-01-22 00:00:00.000000000,1548086400000000000,24655.0,24695.0,24205.0,24215.0,315,283,191
2019-01-23 00:00:00.000000000,1548172800000000000,24235.0,24315.0,24145.0,24250.0,97,191,193
2019-01-24 00:00:00.000000000,1548259200000000000,24245.0,24325.0,24130.0,24240.0,117,193,192
2019-01-25 00:00:00.000000000,1548345600000000000,24295.0,24360.0,24200.0,24300.0,134,192,174
2019-01-28 00:00:00.000000000,1548604800000000000,24325.0,24440.0,24290.0,24365.0,163,174,168
2019-01-29 00:00:00.000000000,1548691200000000000,24335.0,24435.0,24180.0,24345.0,69,168,154
2019-01-30 00:00:00.000000000,1548777600000000000,24360.0,24470.0,24360.0,24410.0,107,154,169
2019-01-31 00:00:00.000000000,1548864000000000000,24395.0,24560.0,24300.0,24560.0,117,169,136
2019-02-01 00:00:00.000000000,1548950400000000000,24440.0,24710.0,24320.0,24325.0,81,136,118
2019-02-11 00:00:00.000000000,1549814400000000000,24185.0,24565.0,24130.0,24515.0,45,118,119
2019-02-12 00:00:00.000000000,1549900800000000000,24420.0,25260.0,24420.0,24455.0,629,119,260
2019-02-13 00:00:00.000000000,1549987200000000000,24380.0,24505.0,24205.0,24205.0,273,260,201
2019-02-14 00:00:00.000000000,1550073600000000000,24160.0,24350.0,24115.0,24285.0,133,201,233
2019-02-15 00:00:00.000000000,1550160000000000000,24285.0,24375.0,24165.0,24285.0,103,233,227
2019-02-18 00:00:00.000000000,1550419200000000000,24285.0,24425.0,24240.0,24290.0,51,227,222
2019-02-19 00:00:00.000000000,1550505600000000000,24290.0,24560.0,24250.0,24550.0,200,222,228
2019-02-20 00:00:00.000000000,1550592000000000000,24530.0,24625.0,24480.0,24570.0,133,228,213
2019-02-21 00:00:00.000000000,1550678400000000000,24565.0,24705.0,24455.0,24530.0,253,213,185
2019-02-22 00:00:00.000000000,1550764800000000000,24550.0,24870.0,24510.0,24815.0,391,185,239
2019-02-25 00:00:00.000000000,1551024000000000000,24800.0,24905.0,24500.0,24600.0,348,239,257
2019-02-26 00:00:00.000000000,1551110400000000000,24580.0,24675.0,24425.0,24485.0,153,257,260
2019-02-27 00:00:00.000000000,1551196800000000000,24570.0,24570.0,24395.0,24395.0,81,260,249
2019-02-28 00:00:00.000000000,1551283200000000000,24460.0,24505.0,24440.0,24445.0,81,249,256
2019-03-01 00:00:00.000000000,1551369600000000000,24455.0,24615.0,24455.0,24580.0,130,256,259
2019-03-04 00:00:00.000000000,1551628800000000000,24620.0,24665.0,24535.0,24635.0,170,259,300
2019-03-05 00:00:00.000000000,1551715200000000000,24575.0,24895.0,24505.0,24545.0,707,300,329
2019-03-06 00:00:00.000000000,1551801600000000000,24495.0,24695.0,23705.0,24560.0,335,329,220
2019-03-07 00:00:00.000000000,1551888000000000000,24515.0,24770.0,24515.0,24695.0,311,220,250
2019-03-08 00:00:00.000000000,1551974400000000000,24765.0,24765.0,24460.0,24490.0,142,250,218
2019-03-11 00:00:00.000000000,1552233600000000000,24495.0,24545.0,24360.0,24375.0,119,218,192
2019-03-12 00:00:00.000000000,1552320000000000000,24410.0,24440.0,24325.0,24425.0,83,192,162
2019-03-13 00:00:00.000000000,1552406400000000000,24450.0,24620.0,24425.0,24565.0,108,162,164
2019-03-14 00:00:00.000000000,1552492800000000000,24575.0,24630.0,24455.0,24455.0,108,164,175
2019-03-15 00:00:00.000000000,1552579200000000000,24455.0,24475.0,24330.0,24430.0,117,175,155
2019-03-18 00:00:00.000000000,1552838400000000000,24385.0,24545.0,24385.0,24410.0,63,155,147
2019-03-19 00:00:00.000000000,1552924800000000000,24395.0,24550.0,24385.0,24480.0,67,147,154
2019-03-20 00:00:00.000000000,1553011200000000000,24540.0,24600.0,24445.0,24530.0,91,154,151
2019-03-21 00:00:00.000000000,1553097600000000000,24595.0,24595.0,24450.0,24520.0,42,151,134
2019-03-22 00:00:00.000000000,1553184000000000000,24485.0,24585.0,24480.0,24565.0,60,134,131
2019-03-25 00:00:00.000000000,1553443200000000000,24535.0,24560.0,24230.0,24395.0,57,131,119
2019-03-26 00:00:00.000000000,1553529600000000000,24455.0,24455.0,24370.0,24390.0,34,119,109
2019-03-27 00:00:00.000000000,1553616000000000000,24400.0,24470.0,24340.0,24380.0,23,109,104
2019-03-28 00:00:00.000000000,1553702400000000000,24335.0,24420.0,24285.0,24325.0,48,104,95
2019-03-29 00:00:00.000000000,1553788800000000000,24375.0,24995.0,24300.0,24415.0,58,95,88
2019-04-01 00:00:00.000000000,1554048000000000000,24420.0,24515.0,24420.0,24425.0,11,88,87
2019-04-02 00:00:00.000000000,1554134400000000000,24460.0,24585.0,24460.0,24555.0,29,87,88
2019-04-03 00:00:00.000000000,1554220800000000000,24540.0,24600.0,24385.0,24435.0,35,88,73
2019-04-04 00:00:00.000000000,1554307200000000000,24465.0,24545.0,24400.0,24545.0,9,73,68
2019-04-08 00:00:00.000000000,1554652800000000000,24595.0,24595.0,24455.0,24535.0,11,68,66
2019-04-09 00:00:00.000000000,1554739200000000000,24555.0,24555.0,24315.0,24350.0,11,66,62
2019-04-10 00:00:00.000000000,1554825600000000000,24540.0,24540.0,24370.0,24405.0,11,62,58
2019-04-11 00:00:00.000000000,1554912000000000000,24560.0,24565.0,24310.0,24320.0,34,58,39
2019-04-12 00:00:00.000000000,1554998400000000000,24200.0,24415.0,24155.0,24165.0,26,39,35
2019-04-15 00:00:00.000000000,1555257600000000000,22775.0,25640.0,22775.0,24215.0,76,35,48
2019-04-16 00:00:00.000000000,1555344000000000000,24170.0,24170.0,23635.0,24140.0,221,48,100
2019-04-17 00:00:00.000000000,1555430400000000000,24050.0,24660.0,24050.0,24420.0,407,100,87
2019-04-18 00:00:00.000000000,1555516800000000000,24325.0,24515.0,24320.0,24460.0,110,87,58
2019-04-19 00:00:00.000000000,1555603200000000000,24380.0,25130.0,24380.0,24990.0,439,58,79
2019-04-22 00:00:00.000000000,1555862400000000000,24955.0,25085.0,24815.0,24910.0,121,79,81
2019-04-23 00:00:00.000000000,1555948800000000000,24905.0,24970.0,24735.0,24880.0,43,81,75
2019-04-24 00:00:00.000000000,1556035200000000000,24890.0,25070.0,24775.0,24830.0,103,75,70
2019-04-25 00:00:00.000000000,1556121600000000000,24960.0,25000.0,24755.0,24910.0,40,70,64
2019-04-26 00:00:00.000000000,1556208000000000000,24765.0,25040.0,24765.0,24850.0,20,64,63
2019-04-29 00:00:00.000000000,1556467200000000000,24760.0,24895.0,24740.0,24880.0,18,63,60
2019-04-30 00:00:00.000000000,1556553600000000000,24785.0,25090.0,24740.0,24980.0,58,60,58
2019-05-06 00:00:00.000000000,1557072000000000000,25295.0,25295.0,24575.0,24735.0,20,58,57
2019-05-07 00:00:00.000000000,1557158400000000000,24775.0,25045.0,24775.0,24935.0,15,57,60
2019-05-08 00:00:00.000000000,1557244800000000000,25020.0,25020.0,24775.0,24800.0,8,60,57
2019-05-09 00:00:00.000000000,1557331200000000000,24900.0,24900.0,24510.0,24515.0,21,57,57
2019-05-10 00:00:00.000000000,1557417600000000000,24495.0,24645.0,24485.0,24595.0,29,57,52
2019-05-13 00:00:00.000000000,1557676800000000000,24610.0,24695.0,23570.0,23570.0,91,52,72
2019-05-14 00:00:00.000000000,1557763200000000000,22835.0,23340.0,22140.0,22165.0,913,72,201
2019-05-15 00:00:00.000000000,1557849600000000000,22475.0,23085.0,22265.0,22920.0,2572,201,455
2019-05-16 00:00:00.000000000,1557936000000000000,22865.0,23320.0,22860.0,23240.0,4704,455,1659
2019-05-17 00:00:00.000000000,1558022400000000000,23170.0,23340.0,22980.0,23075.0,11435,1659,4245
2019-05-20 00:00:00.000000000,1558281600000000000,22900.0,23190.0,22200.0,22370.0,23845,4245,7090
2019-05-21 00:00:00.000000000,1558368000000000000,22370.0,22740.0,22125.0,22410.0,30480,7090,7884
2019-05-22 00:00:00.000000000,1558454400000000000,22410.0,22640.0,21500.0,21930.0,40403,7884,9888
2019-05-23 00:00:00.000000000,1558540800000000000,22005.0,22040.0,21535.0,21820.0,42827,9888,10105
2019-05-24 00:00:00.000000000,1558627200000000000,22045.0,22120.0,21825.0,21925.0,33419,10105,9027
2019-05-27 00:00:00.000000000,1558886400000000000,22025.0,22155.0,21765.0,21860.0,18187,9027,9421
2019-05-28 00:00:00.000000000,1558972800000000000,21885.0,22055.0,21885.0,22030.0,21378,9421,10642
2019-05-29 00:00:00.000000000,1559059200000000000,22050.0,22225.0,22000.0,22060.0,18123,10642,11524
2019-05-30 00:00:00.000000000,1559145600000000000,22105.0,22115.0,21605.0,21680.0,14056,11524,12159
2019-05-31 00:00:00.000000000,1559232000000000000,21750.0,21830.0,21650.0,21705.0,12512,12159,11691
2019-06-03 00:00:00.000000000,1559491200000000000,21690.0,21750.0,20870.0,21095.0,20254,11691,12923
2019-06-04 00:00:00.000000000,1559577600000000000,21095.0,21180.0,20835.0,21135.0,13007,12923,12365
2019-06-05 00:00:00.000000000,1559664000000000000,21105.0,21225.0,20995.0,21045.0,10602,12365,12348
2019-06-06 00:00:00.000000000,1559750400000000000,21075.0,21110.0,20525.0,20770.0,18012,12348,12456
2019-06-10 00:00:00.000000000,1560096000000000000,20655.0,21045.0,20515.0,20955.0,14661,12456,12558
2019-06-11 00:00:00.000000000,1560182400000000000,20985.0,21205.0,20805.0,21205.0,29680,12558,11613
2019-06-12 00:00:00.000000000,1560268800000000000,21145.0,21465.0,21050.0,21295.0,18699,11613,11629
2019-06-13 00:00:00.000000000,1560355200000000000,21250.0,21585.0,21185.0,21375.0,23895,11629,11585
2019-06-14 00:00:00.000000000,1560441600000000000,21370.0,21515.0,21250.0,21310.0,20806,11585,11346
2019-06-17 00:00:00.000000000,1560700800000000000,21340.0,21690.0,21250.0,21255.0,30553,11346,10691
2019-06-18 00:00:00.000000000,1560787200000000000,21350.0,21385.0,21090.0,21215.0,21910,10691,10791
2019-06-19 00:00:00.000000000,1560873600000000000,21260.0,21900.0,21195.0,21775.0,29233,10791,10892
2019-06-20 00:00:00.000000000,1560960000000000000,21755.0,21860.0,21570.0,21725.0,32534,10892,9196
2019-06-21 00:00:00.000000000,1561046400000000000,21575.0,21745.0,21360.0,21500.0,42146,9196,8414
2019-06-24 00:00:00.000000000,1561305600000000000,21455.0,21625.0,21415.0,21450.0,26771,8414,9141
2019-06-25 00:00:00.000000000,1561392000000000000,21455.0,21575.0,21355.0,21570.0,17924,9141,8573
2019-06-26 00:00:00.000000000,1561478400000000000,21540.0,21855.0,21460.0,21775.0,25781,8573,8217
2019-06-27 00:00:00.000000000,1561564800000000000,21860.0,22175.0,21805.0,21915.0,28255,8217,8200
2019-06-28 00:00:00.000000000,1561651200000000000,21880.0,21975.0,21760.0,21850.0,19121,8200,7795
2019-07-01 00:00:00.000000000,1561910400000000000,21910.0,22485.0,21845.0,22365.0,23564,7795,7809
2019-07-02 00:00:00.000000000,1561996800000000000,22405.0,22470.0,22000.0,22275.0,19305,7809,7911
2019-07-03 00:00:00.000000000,1562083200000000000,22130.0,22220.0,21905.0,22080.0,13562,7911,7794
2019-07-04 00:00:00.000000000,1562169600000000000,22130.0,22180.0,22005.0,22055.0,5168,7794,7720
2019-07-05 00:00:00.000000000,1562256000000000000,22095.0,22255.0,22065.0,22190.0,3421,7720,7901
2019-07-08 00:00:00.000000000,1562515200000000000,22200.0,22280.0,22000.0,22195.0,5504,7901,8389
2019-07-09 00:00:00.000000000,1562601600000000000,22160.0,22160.0,21280.0,21295.0,16244,8389,8392
2019-07-10 00:00:00.000000000,1562688000000000000,21240.0,21410.0,20975.0,21310.0,22959,8392,8207
2019-07-11 00:00:00.000000000,1562774400000000000,21385.0,21510.0,21175.0,21260.0,8980,8207,8258
2019-07-12 00:00:00.000000000,1562860800000000000,21290.0,21350.0,20985.0,21215.0,9379,8258,7894
2019-07-15 00:00:00.000000000,1563120000000000000,21125.0,21360.0,21100.0,21350.0,4096,7894,8333
2019-07-16 00:00:00.000000000,1563206400000000000,21300.0,21390.0,21245.0,21315.0,5063,8333,8818
2019-07-17 00:00:00.000000000,1563292800000000000,21275.0,21430.0,21135.0,21355.0,6315,8818,8977
2019-07-18 00:00:00.000000000,1563379200000000000,21370.0,21385.0,21215.0,21360.0,4731,8977,9079
2019-07-19 00:00:00.000000000,1563465600000000000,21245.0,21330.0,21125.0,21230.0,4384,9079,9066
2019-07-22 00:00:00.000000000,1563724800000000000,21270.0,21620.0,21230.0,21390.0,7081,9066,9263
2019-07-23 00:00:00.000000000,1563811200000000000,21380.0,21490.0,21215.0,21235.0,3713,9263,9540
2019-07-24 00:00:00.000000000,1563897600000000000,21270.0,21425.0,21175.0,21415.0,2716,9540,9548
2019-07-25 00:00:00.000000000,1563984000000000000,21425.0,21460.0,21310.0,21450.0,2861,9548,9711
2019-07-26 00:00:00.000000000,1564070400000000000,21490.0,21590.0,21440.0,21515.0,4211,9711,9811
2019-07-29 00:00:00.000000000,1564329600000000000,21655.0,21940.0,21255.0,21425.0,4345,9811,9955
2019-07-30 00:00:00.000000000,1564416000000000000,21390.0,21485.0,21345.0,21440.0,2042,9955,9786
2019-07-31 00:00:00.000000000,1564502400000000000,21345.0,21425.0,21265.0,21305.0,4697,9786,7894
2019-08-01 00:00:00.000000000,1564588800000000000,21450.0,21455.0,21275.0,21335.0,4660,7894,9319
2019-08-02 00:00:00.000000000,1564675200000000000,21300.0,21365.0,20555.0,20915.0,7268,9319,9568
2019-08-05 00:00:00.000000000,1564934400000000000,20970.0,21020.0,20200.0,20395.0,9629,9568,10183
2019-08-06 00:00:00.000000000,1565020800000000000,20490.0,20575.0,20360.0,20505.0,7998,10183,9072
2019-08-07 00:00:00.000000000,1565107200000000000,20500.0,20590.0,20315.0,20390.0,9217,9072,10448
2019-08-08 00:00:00.000000000,1565193600000000000,20355.0,20475.0,20245.0,20345.0,9727,10448,10715
2019-08-09 00:00:00.000000000,1565280000000000000,20390.0,20520.0,20285.0,20345.0,7579,10715,10436
2019-08-12 00:00:00.000000000,1565539200000000000,20415.0,20465.0,20320.0,20380.0,9030,10436,10528
2019-08-13 00:00:00.000000000,1565625600000000000,20375.0,20440.0,20330.0,20410.0,7931,10528,9990
2019-08-14 00:00:00.000000000,1565712000000000000,20415.0,20920.0,20305.0,20660.0,13438,9990,10174
2019-08-15 00:00:00.000000000,1565798400000000000,20565.0,20635.0,20465.0,20510.0,6268,10174,10377
2019-08-16 00:00:00.000000000,1565884800000000000,20540.0,20590.0,20485.0,20515.0,7625,10377,11292
2019-08-19 00:00:00.000000000,1566144000000000000,20500.0,20635.0,20470.0,20600.0,9731,11292,11214
2019-08-20 00:00:00.000000000,1566230400000000000,20615.0,20680.0,20535.0,20565.0,6321,11214,9947
2019-08-21 00:00:00.000000000,1566316800000000000,20585.0,20595.0,20355.0,20400.0,7512,9947,10154
2019-08-22 00:00:00.000000000,1566403200000000000,20430.0,20595.0,20410.0,20555.0,4282,10154,10284
2019-08-23 00:00:00.000000000,1566489600000000000,20495.0,20540.0,20415.0,20435.0,4806,10284,11262
2019-08-26 00:00:00.000000000,1566748800000000000,20265.0,20455.0,19965.0,20100.0,8422,11262,11476
2019-08-27 00:00:00.000000000,1566835200000000000,20190.0,20245.0,20110.0,20190.0,4844,11476,10892
2019-08-28 00:00:00.000000000,1566921600000000000,20225.0,20355.0,20165.0,20320.0,5002,10892,10841
2019-08-29 00:00:00.000000000,1567008000000000000,20300.0,20390.0,20160.0,20205.0,9656,10841,11388
2019-08-30 00:00:00.000000000,1567094400000000000,20220.0,20350.0,20220.0,20310.0,6900,11388,11203
2019-09-02 00:00:00.000000000,1567353600000000000,20320.0,20410.0,20175.0,20190.0,8851,11203,11289
2019-09-03 00:00:00.000000000,1567440000000000000,20195.0,20345.0,20110.0,20300.0,9426,11289,11254
2019-09-04 00:00:00.000000000,1567526400000000000,20300.0,20430.0,20180.0,20415.0,7514,11254,11023
2019-09-05 00:00:00.000000000,1567612800000000000,20425.0,20585.0,20370.0,20465.0,11720,11023,11029
2019-09-06 00:00:00.000000000,1567699200000000000,20525.0,21200.0,20495.0,20840.0,29845,11029,11085
2019-09-09 00:00:00.000000000,1567958400000000000,20830.0,20880.0,20740.0,20820.0,7779,11085,10578
2019-09-10 00:00:00.000000000,1568044800000000000,20830.0,21175.0,20805.0,21110.0,10261,10578,11191
2019-09-11 00:00:00.000000000,1568131200000000000,21085.0,21155.0,21000.0,21100.0,8322,11191,11525
2019-09-12 00:00:00.000000000,1568217600000000000,21110.0,21305.0,20980.0,21250.0,7630,11525,12091
2019-09-16 00:00:00.000000000,1568563200000000000,21570.0,21900.0,21260.0,21310.0,4331,12091,11573
2019-09-17 00:00:00.000000000,1568649600000000000,21300.0,21520.0,21110.0,21235.0,5446,11573,11703
2019-09-18 00:00:00.000000000,1568736000000000000,21215.0,21280.0,20780.0,20850.0,6803,11703,11452
2019-09-19 00:00:00.000000000,1568822400000000000,20805.0,20875.0,20760.0,20760.0,6340,11452,11198
2019-09-20 00:00:00.000000000,1568908800000000000,20795.0,20935.0,20725.0,20935.0,6215,11198,11817
2019-09-23 00:00:00.000000000,1569168000000000000,20930.0,20955.0,20760.0,20815.0,7452,11817,13489
2019-09-24 00:00:00.000000000,1569254400000000000,20770.0,20880.0,20535.0,20535.0,6204,13489,12740
2019-09-25 00:00:00.000000000,1569340800000000000,20510.0,20580.0,20480.0,20510.0,5046,12740,11664
2019-09-26 00:00:00.000000000,1569427200000000000,20460.0,20485.0,20380.0,20395.0,3050,11664,11448
2019-09-27 00:00:00.000000000,1569513600000000000,20415.0,20435.0,19805.0,20110.0,9697,11448,10680
2019-09-30 00:00:00.000000000,1569772800000000000,20100.0,20190.0,19900.0,20055.0,5523,10680,10851
2019-10-08 00:00:00.000000000,1570464000000000000,20095.0,20260.0,20010.0,20115.0,3254,10851,11542
2019-10-09 00:00:00.000000000,1570550400000000000,20110.0,20360.0,20105.0,20335.0,6288,11542,12029
2019-10-10 00:00:00.000000000,1570636800000000000,20395.0,20470.0,20320.0,20435.0,5171,12029,12615
2019-10-11 00:00:00.000000000,1570723200000000000,20425.0,20450.0,20350.0,20400.0,3365,12615,13064
2019-10-14 00:00:00.000000000,1570982400000000000,20425.0,20945.0,20390.0,20795.0,10186,13064,13475
2019-10-15 00:00:00.000000000,1571068800000000000,20715.0,20790.0,20540.0,20605.0,6705,13475,14026
2019-10-16 00:00:00.000000000,1571155200000000000,20595.0,20775.0,20540.0,20585.0,6763,14026,15106
2019-10-17 00:00:00.000000000,1571241600000000000,20590.0,20660.0,20385.0,20575.0,8611,15106,16040
2019-10-18 00:00:00.000000000,1571328000000000000,20625.0,20700.0,20500.0,20595.0,5185,16040,15678
2019-10-21 00:00:00.000000000,1571587200000000000,20625.0,20700.0,20425.0,20430.0,8822,15678,15988
2019-10-22 00:00:00.000000000,1571673600000000000,20425.0,20505.0,20300.0,20480.0,5859,15988,14872
