datetime,datetime_nano,KQ.m@CZCE.CJ.open,KQ.m@CZCE.CJ.high,KQ.m@CZCE.CJ.low,KQ.m@CZCE.CJ.close,KQ.m@CZCE.CJ.volume,KQ.m@CZCE.CJ.open_oi,KQ.m@CZCE.CJ.close_oi
2020-05-19 00:00:00.000000000,1589817600000000000,10240.0,10265.0,10190.0,10200.0,13788,13053,12546
2020-05-20 00:00:00.000000000,1589904000000000000,10195.0,10220.0,10150.0,10190.0,10149,12546,11774
2020-05-21 00:00:00.000000000,1589990400000000000,10190.0,10275.0,10180.0,10225.0,16246,11774,13258
2020-05-22 00:00:00.000000000,1590076800000000000,10205.0,10235.0,10040.0,10050.0,21860,13258,12882
2020-05-25 00:00:00.000000000,1590336000000000000,10070.0,10110.0,10050.0,10065.0,10419,12882,12891
2020-05-26 00:00:00.000000000,1590422400000000000,10045.0,10115.0,10035.0,10110.0,9687,12891,12243
2020-05-27 00:00:00.000000000,1590508800000000000,10115.0,10130.0,10080.0,10105.0,7255,12243,11639
2020-05-28 00:00:00.000000000,1590595200000000000,10105.0,10130.0,9985.0,10020.0,18012,11639,13788
2020-05-29 00:00:00.000000000,1590681600000000000,10035.0,10055.0,9880.0,9885.0,19727,13788,17476
2020-06-01 00:00:00.000000000,1590940800000000000,9870.0,9975.0,9845.0,9955.0,23210,17476,17464
2020-06-02 00:00:00.000000000,1591027200000000000,9945.0,9990.0,9880.0,9920.0,15559,17464,17033
2020-06-03 00:00:00.000000000,1591113600000000000,9940.0,9970.0,9930.0,9960.0,9852,17033,16635
2020-06-04 00:00:00.000000000,1591200000000000000,9960.0,9985.0,9875.0,9980.0,18116,16635,16724
2020-06-05 00:00:00.000000000,1591286400000000000,9985.0,10035.0,9960.0,9995.0,13586,16724,15938
2020-06-08 00:00:00.000000000,1591545600000000000,10000.0,10065.0,9990.0,10015.0,11130,15938,15350
2020-06-09 00:00:00.000000000,1591632000000000000,10030.0,10035.0,9910.0,9930.0,11223,15350,15201
2020-06-10 00:00:00.000000000,1591718400000000000,9935.0,10045.0,9900.0,10045.0,17563,15201,15947
2020-06-11 00:00:00.000000000,1591804800000000000,10040.0,10170.0,10025.0,10070.0,29711,15947,15664
2020-06-12 00:00:00.000000000,1591891200000000000,10040.0,10070.0,10010.0,10060.0,9940,15664,14535
2020-06-15 00:00:00.000000000,1592150400000000000,10055.0,10080.0,10020.0,10045.0,15225,14535,14032
2020-06-16 00:00:00.000000000,1592236800000000000,10065.0,10095.0,9950.0,10035.0,17167,14032,13839
2020-06-17 00:00:00.000000000,1592323200000000000,10040.0,10050.0,9990.0,10035.0,9809,13839,13060
2020-06-18 00:00:00.000000000,1592409600000000000,10025.0,10070.0,9985.0,10040.0,14854,13060,13691
2020-06-19 00:00:00.000000000,1592496000000000000,10045.0,10080.0,10015.0,10035.0,12863,13691,13204
2020-06-22 00:00:00.000000000,1592755200000000000,10025.0,10080.0,9885.0,9890.0,23144,13204,14645
2020-06-23 00:00:00.000000000,1592841600000000000,9910.0,9955.0,9850.0,9895.0,15543,14645,15490
2020-06-24 00:00:00.000000000,1592928000000000000,9885.0,9905.0,9595.0,9660.0,57905,15490,25475
2020-06-29 00:00:00.000000000,1593360000000000000,9650.0,9680.0,9555.0,9670.0,28696,25475,25072
2020-06-30 00:00:00.000000000,1593446400000000000,9690.0,9740.0,9620.0,9650.0,18106,25072,23885
2020-07-01 00:00:00.000000000,1593532800000000000,9660.0,9720.0,9635.0,9670.0,10634,23885,22620
2020-07-02 00:00:00.000000000,1593619200000000000,9670.0,9795.0,9635.0,9765.0,21333,22620,18763
2020-07-03 00:00:00.000000000,1593705600000000000,9775.0,9855.0,9765.0,9805.0,12810,18763,16734
2020-07-06 00:00:00.000000000,1593964800000000000,9815.0,9835.0,9785.0,9810.0,8294,16734,16314
2020-07-07 00:00:00.000000000,1594051200000000000,9800.0,9845.0,9770.0,9810.0,10513,16314,15733
2020-07-08 00:00:00.000000000,1594137600000000000,9820.0,9830.0,9725.0,9800.0,11446,15733,15519
2020-07-09 00:00:00.000000000,1594224000000000000,9795.0,9835.0,9780.0,9795.0,10628,15519,15436
2020-07-10 00:00:00.000000000,1594310400000000000,9770.0,9785.0,9585.0,9645.0,23601,15436,17211
2020-07-13 00:00:00.000000000,1594569600000000000,9650.0,9700.0,9635.0,9670.0,15663,17211,16351
2020-07-14 00:00:00.000000000,1594656000000000000,9660.0,9715.0,9620.0,9675.0,14754,16351,16030
2020-07-15 00:00:00.000000000,1594742400000000000,9685.0,9835.0,9670.0,9785.0,21490,16030,15725
2020-07-16 00:00:00.000000000,1594828800000000000,9765.0,9810.0,9735.0,9755.0,9199,15725,15079
2020-07-17 00:00:00.000000000,1594915200000000000,9760.0,9780.0,9300.0,9360.0,36349,15079,18337
2020-07-20 00:00:00.000000000,1595174400000000000,9380.0,9395.0,9170.0,9255.0,37718,18337,20172
2020-07-21 00:00:00.000000000,1595260800000000000,9245.0,9330.0,9240.0,9275.0,18125,20172,19389
2020-07-22 00:00:00.000000000,1595347200000000000,9280.0,9335.0,9100.0,9140.0,22489,19389,19763
2020-07-23 00:00:00.000000000,1595433600000000000,9160.0,9220.0,9015.0,9145.0,30938,19763,20212
2020-07-24 00:00:00.000000000,1595520000000000000,9130.0,9280.0,8980.0,9185.0,34484,20212,17772
2020-07-27 00:00:00.000000000,1595779200000000000,9175.0,9325.0,9145.0,9180.0,23861,17772,17382
2020-07-28 00:00:00.000000000,1595865600000000000,9185.0,9260.0,9135.0,9170.0,13640,17382,16764
2020-07-29 00:00:00.000000000,1595952000000000000,9185.0,9230.0,9050.0,9170.0,20203,16764,16785
2020-07-30 00:00:00.000000000,1596038400000000000,9160.0,9280.0,9140.0,9225.0,20086,16785,14938
2020-07-31 00:00:00.000000000,1596124800000000000,9235.0,9365.0,9230.0,9260.0,24659,14938,12406
2020-08-03 00:00:00.000000000,1596384000000000000,9255.0,9275.0,9120.0,9190.0,12239,12406,11163
2020-08-04 00:00:00.000000000,1596470400000000000,9190.0,9215.0,9130.0,9160.0,7961,11163,11283
2020-08-05 00:00:00.000000000,1596556800000000000,9160.0,9350.0,9125.0,9190.0,16305,11283,10573
2020-08-06 00:00:00.000000000,1596643200000000000,9190.0,9295.0,8880.0,8895.0,30544,10573,11647
2020-08-07 00:00:00.000000000,1596729600000000000,8925.0,8955.0,8755.0,8890.0,20009,11647,10024
2020-08-10 00:00:00.000000000,1596988800000000000,8870.0,9320.0,8855.0,9300.0,29714,10024,9336
2020-08-11 00:00:00.000000000,1597075200000000000,9290.0,9530.0,9280.0,9350.0,42983,9336,8476
2020-08-12 00:00:00.000000000,1597161600000000000,9315.0,9375.0,9150.0,9180.0,24011,8476,7454
2020-08-13 00:00:00.000000000,1597248000000000000,9210.0,9330.0,9205.0,9230.0,14936,7454,6281
2020-08-14 00:00:00.000000000,1597334400000000000,9230.0,9265.0,8980.0,9005.0,16239,6281,5465
2020-08-17 00:00:00.000000000,1597593600000000000,9025.0,9050.0,8925.0,9000.0,8077,5465,4704
2020-08-18 00:00:00.000000000,1597680000000000000,9005.0,9165.0,8985.0,8990.0,7961,4704,4226
2020-08-19 00:00:00.000000000,1597766400000000000,9010.0,9075.0,8910.0,9070.0,5886,4226,3963
2020-08-20 00:00:00.000000000,1597852800000000000,9830.0,9840.0,9620.0,9690.0,5403,3963,8279
2020-08-21 00:00:00.000000000,1597939200000000000,9670.0,9715.0,9520.0,9550.0,20628,8279,12215
2020-08-24 00:00:00.000000000,1598198400000000000,9555.0,9730.0,9520.0,9705.0,23292,12215,11408
2020-08-25 00:00:00.000000000,1598284800000000000,9685.0,9780.0,9665.0,9710.0,22617,11408,10538
2020-08-26 00:00:00.000000000,1598371200000000000,9695.0,9730.0,9630.0,9680.0,17124,10538,11168
2020-08-27 00:00:00.000000000,1598457600000000000,9715.0,9730.0,9660.0,9675.0,11655,11168,11728
2020-08-28 00:00:00.000000000,1598544000000000000,9670.0,9730.0,9600.0,9670.0,18467,11728,11492
2020-08-31 00:00:00.000000000,1598803200000000000,9695.0,9835.0,9675.0,9800.0,21047,11492,12586
2020-09-01 00:00:00.000000000,1598889600000000000,9800.0,9910.0,9785.0,9795.0,21097,12586,14422
2020-09-02 00:00:00.000000000,1598976000000000000,9805.0,9825.0,9725.0,9805.0,15109,14422,14607
2020-09-03 00:00:00.000000000,1599062400000000000,9820.0,10135.0,9810.0,10015.0,62488,14607,16895
2020-09-04 00:00:00.000000000,1599148800000000000,9980.0,10185.0,9975.0,10070.0,37482,16895,16837
2020-09-07 00:00:00.000000000,1599408000000000000,10075.0,10270.0,10060.0,10250.0,34982,16837,19039
2020-09-08 00:00:00.000000000,1599494400000000000,10250.0,10250.0,10135.0,10210.0,29278,19039,18762
2020-09-09 00:00:00.000000000,1599580800000000000,10180.0,10335.0,9940.0,10005.0,47943,18762,16505
2020-09-10 00:00:00.000000000,1599667200000000000,10040.0,10055.0,9920.0,9930.0,19716,16505,16562
2020-09-11 00:00:00.000000000,1599753600000000000,9940.0,10060.0,9925.0,9975.0,20940,16562,16519
2020-09-14 00:00:00.000000000,1600012800000000000,9985.0,10100.0,9940.0,10025.0,18203,16519,16696
2020-09-15 00:00:00.000000000,1600099200000000000,10030.0,10110.0,9940.0,10005.0,21933,16696,16319
2020-09-16 00:00:00.000000000,1600185600000000000,10025.0,10065.0,9965.0,9995.0,12003,16319,15687
2020-09-17 00:00:00.000000000,1600272000000000000,10000.0,10190.0,10000.0,10115.0,30665,15687,17487
2020-09-18 00:00:00.000000000,1600358400000000000,10130.0,10195.0,10050.0,10150.0,21397,17487,17946
2020-09-21 00:00:00.000000000,1600617600000000000,10180.0,10235.0,10125.0,10135.0,17792,17946,17950
2020-09-22 00:00:00.000000000,1600704000000000000,10125.0,10135.0,9980.0,10040.0,23351,17950,16230
2020-09-23 00:00:00.000000000,1600790400000000000,10055.0,10095.0,9950.0,9995.0,15863,16230,15685
2020-09-24 00:00:00.000000000,1600876800000000000,10000.0,10050.0,9785.0,9825.0,33160,15685,15128
2020-09-25 00:00:00.000000000,1600963200000000000,9845.0,9950.0,9780.0,9890.0,26872,15128,13647
2020-09-28 00:00:00.000000000,1601222400000000000,9905.0,9945.0,9805.0,9835.0,19531,13647,13162
2020-09-29 00:00:00.000000000,1601308800000000000,9835.0,9860.0,9705.0,9710.0,16533,13162,13849
2020-09-30 00:00:00.000000000,1601395200000000000,9690.0,9825.0,9680.0,9730.0,16503,13849,11961
2020-10-09 00:00:00.000000000,1602172800000000000,9785.0,10050.0,9755.0,9950.0,39166,11961,12521
2020-10-12 00:00:00.000000000,1602432000000000000,9935.0,10035.0,9865.0,9900.0,29742,12521,13300
2020-10-13 00:00:00.000000000,1602518400000000000,9910.0,9995.0,9840.0,9960.0,23062,13300,13698
2020-10-14 00:00:00.000000000,1602604800000000000,9950.0,10250.0,9900.0,10095.0,74834,13698,17432
2020-10-15 00:00:00.000000000,1602691200000000000,10095.0,10245.0,10055.0,10085.0,45082,17432,17804
2020-10-16 00:00:00.000000000,1602777600000000000,10115.0,10180.0,10000.0,10075.0,27114,17804,18413
2020-10-19 00:00:00.000000000,1603036800000000000,10095.0,10190.0,10085.0,10140.0,35215,18413,19252
2020-10-20 00:00:00.000000000,1603123200000000000,10135.0,10165.0,10060.0,10095.0,20979,19252,19711
2020-10-21 00:00:00.000000000,1603209600000000000,10100.0,10160.0,10045.0,10060.0,20369,19711,18585
2020-10-22 00:00:00.000000000,1603296000000000000,10050.0,10115.0,10005.0,10060.0,15186,18585,18072
2020-10-23 00:00:00.000000000,1603382400000000000,10065.0,10115.0,10020.0,10055.0,17436,18072,17663
2020-10-26 00:00:00.000000000,1603641600000000000,10000.0,10210.0,9950.0,10055.0,35230,17663,17713
2020-10-27 00:00:00.000000000,1603728000000000000,10080.0,10125.0,10030.0,10045.0,14268,17713,17371
2020-10-28 00:00:00.000000000,1603814400000000000,10065.0,10090.0,9790.0,9805.0,33041,17371,18149
2020-10-29 00:00:00.000000000,1603900800000000000,9765.0,9835.0,9715.0,9775.0,23629,18149,17942
2020-10-30 00:00:00.000000000,1603987200000000000,9805.0,10015.0,9785.0,9865.0,33627,17942,16276
2020-11-02 00:00:00.000000000,1604246400000000000,9895.0,9995.0,9875.0,9900.0,16573,16276,15494
2020-11-03 00:00:00.000000000,1604332800000000000,9915.0,9960.0,9855.0,9905.0,12749,15494,15435
2020-11-04 00:00:00.000000000,1604419200000000000,9905.0,10005.0,9880.0,9895.0,15453,15435,14643
2020-11-05 00:00:00.000000000,1604505600000000000,9915.0,9930.0,9770.0,9835.0,20648,14643,15245
2020-11-06 00:00:00.000000000,1604592000000000000,9830.0,9905.0,9800.0,9820.0,12363,15245,15306
2020-11-09 00:00:00.000000000,1604851200000000000,9835.0,9945.0,9735.0,9900.0,19348,15306,14973
2020-11-10 00:00:00.000000000,1604937600000000000,9920.0,10000.0,9870.0,9925.0,23525,14973,15916
2020-11-11 00:00:00.000000000,1605024000000000000,9935.0,10030.0,9915.0,9980.0,18322,15916,16083
2020-11-12 00:00:00.000000000,1605110400000000000,10000.0,10025.0,9925.0,9970.0,14918,16083,16321
2020-11-13 00:00:00.000000000,1605196800000000000,9985.0,10030.0,9915.0,9955.0,21435,16321,16506
2020-11-16 00:00:00.000000000,1605456000000000000,9930.0,9945.0,9770.0,9775.0,24479,16506,16553
2020-11-17 00:00:00.000000000,1605542400000000000,9785.0,9795.0,9595.0,9635.0,33373,16553,18750
2020-11-18 00:00:00.000000000,1605628800000000000,9640.0,9725.0,9620.0,9725.0,15366,18750,18243
2020-11-19 00:00:00.000000000,1605715200000000000,9740.0,9895.0,9725.0,9820.0,20618,18243,16173
2020-11-20 00:00:00.000000000,1605801600000000000,9820.0,9980.0,9765.0,9970.0,27876,16173,18396
2020-11-23 00:00:00.000000000,1606060800000000000,9995.0,10075.0,9950.0,10010.0,24141,18396,20181
2020-11-24 00:00:00.000000000,1606147200000000000,10000.0,10020.0,9815.0,9860.0,24986,20181,17026
2020-11-25 00:00:00.000000000,1606233600000000000,9870.0,9960.0,9865.0,9945.0,13290,17026,15121
2020-11-26 00:00:00.000000000,1606320000000000000,9950.0,10000.0,9910.0,9915.0,14593,15121,15500
2020-11-27 00:00:00.000000000,1606406400000000000,9930.0,9980.0,9850.0,9975.0,14145,15500,14264
2020-11-30 00:00:00.000000000,1606665600000000000,9980.0,10015.0,9685.0,9690.0,32559,14264,14375
2020-12-01 00:00:00.000000000,1606752000000000000,9690.0,9740.0,9515.0,9550.0,29650,14375,16186
2020-12-02 00:00:00.000000000,1606838400000000000,9575.0,9695.0,9530.0,9630.0,17205,16186,15295
2020-12-03 00:00:00.000000000,1606924800000000000,9655.0,9795.0,9635.0,9720.0,18274,15295,13145
2020-12-04 00:00:00.000000000,1607011200000000000,9740.0,9750.0,9660.0,9680.0,9594,13145,12203
2020-12-07 00:00:00.000000000,1607270400000000000,9705.0,9730.0,9620.0,9650.0,10941,12203,11830
2020-12-08 00:00:00.000000000,1607356800000000000,9665.0,9720.0,9645.0,9700.0,9565,11830,11325
2020-12-09 00:00:00.000000000,1607443200000000000,9720.0,9735.0,9560.0,9600.0,16315,11325,11972
2020-12-10 00:00:00.000000000,1607529600000000000,9610.0,9650.0,9165.0,9240.0,34796,11972,13961
2020-12-11 00:00:00.000000000,1607616000000000000,9260.0,9775.0,9215.0,9690.0,36072,13961,9721
2020-12-14 00:00:00.000000000,1607875200000000000,9750.0,9990.0,9745.0,9915.0,23047,9721,6763
2020-12-15 00:00:00.000000000,1607961600000000000,9950.0,9995.0,9870.0,9950.0,13613,6763,4661
2020-12-16 00:00:00.000000000,1608048000000000000,9940.0,10145.0,9905.0,10110.0,12919,4661,4457
2020-12-17 00:00:00.000000000,1608134400000000000,10050.0,10130.0,9795.0,9905.0,11215,4457,3605
2020-12-18 00:00:00.000000000,1608220800000000000,9930.0,10080.0,9880.0,10035.0,7047,3605,2942
2020-12-21 00:00:00.000000000,1608480000000000000,9770.0,9955.0,9770.0,9870.0,22281,2942,10778
2020-12-22 00:00:00.000000000,1608566400000000000,9870.0,9880.0,9705.0,9840.0,29783,10778,9478
2020-12-23 00:00:00.000000000,1608652800000000000,9850.0,9955.0,9720.0,9750.0,29367,9478,10740
2020-12-24 00:00:00.000000000,1608739200000000000,9775.0,9860.0,9715.0,9825.0,21972,10740,12492
2020-12-25 00:00:00.000000000,1608825600000000000,9835.0,9910.0,9810.0,9900.0,23690,12492,15023
2020-12-28 00:00:00.000000000,1609084800000000000,9905.0,10160.0,9840.0,10120.0,55536,15023,21225
2020-12-29 00:00:00.000000000,1609171200000000000,10105.0,10180.0,9975.0,10100.0,31648,21225,21777
2020-12-30 00:00:00.000000000,1609257600000000000,10100.0,10220.0,10085.0,10145.0,30648,21777,22752
2020-12-31 00:00:00.000000000,1609344000000000000,10145.0,10270.0,10145.0,10170.0,27076,22752,22707
2021-01-04 00:00:00.000000000,1609689600000000000,10190.0,10195.0,10050.0,10150.0,18990,22707,21856
2021-01-05 00:00:00.000000000,1609776000000000000,10160.0,10210.0,10085.0,10145.0,15957,21856,22073
2021-01-06 00:00:00.000000000,1609862400000000000,10170.0,10195.0,10085.0,10105.0,12977,22073,21598
2021-01-07 00:00:00.000000000,1609948800000000000,10125.0,10185.0,10010.0,10180.0,23558,21598,23258
2021-01-08 00:00:00.000000000,1610035200000000000,10205.0,10445.0,10160.0,10315.0,57666,23258,27708
2021-01-11 00:00:00.000000000,1610294400000000000,10290.0,10425.0,10170.0,10315.0,39209,27708,25941
2021-01-12 00:00:00.000000000,1610380800000000000,10335.0,10380.0,10255.0,10305.0,24132,25941,28824
2021-01-13 00:00:00.000000000,1610467200000000000,10285.0,10325.0,10200.0,10295.0,21133,28824,27462
2021-01-14 00:00:00.000000000,1610553600000000000,10305.0,10320.0,10170.0,10200.0,25340,27462,24698
2021-01-15 00:00:00.000000000,1610640000000000000,10215.0,10285.0,10165.0,10255.0,21142,24698,25257
2021-01-18 00:00:00.000000000,1610899200000000000,10285.0,10420.0,10270.0,10350.0,34431,25257,29438
2021-01-19 00:00:00.000000000,1610985600000000000,10345.0,10390.0,10250.0,10255.0,19877,29438,25993
2021-01-20 00:00:00.000000000,1611072000000000000,10285.0,10325.0,10235.0,10250.0,13443,25993,25523
2021-01-21 00:00:00.000000000,1611158400000000000,10245.0,10270.0,10200.0,10205.0,14350,25523,24437
2021-01-22 00:00:00.000000000,1611244800000000000,10225.0,10340.0,10190.0,10330.0,24825,24437,26402
2021-01-25 00:00:00.000000000,1611504000000000000,10325.0,10330.0,10200.0,10255.0,17902,26402,23832
2021-01-26 00:00:00.000000000,1611590400000000000,10255.0,10295.0,10205.0,10250.0,12159,23832,24085
2021-01-27 00:00:00.000000000,1611676800000000000,10280.0,10370.0,10260.0,10315.0,22114,24085,24806
2021-01-28 00:00:00.000000000,1611763200000000000,10305.0,10355.0,10275.0,10310.0,14262,24806,24909
2021-01-29 00:00:00.000000000,1611849600000000000,10310.0,10350.0,10245.0,10285.0,16942,24909,23505
2021-02-01 00:00:00.000000000,1612108800000000000,10260.0,10265.0,10095.0,10150.0,32035,23505,19219
2021-02-02 00:00:00.000000000,1612195200000000000,10160.0,10215.0,10125.0,10200.0,10280,19219,18092
2021-02-03 00:00:00.000000000,1612281600000000000,10205.0,10250.0,10170.0,10240.0,12683,18092,18162
2021-02-04 00:00:00.000000000,1612368000000000000,10240.0,10300.0,10205.0,10255.0,9720,18162,17983
2021-02-05 00:00:00.000000000,1612454400000000000,10255.0,10290.0,10110.0,10125.0,16160,17983,16870
2021-02-08 00:00:00.000000000,1612713600000000000,10135.0,10150.0,10050.0,10135.0,13857,16870,15887
2021-02-09 00:00:00.000000000,1612800000000000000,10135.0,10150.0,9950.0,9975.0,9424,15887,16403
2021-02-10 00:00:00.000000000,1612886400000000000,9975.0,10040.0,9915.0,10010.0,12576,16403,15249
2021-02-18 00:00:00.000000000,1613577600000000000,10065.0,10095.0,9965.0,10015.0,7935,15249,16229
2021-02-19 00:00:00.000000000,1613664000000000000,10040.0,10150.0,10015.0,10125.0,15798,16229,16303
2021-02-22 00:00:00.000000000,1613923200000000000,10145.0,10400.0,10130.0,10395.0,23792,16303,18211
2021-02-23 00:00:00.000000000,1614009600000000000,10370.0,10510.0,10330.0,10380.0,26808,18211,20855
2021-02-24 00:00:00.000000000,1614096000000000000,10390.0,10450.0,10340.0,10365.0,13933,20855,21345
2021-02-25 00:00:00.000000000,1614182400000000000,10400.0,10475.0,10375.0,10450.0,22787,21345,23500
2021-02-26 00:00:00.000000000,1614268800000000000,10390.0,10955.0,10355.0,10610.0,168651,23500,29514
2021-03-01 00:00:00.000000000,1614528000000000000,10665.0,10865.0,10660.0,10805.0,48119,29514,31531
2021-03-02 00:00:00.000000000,1614614400000000000,10810.0,10810.0,10505.0,10580.0,32018,31531,27022
2021-03-03 00:00:00.000000000,1614700800000000000,10595.0,10690.0,10520.0,10520.0,22062,27022,25779
2021-03-04 00:00:00.000000000,1614787200000000000,10510.0,10535.0,10415.0,10485.0,22705,25779,23622
2021-03-05 00:00:00.000000000,1614873600000000000,10485.0,10485.0,10360.0,10385.0,18707,23622,21498
2021-03-08 00:00:00.000000000,1615132800000000000,10415.0,10420.0,10290.0,10305.0,19394,21498,20812
2021-03-09 00:00:00.000000000,1615219200000000000,10330.0,10330.0,10100.0,10120.0,20664,20812,19647
2021-03-10 00:00:00.000000000,1615305600000000000,10140.0,10190.0,10070.0,10175.0,17694,19647,19345
2021-03-11 00:00:00.000000000,1615392000000000000,10190.0,10270.0,10010.0,10060.0,26333,19345,18873
2021-03-12 00:00:00.000000000,1615478400000000000,10075.0,10175.0,10055.0,10115.0,13725,18873,17628
2021-03-15 00:00:00.000000000,1615737600000000000,10120.0,10210.0,10075.0,10120.0,17921,17628,17490
2021-03-16 00:00:00.000000000,1615824000000000000,10155.0,10175.0,9845.0,9870.0,28641,17490,20042
2021-03-17 00:00:00.000000000,1615910400000000000,9875.0,10065.0,9830.0,9990.0,27802,20042,18830
2021-03-18 00:00:00.000000000,1615996800000000000,10015.0,10035.0,9890.0,9940.0,11774,18830,18763
2021-03-19 00:00:00.000000000,1616083200000000000,9940.0,10045.0,9770.0,9780.0,17907,18763,19691
2021-03-22 00:00:00.000000000,1616342400000000000,9790.0,9955.0,9715.0,9745.0,22726,19691,18999
2021-03-23 00:00:00.000000000,1616428800000000000,9765.0,9850.0,9740.0,9815.0,12036,18999,17551
2021-03-24 00:00:00.000000000,1616515200000000000,9790.0,9975.0,9780.0,9970.0,12811,17551,16317
2021-03-25 00:00:00.000000000,1616601600000000000,9975.0,10040.0,9845.0,9915.0,14046,16317,15029
2021-03-26 00:00:00.000000000,1616688000000000000,9910.0,9965.0,9725.0,9740.0,13051,15029,15849
2021-03-29 00:00:00.000000000,1616947200000000000,9755.0,9840.0,9730.0,9770.0,10514,15849,15778
2021-03-30 00:00:00.000000000,1617033600000000000,9770.0,9870.0,9770.0,9835.0,9636,15778,14635
2021-03-31 00:00:00.000000000,1617120000000000000,9895.0,9895.0,9640.0,9680.0,17117,14635,15325
2021-04-01 00:00:00.000000000,1617206400000000000,9710.0,9750.0,9675.0,9705.0,10294,15325,14681
2021-04-02 00:00:00.000000000,1617292800000000000,9680.0,9775.0,9620.0,9750.0,12785,14681,14466
2021-04-06 00:00:00.000000000,1617638400000000000,9650.0,9900.0,9650.0,9875.0,9941,14466,13148
2021-04-07 00:00:00.000000000,1617724800000000000,9900.0,9980.0,9830.0,9845.0,12795,13148,10023
2021-04-08 00:00:00.000000000,1617811200000000000,9860.0,9930.0,9840.0,9855.0,9237,10023,8214
2021-04-09 00:00:00.000000000,1617897600000000000,9865.0,9920.0,9715.0,9745.0,9080,8214,6748
2021-04-12 00:00:00.000000000,1618156800000000000,9760.0,9775.0,9655.0,9715.0,6341,6748,6146
2021-04-13 00:00:00.000000000,1618243200000000000,10075.0,10210.0,10065.0,10170.0,17903,6146,16515
2021-04-14 00:00:00.000000000,1618329600000000000,10170.0,10220.0,10140.0,10195.0,10617,16515,16277
2021-04-15 00:00:00.000000000,1618416000000000000,10190.0,10275.0,10170.0,10275.0,10392,16277,16588
2021-04-16 00:00:00.000000000,1618502400000000000,10290.0,10325.0,10220.0,10230.0,11915,16588,17309
2021-04-19 00:00:00.000000000,1618761600000000000,10230.0,10295.0,10120.0,10250.0,13069,17309,17366
2021-04-20 00:00:00.000000000,1618848000000000000,10250.0,10345.0,10230.0,10285.0,11859,17366,19685
2021-04-21 00:00:00.000000000,1618934400000000000,10260.0,10315.0,10130.0,10135.0,16104,19685,19429
2021-04-22 00:00:00.000000000,1619020800000000000,10135.0,10155.0,10080.0,10110.0,14925,19429,20355
2021-04-23 00:00:00.000000000,1619107200000000000,10115.0,10185.0,10090.0,10095.0,10751,20355,20412
2021-04-26 00:00:00.000000000,1619366400000000000,10100.0,10150.0,9960.0,10015.0,23772,20412,23589
2021-04-27 00:00:00.000000000,1619452800000000000,10030.0,10055.0,9670.0,9675.0,43520,23589,29209
2021-04-28 00:00:00.000000000,1619539200000000000,9665.0,9710.0,9560.0,9675.0,40410,29209,31130
2021-04-29 00:00:00.000000000,1619625600000000000,9660.0,9675.0,9540.0,9545.0,24024,31130,34129
2021-04-30 00:00:00.000000000,1619712000000000000,9550.0,9610.0,9420.0,9475.0,39667,34129,34317
2021-05-06 00:00:00.000000000,1620230400000000000,9495.0,9520.0,9305.0,9340.0,30017,34317,37440
2021-05-07 00:00:00.000000000,1620316800000000000,9325.0,9485.0,9280.0,9360.0,35755,37440,37494
2021-05-10 00:00:00.000000000,1620576000000000000,9380.0,9455.0,9335.0,9365.0,28829,37494,37266
2021-05-11 00:00:00.000000000,1620662400000000000,9325.0,9330.0,8930.0,8930.0,54549,37266,40795
2021-05-12 00:00:00.000000000,1620748800000000000,8845.0,8885.0,8600.0,8655.0,81576,40795,40321
2021-05-13 00:00:00.000000000,1620835200000000000,8670.0,8840.0,8620.0,8710.0,65488,40321,39306
2021-05-14 00:00:00.000000000,1620921600000000000,8715.0,8875.0,8710.0,8735.0,47123,39306,38766
2021-05-17 00:00:00.000000000,1621180800000000000,8760.0,8960.0,8750.0,8890.0,44512,38766,34130
2021-05-18 00:00:00.000000000,1621267200000000000,8915.0,8920.0,8715.0,8790.0,47838,34130,35327
2021-05-19 00:00:00.000000000,1621353600000000000,8795.0,8900.0,8650.0,8660.0,49032,35327,39670
2021-05-20 00:00:00.000000000,1621440000000000000,8580.0,8855.0,8485.0,8850.0,73735,39670,36209
2021-05-21 00:00:00.000000000,1621526400000000000,8860.0,9130.0,8855.0,9130.0,97199,36209,39550
2021-05-24 00:00:00.000000000,1621785600000000000,9150.0,9470.0,9030.0,9275.0,162810,39550,33568
2021-05-25 00:00:00.000000000,1621872000000000000,9290.0,9390.0,9120.0,9250.0,92491,33568,31682
2021-05-26 00:00:00.000000000,1621958400000000000,9260.0,9295.0,8910.0,9045.0,119669,31682,31299
2021-05-27 00:00:00.000000000,1622044800000000000,9080.0,9350.0,9050.0,9320.0,122888,31299,33603
2021-05-28 00:00:00.000000000,1622131200000000000,9350.0,9435.0,9185.0,9205.0,91114,33603,32255
2021-05-31 00:00:00.000000000,1622390400000000000,9200.0,9225.0,9090.0,9145.0,69121,32255,33309
2021-06-01 00:00:00.000000000,1622476800000000000,9170.0,9245.0,9105.0,9140.0,53563,33309,31981
2021-06-02 00:00:00.000000000,1622563200000000000,9145.0,9175.0,8775.0,8840.0,122404,31981,37601
2021-06-03 00:00:00.000000000,1622649600000000000,8850.0,8885.0,8740.0,8825.0,83647,37601,38323
2021-06-04 00:00:00.000000000,1622736000000000000,8825.0,9070.0,8820.0,8830.0,94727,38323,37958
