datetime,datetime_nano,KQ.m@CZCE.PF.open,KQ.m@CZCE.PF.high,KQ.m@CZCE.PF.low,KQ.m@CZCE.PF.close,KQ.m@CZCE.PF.volume,KQ.m@CZCE.PF.open_oi,KQ.m@CZCE.PF.close_oi
2021-10-27 00:00:00.000000000,1635264000000000000,7766.0,7782.0,7442.0,7524.0,270007,107258,106373
2021-10-28 00:00:00.000000000,1635350400000000000,7500.0,7502.0,7160.0,7340.0,383325,106373,98645
2021-10-29 00:00:00.000000000,1635436800000000000,7304.0,7408.0,7252.0,7276.0,184583,98645,100991
2021-11-01 00:00:00.000000000,1635696000000000000,7256.0,7376.0,7242.0,7336.0,134100,100991,96914
2021-11-02 00:00:00.000000000,1635782400000000000,7380.0,7516.0,7200.0,7388.0,215292,96914,97802
2021-11-03 00:00:00.000000000,1635868800000000000,7362.0,7430.0,7150.0,7204.0,199540,97802,99133
2021-11-04 00:00:00.000000000,1635955200000000000,7166.0,7184.0,7058.0,7136.0,187536,99133,102966
2021-11-05 00:00:00.000000000,1636041600000000000,7230.0,7264.0,7012.0,7076.0,173915,102966,105695
2021-11-08 00:00:00.000000000,1636300800000000000,7080.0,7256.0,7040.0,7186.0,159422,105695,114105
2021-11-09 00:00:00.000000000,1636387200000000000,7184.0,7202.0,7104.0,7114.0,93842,114105,121132
2021-11-10 00:00:00.000000000,1636473600000000000,7126.0,7222.0,7032.0,7222.0,122267,121132,123102
2021-11-11 00:00:00.000000000,1636560000000000000,7196.0,7240.0,7030.0,7050.0,142849,123102,123758
2021-11-12 00:00:00.000000000,1636646400000000000,7012.0,7050.0,6902.0,6908.0,145832,123758,138686
2021-11-15 00:00:00.000000000,1636905600000000000,6872.0,6950.0,6858.0,6898.0,109134,138686,139515
2021-11-16 00:00:00.000000000,1636992000000000000,6892.0,6984.0,6828.0,6948.0,122750,139515,132210
2021-11-17 00:00:00.000000000,1637078400000000000,6940.0,6974.0,6890.0,6932.0,104897,132210,130236
2021-11-18 00:00:00.000000000,1637164800000000000,6940.0,6980.0,6770.0,6780.0,118584,130236,131175
2021-11-19 00:00:00.000000000,1637251200000000000,6780.0,6878.0,6760.0,6848.0,129922,131175,126470
2021-11-22 00:00:00.000000000,1637510400000000000,6722.0,6838.0,6678.0,6832.0,128593,126470,121914
2021-11-23 00:00:00.000000000,1637596800000000000,6828.0,6862.0,6772.0,6822.0,114167,121914,124176
2021-11-24 00:00:00.000000000,1637683200000000000,6842.0,6992.0,6830.0,6990.0,148983,124176,114017
2021-11-25 00:00:00.000000000,1637769600000000000,7006.0,7174.0,7004.0,7116.0,151402,114017,107614
2021-11-26 00:00:00.000000000,1637856000000000000,7136.0,7170.0,6904.0,6912.0,171617,107614,98611
2021-11-29 00:00:00.000000000,1638115200000000000,6850.0,6874.0,6626.0,6654.0,203364,98611,101945
2021-11-30 00:00:00.000000000,1638201600000000000,6652.0,6718.0,6500.0,6510.0,171239,101945,104287
2021-12-01 00:00:00.000000000,1638288000000000000,6532.0,6664.0,6478.0,6616.0,137974,104287,97382
2021-12-02 00:00:00.000000000,1638374400000000000,6650.0,6664.0,6520.0,6596.0,109807,97382,93904
2021-12-03 00:00:00.000000000,1638460800000000000,6574.0,6644.0,6456.0,6630.0,147090,93904,89734
2021-12-06 00:00:00.000000000,1638720000000000000,6660.0,6756.0,6638.0,6658.0,123311,89734,82177
2021-12-07 00:00:00.000000000,1638806400000000000,6700.0,6788.0,6662.0,6682.0,123507,82177,71998
2021-12-08 00:00:00.000000000,1638892800000000000,6734.0,6756.0,6628.0,6674.0,90160,71998,70794
2021-12-09 00:00:00.000000000,1638979200000000000,6684.0,6844.0,6682.0,6788.0,101614,70794,61241
2021-12-10 00:00:00.000000000,1639065600000000000,6742.0,6806.0,6666.0,6668.0,92860,61241,57326
2021-12-13 00:00:00.000000000,1639324800000000000,6702.0,6868.0,6684.0,6858.0,98015,57326,47262
2021-12-14 00:00:00.000000000,1639411200000000000,6798.0,6884.0,6730.0,6808.0,81761,47262,40410
2021-12-15 00:00:00.000000000,1639497600000000000,6794.0,6818.0,6708.0,6738.0,61405,40410,85062
2021-12-16 00:00:00.000000000,1639584000000000000,6740.0,6876.0,6726.0,6854.0,116335,85062,90370
2021-12-17 00:00:00.000000000,1639670400000000000,6846.0,6914.0,6824.0,6886.0,121249,90370,93026
2021-12-20 00:00:00.000000000,1639929600000000000,6876.0,6944.0,6694.0,6698.0,189438,93026,95060
2021-12-21 00:00:00.000000000,1640016000000000000,6680.0,6784.0,6562.0,6750.0,117134,95060,96307
2021-12-22 00:00:00.000000000,1640102400000000000,6746.0,6876.0,6740.0,6816.0,148577,96307,96465
2021-12-23 00:00:00.000000000,1640188800000000000,6814.0,6894.0,6778.0,6868.0,103891,96465,96785
2021-12-24 00:00:00.000000000,1640275200000000000,6882.0,7022.0,6872.0,6986.0,143326,96785,102667
2021-12-27 00:00:00.000000000,1640534400000000000,6996.0,7000.0,6858.0,6908.0,119791,102667,103946
2021-12-28 00:00:00.000000000,1640620800000000000,6904.0,7062.0,6874.0,7056.0,116583,103946,110095
2021-12-29 00:00:00.000000000,1640707200000000000,7082.0,7102.0,7008.0,7050.0,113001,110095,112261
2021-12-30 00:00:00.000000000,1640793600000000000,7040.0,7096.0,7004.0,7092.0,112640,112261,108915
2021-12-31 00:00:00.000000000,1640880000000000000,7070.0,7116.0,7024.0,7070.0,120636,108915,111385
2022-01-04 00:00:00.000000000,1641225600000000000,7070.0,7180.0,7032.0,7108.0,123741,111385,115540
2022-01-05 00:00:00.000000000,1641312000000000000,7122.0,7280.0,7112.0,7194.0,156793,115540,118917
2022-01-06 00:00:00.000000000,1641398400000000000,7194.0,7248.0,7112.0,7198.0,140839,118917,112220
2022-01-07 00:00:00.000000000,1641484800000000000,7268.0,7432.0,7236.0,7392.0,206065,112220,120390
2022-01-10 00:00:00.000000000,1641744000000000000,7374.0,7376.0,7268.0,7320.0,141606,120390,114384
2022-01-11 00:00:00.000000000,1641830400000000000,7292.0,7324.0,7244.0,7274.0,119080,114384,115993
2022-01-12 00:00:00.000000000,1641916800000000000,7304.0,7352.0,7196.0,7320.0,145165,115993,113539
2022-01-13 00:00:00.000000000,1642003200000000000,7328.0,7438.0,7324.0,7344.0,109034,113539,113656
2022-01-14 00:00:00.000000000,1642089600000000000,7356.0,7528.0,7334.0,7500.0,161018,113656,120010
2022-01-17 00:00:00.000000000,1642348800000000000,7492.0,7518.0,7386.0,7452.0,140615,120010,111986
2022-01-18 00:00:00.000000000,1642435200000000000,7448.0,7552.0,7354.0,7534.0,146828,111986,118330
2022-01-19 00:00:00.000000000,1642521600000000000,7522.0,7634.0,7476.0,7552.0,141068,118330,116921
2022-01-20 00:00:00.000000000,1642608000000000000,7548.0,7628.0,7482.0,7516.0,130554,116921,116171
2022-01-21 00:00:00.000000000,1642694400000000000,7508.0,7542.0,7302.0,7344.0,160761,116171,109992
2022-01-24 00:00:00.000000000,1642953600000000000,7350.0,7534.0,7350.0,7494.0,121787,109992,111425
2022-01-25 00:00:00.000000000,1643040000000000000,7474.0,7486.0,7312.0,7376.0,124104,111425,106559
2022-01-26 00:00:00.000000000,1643126400000000000,7362.0,7566.0,7354.0,7558.0,123533,106559,113709
2022-01-27 00:00:00.000000000,1643212800000000000,7584.0,7684.0,7544.0,7644.0,133367,113709,108659
2022-01-28 00:00:00.000000000,1643299200000000000,7676.0,7762.0,7590.0,7606.0,113165,108659,99718
2022-02-07 00:00:00.000000000,1644163200000000000,7898.0,8006.0,7882.0,7946.0,87705,99718,103755
2022-02-08 00:00:00.000000000,1644249600000000000,7938.0,8020.0,7914.0,7954.0,115319,103755,107796
2022-02-09 00:00:00.000000000,1644336000000000000,7804.0,7868.0,7736.0,7750.0,138525,107796,107212
2022-02-10 00:00:00.000000000,1644422400000000000,7736.0,7776.0,7664.0,7730.0,100483,107212,109909
2022-02-11 00:00:00.000000000,1644508800000000000,7770.0,7840.0,7600.0,7604.0,151949,109909,113286
2022-02-14 00:00:00.000000000,1644768000000000000,7690.0,7852.0,7606.0,7774.0,125264,113286,112675
2022-02-15 00:00:00.000000000,1644854400000000000,7700.0,7772.0,7580.0,7708.0,143842,112675,112398
2022-02-16 00:00:00.000000000,1644940800000000000,7566.0,7588.0,7410.0,7442.0,177132,112398,120595
2022-02-17 00:00:00.000000000,1645027200000000000,7462.0,7490.0,7168.0,7320.0,143504,120595,115892
2022-02-18 00:00:00.000000000,1645113600000000000,7330.0,7408.0,7264.0,7356.0,114334,115892,113398
2022-02-21 00:00:00.000000000,1645372800000000000,7292.0,7400.0,7292.0,7330.0,103755,113398,112258
2022-02-22 00:00:00.000000000,1645459200000000000,7350.0,7524.0,7328.0,7442.0,111617,112258,113253
2022-02-23 00:00:00.000000000,1645545600000000000,7436.0,7448.0,7316.0,7370.0,105526,113253,119848
2022-02-24 00:00:00.000000000,1645632000000000000,7382.0,7720.0,7364.0,7688.0,149012,119848,120454
2022-02-25 00:00:00.000000000,1645718400000000000,7752.0,7874.0,7532.0,7612.0,193416,120454,112749
2022-02-28 00:00:00.000000000,1645977600000000000,7592.0,7612.0,7374.0,7476.0,148509,112749,114110
2022-03-01 00:00:00.000000000,1646064000000000000,7442.0,7598.0,7418.0,7590.0,110781,114110,112336
2022-03-02 00:00:00.000000000,1646150400000000000,7718.0,7930.0,7630.0,7868.0,181718,112336,117344
2022-03-03 00:00:00.000000000,1646236800000000000,7896.0,8242.0,7834.0,8174.0,220686,117344,123018
2022-03-04 00:00:00.000000000,1646323200000000000,8130.0,8158.0,7856.0,7914.0,218961,123018,118318
2022-03-07 00:00:00.000000000,1646582400000000000,7956.0,8494.0,7918.0,8324.0,188880,118318,124345
2022-03-08 00:00:00.000000000,1646668800000000000,8216.0,8256.0,7966.0,8164.0,248154,124345,117585
2022-03-09 00:00:00.000000000,1646755200000000000,8162.0,8552.0,8088.0,8480.0,232967,117585,126013
2022-03-10 00:00:00.000000000,1646841600000000000,8252.0,8310.0,7850.0,7950.0,246910,126013,109379
2022-03-11 00:00:00.000000000,1646928000000000000,8036.0,8146.0,7816.0,7918.0,213316,109379,102485
2022-03-14 00:00:00.000000000,1647187200000000000,7900.0,7920.0,7714.0,7718.0,127198,102485,102484
2022-03-15 00:00:00.000000000,1647273600000000000,7680.0,7716.0,7462.0,7464.0,149682,102484,95942
2022-03-16 00:00:00.000000000,1647360000000000000,7432.0,7558.0,7360.0,7528.0,151652,95942,103118
2022-03-17 00:00:00.000000000,1647446400000000000,7524.0,7598.0,7400.0,7470.0,128187,103118,100944
2022-03-18 00:00:00.000000000,1647532800000000000,7590.0,7776.0,7538.0,7742.0,146225,100944,102240
2022-03-21 00:00:00.000000000,1647792000000000000,7662.0,7860.0,7644.0,7742.0,118586,102240,104453
2022-03-22 00:00:00.000000000,1647878400000000000,7788.0,7892.0,7726.0,7806.0,109828,104453,108633
2022-03-23 00:00:00.000000000,1647964800000000000,7764.0,7796.0,7630.0,7752.0,130856,108633,110995
2022-03-24 00:00:00.000000000,1648051200000000000,7864.0,7932.0,7770.0,7772.0,119319,110995,109223
2022-03-25 00:00:00.000000000,1648137600000000000,7802.0,7958.0,7710.0,7942.0,147821,109223,111828
2022-03-28 00:00:00.000000000,1648396800000000000,7850.0,7982.0,7722.0,7776.0,175426,111828,100642
2022-03-29 00:00:00.000000000,1648483200000000000,7736.0,7766.0,7666.0,7692.0,129647,100642,97188
2022-03-30 00:00:00.000000000,1648569600000000000,7544.0,7734.0,7500.0,7704.0,135658,97188,99680
2022-03-31 00:00:00.000000000,1648656000000000000,7732.0,7810.0,7580.0,7718.0,134060,99680,88843
2022-04-01 00:00:00.000000000,1648742400000000000,7700.0,7764.0,7570.0,7576.0,117982,88843,87572
2022-04-06 00:00:00.000000000,1649174400000000000,7610.0,7840.0,7546.0,7812.0,91589,87572,83544
2022-04-07 00:00:00.000000000,1649260800000000000,7848.0,7880.0,7654.0,7760.0,110241,83544,82108
2022-04-08 00:00:00.000000000,1649347200000000000,7760.0,7806.0,7608.0,7682.0,105463,82108,78392
2022-04-11 00:00:00.000000000,1649606400000000000,7696.0,7702.0,7526.0,7566.0,101807,78392,69621
2022-04-12 00:00:00.000000000,1649692800000000000,7500.0,7824.0,7500.0,7804.0,106494,69621,59459
2022-04-13 00:00:00.000000000,1649779200000000000,7804.0,7844.0,7734.0,7742.0,98966,59459,48413
2022-04-14 00:00:00.000000000,1649865600000000000,7788.0,7850.0,7726.0,7786.0,78408,48413,43037
2022-04-15 00:00:00.000000000,1649952000000000000,7776.0,7850.0,7686.0,7766.0,78437,43037,35682
2022-04-18 00:00:00.000000000,1650211200000000000,7772.0,7926.0,7750.0,7836.0,68414,35682,31573
2022-04-19 00:00:00.000000000,1650297600000000000,7812.0,7988.0,7806.0,7916.0,47440,31573,29091
2022-04-20 00:00:00.000000000,1650384000000000000,7958.0,8054.0,7914.0,8006.0,109011,29091,98804
2022-04-21 00:00:00.000000000,1650470400000000000,8018.0,8072.0,7956.0,7992.0,119110,98804,100697
2022-04-22 00:00:00.000000000,1650556800000000000,7986.0,8048.0,7852.0,7872.0,120204,100697,97528
2022-04-25 00:00:00.000000000,1650816000000000000,7880.0,7940.0,7616.0,7634.0,131189,97528,92466
2022-04-26 00:00:00.000000000,1650902400000000000,7640.0,7818.0,7612.0,7766.0,113512,92466,84669
2022-04-27 00:00:00.000000000,1650988800000000000,7794.0,7808.0,7666.0,7710.0,121554,84669,84464
2022-04-28 00:00:00.000000000,1651075200000000000,7660.0,7812.0,7636.0,7796.0,112183,84464,71351
2022-04-29 00:00:00.000000000,1651161600000000000,7778.0,8036.0,7762.0,8026.0,133284,71351,53330
2022-05-05 00:00:00.000000000,1651680000000000000,8132.0,8186.0,8000.0,8104.0,56427,53330,52418
2022-05-06 00:00:00.000000000,1651766400000000000,8124.0,8304.0,8114.0,8220.0,117689,52418,45703
2022-05-09 00:00:00.000000000,1652025600000000000,8222.0,8266.0,8088.0,8208.0,113636,45703,35006
2022-05-10 00:00:00.000000000,1652112000000000000,8170.0,8278.0,8024.0,8126.0,137324,35006,37047
2022-05-11 00:00:00.000000000,1652198400000000000,8140.0,8236.0,7972.0,8102.0,100169,37047,32228
2022-05-12 00:00:00.000000000,1652284800000000000,8132.0,8476.0,8052.0,8280.0,191170,32228,33348
2022-05-13 00:00:00.000000000,1652371200000000000,8288.0,8446.0,8264.0,8400.0,112803,33348,29224
2022-05-16 00:00:00.000000000,1652630400000000000,8476.0,8480.0,8312.0,8396.0,102168,29224,115022
2022-05-17 00:00:00.000000000,1652716800000000000,8426.0,8536.0,8366.0,8428.0,157161,115022,120056
2022-05-18 00:00:00.000000000,1652803200000000000,8434.0,8436.0,8276.0,8282.0,139654,120056,118132
2022-05-19 00:00:00.000000000,1652889600000000000,8298.0,8358.0,8202.0,8304.0,129936,118132,114486
2022-05-20 00:00:00.000000000,1652976000000000000,8230.0,8402.0,8204.0,8332.0,153467,114486,114261
2022-05-23 00:00:00.000000000,1653235200000000000,8340.0,8350.0,8170.0,8238.0,143971,114261,106812
2022-05-24 00:00:00.000000000,1653321600000000000,8250.0,8298.0,8140.0,8168.0,108451,106812,97159
2022-05-25 00:00:00.000000000,1653408000000000000,8210.0,8358.0,8210.0,8294.0,135449,97159,97590
2022-05-26 00:00:00.000000000,1653494400000000000,8310.0,8328.0,8186.0,8244.0,123645,97590,93747
2022-05-27 00:00:00.000000000,1653580800000000000,8244.0,8380.0,8174.0,8190.0,142244,93747,89060
2022-05-30 00:00:00.000000000,1653840000000000000,8168.0,8302.0,8150.0,8278.0,129683,89060,80052
2022-05-31 00:00:00.000000000,1653926400000000000,8318.0,8466.0,8266.0,8438.0,122763,80052,63491
2022-06-01 00:00:00.000000000,1654012800000000000,8444.0,8488.0,8240.0,8278.0,90075,63491,48552
2022-06-02 00:00:00.000000000,1654099200000000000,8286.0,8316.0,8164.0,8246.0,69208,48552,36319
2022-06-06 00:00:00.000000000,1654444800000000000,8500.0,8716.0,8480.0,8646.0,171366,36319,141850
2022-06-07 00:00:00.000000000,1654531200000000000,8644.0,8846.0,8638.0,8802.0,218093,141850,158260
2022-06-08 00:00:00.000000000,1654617600000000000,8782.0,9062.0,8776.0,8990.0,295294,158260,171579
2022-06-09 00:00:00.000000000,1654704000000000000,9018.0,9126.0,8932.0,8990.0,227102,171579,174985
2022-06-10 00:00:00.000000000,1654790400000000000,8958.0,9168.0,8930.0,9036.0,269849,174985,177566
2022-06-13 00:00:00.000000000,1655049600000000000,8964.0,9010.0,8762.0,8816.0,239287,177566,160071
2022-06-14 00:00:00.000000000,1655136000000000000,8766.0,8872.0,8702.0,8822.0,209197,160071,154974
2022-06-15 00:00:00.000000000,1655222400000000000,8860.0,8906.0,8724.0,8754.0,200738,154974,150760
2022-06-16 00:00:00.000000000,1655308800000000000,8714.0,8772.0,8626.0,8676.0,201187,150760,143072
2022-06-17 00:00:00.000000000,1655395200000000000,8632.0,8668.0,8530.0,8604.0,177470,143072,134320
2022-06-20 00:00:00.000000000,1655654400000000000,8638.0,8698.0,8408.0,8432.0,266718,134320,123293
2022-06-21 00:00:00.000000000,1655740800000000000,8450.0,8548.0,8360.0,8392.0,150281,123293,120437
2022-06-22 00:00:00.000000000,1655827200000000000,8410.0,8440.0,8204.0,8234.0,175099,120437,122381
2022-06-23 00:00:00.000000000,1655913600000000000,8202.0,8252.0,8104.0,8208.0,173544,122381,128619
2022-06-24 00:00:00.000000000,1656000000000000000,8220.0,8264.0,7850.0,7868.0,249635,128619,122613
2022-06-27 00:00:00.000000000,1656259200000000000,7920.0,8070.0,7794.0,8008.0,215104,122613,117971
2022-06-28 00:00:00.000000000,1656345600000000000,8010.0,8178.0,7952.0,8160.0,179644,117971,109257
2022-06-29 00:00:00.000000000,1656432000000000000,8160.0,8182.0,7894.0,7924.0,211474,109257,108355
2022-06-30 00:00:00.000000000,1656518400000000000,8020.0,8042.0,7864.0,7978.0,192009,108355,107333
2022-07-01 00:00:00.000000000,1656604800000000000,7978.0,8022.0,7768.0,7786.0,200218,107333,107036
2022-07-04 00:00:00.000000000,1656864000000000000,7846.0,7938.0,7710.0,7914.0,172154,107036,106675
2022-07-05 00:00:00.000000000,1656950400000000000,7964.0,7970.0,7802.0,7810.0,169286,106675,99741
2022-07-06 00:00:00.000000000,1657036800000000000,7770.0,7792.0,7522.0,7648.0,221340,99741,89587
2022-07-07 00:00:00.000000000,1657123200000000000,7646.0,7680.0,7486.0,7590.0,173812,89587,86766
2022-07-08 00:00:00.000000000,1657209600000000000,7636.0,7742.0,7598.0,7676.0,145419,86766,83525
2022-07-11 00:00:00.000000000,1657468800000000000,7668.0,7754.0,7566.0,7624.0,155947,83525,83494
2022-07-12 00:00:00.000000000,1657555200000000000,7594.0,7610.0,7348.0,7354.0,151227,83494,85917
2022-07-13 00:00:00.000000000,1657641600000000000,7288.0,7320.0,6984.0,7080.0,205513,85917,85595
2022-07-14 00:00:00.000000000,1657728000000000000,7018.0,7038.0,6882.0,6930.0,199774,85595,87457
2022-07-15 00:00:00.000000000,1657814400000000000,6896.0,6914.0,6740.0,6754.0,183881,87457,87593
2022-07-18 00:00:00.000000000,1658073600000000000,6838.0,7180.0,6826.0,7156.0,212325,87593,82493
2022-07-19 00:00:00.000000000,1658160000000000000,7150.0,7252.0,6948.0,7030.0,167416,82493,82417
2022-07-20 00:00:00.000000000,1658246400000000000,6966.0,7194.0,6940.0,7068.0,169133,82417,81037
2022-07-21 00:00:00.000000000,1658332800000000000,7046.0,7164.0,7020.0,7024.0,148534,81037,83396
2022-07-22 00:00:00.000000000,1658419200000000000,6930.0,7178.0,6912.0,7150.0,168541,83396,79129
2022-07-25 00:00:00.000000000,1658678400000000000,7100.0,7274.0,7096.0,7136.0,162910,79129,73445
2022-07-26 00:00:00.000000000,1658764800000000000,7208.0,7410.0,7164.0,7354.0,150446,73445,71746
2022-07-27 00:00:00.000000000,1658851200000000000,7352.0,7414.0,7210.0,7320.0,129431,71746,67140
2022-07-28 00:00:00.000000000,1658937600000000000,7368.0,7516.0,7264.0,7476.0,135515,67140,65759
2022-07-29 00:00:00.000000000,1659024000000000000,7496.0,7506.0,7366.0,7414.0,113022,65759,61174
2022-08-01 00:00:00.000000000,1659283200000000000,7454.0,7530.0,7316.0,7398.0,114042,61174,58872
2022-08-02 00:00:00.000000000,1659369600000000000,7342.0,7460.0,7292.0,7416.0,132527,58872,57329
2022-08-03 00:00:00.000000000,1659456000000000000,7280.0,7382.0,7216.0,7330.0,94340,57329,244603
2022-08-04 00:00:00.000000000,1659542400000000000,7410.0,7468.0,7074.0,7102.0,142947,244603,260542
2022-08-05 00:00:00.000000000,1659628800000000000,7084.0,7106.0,6916.0,6934.0,154888,260542,282353
2022-08-08 00:00:00.000000000,1659888000000000000,6890.0,7236.0,6854.0,7210.0,203432,282353,288276
2022-08-09 00:00:00.000000000,1659974400000000000,7180.0,7294.0,7150.0,7228.0,159332,288276,295910
2022-08-10 00:00:00.000000000,1660060800000000000,7288.0,7330.0,7076.0,7128.0,158766,295910,300476
2022-08-11 00:00:00.000000000,1660147200000000000,7164.0,7286.0,7062.0,7222.0,161792,300476,308892
2022-08-12 00:00:00.000000000,1660233600000000000,7258.0,7400.0,7248.0,7392.0,173240,308892,324311
2022-08-15 00:00:00.000000000,1660492800000000000,7354.0,7486.0,7306.0,7392.0,193159,324311,324562
2022-08-16 00:00:00.000000000,1660579200000000000,7298.0,7304.0,7150.0,7198.0,190621,324562,322219
2022-08-17 00:00:00.000000000,1660665600000000000,7228.0,7258.0,7068.0,7076.0,163430,322219,326487
2022-08-18 00:00:00.000000000,1660752000000000000,7076.0,7184.0,7042.0,7098.0,171494,326487,329944
2022-08-19 00:00:00.000000000,1660838400000000000,7168.0,7176.0,6912.0,6950.0,227617,329944,352720
2022-08-22 00:00:00.000000000,1661097600000000000,6910.0,7126.0,6910.0,7064.0,177943,352720,353709
2022-08-23 00:00:00.000000000,1661184000000000000,7076.0,7280.0,7006.0,7270.0,206476,353709,357047
2022-08-24 00:00:00.000000000,1661270400000000000,7300.0,7444.0,7282.0,7430.0,197336,357047,357901
2022-08-25 00:00:00.000000000,1661356800000000000,7398.0,7540.0,7330.0,7446.0,231295,357901,365026
2022-08-26 00:00:00.000000000,1661443200000000000,7438.0,7502.0,7396.0,7466.0,178322,365026,366504
2022-08-29 00:00:00.000000000,1661702400000000000,7420.0,7526.0,7302.0,7392.0,255848,366504,363669
2022-08-30 00:00:00.000000000,1661788800000000000,7410.0,7492.0,7390.0,7412.0,194860,363669,352732
2022-08-31 00:00:00.000000000,1661875200000000000,7362.0,7516.0,7352.0,7468.0,264622,352732,299845
2022-09-01 00:00:00.000000000,1661961600000000000,7402.0,7566.0,7388.0,7488.0,273101,299845,212685
2022-09-02 00:00:00.000000000,1662048000000000000,7460.0,7482.0,7260.0,7282.0,234477,212685,134012
2022-09-05 00:00:00.000000000,1662307200000000000,7332.0,7678.0,7330.0,7628.0,247641,134012,104651
2022-09-06 00:00:00.000000000,1662393600000000000,7632.0,7668.0,7414.0,7554.0,170084,104651,74970
2022-09-07 00:00:00.000000000,1662480000000000000,7380.0,7496.0,7214.0,7234.0,226055,74970,386687
2022-09-08 00:00:00.000000000,1662566400000000000,7234.0,7318.0,7138.0,7254.0,221375,386687,376325
2022-09-09 00:00:00.000000000,1662652800000000000,7254.0,7472.0,7228.0,7466.0,212785,376325,381817
2022-09-13 00:00:00.000000000,1662998400000000000,7584.0,7626.0,7348.0,7544.0,165758,381817,382855
2022-09-14 00:00:00.000000000,1663084800000000000,7520.0,7562.0,7466.0,7518.0,181201,382855,379689
2022-09-15 00:00:00.000000000,1663171200000000000,7534.0,7664.0,7506.0,7524.0,250841,379689,385225
2022-09-16 00:00:00.000000000,1663257600000000000,7468.0,7530.0,7384.0,7508.0,216472,385225,376158
2022-09-19 00:00:00.000000000,1663516800000000000,7488.0,7578.0,7260.0,7266.0,234506,376158,374609
2022-09-20 00:00:00.000000000,1663603200000000000,7256.0,7406.0,7206.0,7348.0,179003,374609,368325
2022-09-21 00:00:00.000000000,1663689600000000000,7378.0,7536.0,7334.0,7488.0,267570,368325,375454
2022-09-22 00:00:00.000000000,1663776000000000000,7468.0,7512.0,7356.0,7452.0,187293,375454,366326
2022-09-23 00:00:00.000000000,1663862400000000000,7498.0,7540.0,7330.0,7344.0,236390,366326,353821
2022-09-26 00:00:00.000000000,1664121600000000000,7280.0,7324.0,7076.0,7110.0,270464,353821,335178
2022-09-27 00:00:00.000000000,1664208000000000000,7154.0,7208.0,7054.0,7144.0,214613,335178,308050
2022-09-28 00:00:00.000000000,1664294400000000000,7160.0,7174.0,7026.0,7042.0,227595,308050,275933
2022-09-29 00:00:00.000000000,1664380800000000000,7096.0,7248.0,7086.0,7186.0,237501,275933,227576
2022-09-30 00:00:00.000000000,1664467200000000000,7236.0,7240.0,7076.0,7152.0,217308,227576,183661
2022-10-10 00:00:00.000000000,1665331200000000000,7450.0,7586.0,7444.0,7542.0,146039,183661,160696
2022-10-11 00:00:00.000000000,1665417600000000000,7550.0,7586.0,7352.0,7396.0,164786,160696,126699
2022-10-12 00:00:00.000000000,1665504000000000000,7376.0,7428.0,7266.0,7334.0,191837,126699,83433
2022-10-13 00:00:00.000000000,1665590400000000000,7318.0,7334.0,7236.0,7272.0,129404,83433,62683
2022-10-14 00:00:00.000000000,1665676800000000000,7256.0,7414.0,7204.0,7388.0,140017,62683,45304
2022-10-17 00:00:00.000000000,1665936000000000000,7342.0,7392.0,7262.0,7332.0,106533,45304,36770
2022-10-18 00:00:00.000000000,1666022400000000000,7042.0,7186.0,6996.0,7152.0,198879,36770,295853
2022-10-19 00:00:00.000000000,1666108800000000000,7130.0,7146.0,6938.0,6992.0,226730,295853,306499
2022-10-20 00:00:00.000000000,1666195200000000000,7012.0,7148.0,6962.0,7100.0,186879,306499,297159
2022-10-21 00:00:00.000000000,1666281600000000000,7102.0,7268.0,7096.0,7136.0,291493,297159,304595
2022-10-24 00:00:00.000000000,1666540800000000000,7140.0,7218.0,7004.0,7062.0,258624,304595,299494
2022-10-25 00:00:00.000000000,1666627200000000000,7030.0,7096.0,6968.0,7008.0,208734,299494,290381
2022-10-26 00:00:00.000000000,1666713600000000000,7004.0,7086.0,6978.0,6994.0,224858,290381,279542
2022-10-27 00:00:00.000000000,1666800000000000000,7032.0,7046.0,6920.0,6924.0,242232,279542,265796
2022-10-28 00:00:00.000000000,1666886400000000000,6960.0,6976.0,6710.0,6800.0,279891,265796,234014
2022-10-31 00:00:00.000000000,1667145600000000000,6806.0,6820.0,6654.0,6738.0,251728,234014,202021
2022-11-01 00:00:00.000000000,1667232000000000000,6726.0,6950.0,6682.0,6918.0,223562,202021,158272
2022-11-02 00:00:00.000000000,1667318400000000000,6940.0,6948.0,6810.0,6902.0,183082,158272,127276
2022-11-03 00:00:00.000000000,1667404800000000000,6884.0,6984.0,6838.0,6952.0,166968,127276,99516
2022-11-04 00:00:00.000000000,1667491200000000000,6922.0,7198.0,6910.0,7138.0,185736,99516,80035
2022-11-07 00:00:00.000000000,1667750400000000000,7178.0,7224.0,7034.0,7076.0,147029,80035,57995
2022-11-08 00:00:00.000000000,1667836800000000000,7076.0,7144.0,7010.0,7082.0,106982,57995,56733
2022-11-09 00:00:00.000000000,1667923200000000000,7068.0,7140.0,6998.0,7030.0,144094,56733,50483
2022-11-10 00:00:00.000000000,1668009600000000000,7006.0,7064.0,6972.0,7006.0,99688,50483,46534
2022-11-11 00:00:00.000000000,1668096000000000000,7012.0,7256.0,6996.0,7216.0,142563,46534,48997
2022-11-14 00:00:00.000000000,1668355200000000000,7224.0,7288.0,7032.0,7096.0,108129,48997,39909
