datetime,datetime_nano,KQ.m@SHFE.zn.open,KQ.m@SHFE.zn.high,KQ.m@SHFE.zn.low,KQ.m@SHFE.zn.close,KQ.m@SHFE.zn.volume,KQ.m@SHFE.zn.open_oi,KQ.m@SHFE.zn.close_oi
2017-10-20 00:00:00.000000000,1508428800000000000,25205.0,25675.0,25090.0,25505.0,159113,131638,129822
2017-10-23 00:00:00.000000000,1508688000000000000,25495.0,25580.0,25050.0,25430.0,158545,129822,126209
2017-10-24 00:00:00.000000000,1508774400000000000,25450.0,25875.0,25400.0,25745.0,121375,126209,124966
2017-10-25 00:00:00.000000000,1508860800000000000,25845.0,25870.0,25500.0,25615.0,107363,124966,123037
2017-10-26 00:00:00.000000000,1508947200000000000,25730.0,26150.0,25660.0,26005.0,127039,123037,123472
2017-10-27 00:00:00.000000000,1509033600000000000,26065.0,26095.0,25500.0,25570.0,129051,123472,113182
2017-10-30 00:00:00.000000000,1509292800000000000,25300.0,25720.0,25245.0,25650.0,170341,113182,86009
2017-10-31 00:00:00.000000000,1509379200000000000,25650.0,26050.0,25505.0,25970.0,188825,86009,91987
2017-11-01 00:00:00.000000000,1509465600000000000,25965.0,26665.0,25820.0,25990.0,273548,91987,98534
2017-11-02 00:00:00.000000000,1509552000000000000,26065.0,26125.0,25785.0,25845.0,227336,98534,100722
2017-11-03 00:00:00.000000000,1509638400000000000,25815.0,26120.0,25710.0,25935.0,260288,100722,109166
2017-11-06 00:00:00.000000000,1509897600000000000,25855.0,26055.0,25655.0,25995.0,250807,109166,112191
2017-11-07 00:00:00.000000000,1509984000000000000,26040.0,26110.0,25625.0,25705.0,237425,112191,117235
2017-11-08 00:00:00.000000000,1510070400000000000,25675.0,25740.0,25285.0,25385.0,280770,117235,119091
2017-11-09 00:00:00.000000000,1510156800000000000,25520.0,25620.0,25230.0,25495.0,262041,119091,121727
2017-11-10 00:00:00.000000000,1510243200000000000,25460.0,25710.0,25380.0,25605.0,211360,121727,120501
2017-11-13 00:00:00.000000000,1510502400000000000,25840.0,25920.0,25665.0,25820.0,207297,120501,122087
2017-11-14 00:00:00.000000000,1510588800000000000,25690.0,25950.0,25640.0,25760.0,188087,122087,117874
2017-11-15 00:00:00.000000000,1510675200000000000,25635.0,25780.0,24900.0,25010.0,369986,117874,133013
2017-11-16 00:00:00.000000000,1510761600000000000,25110.0,25180.0,24880.0,25025.0,231694,133013,131282
2017-11-17 00:00:00.000000000,1510848000000000000,25180.0,25245.0,24750.0,25115.0,257752,131282,131496
2017-11-20 00:00:00.000000000,1511107200000000000,25120.0,25440.0,25045.0,25165.0,225413,131496,126282
2017-11-21 00:00:00.000000000,1511193600000000000,25185.0,25350.0,24830.0,25160.0,290622,126282,131183
2017-11-22 00:00:00.000000000,1511280000000000000,25250.0,25845.0,25195.0,25680.0,270428,131183,117840
2017-11-23 00:00:00.000000000,1511366400000000000,25685.0,25755.0,25530.0,25550.0,182776,117840,114664
2017-11-24 00:00:00.000000000,1511452800000000000,25630.0,25685.0,25410.0,25585.0,179142,114664,107156
2017-11-27 00:00:00.000000000,1511712000000000000,25590.0,25620.0,24985.0,25020.0,224531,107156,109590
2017-11-28 00:00:00.000000000,1511798400000000000,25060.0,25150.0,24720.0,24870.0,251504,109590,107316
2017-11-29 00:00:00.000000000,1511884800000000000,24915.0,25035.0,24670.0,24810.0,237742,107316,105217
2017-11-30 00:00:00.000000000,1511971200000000000,24665.0,24985.0,24585.0,24960.0,275637,105217,94347
2017-12-01 00:00:00.000000000,1512057600000000000,25105.0,25260.0,24855.0,25185.0,209239,94347,83403
2017-12-04 00:00:00.000000000,1512316800000000000,25335.0,25985.0,25280.0,25555.0,260468,83403,69621
2017-12-05 00:00:00.000000000,1512403200000000000,25540.0,25590.0,25180.0,25200.0,140130,69621,63442
2017-12-06 00:00:00.000000000,1512489600000000000,25135.0,25225.0,24485.0,24660.0,175660,63442,59211
2017-12-07 00:00:00.000000000,1512576000000000000,24620.0,24845.0,24340.0,24495.0,251410,59211,101188
2017-12-08 00:00:00.000000000,1512662400000000000,24575.0,24760.0,24210.0,24705.0,321410,101188,108889
2017-12-11 00:00:00.000000000,1512921600000000000,24615.0,24980.0,24530.0,24640.0,268244,108889,105215
2017-12-12 00:00:00.000000000,1513008000000000000,24760.0,25220.0,24580.0,24965.0,258191,105215,101279
2017-12-13 00:00:00.000000000,1513094400000000000,25210.0,25250.0,24950.0,25190.0,238608,101279,110428
2017-12-14 00:00:00.000000000,1513180800000000000,25195.0,25385.0,25010.0,25105.0,230908,110428,107291
2017-12-15 00:00:00.000000000,1513267200000000000,25175.0,25390.0,25135.0,25355.0,201430,107291,109181
2017-12-18 00:00:00.000000000,1513526400000000000,25330.0,25680.0,25255.0,25615.0,259725,109181,104023
2017-12-19 00:00:00.000000000,1513612800000000000,25565.0,25590.0,25230.0,25285.0,187291,104023,101796
2017-12-20 00:00:00.000000000,1513699200000000000,25320.0,25620.0,25270.0,25525.0,175093,101796,104434
2017-12-21 00:00:00.000000000,1513785600000000000,25555.0,25745.0,25340.0,25460.0,203909,104434,102705
2017-12-22 00:00:00.000000000,1513872000000000000,25485.0,25610.0,25360.0,25565.0,177413,102705,99860
2017-12-25 00:00:00.000000000,1514131200000000000,25510.0,25945.0,25280.0,25300.0,245943,99860,99700
2017-12-26 00:00:00.000000000,1514217600000000000,25295.0,25565.0,25255.0,25525.0,140270,99700,92237
2017-12-27 00:00:00.000000000,1514304000000000000,25520.0,25615.0,25335.0,25375.0,135379,92237,90265
2017-12-28 00:00:00.000000000,1514390400000000000,25485.0,25810.0,25405.0,25710.0,180501,90265,94319
2017-12-29 00:00:00.000000000,1514476800000000000,25670.0,25765.0,25550.0,25725.0,144976,94319,86609
2018-01-02 00:00:00.000000000,1514822400000000000,25810.0,26115.0,25710.0,25850.0,114259,86609,85296
2018-01-03 00:00:00.000000000,1514908800000000000,25955.0,26000.0,25745.0,25775.0,108328,85296,84136
2018-01-04 00:00:00.000000000,1514995200000000000,25810.0,25985.0,25670.0,25980.0,99972,84136,81557
2018-01-05 00:00:00.000000000,1515081600000000000,26030.0,26140.0,25865.0,26080.0,97671,81557,79235
2018-01-08 00:00:00.000000000,1515340800000000000,26060.0,26110.0,25875.0,26060.0,161688,79235,117293
2018-01-09 00:00:00.000000000,1515427200000000000,26035.0,26430.0,25995.0,26350.0,182431,117293,129769
2018-01-10 00:00:00.000000000,1515513600000000000,26275.0,26305.0,26015.0,26040.0,151338,129769,123190
2018-01-11 00:00:00.000000000,1515600000000000000,26230.0,26320.0,26065.0,26255.0,132319,123190,125873
2018-01-12 00:00:00.000000000,1515686400000000000,26325.0,26385.0,26090.0,26375.0,170607,125873,133843
2018-01-15 00:00:00.000000000,1515945600000000000,26290.0,26480.0,26215.0,26360.0,159553,133843,135404
2018-01-16 00:00:00.000000000,1516032000000000000,26330.0,26395.0,25945.0,26065.0,180558,135404,124584
2018-01-17 00:00:00.000000000,1516118400000000000,26000.0,26155.0,25940.0,26055.0,152198,124584,121174
2018-01-18 00:00:00.000000000,1516204800000000000,26070.0,26130.0,25925.0,25995.0,140194,121174,116615
2018-01-19 00:00:00.000000000,1516291200000000000,26035.0,26135.0,25880.0,26100.0,154619,116615,113177
2018-01-22 00:00:00.000000000,1516550400000000000,26185.0,26250.0,26050.0,26210.0,145770,113177,114539
2018-01-23 00:00:00.000000000,1516636800000000000,26180.0,26245.0,26040.0,26215.0,143716,114539,111714
2018-01-24 00:00:00.000000000,1516723200000000000,26135.0,26215.0,25820.0,25875.0,172414,111714,113136
2018-01-25 00:00:00.000000000,1516809600000000000,25960.0,26415.0,25940.0,26290.0,236395,113136,111560
2018-01-26 00:00:00.000000000,1516896000000000000,26230.0,26310.0,26115.0,26185.0,124825,111560,106792
2018-01-29 00:00:00.000000000,1517155200000000000,26315.0,27235.0,26200.0,27055.0,265662,106792,115804
2018-01-30 00:00:00.000000000,1517241600000000000,27050.0,27130.0,26700.0,26825.0,177856,115804,105570
2018-01-31 00:00:00.000000000,1517328000000000000,26905.0,26915.0,26520.0,26780.0,173538,105570,99701
2018-02-01 00:00:00.000000000,1517414400000000000,26765.0,26825.0,26630.0,26670.0,109951,99701,92353
2018-02-02 00:00:00.000000000,1517500800000000000,26710.0,26950.0,26630.0,26850.0,132132,92353,87767
2018-02-05 00:00:00.000000000,1517760000000000000,26780.0,26840.0,26540.0,26805.0,155631,87767,85188
2018-02-06 00:00:00.000000000,1517846400000000000,26805.0,27000.0,26420.0,26555.0,172847,85188,77456
2018-02-07 00:00:00.000000000,1517932800000000000,26530.0,26690.0,26440.0,26480.0,127440,77456,69043
2018-02-08 00:00:00.000000000,1518019200000000000,26445.0,26560.0,26010.0,26255.0,160877,69043,62439
2018-02-09 00:00:00.000000000,1518105600000000000,26320.0,26470.0,25940.0,26090.0,119343,62439,55046
2018-02-12 00:00:00.000000000,1518364800000000000,26140.0,26180.0,25850.0,25940.0,160726,55046,92056
2018-02-13 00:00:00.000000000,1518451200000000000,26000.0,26275.0,25875.0,26230.0,111698,92056,92495
2018-02-14 00:00:00.000000000,1518537600000000000,26255.0,26695.0,26235.0,26650.0,112882,92495,93675
2018-02-22 00:00:00.000000000,1519228800000000000,26930.0,26945.0,26155.0,26330.0,117953,93675,91774
2018-02-23 00:00:00.000000000,1519315200000000000,26375.0,26710.0,26360.0,26560.0,158266,91774,87538
2018-02-26 00:00:00.000000000,1519574400000000000,26575.0,26745.0,26380.0,26670.0,148250,87538,86744
2018-02-27 00:00:00.000000000,1519660800000000000,26680.0,26770.0,26600.0,26660.0,126427,86744,85633
2018-02-28 00:00:00.000000000,1519747200000000000,26570.0,26615.0,26290.0,26400.0,154999,85633,81970
2018-03-01 00:00:00.000000000,1519833600000000000,26370.0,26480.0,26225.0,26430.0,126380,81970,77999
2018-03-02 00:00:00.000000000,1519920000000000000,26090.0,26315.0,26060.0,26260.0,131514,77999,74106
2018-03-05 00:00:00.000000000,1520179200000000000,26195.0,26240.0,25645.0,25660.0,158563,74106,70330
2018-03-06 00:00:00.000000000,1520265600000000000,25535.0,25555.0,25210.0,25450.0,151009,70330,64199
2018-03-07 00:00:00.000000000,1520352000000000000,25515.0,25590.0,25295.0,25300.0,167135,64199,103859
2018-03-08 00:00:00.000000000,1520438400000000000,25305.0,25440.0,25100.0,25100.0,203520,103859,110752
2018-03-09 00:00:00.000000000,1520524800000000000,25085.0,25170.0,24505.0,24615.0,273453,110752,120095
2018-03-12 00:00:00.000000000,1520784000000000000,24715.0,25280.0,24700.0,24985.0,285521,120095,118522
2018-03-13 00:00:00.000000000,1520870400000000000,24940.0,25220.0,24865.0,25130.0,217059,118522,118112
2018-03-14 00:00:00.000000000,1520956800000000000,25225.0,25330.0,25065.0,25195.0,183376,118112,117762
2018-03-15 00:00:00.000000000,1521043200000000000,25160.0,25180.0,24665.0,24860.0,255826,117762,122067
2018-03-16 00:00:00.000000000,1521129600000000000,24845.0,24990.0,24670.0,24910.0,214042,122067,118571
2018-03-19 00:00:00.000000000,1521388800000000000,25085.0,25100.0,24755.0,24805.0,234216,118571,120727
2018-03-20 00:00:00.000000000,1521475200000000000,24905.0,24980.0,24600.0,24770.0,238250,120727,121672
2018-03-21 00:00:00.000000000,1521561600000000000,24780.0,24800.0,24290.0,24405.0,334458,121672,128848
2018-03-22 00:00:00.000000000,1521648000000000000,24510.0,25035.0,24475.0,24845.0,293922,128848,120593
2018-03-23 00:00:00.000000000,1521734400000000000,24675.0,24845.0,24235.0,24670.0,402392,120593,118324
2018-03-26 00:00:00.000000000,1521993600000000000,24770.0,24810.0,24320.0,24640.0,320285,118324,111068
2018-03-27 00:00:00.000000000,1522080000000000000,24685.0,25095.0,24665.0,24950.0,274023,111068,104651
2018-03-28 00:00:00.000000000,1522166400000000000,25000.0,25045.0,24760.0,24805.0,243087,104651,102334
2018-03-29 00:00:00.000000000,1522252800000000000,24855.0,24960.0,24650.0,24955.0,233196,102334,96075
2018-03-30 00:00:00.000000000,1522339200000000000,24980.0,25010.0,24670.0,24945.0,246624,96075,89309
2018-04-02 00:00:00.000000000,1522598400000000000,24945.0,25275.0,24905.0,24970.0,183680,89309,79835
2018-04-03 00:00:00.000000000,1522684800000000000,24975.0,25045.0,24695.0,24765.0,193819,79835,74169
2018-04-04 00:00:00.000000000,1522771200000000000,24820.0,24875.0,24585.0,24620.0,140462,74169,70540
2018-04-09 00:00:00.000000000,1523203200000000000,24755.0,24875.0,24315.0,24470.0,110750,70540,67721
2018-04-10 00:00:00.000000000,1523289600000000000,24365.0,24575.0,24250.0,24500.0,208113,67721,111432
2018-04-11 00:00:00.000000000,1523376000000000000,24590.0,24675.0,24340.0,24580.0,238228,111432,111086
2018-04-12 00:00:00.000000000,1523462400000000000,24520.0,24570.0,23435.0,23625.0,458139,111086,147499
2018-04-13 00:00:00.000000000,1523548800000000000,23510.0,23650.0,23250.0,23515.0,361751,147499,148508
2018-04-16 00:00:00.000000000,1523808000000000000,23520.0,23755.0,23165.0,23690.0,344210,148508,138315
2018-04-17 00:00:00.000000000,1523894400000000000,23730.0,23815.0,23515.0,23690.0,234720,138315,137074
2018-04-18 00:00:00.000000000,1523980800000000000,23660.0,24030.0,23605.0,23890.0,250478,137074,131949
2018-04-19 00:00:00.000000000,1524067200000000000,24290.0,24930.0,24205.0,24530.0,321864,131949,115633
2018-04-20 00:00:00.000000000,1524153600000000000,24330.0,24485.0,24185.0,24395.0,226574,115633,110297
2018-04-23 00:00:00.000000000,1524412800000000000,24450.0,24615.0,24280.0,24500.0,180080,110297,110287
2018-04-24 00:00:00.000000000,1524499200000000000,24150.0,24590.0,24120.0,24430.0,181811,110287,110928
2018-04-25 00:00:00.000000000,1524585600000000000,24505.0,24560.0,24145.0,24165.0,201231,110928,111019
2018-04-26 00:00:00.000000000,1524672000000000000,24125.0,24195.0,23630.0,23685.0,280924,111019,110303
2018-04-27 00:00:00.000000000,1524758400000000000,23665.0,23985.0,23650.0,23950.0,216754,110303,99478
2018-05-02 00:00:00.000000000,1525190400000000000,23790.0,24045.0,23605.0,23900.0,115218,99478,95356
2018-05-03 00:00:00.000000000,1525276800000000000,23805.0,23840.0,23595.0,23730.0,179821,95356,87066
2018-05-04 00:00:00.000000000,1525363200000000000,23650.0,23675.0,23180.0,23300.0,203546,87066,87098
2018-05-07 00:00:00.000000000,1525622400000000000,23225.0,23925.0,23145.0,23910.0,190091,87098,80280
2018-05-08 00:00:00.000000000,1525708800000000000,23905.0,24000.0,23790.0,23885.0,106046,80280,76676
2018-05-09 00:00:00.000000000,1525795200000000000,23705.0,23865.0,23495.0,23700.0,193764,76676,119327
2018-05-10 00:00:00.000000000,1525881600000000000,23755.0,23890.0,23670.0,23740.0,169278,119327,123295
2018-05-11 00:00:00.000000000,1525968000000000000,23820.0,23880.0,23585.0,23695.0,179822,123295,128921
2018-05-14 00:00:00.000000000,1526227200000000000,23735.0,23820.0,23515.0,23555.0,196411,128921,136886
2018-05-15 00:00:00.000000000,1526313600000000000,23495.0,23795.0,23450.0,23780.0,215635,136886,125503
2018-05-16 00:00:00.000000000,1526400000000000000,23680.0,23980.0,23630.0,23780.0,218874,125503,119988
2018-05-17 00:00:00.000000000,1526486400000000000,23760.0,23930.0,23530.0,23570.0,172814,119988,123056
2018-05-18 00:00:00.000000000,1526572800000000000,23565.0,23820.0,23560.0,23725.0,160204,123056,121302
2018-05-21 00:00:00.000000000,1526832000000000000,23700.0,24080.0,23645.0,23955.0,202329,121302,125229
2018-05-22 00:00:00.000000000,1526918400000000000,24005.0,24045.0,23580.0,23585.0,168795,125229,123634
2018-05-23 00:00:00.000000000,1527004800000000000,23620.0,23730.0,23505.0,23605.0,154786,123634,121915
2018-05-24 00:00:00.000000000,1527091200000000000,23505.0,23580.0,23285.0,23435.0,199409,121915,125834
2018-05-25 00:00:00.000000000,1527177600000000000,23390.0,23700.0,23350.0,23690.0,157391,125834,123154
2018-05-28 00:00:00.000000000,1527436800000000000,23660.0,23920.0,23540.0,23900.0,178136,123154,117871
2018-05-29 00:00:00.000000000,1527523200000000000,23880.0,24180.0,23825.0,24110.0,182991,117871,111843
2018-05-30 00:00:00.000000000,1527609600000000000,24105.0,24240.0,23885.0,23960.0,166711,111843,105002
2018-05-31 00:00:00.000000000,1527696000000000000,24070.0,24465.0,24050.0,24420.0,237926,105002,100086
2018-06-01 00:00:00.000000000,1527782400000000000,24245.0,24390.0,24155.0,24260.0,139827,100086,94143
2018-06-04 00:00:00.000000000,1528041600000000000,24265.0,24370.0,24025.0,24105.0,145439,94143,92610
2018-06-05 00:00:00.000000000,1528128000000000000,24115.0,24310.0,24015.0,24285.0,141571,92610,89464
2018-06-06 00:00:00.000000000,1528214400000000000,24435.0,24780.0,24400.0,24635.0,179133,89464,84797
2018-06-07 00:00:00.000000000,1528300800000000000,24670.0,24690.0,24420.0,24455.0,119076,84797,80129
2018-06-08 00:00:00.000000000,1528387200000000000,24500.0,24610.0,24240.0,24440.0,116542,80129,74529
2018-06-11 00:00:00.000000000,1528646400000000000,24470.0,24650.0,24410.0,24580.0,88812,74529,73324
2018-06-12 00:00:00.000000000,1528732800000000000,24420.0,24550.0,24335.0,24550.0,134755,73324,98843
2018-06-13 00:00:00.000000000,1528819200000000000,24505.0,24585.0,24160.0,24270.0,177024,98843,101608
2018-06-14 00:00:00.000000000,1528905600000000000,24325.0,24455.0,24245.0,24300.0,128620,101608,102160
2018-06-15 00:00:00.000000000,1528992000000000000,24235.0,24270.0,23955.0,24095.0,173240,102160,106616
2018-06-19 00:00:00.000000000,1529337600000000000,23720.0,23815.0,23440.0,23545.0,159694,106616,104577
2018-06-20 00:00:00.000000000,1529424000000000000,23375.0,23580.0,23335.0,23505.0,151374,104577,106035
2018-06-21 00:00:00.000000000,1529510400000000000,23470.0,23575.0,23200.0,23315.0,198026,106035,107348
2018-06-22 00:00:00.000000000,1529596800000000000,23260.0,23425.0,22575.0,23085.0,313130,107348,110810
2018-06-25 00:00:00.000000000,1529856000000000000,23030.0,23160.0,22540.0,22545.0,252427,110810,116402
2018-06-26 00:00:00.000000000,1529942400000000000,22610.0,22760.0,22380.0,22645.0,253132,116402,109226
2018-06-27 00:00:00.000000000,1530028800000000000,22680.0,22990.0,22605.0,22915.0,219025,109226,99440
2018-06-28 00:00:00.000000000,1530115200000000000,22925.0,23500.0,22895.0,23110.0,269317,99440,91945
2018-06-29 00:00:00.000000000,1530201600000000000,23140.0,23335.0,23050.0,23305.0,182732,91945,85931
2018-07-02 00:00:00.000000000,1530460800000000000,23260.0,23275.0,22885.0,23060.0,163422,85931,84463
2018-07-03 00:00:00.000000000,1530547200000000000,23085.0,23250.0,22965.0,23200.0,148153,84463,83562
2018-07-04 00:00:00.000000000,1530633600000000000,23115.0,23140.0,22310.0,22370.0,252482,83562,87701
2018-07-05 00:00:00.000000000,1530720000000000000,22375.0,22390.0,21670.0,21750.0,309416,87701,81073
2018-07-06 00:00:00.000000000,1530806400000000000,21875.0,22200.0,21790.0,22050.0,267021,81073,77025
2018-07-09 00:00:00.000000000,1531065600000000000,22130.0,22450.0,22045.0,22205.0,187073,77025,75927
2018-07-10 00:00:00.000000000,1531152000000000000,22010.0,22150.0,21725.0,21755.0,205591,75927,73557
2018-07-11 00:00:00.000000000,1531238400000000000,21605.0,21745.0,20620.0,20695.0,237335,73557,71094
2018-07-12 00:00:00.000000000,1531324800000000000,20650.0,21100.0,20580.0,20970.0,349932,71094,94702
2018-07-13 00:00:00.000000000,1531411200000000000,20950.0,21045.0,20550.0,20595.0,299418,94702,102876
2018-07-16 00:00:00.000000000,1531670400000000000,20700.0,21025.0,20280.0,20345.0,396170,102876,115098
2018-07-17 00:00:00.000000000,1531756800000000000,20330.0,20440.0,20055.0,20230.0,409936,115098,121511
2018-07-18 00:00:00.000000000,1531843200000000000,20290.0,20765.0,20195.0,20725.0,452980,121511,124366
2018-07-19 00:00:00.000000000,1531929600000000000,20775.0,21645.0,20770.0,21125.0,720384,124366,113921
2018-07-20 00:00:00.000000000,1532016000000000000,20890.0,21310.0,20810.0,21240.0,550292,113921,110311
2018-07-23 00:00:00.000000000,1532275200000000000,21240.0,21580.0,21120.0,21475.0,452632,110311,110463
2018-07-24 00:00:00.000000000,1532361600000000000,21435.0,21510.0,21125.0,21315.0,228584,110463,128626
2018-07-25 00:00:00.000000000,1532448000000000000,21460.0,21750.0,21385.0,21445.0,240893,128626,123979
2018-07-26 00:00:00.000000000,1532534400000000000,21510.0,21540.0,21190.0,21380.0,191485,123979,120391
2018-07-27 00:00:00.000000000,1532620800000000000,21320.0,21470.0,21245.0,21325.0,154497,120391,117567
2018-07-30 00:00:00.000000000,1532880000000000000,21275.0,21555.0,20920.0,20940.0,202081,117567,120252
2018-07-31 00:00:00.000000000,1532966400000000000,21030.0,21515.0,20985.0,21405.0,177582,120252,103701
2018-08-01 00:00:00.000000000,1533052800000000000,21235.0,21545.0,21105.0,21295.0,363536,103701,74665
2018-08-02 00:00:00.000000000,1533139200000000000,21210.0,21325.0,20880.0,21280.0,328154,74665,79772
2018-08-03 00:00:00.000000000,1533225600000000000,21320.0,21370.0,21175.0,21310.0,232441,79772,78799
2018-08-06 00:00:00.000000000,1533484800000000000,21435.0,21890.0,21230.0,21480.0,93308,78799,80273
2018-08-07 00:00:00.000000000,1533571200000000000,21240.0,21525.0,21155.0,21390.0,236672,80273,80127
2018-08-08 00:00:00.000000000,1533657600000000000,21445.0,21625.0,21295.0,21525.0,253865,80127,82521
2018-08-09 00:00:00.000000000,1533744000000000000,21540.0,21685.0,21455.0,21595.0,234267,82521,87539
2018-08-10 00:00:00.000000000,1533830400000000000,21690.0,21810.0,21240.0,21285.0,272233,87539,92386
2018-08-13 00:00:00.000000000,1534089600000000000,21310.0,21380.0,21055.0,21240.0,237642,92386,95096
2018-08-14 00:00:00.000000000,1534176000000000000,21195.0,21225.0,20760.0,20820.0,331018,95096,109976
2018-08-15 00:00:00.000000000,1534262400000000000,20790.0,20860.0,20330.0,20500.0,379412,109976,111555
2018-08-16 00:00:00.000000000,1534348800000000000,20250.0,20425.0,19525.0,19860.0,580995,111555,110548
2018-08-17 00:00:00.000000000,1534435200000000000,19920.0,20135.0,19550.0,19680.0,414829,110548,117376
2018-08-20 00:00:00.000000000,1534694400000000000,19800.0,20265.0,19760.0,20105.0,385505,117376,112761
2018-08-21 00:00:00.000000000,1534780800000000000,20045.0,20600.0,19970.0,20580.0,362770,112761,107959
2018-08-22 00:00:00.000000000,1534867200000000000,20550.0,20620.0,20170.0,20355.0,306283,107959,111262
2018-08-23 00:00:00.000000000,1534953600000000000,20505.0,20780.0,20410.0,20610.0,379305,111262,110596
2018-08-24 00:00:00.000000000,1535040000000000000,20675.0,21325.0,20520.0,21070.0,402801,110596,110158
2018-08-27 00:00:00.000000000,1535299200000000000,21170.0,21400.0,21130.0,21305.0,329038,110158,105738
2018-08-28 00:00:00.000000000,1535385600000000000,21300.0,21505.0,21085.0,21495.0,259867,105738,110906
2018-08-29 00:00:00.000000000,1535472000000000000,21420.0,21440.0,21010.0,21095.0,294099,110906,108988
2018-08-30 00:00:00.000000000,1535558400000000000,21120.0,21375.0,21085.0,21310.0,316246,108988,108702
2018-08-31 00:00:00.000000000,1535644800000000000,21210.0,21645.0,20980.0,21565.0,410992,108702,106346
2018-09-03 00:00:00.000000000,1535904000000000000,21590.0,21810.0,20830.0,21195.0,425244,106346,101240
2018-09-04 00:00:00.000000000,1535990400000000000,21225.0,21285.0,21030.0,21135.0,256188,101240,97944
2018-09-05 00:00:00.000000000,1536076800000000000,21070.0,21145.0,20585.0,20715.0,327964,97944,89879
2018-09-06 00:00:00.000000000,1536163200000000000,20795.0,21220.0,20755.0,21130.0,240690,89879,89878
2018-09-07 00:00:00.000000000,1536249600000000000,21195.0,21390.0,20975.0,21115.0,253103,89878,88899
2018-09-10 00:00:00.000000000,1536508800000000000,21080.0,21375.0,21025.0,21245.0,218113,88899,84613
2018-09-11 00:00:00.000000000,1536595200000000000,21365.0,21475.0,20880.0,21040.0,175924,84613,79913
2018-09-12 00:00:00.000000000,1536681600000000000,20815.0,21040.0,20680.0,20920.0,166157,79913,75107
2018-09-13 00:00:00.000000000,1536768000000000000,20540.0,20890.0,20390.0,20860.0,290089,75107,89762
2018-09-14 00:00:00.000000000,1536854400000000000,20850.0,20915.0,20585.0,20735.0,291433,89762,88889
2018-09-17 00:00:00.000000000,1537113600000000000,20690.0,20810.0,20330.0,20440.0,289196,88889,90093
2018-09-18 00:00:00.000000000,1537200000000000000,20515.0,21055.0,20470.0,21045.0,335053,90093,99323
2018-09-19 00:00:00.000000000,1537286400000000000,21080.0,21655.0,20970.0,21585.0,423134,99323,109783
2018-09-20 00:00:00.000000000,1537372800000000000,21605.0,21820.0,21415.0,21720.0,392989,109783,111660
2018-09-21 00:00:00.000000000,1537459200000000000,21700.0,21760.0,21520.0,21570.0,324604,111660,103508
2018-09-25 00:00:00.000000000,1537804800000000000,21755.0,21825.0,21470.0,21725.0,186768,103508,102636
2018-09-26 00:00:00.000000000,1537891200000000000,21790.0,21980.0,21375.0,21560.0,379818,102636,94709
2018-09-27 00:00:00.000000000,1537977600000000000,21610.0,21720.0,21485.0,21570.0,259937,94709,95219
2018-09-28 00:00:00.000000000,1538064000000000000,21580.0,22020.0,21200.0,21915.0,355023,95219,95019
2018-10-08 00:00:00.000000000,1538928000000000000,22055.0,22235.0,21815.0,21930.0,164088,95019,99194
2018-10-09 00:00:00.000000000,1539014400000000000,22025.0,22800.0,21970.0,22620.0,330536,99194,103464
2018-10-10 00:00:00.000000000,1539100800000000000,22635.0,23110.0,22530.0,22935.0,318001,103464,104816
2018-10-11 00:00:00.000000000,1539187200000000000,22890.0,22975.0,22450.0,22615.0,317115,104816,101469
2018-10-12 00:00:00.000000000,1539273600000000000,22750.0,22935.0,22465.0,22850.0,296375,101469,100840
2018-10-15 00:00:00.000000000,1539532800000000000,22805.0,22940.0,22480.0,22555.0,251599,100840,94243
2018-10-16 00:00:00.000000000,1539619200000000000,22635.0,22655.0,22085.0,22240.0,265074,94243,84611
2018-10-17 00:00:00.000000000,1539705600000000000,22320.0,22405.0,22160.0,22385.0,193929,84611,79686
2018-10-18 00:00:00.000000000,1539792000000000000,22375.0,22780.0,22340.0,22460.0,245203,79686,75474
2018-10-19 00:00:00.000000000,1539878400000000000,22500.0,22580.0,22205.0,22475.0,222472,75474,65275
2018-10-22 00:00:00.000000000,1540137600000000000,22390.0,22480.0,22020.0,22455.0,149029,65275,60180
2018-10-23 00:00:00.000000000,1540224000000000000,22085.0,22140.0,21830.0,21890.0,252702,60180,91264
2018-10-24 00:00:00.000000000,1540310400000000000,21875.0,22575.0,21805.0,22540.0,361558,91264,102105
2018-10-25 00:00:00.000000000,1540396800000000000,22505.0,22520.0,22090.0,22165.0,288749,102105,90209
2018-10-26 00:00:00.000000000,1540483200000000000,22175.0,22270.0,21900.0,21980.0,293601,90209,85667
2018-10-29 00:00:00.000000000,1540742400000000000,22010.0,22425.0,21995.0,22030.0,333834,85667,83699
2018-10-30 00:00:00.000000000,1540828800000000000,22100.0,22255.0,21675.0,21800.0,338919,83699,84352
2018-10-31 00:00:00.000000000,1540915200000000000,21750.0,21780.0,21470.0,21740.0,329772,84352,81933
2018-11-01 00:00:00.000000000,1541001600000000000,21630.0,21710.0,21305.0,21525.0,296445,81933,76128
2018-11-02 00:00:00.000000000,1541088000000000000,21590.0,21930.0,21405.0,21885.0,317495,76128,73133
2018-11-05 00:00:00.000000000,1541347200000000000,21850.0,21895.0,21355.0,21365.0,234566,73133,70710
2018-11-06 00:00:00.000000000,1541433600000000000,21290.0,21760.0,21260.0,21670.0,237188,70710,65551
