datetime,datetime_nano,KQ.m@SHFE.al.open,KQ.m@SHFE.al.high,KQ.m@SHFE.al.low,KQ.m@SHFE.al.close,KQ.m@SHFE.al.volume,KQ.m@SHFE.al.open_oi,KQ.m@SHFE.al.close_oi
2017-10-27 00:00:00.000000000,1509033600000000000,16445.0,16485.0,16245.0,16265.0,146815,172925,156227
2017-10-30 00:00:00.000000000,1509292800000000000,16195.0,16355.0,16190.0,16275.0,144993,156227,144943
2017-10-31 00:00:00.000000000,1509379200000000000,16245.0,16315.0,16205.0,16265.0,142673,144943,129657
2017-11-01 00:00:00.000000000,1509465600000000000,16180.0,16470.0,16125.0,16130.0,153947,129657,119439
2017-11-02 00:00:00.000000000,1509552000000000000,16315.0,16350.0,16165.0,16245.0,159752,119439,213476
2017-11-03 00:00:00.000000000,1509638400000000000,16230.0,16285.0,16165.0,16240.0,106552,213476,212801
2017-11-06 00:00:00.000000000,1509897600000000000,16250.0,16335.0,16040.0,16160.0,168605,212801,211845
2017-11-07 00:00:00.000000000,1509984000000000000,16150.0,16185.0,15960.0,16035.0,185305,211845,215948
2017-11-08 00:00:00.000000000,1510070400000000000,15990.0,16030.0,15800.0,15850.0,168935,215948,220067
2017-11-09 00:00:00.000000000,1510156800000000000,15810.0,15845.0,15320.0,15475.0,280192,220067,216291
2017-11-10 00:00:00.000000000,1510243200000000000,15455.0,15600.0,15435.0,15520.0,142061,216291,211886
2017-11-13 00:00:00.000000000,1510502400000000000,15555.0,15630.0,15495.0,15560.0,95623,211886,208778
2017-11-14 00:00:00.000000000,1510588800000000000,15560.0,15645.0,15425.0,15470.0,120874,208778,206423
2017-11-15 00:00:00.000000000,1510675200000000000,15480.0,15665.0,15340.0,15475.0,195472,206423,201139
2017-11-16 00:00:00.000000000,1510761600000000000,15510.0,15635.0,15455.0,15480.0,124180,201139,200612
2017-11-17 00:00:00.000000000,1510848000000000000,15545.0,15565.0,15345.0,15400.0,99617,200612,201684
2017-11-20 00:00:00.000000000,1511107200000000000,15255.0,15495.0,15070.0,15130.0,207590,201684,197223
2017-11-21 00:00:00.000000000,1511193600000000000,15125.0,15165.0,14865.0,14910.0,164573,197223,187911
2017-11-22 00:00:00.000000000,1511280000000000000,14920.0,15000.0,14815.0,14995.0,145694,187911,179015
2017-11-23 00:00:00.000000000,1511366400000000000,14975.0,15165.0,14935.0,15005.0,157132,179015,171484
2017-11-24 00:00:00.000000000,1511452800000000000,15000.0,15100.0,14945.0,15045.0,104275,171484,169903
2017-11-27 00:00:00.000000000,1511712000000000000,15065.0,15150.0,14885.0,14930.0,130963,169903,164506
2017-11-28 00:00:00.000000000,1511798400000000000,14925.0,15025.0,14730.0,14765.0,124561,164506,162566
2017-11-29 00:00:00.000000000,1511884800000000000,14740.0,14840.0,14575.0,14615.0,123388,162566,155296
2017-11-30 00:00:00.000000000,1511971200000000000,14580.0,14745.0,14340.0,14565.0,217318,155296,133327
2017-12-01 00:00:00.000000000,1512057600000000000,14675.0,14700.0,14530.0,14600.0,99644,133327,127702
2017-12-04 00:00:00.000000000,1512316800000000000,14615.0,14890.0,14415.0,14540.0,174151,127702,121948
2017-12-05 00:00:00.000000000,1512403200000000000,14550.0,14695.0,14500.0,14530.0,96357,121948,115661
2017-12-06 00:00:00.000000000,1512489600000000000,14645.0,14660.0,14290.0,14395.0,151918,115661,170675
2017-12-07 00:00:00.000000000,1512576000000000000,14370.0,14410.0,14150.0,14205.0,133560,170675,176295
2017-12-08 00:00:00.000000000,1512662400000000000,14205.0,14375.0,14175.0,14320.0,121338,176295,179045
2017-12-11 00:00:00.000000000,1512921600000000000,14300.0,14380.0,14200.0,14240.0,106915,179045,178954
2017-12-12 00:00:00.000000000,1513008000000000000,14215.0,14415.0,14190.0,14250.0,137661,178954,183638
2017-12-13 00:00:00.000000000,1513094400000000000,14285.0,14310.0,14110.0,14250.0,127466,183638,187496
2017-12-14 00:00:00.000000000,1513180800000000000,14270.0,14340.0,14215.0,14275.0,110477,187496,186702
2017-12-15 00:00:00.000000000,1513267200000000000,14315.0,14485.0,14295.0,14450.0,161511,186702,188856
2017-12-18 00:00:00.000000000,1513526400000000000,14495.0,14630.0,14415.0,14515.0,169630,188856,188707
2017-12-19 00:00:00.000000000,1513612800000000000,14520.0,14555.0,14430.0,14480.0,124175,188707,182426
2017-12-20 00:00:00.000000000,1513699200000000000,14520.0,14720.0,14450.0,14685.0,172970,182426,184709
2017-12-21 00:00:00.000000000,1513785600000000000,14740.0,14770.0,14615.0,14665.0,147458,184709,177700
2017-12-22 00:00:00.000000000,1513872000000000000,14680.0,14745.0,14555.0,14630.0,141267,177700,176763
2017-12-25 00:00:00.000000000,1514131200000000000,14680.0,14895.0,14620.0,14715.0,191649,176763,175771
2017-12-26 00:00:00.000000000,1514217600000000000,14750.0,14755.0,14505.0,14610.0,134159,175771,175335
2017-12-27 00:00:00.000000000,1514304000000000000,14685.0,14875.0,14610.0,14745.0,178780,175335,167873
2017-12-28 00:00:00.000000000,1514390400000000000,14870.0,15145.0,14790.0,15125.0,198830,167873,165995
2017-12-29 00:00:00.000000000,1514476800000000000,15105.0,15250.0,15020.0,15225.0,171371,165995,154480
2018-01-02 00:00:00.000000000,1514822400000000000,15280.0,15450.0,15010.0,15075.0,125276,154480,148127
2018-01-03 00:00:00.000000000,1514908800000000000,15090.0,15155.0,15030.0,15065.0,95349,148127,141848
2018-01-04 00:00:00.000000000,1514995200000000000,15065.0,15145.0,14905.0,15050.0,112083,141848,137875
2018-01-05 00:00:00.000000000,1515081600000000000,15070.0,15130.0,14990.0,15105.0,98014,137875,130670
2018-01-08 00:00:00.000000000,1515340800000000000,15045.0,15125.0,14825.0,14935.0,118167,130670,122763
2018-01-09 00:00:00.000000000,1515427200000000000,14905.0,15030.0,14895.0,14980.0,81914,122763,115829
2018-01-10 00:00:00.000000000,1515513600000000000,14950.0,15005.0,14875.0,14970.0,62763,115829,110946
2018-01-11 00:00:00.000000000,1515600000000000000,15100.0,15260.0,15085.0,15210.0,118463,110946,180373
2018-01-12 00:00:00.000000000,1515686400000000000,15195.0,15235.0,15020.0,15090.0,110435,180373,173421
2018-01-15 00:00:00.000000000,1515945600000000000,15130.0,15265.0,15110.0,15130.0,120381,173421,176409
2018-01-16 00:00:00.000000000,1516032000000000000,15130.0,15145.0,14725.0,14745.0,191318,176409,172572
2018-01-17 00:00:00.000000000,1516118400000000000,14670.0,14735.0,14560.0,14630.0,126071,172572,169724
2018-01-18 00:00:00.000000000,1516204800000000000,14645.0,14700.0,14505.0,14620.0,114409,169724,170531
2018-01-19 00:00:00.000000000,1516291200000000000,14715.0,14835.0,14625.0,14765.0,134379,170531,169609
2018-01-22 00:00:00.000000000,1516550400000000000,14770.0,14785.0,14610.0,14660.0,110959,169609,167287
2018-01-23 00:00:00.000000000,1516636800000000000,14705.0,14750.0,14595.0,14650.0,108601,167287,166535
2018-01-24 00:00:00.000000000,1516723200000000000,14535.0,14725.0,14530.0,14640.0,88019,166535,161454
2018-01-25 00:00:00.000000000,1516809600000000000,14645.0,14855.0,14585.0,14790.0,140296,161454,157178
2018-01-26 00:00:00.000000000,1516896000000000000,14750.0,14820.0,14610.0,14625.0,123486,157178,158152
2018-01-29 00:00:00.000000000,1517155200000000000,14655.0,14770.0,14610.0,14670.0,109055,158152,151665
2018-01-30 00:00:00.000000000,1517241600000000000,14670.0,14730.0,14415.0,14470.0,147877,151665,149931
2018-01-31 00:00:00.000000000,1517328000000000000,14505.0,14600.0,14410.0,14440.0,136165,149931,135249
2018-02-01 00:00:00.000000000,1517414400000000000,14440.0,14500.0,14290.0,14335.0,112768,135249,133680
2018-02-02 00:00:00.000000000,1517500800000000000,14345.0,14460.0,14310.0,14390.0,91421,133680,130067
2018-02-05 00:00:00.000000000,1517760000000000000,14365.0,14475.0,14260.0,14320.0,100083,130067,126606
2018-02-06 00:00:00.000000000,1517846400000000000,14315.0,14410.0,14135.0,14140.0,131292,126606,122429
2018-02-07 00:00:00.000000000,1517932800000000000,14155.0,14275.0,14095.0,14205.0,95979,122429,114187
2018-02-08 00:00:00.000000000,1518019200000000000,14205.0,14380.0,14180.0,14215.0,131814,114187,108077
2018-02-09 00:00:00.000000000,1518105600000000000,14240.0,14290.0,14160.0,14185.0,95328,108077,104274
2018-02-12 00:00:00.000000000,1518364800000000000,14140.0,14470.0,14010.0,14320.0,137372,104274,95809
2018-02-13 00:00:00.000000000,1518451200000000000,14295.0,14410.0,14230.0,14305.0,63807,95809,88425
2018-02-14 00:00:00.000000000,1518537600000000000,14330.0,14440.0,14075.0,14105.0,113875,88425,143404
2018-02-22 00:00:00.000000000,1519228800000000000,14265.0,14280.0,14030.0,14125.0,65754,143404,149482
2018-02-23 00:00:00.000000000,1519315200000000000,14140.0,14390.0,14130.0,14365.0,126569,149482,146079
2018-02-26 00:00:00.000000000,1519574400000000000,14310.0,14375.0,14195.0,14295.0,155921,146079,138664
2018-02-27 00:00:00.000000000,1519660800000000000,14305.0,14320.0,14160.0,14285.0,134112,138664,140014
2018-02-28 00:00:00.000000000,1519747200000000000,14305.0,14350.0,14190.0,14325.0,133587,140014,135279
2018-03-01 00:00:00.000000000,1519833600000000000,14300.0,14425.0,14280.0,14390.0,101558,135279,129378
2018-03-02 00:00:00.000000000,1519920000000000000,14370.0,14480.0,14250.0,14340.0,115473,129378,121610
2018-03-05 00:00:00.000000000,1520179200000000000,14355.0,14375.0,14185.0,14210.0,88693,121610,115666
2018-03-06 00:00:00.000000000,1520265600000000000,14305.0,14515.0,14290.0,14440.0,144748,115666,165172
2018-03-07 00:00:00.000000000,1520352000000000000,14440.0,14470.0,14220.0,14260.0,136541,165172,172379
2018-03-08 00:00:00.000000000,1520438400000000000,14260.0,14305.0,14130.0,14230.0,136096,172379,175276
2018-03-09 00:00:00.000000000,1520524800000000000,14235.0,14300.0,14020.0,14075.0,150024,175276,176285
2018-03-12 00:00:00.000000000,1520784000000000000,14100.0,14275.0,14035.0,14065.0,159755,176285,186551
2018-03-13 00:00:00.000000000,1520870400000000000,14075.0,14110.0,13820.0,13860.0,203085,186551,202791
2018-03-14 00:00:00.000000000,1520956800000000000,13890.0,13985.0,13860.0,13960.0,129942,202791,188734
2018-03-15 00:00:00.000000000,1521043200000000000,14000.0,14040.0,13870.0,13995.0,115815,188734,180778
2018-03-16 00:00:00.000000000,1521129600000000000,13985.0,14050.0,13915.0,13995.0,101023,180778,175836
2018-03-19 00:00:00.000000000,1521388800000000000,14020.0,14130.0,13910.0,13960.0,111995,175836,174780
2018-03-20 00:00:00.000000000,1521475200000000000,13985.0,14050.0,13930.0,13990.0,103814,174780,173817
2018-03-21 00:00:00.000000000,1521561600000000000,14020.0,14030.0,13855.0,13935.0,122129,173817,176266
2018-03-22 00:00:00.000000000,1521648000000000000,13925.0,14010.0,13850.0,13970.0,112856,176266,169802
2018-03-23 00:00:00.000000000,1521734400000000000,13925.0,13965.0,13640.0,13765.0,193483,169802,164500
2018-03-26 00:00:00.000000000,1521993600000000000,13775.0,13790.0,13660.0,13715.0,104967,164500,160674
2018-03-27 00:00:00.000000000,1522080000000000000,13715.0,13890.0,13665.0,13825.0,119708,160674,152958
2018-03-28 00:00:00.000000000,1522166400000000000,13795.0,13865.0,13730.0,13740.0,86629,152958,152652
2018-03-29 00:00:00.000000000,1522252800000000000,13735.0,13925.0,13675.0,13820.0,194157,152652,161356
2018-03-30 00:00:00.000000000,1522339200000000000,13790.0,13830.0,13630.0,13770.0,144897,161356,157830
2018-04-02 00:00:00.000000000,1522598400000000000,13760.0,13995.0,13705.0,13990.0,155823,157830,146294
2018-04-03 00:00:00.000000000,1522684800000000000,14045.0,14125.0,13960.0,14080.0,110531,146294,137987
2018-04-04 00:00:00.000000000,1522771200000000000,14105.0,14125.0,13935.0,14010.0,106794,137987,130497
2018-04-09 00:00:00.000000000,1523203200000000000,14285.0,14310.0,14085.0,14200.0,94396,130497,126334
2018-04-10 00:00:00.000000000,1523289600000000000,14235.0,14345.0,14210.0,14255.0,98575,126334,120229
2018-04-11 00:00:00.000000000,1523376000000000000,14410.0,14475.0,14300.0,14375.0,155674,120229,153225
2018-04-12 00:00:00.000000000,1523462400000000000,14400.0,14410.0,14240.0,14325.0,152688,153225,159723
2018-04-13 00:00:00.000000000,1523548800000000000,14315.0,14630.0,14260.0,14580.0,268555,159723,168923
2018-04-16 00:00:00.000000000,1523808000000000000,14665.0,14670.0,14490.0,14625.0,170684,168923,165370
2018-04-17 00:00:00.000000000,1523894400000000000,14745.0,14985.0,14730.0,14920.0,236998,165370,173385
2018-04-18 00:00:00.000000000,1523980800000000000,14835.0,14965.0,14810.0,14930.0,146569,173385,169333
2018-04-19 00:00:00.000000000,1524067200000000000,15195.0,15565.0,15145.0,15380.0,275147,169333,172105
2018-04-20 00:00:00.000000000,1524153600000000000,15265.0,15285.0,14870.0,14955.0,273890,172105,156406
2018-04-23 00:00:00.000000000,1524412800000000000,14985.0,15055.0,14825.0,15035.0,162050,156406,150759
2018-04-24 00:00:00.000000000,1524499200000000000,14355.0,14545.0,14220.0,14385.0,283939,150759,127999
2018-04-25 00:00:00.000000000,1524585600000000000,14370.0,14515.0,14360.0,14405.0,127838,127999,120632
2018-04-26 00:00:00.000000000,1524672000000000000,14465.0,14485.0,14340.0,14365.0,112423,120632,119129
2018-04-27 00:00:00.000000000,1524758400000000000,14330.0,14555.0,14305.0,14480.0,149259,119129,113644
2018-05-02 00:00:00.000000000,1525190400000000000,14450.0,14515.0,14375.0,14430.0,48106,113644,110356
2018-05-03 00:00:00.000000000,1525276800000000000,14520.0,14585.0,14475.0,14565.0,72782,110356,108854
2018-05-04 00:00:00.000000000,1525363200000000000,14570.0,14660.0,14480.0,14575.0,111178,108854,103351
2018-05-07 00:00:00.000000000,1525622400000000000,14615.0,14700.0,14585.0,14660.0,78178,103351,103042
2018-05-08 00:00:00.000000000,1525708800000000000,14630.0,14720.0,14615.0,14690.0,47754,103042,103481
2018-05-09 00:00:00.000000000,1525795200000000000,14740.0,14765.0,14575.0,14630.0,106249,103481,145271
2018-05-10 00:00:00.000000000,1525881600000000000,14590.0,14670.0,14570.0,14625.0,89506,145271,145609
2018-05-11 00:00:00.000000000,1525968000000000000,14640.0,14755.0,14605.0,14670.0,99497,145609,144681
2018-05-14 00:00:00.000000000,1526227200000000000,14670.0,14715.0,14625.0,14635.0,80111,144681,144330
2018-05-15 00:00:00.000000000,1526313600000000000,14660.0,14750.0,14635.0,14720.0,83681,144330,143752
2018-05-16 00:00:00.000000000,1526400000000000000,14715.0,14825.0,14640.0,14790.0,102730,143752,148069
2018-05-17 00:00:00.000000000,1526486400000000000,14785.0,14925.0,14755.0,14885.0,102371,148069,150719
2018-05-18 00:00:00.000000000,1526572800000000000,14835.0,14900.0,14770.0,14840.0,94556,150719,146296
2018-05-21 00:00:00.000000000,1526832000000000000,14840.0,14860.0,14750.0,14765.0,86146,146296,142764
2018-05-22 00:00:00.000000000,1526918400000000000,14790.0,14805.0,14595.0,14610.0,78507,142764,139194
2018-05-23 00:00:00.000000000,1527004800000000000,14585.0,14685.0,14580.0,14600.0,74531,139194,133345
2018-05-24 00:00:00.000000000,1527091200000000000,14545.0,14795.0,14500.0,14745.0,106420,133345,134227
2018-05-25 00:00:00.000000000,1527177600000000000,14755.0,14875.0,14730.0,14825.0,88328,134227,133772
2018-05-28 00:00:00.000000000,1527436800000000000,14820.0,14850.0,14735.0,14800.0,63907,133772,129930
2018-05-29 00:00:00.000000000,1527523200000000000,14795.0,14815.0,14715.0,14725.0,73695,129930,126367
2018-05-30 00:00:00.000000000,1527609600000000000,14715.0,14780.0,14650.0,14690.0,79179,126367,123225
2018-05-31 00:00:00.000000000,1527696000000000000,14695.0,14745.0,14585.0,14590.0,94959,123225,121644
2018-06-01 00:00:00.000000000,1527782400000000000,14605.0,14695.0,14550.0,14650.0,75286,121644,116786
2018-06-04 00:00:00.000000000,1528041600000000000,14615.0,14710.0,14585.0,14640.0,51977,116786,112812
2018-06-05 00:00:00.000000000,1528128000000000000,14695.0,14720.0,14610.0,14645.0,65309,112812,112805
2018-06-06 00:00:00.000000000,1528214400000000000,14650.0,14890.0,14615.0,14885.0,88335,112805,108001
2018-06-07 00:00:00.000000000,1528300800000000000,14915.0,15020.0,14795.0,15020.0,108491,108001,108360
2018-06-08 00:00:00.000000000,1528387200000000000,14955.0,15000.0,14765.0,14835.0,86424,108360,101168
2018-06-11 00:00:00.000000000,1528646400000000000,14920.0,14970.0,14875.0,14915.0,74613,101168,127509
2018-06-12 00:00:00.000000000,1528732800000000000,14900.0,14980.0,14840.0,14890.0,66696,127509,130529
2018-06-13 00:00:00.000000000,1528819200000000000,14890.0,14915.0,14570.0,14670.0,116549,130529,129287
2018-06-14 00:00:00.000000000,1528905600000000000,14665.0,14750.0,14610.0,14620.0,81970,129287,129101
2018-06-15 00:00:00.000000000,1528992000000000000,14595.0,14650.0,14400.0,14410.0,122606,129101,137887
2018-06-19 00:00:00.000000000,1529337600000000000,14305.0,14475.0,14070.0,14105.0,124158,137887,131862
2018-06-20 00:00:00.000000000,1529424000000000000,14050.0,14295.0,14035.0,14200.0,94034,131862,128351
2018-06-21 00:00:00.000000000,1529510400000000000,14195.0,14240.0,14120.0,14185.0,67605,128351,127808
2018-06-22 00:00:00.000000000,1529596800000000000,14200.0,14270.0,14145.0,14210.0,73212,127808,125020
2018-06-25 00:00:00.000000000,1529856000000000000,14200.0,14265.0,14125.0,14140.0,72126,125020,123077
2018-06-26 00:00:00.000000000,1529942400000000000,14110.0,14160.0,13985.0,14035.0,94479,123077,122708
2018-06-27 00:00:00.000000000,1530028800000000000,14025.0,14235.0,14010.0,14175.0,83437,122708,118066
2018-06-28 00:00:00.000000000,1530115200000000000,14200.0,14305.0,14155.0,14175.0,92730,118066,115682
2018-06-29 00:00:00.000000000,1530201600000000000,14110.0,14180.0,14085.0,14165.0,70354,115682,114823
2018-07-02 00:00:00.000000000,1530460800000000000,14140.0,14165.0,13945.0,13975.0,92818,114823,114123
2018-07-03 00:00:00.000000000,1530547200000000000,13990.0,14060.0,13905.0,14025.0,79438,114123,106422
2018-07-04 00:00:00.000000000,1530633600000000000,14060.0,14110.0,13950.0,13955.0,78565,106422,97046
2018-07-05 00:00:00.000000000,1530720000000000000,13995.0,14045.0,13860.0,13920.0,82096,97046,93288
2018-07-06 00:00:00.000000000,1530806400000000000,13925.0,14065.0,13900.0,14010.0,67199,93288,89331
2018-07-09 00:00:00.000000000,1531065600000000000,14080.0,14225.0,14060.0,14165.0,76901,89331,131706
2018-07-10 00:00:00.000000000,1531152000000000000,14165.0,14230.0,14130.0,14185.0,73191,131706,135927
2018-07-11 00:00:00.000000000,1531238400000000000,14175.0,14210.0,13865.0,14010.0,139509,135927,141694
2018-07-12 00:00:00.000000000,1531324800000000000,14050.0,14180.0,14035.0,14125.0,103202,141694,136858
2018-07-13 00:00:00.000000000,1531411200000000000,14065.0,14150.0,14030.0,14040.0,73449,136858,138253
2018-07-16 00:00:00.000000000,1531670400000000000,14075.0,14095.0,13970.0,14000.0,90300,138253,140198
2018-07-17 00:00:00.000000000,1531756800000000000,14045.0,14090.0,13990.0,14075.0,70022,140198,136435
2018-07-18 00:00:00.000000000,1531843200000000000,14065.0,14080.0,14010.0,14025.0,57297,136435,136413
2018-07-19 00:00:00.000000000,1531929600000000000,14035.0,14150.0,14030.0,14065.0,95528,136413,133932
2018-07-20 00:00:00.000000000,1532016000000000000,14035.0,14095.0,14020.0,14055.0,60278,133932,133223
2018-07-23 00:00:00.000000000,1532275200000000000,14075.0,14295.0,14050.0,14245.0,138466,133223,134667
2018-07-24 00:00:00.000000000,1532361600000000000,14310.0,14385.0,14265.0,14335.0,112891,134667,135023
2018-07-25 00:00:00.000000000,1532448000000000000,14395.0,14475.0,14350.0,14385.0,100710,135023,135534
2018-07-26 00:00:00.000000000,1532534400000000000,14365.0,14410.0,14255.0,14330.0,89547,135534,133457
2018-07-27 00:00:00.000000000,1532620800000000000,14320.0,14435.0,14315.0,14400.0,97074,133457,134873
2018-07-30 00:00:00.000000000,1532880000000000000,14400.0,14460.0,14375.0,14415.0,82007,134873,131908
2018-07-31 00:00:00.000000000,1532966400000000000,14465.0,14575.0,14415.0,14540.0,94577,131908,133004
2018-08-01 00:00:00.000000000,1533052800000000000,14525.0,14615.0,14425.0,14430.0,100071,133004,128478
2018-08-02 00:00:00.000000000,1533139200000000000,14415.0,14430.0,14240.0,14320.0,87781,128478,121075
2018-08-03 00:00:00.000000000,1533225600000000000,14295.0,14455.0,14280.0,14390.0,72659,121075,115304
2018-08-06 00:00:00.000000000,1533484800000000000,14385.0,14455.0,14350.0,14395.0,70073,115304,113218
2018-08-07 00:00:00.000000000,1533571200000000000,14395.0,14485.0,14375.0,14430.0,61293,113218,108404
2018-08-08 00:00:00.000000000,1533657600000000000,14425.0,14450.0,14360.0,14420.0,46326,108404,104172
2018-08-09 00:00:00.000000000,1533744000000000000,14535.0,14885.0,14510.0,14825.0,218785,104172,149263
2018-08-10 00:00:00.000000000,1533830400000000000,14835.0,14840.0,14585.0,14620.0,147478,149263,140592
2018-08-13 00:00:00.000000000,1534089600000000000,14630.0,14775.0,14620.0,14690.0,116394,140592,140947
2018-08-14 00:00:00.000000000,1534176000000000000,14685.0,14740.0,14630.0,14700.0,91888,140947,142102
2018-08-15 00:00:00.000000000,1534262400000000000,14670.0,14675.0,14535.0,14540.0,109692,142102,139467
2018-08-16 00:00:00.000000000,1534348800000000000,14505.0,14515.0,14225.0,14440.0,168308,139467,133585
2018-08-17 00:00:00.000000000,1534435200000000000,14430.0,14535.0,14385.0,14405.0,99566,133585,130922
2018-08-20 00:00:00.000000000,1534694400000000000,14415.0,14475.0,14370.0,14455.0,82601,130922,131446
2018-08-21 00:00:00.000000000,1534780800000000000,14505.0,14745.0,14480.0,14705.0,158859,131446,141847
2018-08-22 00:00:00.000000000,1534867200000000000,14695.0,14760.0,14610.0,14655.0,91624,141847,139055
2018-08-23 00:00:00.000000000,1534953600000000000,14665.0,14715.0,14630.0,14630.0,80578,139055,132412
2018-08-24 00:00:00.000000000,1535040000000000000,14620.0,14825.0,14605.0,14790.0,113992,132412,136915
2018-08-27 00:00:00.000000000,1535299200000000000,14795.0,14865.0,14725.0,14735.0,101927,136915,132405
2018-08-28 00:00:00.000000000,1535385600000000000,14750.0,15000.0,14695.0,14970.0,96819,132405,135774
2018-08-29 00:00:00.000000000,1535472000000000000,14995.0,15100.0,14840.0,14875.0,156667,135774,128905
2018-08-30 00:00:00.000000000,1535558400000000000,14990.0,15040.0,14890.0,14950.0,107517,128905,127084
2018-08-31 00:00:00.000000000,1535644800000000000,14920.0,14985.0,14805.0,14890.0,110479,127084,122248
2018-09-03 00:00:00.000000000,1535904000000000000,14885.0,14935.0,14800.0,14845.0,91714,122248,112611
2018-09-04 00:00:00.000000000,1535990400000000000,14835.0,14875.0,14725.0,14765.0,78056,112611,104778
2018-09-05 00:00:00.000000000,1536076800000000000,14740.0,14745.0,14590.0,14610.0,103837,104778,98164
2018-09-06 00:00:00.000000000,1536163200000000000,14700.0,14750.0,14665.0,14685.0,90180,98164,137223
2018-09-07 00:00:00.000000000,1536249600000000000,14680.0,14755.0,14600.0,14655.0,113133,137223,136605
2018-09-10 00:00:00.000000000,1536508800000000000,14680.0,14790.0,14625.0,14645.0,107518,136605,138642
2018-09-11 00:00:00.000000000,1536595200000000000,14800.0,14850.0,14680.0,14720.0,134786,138642,143898
2018-09-12 00:00:00.000000000,1536681600000000000,14610.0,14680.0,14540.0,14555.0,122216,143898,147424
2018-09-13 00:00:00.000000000,1536768000000000000,14500.0,14625.0,14475.0,14505.0,127036,147424,145313
2018-09-14 00:00:00.000000000,1536854400000000000,14540.0,14640.0,14535.0,14585.0,115528,145313,143353
2018-09-17 00:00:00.000000000,1537113600000000000,14620.0,14635.0,14430.0,14445.0,117286,143353,145764
2018-09-18 00:00:00.000000000,1537200000000000000,14470.0,14505.0,14400.0,14485.0,80983,145764,141945
2018-09-19 00:00:00.000000000,1537286400000000000,14520.0,14575.0,14435.0,14535.0,101257,141945,137387
2018-09-20 00:00:00.000000000,1537372800000000000,14515.0,14585.0,14490.0,14575.0,89448,137387,131535
2018-09-21 00:00:00.000000000,1537459200000000000,14625.0,14745.0,14605.0,14700.0,143595,131535,124632
2018-09-25 00:00:00.000000000,1537804800000000000,14675.0,14690.0,14570.0,14610.0,65955,124632,116374
2018-09-26 00:00:00.000000000,1537891200000000000,14640.0,14660.0,14530.0,14540.0,91746,116374,113175
2018-09-27 00:00:00.000000000,1537977600000000000,14565.0,14580.0,14350.0,14360.0,102504,113175,114723
2018-09-28 00:00:00.000000000,1538064000000000000,14365.0,14390.0,14275.0,14310.0,87541,114723,107271
2018-10-08 00:00:00.000000000,1538928000000000000,14365.0,14450.0,14320.0,14450.0,64467,107271,108102
2018-10-09 00:00:00.000000000,1539014400000000000,14460.0,14590.0,14435.0,14560.0,88969,108102,103006
2018-10-10 00:00:00.000000000,1539100800000000000,14520.0,14570.0,14395.0,14400.0,88611,103006,102446
2018-10-11 00:00:00.000000000,1539187200000000000,14370.0,14410.0,14130.0,14185.0,103112,102446,99740
2018-10-12 00:00:00.000000000,1539273600000000000,14200.0,14320.0,14150.0,14310.0,78501,99740,95133
2018-10-15 00:00:00.000000000,1539532800000000000,14340.0,14360.0,14140.0,14165.0,70437,95133,94981
2018-10-16 00:00:00.000000000,1539619200000000000,14195.0,14290.0,14060.0,14250.0,62101,94981,89512
2018-10-17 00:00:00.000000000,1539705600000000000,14225.0,14345.0,14225.0,14300.0,72364,89512,110598
2018-10-18 00:00:00.000000000,1539792000000000000,14290.0,14300.0,14015.0,14140.0,123663,110598,114640
2018-10-19 00:00:00.000000000,1539878400000000000,14115.0,14195.0,14065.0,14145.0,78822,114640,117220
2018-10-22 00:00:00.000000000,1540137600000000000,14155.0,14220.0,14015.0,14175.0,97132,117220,120723
2018-10-23 00:00:00.000000000,1540224000000000000,14180.0,14210.0,14130.0,14200.0,55162,120723,119089
2018-10-24 00:00:00.000000000,1540310400000000000,14185.0,14285.0,14150.0,14250.0,80785,119089,114869
2018-10-25 00:00:00.000000000,1540396800000000000,14225.0,14270.0,14150.0,14255.0,87914,114869,118492
2018-10-26 00:00:00.000000000,1540483200000000000,14255.0,14310.0,14120.0,14170.0,82998,118492,117523
2018-10-29 00:00:00.000000000,1540742400000000000,14155.0,14265.0,14100.0,14190.0,93144,117523,116651
2018-10-30 00:00:00.000000000,1540828800000000000,14200.0,14215.0,14075.0,14085.0,87335,116651,112571
2018-10-31 00:00:00.000000000,1540915200000000000,14055.0,14130.0,13930.0,13960.0,104660,112571,111178
2018-11-01 00:00:00.000000000,1541001600000000000,13970.0,14025.0,13840.0,13870.0,78798,111178,109719
2018-11-02 00:00:00.000000000,1541088000000000000,13920.0,14020.0,13855.0,13960.0,96326,109719,105106
2018-11-05 00:00:00.000000000,1541347200000000000,13955.0,13980.0,13890.0,13920.0,50522,105106,103185
2018-11-06 00:00:00.000000000,1541433600000000000,13915.0,13980.0,13820.0,13945.0,52433,103185,98394
2018-11-07 00:00:00.000000000,1541520000000000000,13910.0,13945.0,13830.0,13915.0,61110,98394,120579
2018-11-08 00:00:00.000000000,1541606400000000000,13935.0,14020.0,13895.0,13945.0,73577,120579,122822
2018-11-09 00:00:00.000000000,1541692800000000000,13940.0,13985.0,13880.0,13900.0,67666,122822,121634
2018-11-12 00:00:00.000000000,1541952000000000000,13865.0,13920.0,13810.0,13860.0,77577,121634,126581
2018-11-13 00:00:00.000000000,1542038400000000000,13825.0,13855.0,13690.0,13825.0,110719,126581,133518
