datetime,datetime_nano,KQ.m@INE.sc.open,KQ.m@INE.sc.high,KQ.m@INE.sc.low,KQ.m@INE.sc.close,KQ.m@INE.sc.volume,KQ.m@INE.sc.open_oi,KQ.m@INE.sc.close_oi
2019-05-16 00:00:00.000000000,1557936000000000000,499.9,510.0,499.1,506.5,133142,16836,15799
2019-05-17 00:00:00.000000000,1558022400000000000,511.1,515.0,507.2,512.0,129414,15799,13942
2019-05-20 00:00:00.000000000,1558281600000000000,513.4,521.5,508.6,520.5,111104,13942,12347
2019-05-21 00:00:00.000000000,1558368000000000000,512.8,514.3,504.8,508.9,106637,12347,17639
2019-05-22 00:00:00.000000000,1558454400000000000,509.9,509.9,501.8,504.7,112345,17639,19077
2019-05-23 00:00:00.000000000,1558540800000000000,502.8,506.3,491.8,493.0,130901,19077,19393
2019-05-24 00:00:00.000000000,1558627200000000000,484.5,485.0,463.6,472.5,207285,19393,17965
2019-05-27 00:00:00.000000000,1558886400000000000,474.7,477.9,464.9,469.7,165287,17965,16331
2019-05-28 00:00:00.000000000,1558972800000000000,470.8,481.1,469.5,476.9,117651,16331,16459
2019-05-29 00:00:00.000000000,1559059200000000000,477.5,479.4,473.0,473.8,132356,16459,16835
2019-05-30 00:00:00.000000000,1559145600000000000,465.0,477.0,460.7,476.1,163492,16835,16192
2019-05-31 00:00:00.000000000,1559232000000000000,472.9,474.2,447.4,447.7,189981,16192,16649
2019-06-03 00:00:00.000000000,1559491200000000000,444.0,445.8,429.6,429.6,154945,16649,16471
2019-06-04 00:00:00.000000000,1559577600000000000,435.7,439.0,418.4,422.5,175517,16471,17444
2019-06-05 00:00:00.000000000,1559664000000000000,421.1,430.4,419.3,425.0,186860,17444,17677
2019-06-06 00:00:00.000000000,1559750400000000000,425.0,426.4,409.7,416.2,213129,17677,16694
2019-06-10 00:00:00.000000000,1560096000000000000,435.4,437.5,430.3,434.8,44031,16694,16364
2019-06-11 00:00:00.000000000,1560182400000000000,434.2,436.6,425.5,431.0,177874,16364,16467
2019-06-12 00:00:00.000000000,1560268800000000000,431.9,433.8,419.1,423.0,154811,16467,16346
2019-06-13 00:00:00.000000000,1560355200000000000,419.9,435.9,413.1,427.7,206173,16346,15876
2019-06-14 00:00:00.000000000,1560441600000000000,431.0,433.9,420.5,425.7,171394,15876,14610
2019-06-17 00:00:00.000000000,1560700800000000000,426.8,431.7,424.3,426.0,131899,14610,11881
2019-06-18 00:00:00.000000000,1560787200000000000,424.5,426.4,412.3,413.5,112509,11881,23997
2019-06-19 00:00:00.000000000,1560873600000000000,417.9,432.1,416.4,424.8,198476,23997,23948
2019-06-20 00:00:00.000000000,1560960000000000000,422.7,436.5,418.0,433.0,236176,23948,25272
2019-06-21 00:00:00.000000000,1561046400000000000,433.3,445.0,432.3,439.5,222237,25272,23373
2019-06-24 00:00:00.000000000,1561305600000000000,443.0,448.8,440.9,447.6,162792,23373,23265
2019-06-25 00:00:00.000000000,1561392000000000000,446.5,447.3,436.6,440.0,185372,23265,21243
2019-06-26 00:00:00.000000000,1561478400000000000,441.3,451.5,440.7,450.1,176005,21243,20302
2019-06-27 00:00:00.000000000,1561564800000000000,448.7,455.3,446.4,447.9,182303,20302,19370
2019-06-28 00:00:00.000000000,1561651200000000000,448.9,452.0,443.1,443.5,139483,19370,18301
2019-07-01 00:00:00.000000000,1561910400000000000,446.8,453.4,438.0,451.6,153700,18301,17980
2019-07-02 00:00:00.000000000,1561996800000000000,452.2,452.4,434.2,444.2,184549,17980,17792
2019-07-03 00:00:00.000000000,1562083200000000000,437.2,442.9,423.6,427.7,214157,17792,18727
2019-07-04 00:00:00.000000000,1562169600000000000,429.0,437.4,427.0,430.4,184728,18727,16022
2019-07-05 00:00:00.000000000,1562256000000000000,432.2,434.3,428.6,432.1,100491,16022,15224
2019-07-08 00:00:00.000000000,1562515200000000000,431.1,442.4,429.7,441.7,148593,15224,15542
2019-07-09 00:00:00.000000000,1562601600000000000,441.0,449.6,438.8,441.3,147671,15542,15241
2019-07-10 00:00:00.000000000,1562688000000000000,444.1,445.8,437.2,443.8,123020,15241,15078
2019-07-11 00:00:00.000000000,1562774400000000000,448.3,462.2,447.2,461.6,160442,15078,16669
2019-07-12 00:00:00.000000000,1562860800000000000,459.4,462.0,454.1,458.2,123358,16669,15546
2019-07-15 00:00:00.000000000,1563120000000000000,456.4,457.6,451.0,454.5,107787,15546,14687
2019-07-16 00:00:00.000000000,1563206400000000000,455.9,460.4,449.1,451.6,132929,14687,13749
2019-07-17 00:00:00.000000000,1563292800000000000,453.7,455.8,431.2,436.2,129783,13749,13006
2019-07-18 00:00:00.000000000,1563379200000000000,439.4,441.8,428.8,430.5,120820,13006,11560
2019-07-19 00:00:00.000000000,1563465600000000000,437.2,438.4,420.2,431.4,144926,11560,25436
2019-07-22 00:00:00.000000000,1563724800000000000,429.8,436.8,424.3,434.7,144778,25436,24598
2019-07-23 00:00:00.000000000,1563811200000000000,434.8,437.9,430.6,436.8,109869,24598,25077
2019-07-24 00:00:00.000000000,1563897600000000000,434.3,442.9,432.1,440.5,114766,25077,22278
2019-07-25 00:00:00.000000000,1563984000000000000,440.6,446.7,433.1,440.6,152372,22278,21492
2019-07-26 00:00:00.000000000,1564070400000000000,443.6,445.3,438.8,444.2,110811,21492,19152
2019-07-29 00:00:00.000000000,1564329600000000000,443.8,445.3,438.2,439.2,107959,19152,18680
2019-07-30 00:00:00.000000000,1564416000000000000,440.1,445.0,436.2,444.1,113306,18680,17821
2019-07-31 00:00:00.000000000,1564502400000000000,443.9,449.7,440.3,446.4,101608,17821,15789
2019-08-01 00:00:00.000000000,1564588800000000000,447.7,448.7,438.1,442.9,121504,15789,15125
2019-08-02 00:00:00.000000000,1564675200000000000,441.6,442.8,416.4,428.4,164832,15125,16378
2019-08-05 00:00:00.000000000,1564934400000000000,431.1,437.8,429.0,433.0,147343,16378,15510
2019-08-06 00:00:00.000000000,1565020800000000000,432.0,433.2,399.6,430.5,130895,15510,15241
2019-08-07 00:00:00.000000000,1565107200000000000,426.4,428.4,417.4,419.1,108234,15241,16654
2019-08-08 00:00:00.000000000,1565193600000000000,411.2,415.0,401.5,413.5,195269,16654,15717
2019-08-09 00:00:00.000000000,1565280000000000000,410.2,413.0,405.9,412.2,108781,15717,15745
2019-08-12 00:00:00.000000000,1565539200000000000,415.1,423.3,413.7,417.9,117973,15745,14290
2019-08-13 00:00:00.000000000,1565625600000000000,419.1,422.7,416.8,418.0,91628,14290,14225
2019-08-14 00:00:00.000000000,1565712000000000000,419.5,435.0,417.7,431.6,141910,14225,12832
2019-08-15 00:00:00.000000000,1565798400000000000,424.7,426.6,415.4,422.4,133162,12832,12456
2019-08-16 00:00:00.000000000,1565884800000000000,419.5,424.8,414.1,424.6,116564,12456,11706
2019-08-19 00:00:00.000000000,1566144000000000000,422.6,432.4,419.6,432.0,90210,11706,9235
2019-08-20 00:00:00.000000000,1566230400000000000,423.5,427.9,422.9,427.0,83862,9235,20336
2019-08-21 00:00:00.000000000,1566316800000000000,425.6,428.1,418.1,426.4,126940,20336,19255
2019-08-22 00:00:00.000000000,1566403200000000000,429.8,433.0,423.1,425.7,126005,19255,18896
2019-08-23 00:00:00.000000000,1566489600000000000,429.6,430.2,421.3,427.1,115299,18896,19026
2019-08-26 00:00:00.000000000,1566748800000000000,418.0,424.8,415.6,422.1,160410,19026,17692
2019-08-27 00:00:00.000000000,1566835200000000000,429.2,429.4,419.2,421.8,111162,17692,16101
2019-08-28 00:00:00.000000000,1566921600000000000,424.1,430.0,417.9,427.3,109215,16101,15256
2019-08-29 00:00:00.000000000,1567008000000000000,429.4,435.9,427.8,430.4,129385,15256,13496
2019-08-30 00:00:00.000000000,1567094400000000000,432.1,442.2,428.9,439.5,131842,13496,14576
2019-09-02 00:00:00.000000000,1567353600000000000,441.2,441.9,429.2,431.5,125867,14576,12942
2019-09-03 00:00:00.000000000,1567440000000000000,432.2,433.8,425.2,429.6,84129,12942,12588
2019-09-04 00:00:00.000000000,1567526400000000000,423.6,429.9,420.3,429.9,102096,12588,12643
2019-09-05 00:00:00.000000000,1567612800000000000,434.0,444.9,433.1,439.0,112448,12643,11126
2019-09-06 00:00:00.000000000,1567699200000000000,443.1,451.5,441.1,443.3,118866,11126,9989
2019-09-09 00:00:00.000000000,1567958400000000000,436.6,450.6,435.0,450.5,109286,9989,8710
2019-09-10 00:00:00.000000000,1568044800000000000,448.9,457.6,446.6,455.9,62124,8710,3981
2019-09-11 00:00:00.000000000,1568131200000000000,449.0,454.9,445.9,448.9,115450,3981,16700
2019-09-12 00:00:00.000000000,1568217600000000000,449.0,451.7,433.6,436.5,146989,16700,17082
2019-09-16 00:00:00.000000000,1568563200000000000,477.5,477.5,468.4,470.3,53730,17082,18626
2019-09-17 00:00:00.000000000,1568649600000000000,478.6,496.0,471.6,489.9,203386,18626,18953
2019-09-18 00:00:00.000000000,1568736000000000000,489.0,489.8,465.0,470.6,243669,18953,20003
2019-09-19 00:00:00.000000000,1568822400000000000,463.3,468.0,457.4,458.4,148966,20003,20870
2019-09-20 00:00:00.000000000,1568908800000000000,465.1,467.1,461.0,463.9,117806,20870,20078
2019-09-23 00:00:00.000000000,1569168000000000000,464.5,470.3,463.0,466.5,121266,20078,18969
2019-09-24 00:00:00.000000000,1569254400000000000,464.0,467.1,461.2,462.0,102845,18969,18530
2019-09-25 00:00:00.000000000,1569340800000000000,459.7,463.3,452.0,452.6,115898,18530,16903
2019-09-26 00:00:00.000000000,1569427200000000000,450.5,453.5,445.3,450.5,121471,16903,15960
2019-09-27 00:00:00.000000000,1569513600000000000,447.3,453.5,445.1,448.5,101736,15960,14554
2019-09-30 00:00:00.000000000,1569772800000000000,443.6,452.2,442.7,447.0,98600,14554,11774
2019-10-08 00:00:00.000000000,1570464000000000000,432.6,441.8,431.5,440.0,22349,11774,13487
2019-10-09 00:00:00.000000000,1570550400000000000,435.0,469.3,434.2,449.3,127166,13487,12924
2019-10-10 00:00:00.000000000,1570636800000000000,452.4,457.1,447.9,450.4,105793,12924,13067
2019-10-11 00:00:00.000000000,1570723200000000000,452.5,471.3,451.3,467.2,114296,13067,13512
2019-10-14 00:00:00.000000000,1570982400000000000,466.7,476.3,465.3,474.3,105644,13512,11239
2019-10-15 00:00:00.000000000,1571068800000000000,471.7,472.4,463.1,463.7,72162,11239,10433
2019-10-16 00:00:00.000000000,1571155200000000000,466.8,471.0,459.5,462.2,82328,10433,10056
2019-10-17 00:00:00.000000000,1571241600000000000,460.5,461.7,440.5,444.0,84560,10056,8559
2019-10-18 00:00:00.000000000,1571328000000000000,445.0,448.8,441.2,448.5,47277,8559,7014
2019-10-21 00:00:00.000000000,1571587200000000000,449.1,450.8,441.0,446.1,68453,7014,21023
2019-10-22 00:00:00.000000000,1571673600000000000,445.0,445.5,440.3,442.3,69686,21023,20302
2019-10-23 00:00:00.000000000,1571760000000000000,446.3,447.3,442.4,443.6,84277,20302,20930
2019-10-24 00:00:00.000000000,1571846400000000000,440.9,450.1,439.0,448.4,94780,20930,20774
2019-10-25 00:00:00.000000000,1571932800000000000,451.9,455.4,450.0,451.7,76470,20774,17845
2019-10-28 00:00:00.000000000,1572192000000000000,451.1,457.3,449.1,456.3,73761,17845,18152
2019-10-29 00:00:00.000000000,1572278400000000000,457.3,460.5,453.3,454.9,69200,18152,16392
2019-10-30 00:00:00.000000000,1572364800000000000,450.9,458.3,450.8,452.6,68122,16392,15946
2019-10-31 00:00:00.000000000,1572451200000000000,453.5,456.0,448.1,449.3,85402,15946,15584
2019-11-01 00:00:00.000000000,1572537600000000000,447.3,448.3,442.0,443.6,67555,15584,15249
2019-11-04 00:00:00.000000000,1572796800000000000,447.9,454.5,445.7,450.2,72685,15249,14057
2019-11-05 00:00:00.000000000,1572883200000000000,454.9,460.9,453.4,458.7,75770,14057,14266
2019-11-06 00:00:00.000000000,1572969600000000000,460.7,462.7,457.5,458.0,58940,14266,14431
2019-11-07 00:00:00.000000000,1573056000000000000,458.1,463.4,452.9,453.8,93428,14431,14255
2019-11-08 00:00:00.000000000,1573142400000000000,457.2,459.1,450.9,451.6,78252,14255,13751
2019-11-11 00:00:00.000000000,1573401600000000000,449.8,457.9,445.4,452.3,89194,13751,12700
2019-11-12 00:00:00.000000000,1573488000000000000,452.8,459.4,451.3,457.2,75084,12700,13299
2019-11-13 00:00:00.000000000,1573574400000000000,457.5,459.2,449.1,450.1,80404,13299,13186
2019-11-14 00:00:00.000000000,1573660800000000000,450.3,458.6,448.1,455.6,79876,13186,12315
2019-11-15 00:00:00.000000000,1573747200000000000,457.0,458.2,449.6,449.6,67878,12315,11025
2019-11-18 00:00:00.000000000,1574006400000000000,448.5,458.6,445.1,455.4,70038,11025,9098
2019-11-19 00:00:00.000000000,1574092800000000000,455.4,455.8,450.1,453.1,56795,9098,15596
2019-11-20 00:00:00.000000000,1574179200000000000,448.9,451.4,441.8,443.3,82912,15596,17849
2019-11-21 00:00:00.000000000,1574265600000000000,445.2,453.0,444.7,452.4,90163,17849,15681
2019-11-22 00:00:00.000000000,1574352000000000000,453.5,460.0,453.2,458.9,86329,15681,17182
2019-11-25 00:00:00.000000000,1574611200000000000,461.0,464.9,457.5,463.3,92099,17182,17298
2019-11-26 00:00:00.000000000,1574697600000000000,462.0,463.2,458.4,460.2,84522,17298,16104
2019-11-27 00:00:00.000000000,1574784000000000000,462.9,465.8,459.5,463.3,76841,16104,15870
2019-11-28 00:00:00.000000000,1574870400000000000,464.2,465.3,459.7,461.8,76240,15870,16001
2019-11-29 00:00:00.000000000,1574956800000000000,462.4,464.0,460.5,463.5,51844,16001,15935
2019-12-02 00:00:00.000000000,1575216000000000000,462.9,463.4,450.7,451.5,107886,15935,14290
2019-12-03 00:00:00.000000000,1575302400000000000,453.5,455.0,449.8,450.5,84257,14290,13518
2019-12-04 00:00:00.000000000,1575388800000000000,447.3,452.0,445.4,448.7,86653,13518,13521
2019-12-05 00:00:00.000000000,1575475200000000000,452.2,459.2,450.4,455.7,95976,13521,11584
2019-12-06 00:00:00.000000000,1575561600000000000,458.1,461.0,455.0,458.0,82678,11584,10704
2019-12-09 00:00:00.000000000,1575820800000000000,457.4,469.5,455.1,467.9,100254,10704,9901
2019-12-10 00:00:00.000000000,1575907200000000000,462.3,468.7,461.5,466.7,53912,9901,16714
2019-12-11 00:00:00.000000000,1575993600000000000,465.8,468.5,464.6,465.4,69393,16714,17352
2019-12-12 00:00:00.000000000,1576080000000000000,466.0,468.1,460.6,466.4,90301,17352,18088
2019-12-13 00:00:00.000000000,1576166400000000000,466.9,470.7,464.8,466.2,94009,18088,17640
2019-12-16 00:00:00.000000000,1576425600000000000,467.8,473.9,467.2,470.9,112620,17640,19346
2019-12-17 00:00:00.000000000,1576512000000000000,472.5,474.2,469.7,470.7,61339,19346,19185
2019-12-18 00:00:00.000000000,1576598400000000000,471.8,477.9,471.7,473.6,74525,19185,19543
2019-12-19 00:00:00.000000000,1576684800000000000,474.8,479.0,473.7,478.5,81918,19543,19965
2019-12-20 00:00:00.000000000,1576771200000000000,478.8,481.9,477.0,480.2,61218,19965,20617
2019-12-23 00:00:00.000000000,1577030400000000000,479.3,481.0,476.2,476.8,69691,20617,19100
2019-12-24 00:00:00.000000000,1577116800000000000,478.7,481.7,477.3,480.4,48075,19100,18947
2019-12-25 00:00:00.000000000,1577203200000000000,481.5,488.8,480.2,484.2,52224,18947,18774
2019-12-26 00:00:00.000000000,1577289600000000000,482.1,486.0,481.1,484.8,23314,18774,17054
2019-12-27 00:00:00.000000000,1577376000000000000,484.2,492.0,482.8,489.6,63206,17054,18445
2019-12-30 00:00:00.000000000,1577635200000000000,488.4,493.5,487.3,489.3,76418,18445,15392
2019-12-31 00:00:00.000000000,1577721600000000000,491.5,494.2,481.2,483.5,83193,15392,11859
2020-01-02 00:00:00.000000000,1577894400000000000,482.8,484.4,480.5,482.5,11787,11859,10614
2020-01-03 00:00:00.000000000,1577980800000000000,481.5,502.9,479.3,499.7,76237,10614,8153
2020-01-06 00:00:00.000000000,1578240000000000000,503.0,517.5,497.4,516.1,90369,8153,19223
2020-01-07 00:00:00.000000000,1578326400000000000,511.1,513.1,498.8,502.2,90211,19223,19100
2020-01-08 00:00:00.000000000,1578412800000000000,501.3,529.8,498.2,508.1,137033,19100,19722
2020-01-09 00:00:00.000000000,1578499200000000000,499.3,502.7,479.1,481.5,148785,19722,18810
2020-01-10 00:00:00.000000000,1578585600000000000,481.7,482.9,475.8,479.1,98522,18810,19346
2020-01-13 00:00:00.000000000,1578844800000000000,479.9,480.4,473.5,476.9,84094,19346,19966
2020-01-14 00:00:00.000000000,1578931200000000000,475.3,476.5,461.9,465.4,94882,19966,21279
2020-01-15 00:00:00.000000000,1579017600000000000,467.7,471.0,462.6,463.3,71774,21279,22468
2020-01-16 00:00:00.000000000,1579104000000000000,463.9,465.6,458.6,463.6,75761,22468,22523
2020-01-17 00:00:00.000000000,1579190400000000000,461.4,468.0,461.0,464.0,72015,22523,21731
2020-01-20 00:00:00.000000000,1579449600000000000,465.3,470.8,463.6,466.0,65715,21731,19687
2020-01-21 00:00:00.000000000,1579536000000000000,464.8,466.4,460.1,460.9,47983,19687,17884
2020-01-22 00:00:00.000000000,1579622400000000000,457.6,464.3,457.1,459.8,54377,17884,15726
2020-01-23 00:00:00.000000000,1579708800000000000,458.1,459.2,443.7,447.2,66758,15726,12402
2020-02-03 00:00:00.000000000,1580659200000000000,415.5,415.5,415.5,415.5,771,12402,11922
2020-02-04 00:00:00.000000000,1580745600000000000,393.9,399.4,379.8,397.5,24178,11922,10778
2020-02-05 00:00:00.000000000,1580832000000000000,392.8,399.6,390.9,395.8,16003,10778,10196
2020-02-06 00:00:00.000000000,1580918400000000000,405.7,411.2,403.7,409.1,25588,10196,19862
2020-02-07 00:00:00.000000000,1581004800000000000,404.0,407.5,402.4,404.9,21457,19862,22730
2020-02-10 00:00:00.000000000,1581264000000000000,397.6,401.8,391.8,399.9,24122,22730,25819
2020-02-11 00:00:00.000000000,1581350400000000000,398.0,400.5,396.3,397.8,29529,25819,29091
2020-02-12 00:00:00.000000000,1581436800000000000,399.1,403.5,398.1,403.3,35605,29091,31630
2020-02-13 00:00:00.000000000,1581523200000000000,406.8,410.6,405.3,406.1,33153,31630,31478
2020-02-14 00:00:00.000000000,1581609600000000000,409.4,410.5,406.0,408.2,25236,31478,30635
2020-02-17 00:00:00.000000000,1581868800000000000,410.2,411.2,408.5,410.4,23664,30635,30722
2020-02-18 00:00:00.000000000,1581955200000000000,409.8,410.5,405.8,406.0,24445,30722,30619
2020-02-19 00:00:00.000000000,1582041600000000000,409.1,415.2,407.3,413.5,33957,30619,30238
2020-02-20 00:00:00.000000000,1582128000000000000,418.5,422.0,417.1,419.6,27734,30238,29527
2020-02-21 00:00:00.000000000,1582214400000000000,418.4,419.3,413.6,415.4,24528,29527,29196
2020-02-24 00:00:00.000000000,1582473600000000000,402.9,405.0,399.8,400.2,29599,29196,26779
2020-02-25 00:00:00.000000000,1582560000000000000,396.8,399.7,395.1,399.3,29531,26779,25393
2020-02-26 00:00:00.000000000,1582646400000000000,388.2,390.3,382.4,382.4,36761,25393,24390
2020-02-27 00:00:00.000000000,1582732800000000000,372.2,372.9,365.5,368.7,42568,24390,22476
2020-02-28 00:00:00.000000000,1582819200000000000,358.8,361.7,350.0,353.5,43327,22476,20592
2020-03-02 00:00:00.000000000,1583078400000000000,350.6,364.1,348.2,361.8,57185,20592,18725
2020-03-03 00:00:00.000000000,1583164800000000000,377.4,378.7,365.9,370.7,37140,18725,16677
2020-03-04 00:00:00.000000000,1583251200000000000,374.8,377.9,373.2,375.1,29805,16677,35218
2020-03-05 00:00:00.000000000,1583337600000000000,372.9,375.9,372.4,373.7,33329,35218,39377
2020-03-06 00:00:00.000000000,1583424000000000000,365.5,366.6,354.5,357.3,65930,39377,41188
2020-03-09 00:00:00.000000000,1583683200000000000,338.1,338.1,338.1,338.1,302,41188,41059
2020-03-10 00:00:00.000000000,1583769600000000000,307.6,307.6,307.6,307.6,1371,41059,40535
2020-03-11 00:00:00.000000000,1583856000000000000,292.7,294.2,273.7,275.0,148779,40535,41637
2020-03-12 00:00:00.000000000,1583942400000000000,270.7,272.4,256.2,261.1,104010,41637,41269
2020-03-13 00:00:00.000000000,1584028800000000000,256.5,269.4,250.8,267.1,97296,41269,39007
2020-03-16 00:00:00.000000000,1584288000000000000,255.2,263.7,247.7,248.2,98454,39007,38875
2020-03-17 00:00:00.000000000,1584374400000000000,249.7,251.6,241.5,246.5,98341,38875,38530
2020-03-18 00:00:00.000000000,1584460800000000000,236.0,242.0,234.8,236.8,76856,38530,38000
2020-03-19 00:00:00.000000000,1584547200000000000,227.0,234.2,214.4,229.7,106475,38000,35492
2020-03-20 00:00:00.000000000,1584633600000000000,241.4,244.9,237.4,244.9,86157,35492,33379
2020-03-23 00:00:00.000000000,1584892800000000000,219.3,243.3,213.2,242.9,97287,33379,32083
2020-03-24 00:00:00.000000000,1584979200000000000,251.8,256.8,247.4,254.3,81376,32083,29750
2020-03-25 00:00:00.000000000,1585065600000000000,257.8,261.1,255.6,259.3,49895,29750,27383
2020-03-26 00:00:00.000000000,1585152000000000000,259.5,260.0,251.6,253.2,45709,27383,25589
2020-03-27 00:00:00.000000000,1585238400000000000,254.7,255.0,247.1,249.4,49594,25589,24643
2020-03-30 00:00:00.000000000,1585497600000000000,248.4,253.2,243.4,252.0,68789,24643,43143
2020-03-31 00:00:00.000000000,1585584000000000000,255.7,271.0,253.3,265.3,100343,43143,43960
2020-04-01 00:00:00.000000000,1585670400000000000,264.8,265.9,259.6,262.2,71104,43960,43890
2020-04-02 00:00:00.000000000,1585756800000000000,265.4,289.0,263.8,289.0,142041,43890,47568
2020-04-03 00:00:00.000000000,1585843200000000000,292.4,299.8,276.3,283.5,155096,47568,46215
2020-04-07 00:00:00.000000000,1586188800000000000,294.4,298.5,292.4,297.7,90805,46215,46206
2020-04-08 00:00:00.000000000,1586275200000000000,288.8,296.4,286.3,292.8,90970,46206,47072
2020-04-09 00:00:00.000000000,1586361600000000000,300.0,302.9,297.0,301.6,78742,47072,48615
2020-04-10 00:00:00.000000000,1586448000000000000,288.1,295.0,286.0,290.0,70584,48615,48204
2020-04-13 00:00:00.000000000,1586707200000000000,300.2,304.9,284.6,285.1,115339,48204,51621
2020-04-14 00:00:00.000000000,1586793600000000000,285.5,289.5,279.2,280.8,94765,51621,55641
2020-04-15 00:00:00.000000000,1586880000000000000,273.1,279.0,270.4,274.5,102720,55641,57263
2020-04-16 00:00:00.000000000,1586966400000000000,275.0,278.5,258.5,258.6,144437,57263,62522
2020-04-17 00:00:00.000000000,1587052800000000000,263.4,263.6,242.1,253.7,203634,62522,67631
2020-04-20 00:00:00.000000000,1587312000000000000,239.8,245.8,234.2,242.8,152002,67631,65372
2020-04-21 00:00:00.000000000,1587398400000000000,231.7,239.6,226.8,229.2,210567,65372,61152
2020-04-22 00:00:00.000000000,1587484800000000000,210.6,217.7,210.6,210.6,20657,61152,58591
2020-04-23 00:00:00.000000000,1587571200000000000,211.8,238.0,205.3,227.5,220367,58591,51631
2020-04-24 00:00:00.000000000,1587657600000000000,232.0,237.9,227.4,231.1,167951,51631,48016
2020-04-27 00:00:00.000000000,1587916800000000000,225.9,227.0,215.0,215.2,186714,48016,49215
2020-04-28 00:00:00.000000000,1588003200000000000,208.1,215.5,205.1,206.6,203672,49215,48880
2020-04-29 00:00:00.000000000,1588089600000000000,217.1,227.7,214.2,224.5,224568,48880,41253
2020-04-30 00:00:00.000000000,1588176000000000000,238.7,240.3,228.5,229.0,149972,41253,38368
2020-05-06 00:00:00.000000000,1588694400000000000,253.7,267.3,243.6,246.4,97571,38368,36320
2020-05-07 00:00:00.000000000,1588780800000000000,239.2,250.5,237.5,247.2,167485,36320,36215
2020-05-08 00:00:00.000000000,1588867200000000000,256.2,259.1,237.7,248.6,204272,36215,34898
2020-05-11 00:00:00.000000000,1589126400000000000,248.0,250.0,238.8,243.3,184514,34898,33388
2020-05-12 00:00:00.000000000,1589212800000000000,259.1,259.8,251.5,253.2,105750,33388,56336
2020-05-13 00:00:00.000000000,1589299200000000000,255.0,256.5,248.8,251.3,163824,56336,60878
2020-05-14 00:00:00.000000000,1589385600000000000,252.0,252.6,240.8,245.3,207303,60878,64551
2020-05-15 00:00:00.000000000,1589472000000000000,245.4,262.2,244.5,259.5,263795,64551,65371
2020-05-18 00:00:00.000000000,1589731200000000000,260.3,269.5,256.2,267.6,297529,65371,68376
2020-05-19 00:00:00.000000000,1589817600000000000,271.7,279.5,263.2,267.4,378163,68376,70466
2020-05-20 00:00:00.000000000,1589904000000000000,268.4,270.8,265.0,268.6,218089,70466,70339
2020-05-21 00:00:00.000000000,1589990400000000000,271.6,279.0,271.3,278.2,245635,70339,70909
2020-05-22 00:00:00.000000000,1590076800000000000,278.8,280.0,260.1,265.7,318918,70909,67052
2020-05-25 00:00:00.000000000,1590336000000000000,266.6,274.2,264.2,271.7,249897,67052,66497
2020-05-26 00:00:00.000000000,1590422400000000000,270.9,275.9,270.2,274.8,145154,66497,65163
2020-05-27 00:00:00.000000000,1590508800000000000,275.1,276.7,270.2,272.8,197154,65163,61099
2020-05-28 00:00:00.000000000,1590595200000000000,272.1,276.8,270.2,273.1,239585,61099,54898
2020-05-29 00:00:00.000000000,1590681600000000000,274.7,278.8,273.0,275.2,193600,54898,51200
2020-06-01 00:00:00.000000000,1590940800000000000,274.4,279.9,273.9,278.1,157039,51200,49546
2020-06-02 00:00:00.000000000,1591027200000000000,278.2,279.8,276.1,278.6,122956,49546,47944
2020-06-03 00:00:00.000000000,1591113600000000000,279.3,292.6,279.1,290.6,204652,47944,48271
2020-06-04 00:00:00.000000000,1591200000000000000,286.1,287.2,276.7,280.4,200082,48271,44711
2020-06-05 00:00:00.000000000,1591286400000000000,281.1,286.0,279.3,284.9,140924,44711,42850
2020-06-08 00:00:00.000000000,1591545600000000000,294.3,298.1,287.0,295.7,210566,42850,39965
2020-06-09 00:00:00.000000000,1591632000000000000,290.1,293.5,285.4,289.2,157648,39965,36243
2020-06-10 00:00:00.000000000,1591718400000000000,286.9,290.9,285.1,286.3,121846,36243,34684
2020-06-11 00:00:00.000000000,1591804800000000000,286.4,289.0,279.1,281.5,142765,34684,32708
2020-06-12 00:00:00.000000000,1591891200000000000,276.0,277.5,262.0,266.0,194488,32708,29863
2020-06-15 00:00:00.000000000,1592150400000000000,270.7,275.5,259.5,260.6,165122,29863,24999
2020-06-16 00:00:00.000000000,1592236800000000000,275.9,291.1,275.7,290.2,189531,24999,53287
2020-06-17 00:00:00.000000000,1592323200000000000,296.4,299.6,290.9,294.6,233711,53287,53464
2020-06-18 00:00:00.000000000,1592409600000000000,294.6,296.3,291.9,295.3,147317,53464,54176
2020-06-19 00:00:00.000000000,1592496000000000000,295.9,300.6,293.9,299.3,118060,54176,54343
2020-06-22 00:00:00.000000000,1592755200000000000,301.0,302.8,294.4,297.3,184688,54343,52787
2020-06-23 00:00:00.000000000,1592841600000000000,296.6,301.8,295.9,298.6,153205,52787,51311
2020-06-24 00:00:00.000000000,1592928000000000000,300.6,301.2,296.5,299.0,124007,51311,46193
2020-06-29 00:00:00.000000000,1593360000000000000,290.1,291.8,283.6,285.7,72550,46193,45778
2020-06-30 00:00:00.000000000,1593446400000000000,289.7,294.5,288.7,292.4,107528,45778,42889
2020-07-01 00:00:00.000000000,1593532800000000000,290.9,294.0,288.7,293.3,105446,42889,43110
2020-07-02 00:00:00.000000000,1593619200000000000,293.3,300.0,291.0,298.2,126720,43110,43621
2020-07-03 00:00:00.000000000,1593705600000000000,300.0,301.5,296.3,297.8,104822,43621,41984
