datetime,datetime_nano,KQ.m@CZCE.CF.open,KQ.m@CZCE.CF.high,KQ.m@CZCE.CF.low,KQ.m@CZCE.CF.close,KQ.m@CZCE.CF.volume,KQ.m@CZCE.CF.open_oi,KQ.m@CZCE.CF.close_oi
2017-10-23 00:00:00.000000000,1508688000000000000,14980.0,15020.0,14850.0,14960.0,56272,115524,114670
2017-10-24 00:00:00.000000000,1508774400000000000,15010.0,15095.0,14995.0,15035.0,63485,114670,108764
2017-10-25 00:00:00.000000000,1508860800000000000,15040.0,15070.0,15025.0,15050.0,32296,108764,108304
2017-10-26 00:00:00.000000000,1508947200000000000,15065.0,15120.0,15015.0,15025.0,44213,108304,108760
2017-10-27 00:00:00.000000000,1509033600000000000,14980.0,15010.0,14920.0,14950.0,42016,108760,110844
2017-10-30 00:00:00.000000000,1509292800000000000,14965.0,15080.0,14900.0,14965.0,49678,110844,110848
2017-10-31 00:00:00.000000000,1509379200000000000,14970.0,14990.0,14910.0,14970.0,33775,110848,111995
2017-11-01 00:00:00.000000000,1509465600000000000,14955.0,15060.0,14940.0,14975.0,39483,111995,108867
2017-11-02 00:00:00.000000000,1509552000000000000,14985.0,15075.0,14965.0,15050.0,42533,108867,106853
2017-11-03 00:00:00.000000000,1509638400000000000,15035.0,15180.0,15020.0,15175.0,66169,106853,95926
2017-11-06 00:00:00.000000000,1509897600000000000,15175.0,15195.0,15125.0,15175.0,50131,95926,91633
2017-11-07 00:00:00.000000000,1509984000000000000,15170.0,15260.0,15155.0,15250.0,59605,91633,88618
2017-11-08 00:00:00.000000000,1510070400000000000,15235.0,15260.0,15155.0,15180.0,40303,88618,86729
2017-11-09 00:00:00.000000000,1510156800000000000,15205.0,15225.0,15090.0,15170.0,54199,86729,86024
2017-11-10 00:00:00.000000000,1510243200000000000,15200.0,15220.0,15135.0,15190.0,45994,86024,82662
2017-11-13 00:00:00.000000000,1510502400000000000,15165.0,15310.0,15100.0,15200.0,85997,82662,85107
2017-11-14 00:00:00.000000000,1510588800000000000,15210.0,15260.0,15140.0,15150.0,44014,85107,85980
2017-11-15 00:00:00.000000000,1510675200000000000,15150.0,15190.0,15005.0,15040.0,54247,85980,82769
2017-11-16 00:00:00.000000000,1510761600000000000,15060.0,15085.0,15030.0,15040.0,24358,82769,81427
2017-11-17 00:00:00.000000000,1510848000000000000,15075.0,15075.0,15005.0,15035.0,30695,81427,82954
2017-11-20 00:00:00.000000000,1511107200000000000,15040.0,15060.0,14920.0,14935.0,50146,82954,84753
2017-11-21 00:00:00.000000000,1511193600000000000,14915.0,15030.0,14855.0,14930.0,59075,84753,82810
2017-11-22 00:00:00.000000000,1511280000000000000,14935.0,15010.0,14850.0,14885.0,62204,82810,83596
2017-11-23 00:00:00.000000000,1511366400000000000,14855.0,14960.0,14820.0,14880.0,42493,83596,80162
2017-11-24 00:00:00.000000000,1511452800000000000,14865.0,14940.0,14860.0,14910.0,28269,80162,76373
2017-11-27 00:00:00.000000000,1511712000000000000,14900.0,15015.0,14890.0,15005.0,53517,76373,70115
2017-11-28 00:00:00.000000000,1511798400000000000,15145.0,15215.0,15125.0,15195.0,64744,70115,76260
2017-11-29 00:00:00.000000000,1511884800000000000,15210.0,15280.0,15140.0,15140.0,62555,76260,78956
2017-11-30 00:00:00.000000000,1511971200000000000,15150.0,15325.0,15130.0,15310.0,90904,78956,90184
2017-12-01 00:00:00.000000000,1512057600000000000,15300.0,15485.0,15270.0,15460.0,134093,90184,111703
2017-12-04 00:00:00.000000000,1512316800000000000,15445.0,15500.0,15400.0,15455.0,77969,111703,121987
2017-12-05 00:00:00.000000000,1512403200000000000,15450.0,15460.0,15350.0,15415.0,59144,121987,118606
2017-12-06 00:00:00.000000000,1512489600000000000,15410.0,15480.0,15315.0,15410.0,83174,118606,124728
2017-12-07 00:00:00.000000000,1512576000000000000,15410.0,15475.0,15245.0,15305.0,99536,124728,121651
2017-12-08 00:00:00.000000000,1512662400000000000,15265.0,15495.0,15255.0,15480.0,122305,121651,142010
2017-12-11 00:00:00.000000000,1512921600000000000,15475.0,15480.0,15115.0,15140.0,143159,142010,126289
2017-12-12 00:00:00.000000000,1513008000000000000,15185.0,15185.0,15080.0,15090.0,61025,126289,123192
2017-12-13 00:00:00.000000000,1513094400000000000,15105.0,15165.0,15030.0,15065.0,50808,123192,123157
2017-12-14 00:00:00.000000000,1513180800000000000,15100.0,15170.0,15000.0,15015.0,73820,123157,128351
2017-12-15 00:00:00.000000000,1513267200000000000,15050.0,15145.0,15030.0,15060.0,63093,128351,130246
2017-12-18 00:00:00.000000000,1513526400000000000,15105.0,15200.0,15085.0,15130.0,86237,130246,128313
2017-12-19 00:00:00.000000000,1513612800000000000,15115.0,15120.0,14875.0,14895.0,111871,128313,150584
2017-12-20 00:00:00.000000000,1513699200000000000,14880.0,14945.0,14800.0,14830.0,97258,150584,159786
2017-12-21 00:00:00.000000000,1513785600000000000,14845.0,14920.0,14825.0,14875.0,58451,159786,155977
2017-12-22 00:00:00.000000000,1513872000000000000,14920.0,14985.0,14880.0,14930.0,64421,155977,153143
2017-12-25 00:00:00.000000000,1514131200000000000,14955.0,14990.0,14905.0,14980.0,54926,153143,149644
2017-12-26 00:00:00.000000000,1514217600000000000,14970.0,14980.0,14850.0,14960.0,65652,149644,153303
2017-12-27 00:00:00.000000000,1514304000000000000,15065.0,15075.0,14930.0,14980.0,50376,153303,147778
2017-12-28 00:00:00.000000000,1514390400000000000,14960.0,15070.0,14960.0,15040.0,58206,147778,146927
2017-12-29 00:00:00.000000000,1514476800000000000,15060.0,15105.0,14900.0,14945.0,78849,146927,145947
2018-01-02 00:00:00.000000000,1514822400000000000,14955.0,15045.0,14910.0,15040.0,34802,145947,143747
2018-01-03 00:00:00.000000000,1514908800000000000,15070.0,15075.0,14930.0,14960.0,47503,143747,147847
2018-01-04 00:00:00.000000000,1514995200000000000,14980.0,15035.0,14935.0,15010.0,44210,147847,149523
2018-01-05 00:00:00.000000000,1515081600000000000,15025.0,15180.0,15010.0,15170.0,93140,149523,152409
2018-01-08 00:00:00.000000000,1515340800000000000,15175.0,15190.0,15090.0,15175.0,74621,152409,151683
2018-01-09 00:00:00.000000000,1515427200000000000,15180.0,15250.0,15155.0,15245.0,67297,151683,155920
2018-01-10 00:00:00.000000000,1515513600000000000,15235.0,15280.0,15185.0,15250.0,49247,155920,153459
2018-01-11 00:00:00.000000000,1515600000000000000,15250.0,15285.0,15200.0,15285.0,46484,153459,158276
2018-01-12 00:00:00.000000000,1515686400000000000,15300.0,15510.0,15270.0,15450.0,169395,158276,191834
2018-01-15 00:00:00.000000000,1515945600000000000,15440.0,15455.0,15215.0,15280.0,114240,191834,182007
2018-01-16 00:00:00.000000000,1516032000000000000,15265.0,15300.0,15200.0,15230.0,52624,182007,177626
2018-01-17 00:00:00.000000000,1516118400000000000,15240.0,15295.0,15135.0,15150.0,55607,177626,173423
2018-01-18 00:00:00.000000000,1516204800000000000,15180.0,15560.0,15165.0,15515.0,223867,173423,216153
2018-01-19 00:00:00.000000000,1516291200000000000,15505.0,15520.0,15260.0,15290.0,141791,216153,192583
2018-01-22 00:00:00.000000000,1516550400000000000,15320.0,15545.0,15300.0,15520.0,130764,192583,211083
2018-01-23 00:00:00.000000000,1516636800000000000,15495.0,15630.0,15440.0,15570.0,226995,211083,243105
2018-01-24 00:00:00.000000000,1516723200000000000,15555.0,15610.0,15485.0,15495.0,98288,243105,237588
2018-01-25 00:00:00.000000000,1516809600000000000,15465.0,15585.0,15455.0,15515.0,79315,237588,234790
2018-01-26 00:00:00.000000000,1516896000000000000,15520.0,15635.0,15415.0,15520.0,117917,234790,232029
2018-01-29 00:00:00.000000000,1517155200000000000,15510.0,15565.0,15380.0,15400.0,81001,232029,227213
2018-01-30 00:00:00.000000000,1517241600000000000,15385.0,15405.0,15235.0,15255.0,122215,227213,209111
2018-01-31 00:00:00.000000000,1517328000000000000,15280.0,15300.0,15150.0,15195.0,106729,209111,192048
2018-02-01 00:00:00.000000000,1517414400000000000,15185.0,15245.0,15150.0,15165.0,58319,192048,185053
2018-02-02 00:00:00.000000000,1517500800000000000,15190.0,15245.0,15180.0,15195.0,53254,185053,180326
2018-02-05 00:00:00.000000000,1517760000000000000,15215.0,15220.0,15060.0,15080.0,77467,180326,170953
2018-02-06 00:00:00.000000000,1517846400000000000,15080.0,15115.0,15035.0,15050.0,44965,170953,166359
2018-02-07 00:00:00.000000000,1517932800000000000,15050.0,15125.0,15025.0,15055.0,45457,166359,166989
2018-02-08 00:00:00.000000000,1518019200000000000,15065.0,15080.0,14930.0,14945.0,63244,166989,165937
2018-02-09 00:00:00.000000000,1518105600000000000,14965.0,15015.0,14880.0,14880.0,56820,165937,165167
2018-02-12 00:00:00.000000000,1518364800000000000,14905.0,14940.0,14840.0,14885.0,42534,165167,160033
2018-02-13 00:00:00.000000000,1518451200000000000,14910.0,14935.0,14860.0,14865.0,31218,160033,159843
2018-02-14 00:00:00.000000000,1518537600000000000,14895.0,14995.0,14845.0,14900.0,42037,159843,154445
2018-02-22 00:00:00.000000000,1519228800000000000,15060.0,15065.0,14955.0,14980.0,28837,154445,153448
2018-02-23 00:00:00.000000000,1519315200000000000,14995.0,15090.0,14985.0,15080.0,45606,153448,154951
2018-02-26 00:00:00.000000000,1519574400000000000,15090.0,15260.0,15065.0,15245.0,70123,154951,144578
2018-02-27 00:00:00.000000000,1519660800000000000,15245.0,15255.0,15160.0,15190.0,45384,144578,140902
2018-02-28 00:00:00.000000000,1519747200000000000,15175.0,15230.0,15145.0,15195.0,37991,140902,137984
2018-03-01 00:00:00.000000000,1519833600000000000,15215.0,15270.0,15195.0,15245.0,58006,137984,136422
2018-03-02 00:00:00.000000000,1519920000000000000,15235.0,15270.0,15090.0,15175.0,68954,136422,136080
2018-03-05 00:00:00.000000000,1520179200000000000,15180.0,15390.0,15175.0,15360.0,102897,136080,134688
2018-03-06 00:00:00.000000000,1520265600000000000,15350.0,15460.0,15305.0,15425.0,97873,134688,143021
2018-03-07 00:00:00.000000000,1520352000000000000,15465.0,15485.0,15100.0,15220.0,87233,143021,137360
2018-03-08 00:00:00.000000000,1520438400000000000,15210.0,15260.0,15050.0,15125.0,74170,137360,129531
2018-03-09 00:00:00.000000000,1520524800000000000,15165.0,15255.0,15150.0,15230.0,65700,129531,126677
2018-03-12 00:00:00.000000000,1520784000000000000,15230.0,15235.0,15085.0,15085.0,72808,126677,125247
2018-03-13 00:00:00.000000000,1520870400000000000,15080.0,15095.0,14980.0,15060.0,71803,125247,116690
2018-03-14 00:00:00.000000000,1520956800000000000,15085.0,15120.0,14990.0,15000.0,53744,116690,116083
2018-03-15 00:00:00.000000000,1521043200000000000,14985.0,15065.0,14930.0,15005.0,72902,116083,111622
2018-03-16 00:00:00.000000000,1521129600000000000,14985.0,15020.0,14930.0,14945.0,38923,111622,111128
2018-03-19 00:00:00.000000000,1521388800000000000,14955.0,14990.0,14910.0,14920.0,52460,111128,110656
2018-03-20 00:00:00.000000000,1521475200000000000,14910.0,14975.0,14905.0,14920.0,53410,110656,107443
2018-03-21 00:00:00.000000000,1521561600000000000,14910.0,15045.0,14905.0,15010.0,54839,107443,105108
2018-03-22 00:00:00.000000000,1521648000000000000,15020.0,15075.0,14975.0,15050.0,52449,105108,103532
2018-03-23 00:00:00.000000000,1521734400000000000,15050.0,15055.0,14850.0,14955.0,98282,103532,95432
2018-03-26 00:00:00.000000000,1521993600000000000,14965.0,15010.0,14840.0,14995.0,72777,95432,90007
2018-03-27 00:00:00.000000000,1522080000000000000,14990.0,15050.0,14940.0,14985.0,48792,90007,84261
2018-03-28 00:00:00.000000000,1522166400000000000,15480.0,15520.0,15215.0,15290.0,141843,84261,128255
2018-03-29 00:00:00.000000000,1522252800000000000,15285.0,15335.0,15220.0,15245.0,63957,128255,132570
2018-03-30 00:00:00.000000000,1522339200000000000,15275.0,15360.0,15220.0,15315.0,61377,132570,130616
2018-04-02 00:00:00.000000000,1522598400000000000,15325.0,15390.0,15255.0,15270.0,74102,130616,134735
2018-04-03 00:00:00.000000000,1522684800000000000,15275.0,15315.0,15200.0,15260.0,76697,134735,141646
2018-04-04 00:00:00.000000000,1522771200000000000,15260.0,15270.0,15135.0,15240.0,93981,141646,149072
2018-04-09 00:00:00.000000000,1523203200000000000,15320.0,15350.0,15225.0,15275.0,43118,149072,148430
2018-04-10 00:00:00.000000000,1523289600000000000,15295.0,15315.0,15255.0,15295.0,48432,148430,151970
2018-04-11 00:00:00.000000000,1523376000000000000,15280.0,15385.0,15270.0,15335.0,70921,151970,153313
2018-04-12 00:00:00.000000000,1523462400000000000,15330.0,15380.0,15280.0,15285.0,51643,153313,155177
2018-04-13 00:00:00.000000000,1523548800000000000,15280.0,15415.0,15235.0,15400.0,83715,155177,155180
2018-04-16 00:00:00.000000000,1523808000000000000,15405.0,15430.0,15340.0,15390.0,64370,155180,149367
2018-04-17 00:00:00.000000000,1523894400000000000,15390.0,15440.0,15305.0,15365.0,82302,149367,149941
2018-04-18 00:00:00.000000000,1523980800000000000,15365.0,15370.0,15275.0,15350.0,61403,149941,150683
2018-04-19 00:00:00.000000000,1524067200000000000,15350.0,15400.0,15330.0,15390.0,77710,150683,150404
2018-04-20 00:00:00.000000000,1524153600000000000,15385.0,15475.0,15350.0,15360.0,106173,150404,150302
2018-04-23 00:00:00.000000000,1524412800000000000,15415.0,15485.0,15400.0,15460.0,95276,150302,153329
2018-04-24 00:00:00.000000000,1524499200000000000,15440.0,15490.0,15405.0,15415.0,56732,153329,150375
2018-04-25 00:00:00.000000000,1524585600000000000,15385.0,15415.0,15330.0,15335.0,61726,150375,146967
2018-04-26 00:00:00.000000000,1524672000000000000,15350.0,15400.0,15330.0,15400.0,48223,146967,142881
2018-04-27 00:00:00.000000000,1524758400000000000,15425.0,15440.0,15340.0,15395.0,41752,142881,140060
2018-05-02 00:00:00.000000000,1525190400000000000,15410.0,15520.0,15390.0,15435.0,63796,140060,139005
2018-05-03 00:00:00.000000000,1525276800000000000,15440.0,15595.0,15435.0,15565.0,115569,139005,148034
2018-05-04 00:00:00.000000000,1525363200000000000,15565.0,15625.0,15525.0,15575.0,81481,148034,144599
2018-05-07 00:00:00.000000000,1525622400000000000,15555.0,15775.0,15530.0,15730.0,118184,144599,148803
2018-05-08 00:00:00.000000000,1525708800000000000,15750.0,15790.0,15675.0,15720.0,78325,148803,148179
2018-05-09 00:00:00.000000000,1525795200000000000,15715.0,15760.0,15610.0,15650.0,76180,148179,142592
2018-05-10 00:00:00.000000000,1525881600000000000,15655.0,15730.0,15630.0,15705.0,55128,142592,143699
2018-05-11 00:00:00.000000000,1525968000000000000,15695.0,15760.0,15645.0,15670.0,84959,143699,139414
2018-05-14 00:00:00.000000000,1526227200000000000,15670.0,15755.0,15655.0,15715.0,61013,139414,133324
2018-05-15 00:00:00.000000000,1526313600000000000,15695.0,15735.0,15580.0,15670.0,81182,133324,130458
2018-05-16 00:00:00.000000000,1526400000000000000,15660.0,16290.0,15620.0,16290.0,359567,130458,170528
2018-05-17 00:00:00.000000000,1526486400000000000,16340.0,16440.0,15905.0,16235.0,447318,170528,166274
2018-05-18 00:00:00.000000000,1526572800000000000,16225.0,16820.0,16165.0,16700.0,681161,166274,203053
2018-05-21 00:00:00.000000000,1526832000000000000,16760.0,17245.0,16595.0,17245.0,756712,203053,222581
2018-05-22 00:00:00.000000000,1526918400000000000,17240.0,17365.0,17005.0,17085.0,535254,222581,210466
2018-05-23 00:00:00.000000000,1527004800000000000,17875.0,18020.0,17305.0,17640.0,803007,210466,292436
2018-05-24 00:00:00.000000000,1527091200000000000,17660.0,17860.0,17435.0,17840.0,876228,292436,327953
2018-05-25 00:00:00.000000000,1527177600000000000,17885.0,18040.0,17760.0,17930.0,866246,327953,356977
2018-05-28 00:00:00.000000000,1527436800000000000,17890.0,17965.0,17675.0,17870.0,541303,356977,357311
2018-05-29 00:00:00.000000000,1527523200000000000,17875.0,18555.0,17795.0,18555.0,581898,357311,392518
2018-05-30 00:00:00.000000000,1527609600000000000,18885.0,19250.0,18570.0,18705.0,1126336,392518,375361
2018-05-31 00:00:00.000000000,1527696000000000000,18570.0,18995.0,18550.0,18650.0,896386,375361,395191
2018-06-01 00:00:00.000000000,1527782400000000000,18650.0,18835.0,18500.0,18815.0,716853,395191,401860
2018-06-04 00:00:00.000000000,1528041600000000000,18865.0,19210.0,18300.0,18335.0,1362199,401860,416941
2018-06-05 00:00:00.000000000,1528128000000000000,18385.0,18435.0,17980.0,17980.0,770746,416941,401073
2018-06-06 00:00:00.000000000,1528214400000000000,17725.0,17875.0,17400.0,17645.0,942478,401073,341588
2018-06-07 00:00:00.000000000,1528300800000000000,17730.0,17875.0,17550.0,17730.0,688807,341588,354568
2018-06-08 00:00:00.000000000,1528387200000000000,17710.0,17840.0,17535.0,17625.0,623845,354568,353599
2018-06-11 00:00:00.000000000,1528646400000000000,17610.0,17935.0,17420.0,17795.0,748767,353599,364261
2018-06-12 00:00:00.000000000,1528732800000000000,17805.0,17880.0,17565.0,17705.0,429647,364261,377267
2018-06-13 00:00:00.000000000,1528819200000000000,17770.0,18360.0,17650.0,18090.0,724962,377267,398557
2018-06-14 00:00:00.000000000,1528905600000000000,18030.0,18160.0,17540.0,17570.0,581312,398557,381634
2018-06-15 00:00:00.000000000,1528992000000000000,17580.0,17790.0,17510.0,17550.0,434571,381634,370620
2018-06-19 00:00:00.000000000,1529337600000000000,17440.0,17790.0,16745.0,16745.0,698670,370620,342119
2018-06-20 00:00:00.000000000,1529424000000000000,16640.0,17000.0,16615.0,16885.0,452684,342119,330882
2018-06-21 00:00:00.000000000,1529510400000000000,16870.0,17100.0,16760.0,16890.0,411671,330882,354804
2018-06-22 00:00:00.000000000,1529596800000000000,16920.0,17030.0,16850.0,16935.0,286464,354804,339315
2018-06-25 00:00:00.000000000,1529856000000000000,16965.0,17235.0,16895.0,16975.0,418770,339315,358021
2018-06-26 00:00:00.000000000,1529942400000000000,16940.0,16990.0,16680.0,16830.0,250792,358021,331565
2018-06-27 00:00:00.000000000,1530028800000000000,16845.0,16930.0,16760.0,16815.0,210554,331565,323638
2018-06-28 00:00:00.000000000,1530115200000000000,16835.0,16930.0,16620.0,16690.0,284337,323638,326478
2018-06-29 00:00:00.000000000,1530201600000000000,16690.0,16840.0,16605.0,16735.0,206124,326478,304422
2018-07-02 00:00:00.000000000,1530460800000000000,16735.0,16910.0,16705.0,16715.0,239184,304422,325904
2018-07-03 00:00:00.000000000,1530547200000000000,16710.0,16740.0,16490.0,16680.0,268230,325904,299379
2018-07-04 00:00:00.000000000,1530633600000000000,16720.0,16730.0,16440.0,16455.0,180510,299379,292298
2018-07-05 00:00:00.000000000,1530720000000000000,16455.0,16490.0,16045.0,16220.0,284322,292298,291207
2018-07-06 00:00:00.000000000,1530806400000000000,16255.0,16370.0,16070.0,16300.0,251452,291207,278565
2018-07-09 00:00:00.000000000,1531065600000000000,16300.0,16575.0,16250.0,16525.0,243441,278565,286327
2018-07-10 00:00:00.000000000,1531152000000000000,16550.0,16720.0,16475.0,16510.0,221121,286327,272304
2018-07-11 00:00:00.000000000,1531238400000000000,16520.0,16660.0,16330.0,16470.0,233661,272304,280137
2018-07-12 00:00:00.000000000,1531324800000000000,16490.0,16800.0,16465.0,16725.0,238809,280137,272759
2018-07-13 00:00:00.000000000,1531411200000000000,16670.0,17040.0,16630.0,16800.0,284636,272759,286977
2018-07-16 00:00:00.000000000,1531670400000000000,16815.0,16915.0,16725.0,16860.0,166914,286977,268660
2018-07-17 00:00:00.000000000,1531756800000000000,16800.0,16865.0,16530.0,16690.0,198994,268660,279538
2018-07-18 00:00:00.000000000,1531843200000000000,16705.0,16750.0,16630.0,16675.0,112070,279538,262443
2018-07-19 00:00:00.000000000,1531929600000000000,16690.0,16835.0,16640.0,16765.0,174318,262443,275956
2018-07-20 00:00:00.000000000,1532016000000000000,16690.0,16820.0,16650.0,16690.0,137773,275956,262278
2018-07-23 00:00:00.000000000,1532275200000000000,16690.0,16725.0,16485.0,16580.0,164073,262278,276299
2018-07-24 00:00:00.000000000,1532361600000000000,16565.0,16705.0,16540.0,16700.0,122249,276299,252755
2018-07-25 00:00:00.000000000,1532448000000000000,16685.0,16970.0,16660.0,16855.0,221379,252755,277520
2018-07-26 00:00:00.000000000,1532534400000000000,16860.0,16960.0,16775.0,16780.0,145349,277520,263428
2018-07-27 00:00:00.000000000,1532620800000000000,16765.0,16915.0,16715.0,16735.0,137225,263428,265969
2018-07-30 00:00:00.000000000,1532880000000000000,16730.0,16810.0,16655.0,16770.0,137636,265969,262455
2018-07-31 00:00:00.000000000,1532966400000000000,16825.0,17320.0,16805.0,17155.0,431454,262455,306038
2018-08-01 00:00:00.000000000,1533052800000000000,17100.0,17205.0,16935.0,16995.0,270890,306038,283837
2018-08-02 00:00:00.000000000,1533139200000000000,17035.0,17170.0,16750.0,16875.0,288944,283837,282077
2018-08-03 00:00:00.000000000,1533225600000000000,16855.0,17095.0,16825.0,16940.0,211132,282077,261521
2018-08-06 00:00:00.000000000,1533484800000000000,16920.0,17180.0,16780.0,17155.0,236510,261521,262883
2018-08-07 00:00:00.000000000,1533571200000000000,17140.0,17490.0,17085.0,17310.0,340733,262883,276548
2018-08-08 00:00:00.000000000,1533657600000000000,17275.0,17365.0,17155.0,17245.0,213727,276548,266576
2018-08-09 00:00:00.000000000,1533744000000000000,17240.0,17555.0,17195.0,17280.0,317021,266576,290580
2018-08-10 00:00:00.000000000,1533830400000000000,17325.0,17375.0,17220.0,17310.0,190586,290580,269880
2018-08-13 00:00:00.000000000,1534089600000000000,17330.0,17430.0,16915.0,17015.0,238801,269880,282678
2018-08-14 00:00:00.000000000,1534176000000000000,16985.0,17050.0,16850.0,16905.0,181367,282678,258972
2018-08-15 00:00:00.000000000,1534262400000000000,16915.0,17045.0,16660.0,16690.0,212208,258972,263422
2018-08-16 00:00:00.000000000,1534348800000000000,16695.0,16750.0,16220.0,16645.0,277733,263422,231199
2018-08-17 00:00:00.000000000,1534435200000000000,16675.0,16745.0,16460.0,16510.0,143886,231199,227124
2018-08-20 00:00:00.000000000,1534694400000000000,16510.0,16865.0,16495.0,16825.0,156008,227124,225553
2018-08-21 00:00:00.000000000,1534780800000000000,16845.0,16970.0,16720.0,16955.0,187736,225553,233270
2018-08-22 00:00:00.000000000,1534867200000000000,17020.0,17145.0,16885.0,16925.0,190260,233270,225252
2018-08-23 00:00:00.000000000,1534953600000000000,16930.0,16975.0,16710.0,16725.0,152512,225252,225304
2018-08-24 00:00:00.000000000,1535040000000000000,16720.0,16930.0,16685.0,16875.0,122225,225304,216974
2018-08-27 00:00:00.000000000,1535299200000000000,16915.0,17190.0,16820.0,17110.0,298692,216974,254869
2018-08-28 00:00:00.000000000,1535385600000000000,17105.0,17175.0,16910.0,16980.0,178479,254869,228775
2018-08-29 00:00:00.000000000,1535472000000000000,16950.0,17110.0,16750.0,16760.0,190353,228775,234514
2018-08-30 00:00:00.000000000,1535558400000000000,16730.0,16820.0,16690.0,16795.0,124813,234514,224184
2018-08-31 00:00:00.000000000,1535644800000000000,16815.0,16825.0,16570.0,16695.0,133331,224184,230665
2018-09-03 00:00:00.000000000,1535904000000000000,16710.0,16930.0,16545.0,16875.0,152373,230665,218991
2018-09-04 00:00:00.000000000,1535990400000000000,16860.0,16870.0,16585.0,16585.0,119809,218991,223777
2018-09-05 00:00:00.000000000,1536076800000000000,16590.0,16780.0,16570.0,16675.0,100384,223777,215143
2018-09-06 00:00:00.000000000,1536163200000000000,16670.0,16765.0,16555.0,16615.0,136692,215143,226815
2018-09-07 00:00:00.000000000,1536249600000000000,16615.0,16690.0,16480.0,16495.0,135354,226815,226940
2018-09-10 00:00:00.000000000,1536508800000000000,16500.0,16670.0,16485.0,16625.0,103047,226940,219492
2018-09-11 00:00:00.000000000,1536595200000000000,16695.0,16720.0,16550.0,16580.0,77708,219492,215056
2018-09-12 00:00:00.000000000,1536681600000000000,16560.0,16650.0,16505.0,16615.0,73080,215056,211855
2018-09-13 00:00:00.000000000,1536768000000000000,16665.0,16670.0,16545.0,16605.0,57774,211855,208740
2018-09-14 00:00:00.000000000,1536854400000000000,16590.0,16660.0,16480.0,16500.0,107555,208740,223736
2018-09-17 00:00:00.000000000,1537113600000000000,16455.0,16610.0,16450.0,16510.0,81133,223736,210256
2018-09-18 00:00:00.000000000,1537200000000000000,16510.0,16580.0,16335.0,16435.0,103926,210256,223106
2018-09-19 00:00:00.000000000,1537286400000000000,16340.0,16355.0,15830.0,15920.0,264552,223106,245736
2018-09-20 00:00:00.000000000,1537372800000000000,15970.0,16180.0,15945.0,16175.0,117752,245736,224411
2018-09-21 00:00:00.000000000,1537459200000000000,16170.0,16175.0,16060.0,16135.0,70949,224411,218094
2018-09-25 00:00:00.000000000,1537804800000000000,16010.0,16110.0,15965.0,16015.0,57959,218094,215475
2018-09-26 00:00:00.000000000,1537891200000000000,16040.0,16070.0,15935.0,16015.0,62066,215475,216391
2018-09-27 00:00:00.000000000,1537977600000000000,16010.0,16020.0,15645.0,15665.0,163168,216391,227522
2018-09-28 00:00:00.000000000,1538064000000000000,15670.0,15735.0,15550.0,15665.0,94021,227522,201467
2018-10-08 00:00:00.000000000,1538928000000000000,15480.0,15625.0,15360.0,15595.0,83208,201467,211990
2018-10-09 00:00:00.000000000,1539014400000000000,15635.0,15730.0,15540.0,15590.0,120685,211990,211306
2018-10-10 00:00:00.000000000,1539100800000000000,15580.0,15690.0,15455.0,15500.0,100294,211306,214752
2018-10-11 00:00:00.000000000,1539187200000000000,15495.0,15595.0,15260.0,15290.0,134088,214752,221905
2018-10-12 00:00:00.000000000,1539273600000000000,15330.0,15620.0,15305.0,15610.0,99467,221905,202425
2018-10-15 00:00:00.000000000,1539532800000000000,15645.0,15700.0,15545.0,15605.0,104721,202425,209434
2018-10-16 00:00:00.000000000,1539619200000000000,15575.0,15600.0,15390.0,15450.0,80872,209434,201083
2018-10-17 00:00:00.000000000,1539705600000000000,15450.0,15560.0,15430.0,15510.0,73797,201083,201769
2018-10-18 00:00:00.000000000,1539792000000000000,15505.0,15570.0,15285.0,15345.0,100122,201769,205708
2018-10-19 00:00:00.000000000,1539878400000000000,15325.0,15395.0,15175.0,15220.0,106739,205708,212494
2018-10-22 00:00:00.000000000,1540137600000000000,15230.0,15360.0,15205.0,15315.0,63943,212494,203468
2018-10-23 00:00:00.000000000,1540224000000000000,15400.0,15425.0,15315.0,15350.0,73894,203468,202034
2018-10-24 00:00:00.000000000,1540310400000000000,15290.0,15380.0,15260.0,15370.0,59109,202034,192102
2018-10-25 00:00:00.000000000,1540396800000000000,15390.0,15400.0,15025.0,15145.0,100907,192102,203100
2018-10-26 00:00:00.000000000,1540483200000000000,15130.0,15165.0,15015.0,15060.0,56939,203100,194146
2018-10-29 00:00:00.000000000,1540742400000000000,15065.0,15105.0,14735.0,14780.0,109276,194146,195859
2018-10-30 00:00:00.000000000,1540828800000000000,14800.0,14940.0,14790.0,14885.0,65008,195859,179799
2018-10-31 00:00:00.000000000,1540915200000000000,14915.0,14920.0,14820.0,14885.0,48424,179799,175974
2018-11-01 00:00:00.000000000,1541001600000000000,14870.0,14930.0,14785.0,14840.0,71006,175974,182025
2018-11-02 00:00:00.000000000,1541088000000000000,14845.0,15215.0,14835.0,15115.0,145280,182025,178812
2018-11-05 00:00:00.000000000,1541347200000000000,15125.0,15155.0,15020.0,15085.0,58467,178812,173220
2018-11-06 00:00:00.000000000,1541433600000000000,15030.0,15170.0,14880.0,14970.0,98340,173220,187068
2018-11-07 00:00:00.000000000,1541520000000000000,14970.0,14985.0,14820.0,14865.0,65312,187068,173947
