datetime,datetime_nano,KQ.m@CZCE.SM.open,KQ.m@CZCE.SM.high,KQ.m@CZCE.SM.low,KQ.m@CZCE.SM.close,KQ.m@CZCE.SM.volume,KQ.m@CZCE.SM.open_oi,KQ.m@CZCE.SM.close_oi
2017-02-03 00:00:00.000000000,1486051200000000000,6420.0,6480.0,6300.0,6320.0,10429,23476,23772
2017-02-06 00:00:00.000000000,1486310400000000000,6288.0,6406.0,6282.0,6380.0,10570,23772,25169
2017-02-07 00:00:00.000000000,1486396800000000000,6372.0,6468.0,6352.0,6420.0,16071,25169,27659
2017-02-08 00:00:00.000000000,1486483200000000000,6428.0,6548.0,6422.0,6494.0,17303,27659,28991
2017-02-09 00:00:00.000000000,1486569600000000000,6510.0,6540.0,6432.0,6468.0,19350,28991,29778
2017-02-10 00:00:00.000000000,1486656000000000000,6496.0,6578.0,6456.0,6500.0,31752,29778,32081
2017-02-13 00:00:00.000000000,1486915200000000000,6568.0,6672.0,6560.0,6620.0,35621,32081,34335
2017-02-14 00:00:00.000000000,1487001600000000000,6608.0,6636.0,6372.0,6434.0,28276,34335,35607
2017-02-15 00:00:00.000000000,1487088000000000000,6366.0,6378.0,6100.0,6100.0,44900,35607,34261
2017-02-16 00:00:00.000000000,1487174400000000000,6078.0,6130.0,6002.0,6012.0,38191,34261,32523
2017-02-17 00:00:00.000000000,1487260800000000000,6052.0,6114.0,5980.0,6020.0,33161,32523,33852
2017-02-20 00:00:00.000000000,1487520000000000000,6046.0,6166.0,6034.0,6076.0,21197,33852,34053
2017-02-21 00:00:00.000000000,1487606400000000000,6134.0,6140.0,5708.0,5984.0,39719,34053,35044
2017-02-22 00:00:00.000000000,1487692800000000000,5976.0,5976.0,5904.0,5920.0,19771,35044,36310
2017-02-23 00:00:00.000000000,1487779200000000000,5940.0,5994.0,5850.0,5880.0,26603,36310,37950
2017-02-24 00:00:00.000000000,1487865600000000000,5802.0,5850.0,5772.0,5822.0,21686,37950,38628
2017-02-27 00:00:00.000000000,1488124800000000000,5828.0,5926.0,5754.0,5838.0,48919,38628,47139
2017-02-28 00:00:00.000000000,1488211200000000000,5834.0,5866.0,5802.0,5836.0,30327,47139,46675
2017-03-01 00:00:00.000000000,1488297600000000000,5852.0,5876.0,5786.0,5790.0,34963,46675,50008
2017-03-02 00:00:00.000000000,1488384000000000000,5800.0,5896.0,5792.0,5836.0,43464,50008,49307
2017-03-03 00:00:00.000000000,1488470400000000000,5812.0,5938.0,5756.0,5904.0,50234,49307,49968
2017-03-06 00:00:00.000000000,1488729600000000000,5938.0,6164.0,5932.0,6050.0,59157,49968,48656
2017-03-07 00:00:00.000000000,1488816000000000000,6068.0,6112.0,6038.0,6082.0,30672,48656,47211
2017-03-08 00:00:00.000000000,1488902400000000000,6050.0,6132.0,6042.0,6058.0,43246,47211,44733
2017-03-09 00:00:00.000000000,1488988800000000000,6058.0,6330.0,6054.0,6328.0,79162,44733,48747
2017-03-10 00:00:00.000000000,1489075200000000000,6330.0,6548.0,6304.0,6334.0,144014,48747,43231
2017-03-13 00:00:00.000000000,1489334400000000000,6320.0,6462.0,6234.0,6410.0,58256,43231,44261
2017-03-14 00:00:00.000000000,1489420800000000000,6446.0,6686.0,6440.0,6658.0,84674,44261,46317
2017-03-15 00:00:00.000000000,1489507200000000000,6714.0,7020.0,6684.0,7020.0,118167,46317,51907
2017-03-16 00:00:00.000000000,1489593600000000000,7078.0,7100.0,6922.0,6940.0,126900,51907,48520
2017-03-17 00:00:00.000000000,1489680000000000000,6898.0,7238.0,6880.0,7218.0,168769,48520,53823
2017-03-20 00:00:00.000000000,1489939200000000000,7254.0,7366.0,7150.0,7264.0,160890,53823,53271
2017-03-21 00:00:00.000000000,1490025600000000000,7244.0,7268.0,6850.0,6886.0,201500,53271,37908
2017-03-22 00:00:00.000000000,1490112000000000000,6854.0,6976.0,6704.0,6816.0,215485,37908,37606
2017-03-23 00:00:00.000000000,1490198400000000000,6878.0,6994.0,6716.0,6752.0,166953,37606,34913
2017-03-24 00:00:00.000000000,1490284800000000000,6830.0,6878.0,6720.0,6794.0,96631,34913,33705
2017-03-27 00:00:00.000000000,1490544000000000000,6714.0,6956.0,6652.0,6946.0,157448,33705,40219
2017-03-28 00:00:00.000000000,1490630400000000000,7016.0,7200.0,6986.0,7198.0,192807,40219,45338
2017-03-29 00:00:00.000000000,1490716800000000000,7346.0,7356.0,7150.0,7198.0,167610,45338,42164
2017-03-30 00:00:00.000000000,1490803200000000000,7248.0,7250.0,7046.0,7086.0,135694,42164,38259
2017-03-31 00:00:00.000000000,1490889600000000000,7134.0,7202.0,6934.0,6940.0,143059,38259,32014
2017-04-05 00:00:00.000000000,1491321600000000000,6918.0,7070.0,6880.0,7058.0,70070,32014,27865
2017-04-06 00:00:00.000000000,1491408000000000000,7072.0,7164.0,7006.0,7014.0,72726,27865,29076
2017-04-07 00:00:00.000000000,1491494400000000000,6872.0,6936.0,6676.0,6676.0,86868,29076,23595
2017-04-10 00:00:00.000000000,1491753600000000000,6700.0,6712.0,6392.0,6392.0,65093,23595,23227
2017-04-11 00:00:00.000000000,1491840000000000000,6398.0,6452.0,6310.0,6316.0,44270,23227,21492
2017-04-12 00:00:00.000000000,1491926400000000000,6308.0,6314.0,6006.0,6006.0,70405,21492,21996
2017-04-13 00:00:00.000000000,1492012800000000000,5996.0,6244.0,5976.0,6120.0,63636,21996,18006
2017-04-14 00:00:00.000000000,1492099200000000000,6190.0,6214.0,5776.0,5808.0,97147,18006,19608
2017-04-17 00:00:00.000000000,1492358400000000000,5854.0,5918.0,5706.0,5738.0,60877,19608,17632
2017-04-18 00:00:00.000000000,1492444800000000000,5730.0,5878.0,5708.0,5870.0,37649,17632,12888
2017-04-19 00:00:00.000000000,1492531200000000000,5554.0,5744.0,5498.0,5710.0,117858,12888,28785
2017-04-20 00:00:00.000000000,1492617600000000000,5712.0,5832.0,5610.0,5802.0,155624,28785,28352
2017-04-21 00:00:00.000000000,1492704000000000000,5850.0,5980.0,5812.0,5932.0,130509,28352,28657
2017-04-24 00:00:00.000000000,1492963200000000000,5930.0,5930.0,5760.0,5858.0,114615,28657,27980
2017-04-25 00:00:00.000000000,1493049600000000000,5826.0,6072.0,5760.0,6058.0,161641,27980,34359
2017-04-26 00:00:00.000000000,1493136000000000000,6086.0,6306.0,6080.0,6268.0,167591,34359,38191
2017-04-27 00:00:00.000000000,1493222400000000000,6300.0,6444.0,6212.0,6428.0,196843,38191,41966
2017-04-28 00:00:00.000000000,1493308800000000000,6458.0,6466.0,6318.0,6376.0,223914,41966,37646
2017-05-02 00:00:00.000000000,1493654400000000000,6426.0,6490.0,6236.0,6280.0,182778,37646,39833
2017-05-03 00:00:00.000000000,1493740800000000000,6304.0,6426.0,6148.0,6424.0,261006,39833,43609
2017-05-04 00:00:00.000000000,1493827200000000000,6270.0,6398.0,6030.0,6202.0,495870,43609,44533
2017-05-05 00:00:00.000000000,1493913600000000000,6180.0,6356.0,6112.0,6308.0,458896,44533,46634
2017-05-08 00:00:00.000000000,1494172800000000000,6402.0,6516.0,6342.0,6426.0,332737,46634,48023
2017-05-09 00:00:00.000000000,1494259200000000000,6456.0,6486.0,6224.0,6356.0,343971,48023,49605
2017-05-10 00:00:00.000000000,1494345600000000000,6394.0,6418.0,6256.0,6368.0,361963,49605,50693
2017-05-11 00:00:00.000000000,1494432000000000000,6282.0,6376.0,6180.0,6338.0,400603,50693,51598
2017-05-12 00:00:00.000000000,1494518400000000000,6280.0,6376.0,6260.0,6354.0,256689,51598,51968
2017-05-15 00:00:00.000000000,1494777600000000000,6418.0,6484.0,6398.0,6428.0,136729,51968,56589
2017-05-16 00:00:00.000000000,1494864000000000000,6444.0,6450.0,6328.0,6392.0,130058,56589,52873
2017-05-17 00:00:00.000000000,1494950400000000000,6416.0,6740.0,6346.0,6714.0,354629,52873,67716
2017-05-18 00:00:00.000000000,1495036800000000000,6682.0,6746.0,6608.0,6684.0,228628,67716,65614
2017-05-19 00:00:00.000000000,1495123200000000000,6818.0,6906.0,6748.0,6810.0,200771,65614,58686
2017-05-22 00:00:00.000000000,1495382400000000000,6838.0,6888.0,6750.0,6786.0,191810,58686,57716
2017-05-23 00:00:00.000000000,1495468800000000000,6798.0,7008.0,6772.0,6870.0,301047,57716,57760
2017-05-24 00:00:00.000000000,1495555200000000000,6890.0,6944.0,6726.0,6810.0,220345,57760,55347
2017-05-25 00:00:00.000000000,1495641600000000000,6802.0,6886.0,6732.0,6762.0,184616,55347,53437
2017-05-26 00:00:00.000000000,1495728000000000000,6726.0,6792.0,6682.0,6774.0,108555,53437,52046
2017-05-31 00:00:00.000000000,1496160000000000000,6802.0,6840.0,6540.0,6568.0,134481,52046,55347
2017-06-01 00:00:00.000000000,1496246400000000000,6590.0,6610.0,6350.0,6486.0,141796,55347,55446
2017-06-02 00:00:00.000000000,1496332800000000000,6456.0,6510.0,6432.0,6474.0,71965,55446,52990
2017-06-05 00:00:00.000000000,1496592000000000000,6490.0,6566.0,6370.0,6470.0,103154,52990,55442
2017-06-06 00:00:00.000000000,1496678400000000000,6484.0,6498.0,6390.0,6460.0,73938,55442,50899
2017-06-07 00:00:00.000000000,1496764800000000000,6450.0,6596.0,6424.0,6526.0,90649,50899,53347
2017-06-08 00:00:00.000000000,1496851200000000000,6502.0,6576.0,6480.0,6500.0,98205,53347,53089
2017-06-09 00:00:00.000000000,1496937600000000000,6508.0,6550.0,6266.0,6274.0,82253,53089,51837
2017-06-12 00:00:00.000000000,1497196800000000000,6334.0,6350.0,6168.0,6226.0,134443,51837,59069
2017-06-13 00:00:00.000000000,1497283200000000000,6230.0,6256.0,6154.0,6164.0,73559,59069,54444
2017-06-14 00:00:00.000000000,1497369600000000000,6180.0,6278.0,6156.0,6254.0,77572,54444,52577
2017-06-15 00:00:00.000000000,1497456000000000000,6212.0,6280.0,6208.0,6238.0,64376,52577,47570
2017-06-16 00:00:00.000000000,1497542400000000000,6254.0,6416.0,6244.0,6274.0,87165,47570,49642
2017-06-19 00:00:00.000000000,1497801600000000000,6294.0,6360.0,6210.0,6210.0,70280,49642,48252
2017-06-20 00:00:00.000000000,1497888000000000000,6188.0,6210.0,6040.0,6080.0,116176,48252,63265
2017-06-21 00:00:00.000000000,1497974400000000000,6036.0,6138.0,6024.0,6076.0,59856,63265,55906
2017-06-22 00:00:00.000000000,1498060800000000000,6124.0,6170.0,6070.0,6108.0,61888,55906,54086
2017-06-23 00:00:00.000000000,1498147200000000000,6134.0,6182.0,6098.0,6130.0,57380,54086,48733
2017-06-26 00:00:00.000000000,1498406400000000000,6150.0,6158.0,6072.0,6098.0,48738,48733,52087
2017-06-27 00:00:00.000000000,1498492800000000000,6096.0,6300.0,6090.0,6292.0,71872,52087,48056
2017-06-28 00:00:00.000000000,1498579200000000000,6330.0,6358.0,6234.0,6242.0,48635,48056,44824
2017-06-29 00:00:00.000000000,1498665600000000000,6268.0,6400.0,6252.0,6266.0,79715,44824,50052
2017-06-30 00:00:00.000000000,1498752000000000000,6274.0,6370.0,6262.0,6358.0,69433,50052,50557
2017-07-03 00:00:00.000000000,1499011200000000000,6410.0,6528.0,6382.0,6506.0,72081,50557,56668
2017-07-04 00:00:00.000000000,1499097600000000000,6496.0,6510.0,6336.0,6384.0,62621,56668,46121
2017-07-05 00:00:00.000000000,1499184000000000000,6466.0,6550.0,6408.0,6478.0,75922,46121,53934
2017-07-06 00:00:00.000000000,1499270400000000000,6486.0,6526.0,6420.0,6472.0,49226,53934,49937
2017-07-07 00:00:00.000000000,1499356800000000000,6442.0,6600.0,6424.0,6564.0,70629,49937,56030
2017-07-10 00:00:00.000000000,1499616000000000000,6560.0,6620.0,6500.0,6544.0,47617,56030,52339
2017-07-11 00:00:00.000000000,1499702400000000000,6606.0,6664.0,6570.0,6596.0,52271,52339,53593
2017-07-12 00:00:00.000000000,1499788800000000000,6634.0,6658.0,6484.0,6526.0,53904,53593,51436
2017-07-13 00:00:00.000000000,1499875200000000000,6536.0,6632.0,6512.0,6576.0,34369,51436,51725
2017-07-14 00:00:00.000000000,1499961600000000000,6570.0,6618.0,6526.0,6590.0,39265,51725,50417
2017-07-17 00:00:00.000000000,1500220800000000000,6670.0,6972.0,6576.0,6972.0,117329,50417,68513
2017-07-18 00:00:00.000000000,1500307200000000000,7008.0,7224.0,7000.0,7044.0,152327,68513,62334
2017-07-19 00:00:00.000000000,1500393600000000000,7126.0,7184.0,7070.0,7106.0,64625,62334,60669
2017-07-20 00:00:00.000000000,1500480000000000000,7062.0,7204.0,6824.0,6872.0,118784,60669,59009
2017-07-21 00:00:00.000000000,1500566400000000000,6820.0,6958.0,6812.0,6908.0,56650,59009,51564
2017-07-24 00:00:00.000000000,1500825600000000000,6920.0,7180.0,6858.0,7126.0,150665,51564,75951
2017-07-25 00:00:00.000000000,1500912000000000000,7194.0,7248.0,7104.0,7138.0,83349,75951,65457
2017-07-26 00:00:00.000000000,1500998400000000000,7230.0,7354.0,7088.0,7142.0,123356,65457,66930
2017-07-27 00:00:00.000000000,1501084800000000000,7172.0,7210.0,7076.0,7164.0,62315,66930,60111
2017-07-28 00:00:00.000000000,1501171200000000000,7182.0,7196.0,7054.0,7112.0,65015,60111,59451
2017-07-31 00:00:00.000000000,1501430400000000000,7156.0,7242.0,7074.0,7152.0,76315,59451,54788
2017-08-01 00:00:00.000000000,1501516800000000000,7170.0,7208.0,7022.0,7096.0,70986,54788,53593
2017-08-02 00:00:00.000000000,1501603200000000000,7134.0,7156.0,7040.0,7090.0,43019,53593,52085
2017-08-03 00:00:00.000000000,1501689600000000000,7096.0,7194.0,6988.0,7054.0,87185,52085,52060
2017-08-04 00:00:00.000000000,1501776000000000000,7104.0,7168.0,7026.0,7078.0,59798,52060,44059
2017-08-07 00:00:00.000000000,1502035200000000000,7156.0,7208.0,7050.0,7098.0,78359,44059,44899
2017-08-08 00:00:00.000000000,1502121600000000000,7122.0,7152.0,7060.0,7088.0,48147,44899,36353
2017-08-09 00:00:00.000000000,1502208000000000000,7140.0,7284.0,7088.0,7192.0,87970,36353,44606
2017-08-10 00:00:00.000000000,1502294400000000000,7188.0,7330.0,7176.0,7260.0,73847,44606,31476
2017-08-11 00:00:00.000000000,1502380800000000000,7218.0,7254.0,6906.0,6952.0,49200,31476,20455
2017-08-14 00:00:00.000000000,1502640000000000000,6908.0,6968.0,6814.0,6856.0,41824,20455,38278
2017-08-15 00:00:00.000000000,1502726400000000000,6830.0,7120.0,6820.0,7090.0,81358,38278,41971
2017-08-16 00:00:00.000000000,1502812800000000000,7092.0,7266.0,7008.0,7236.0,118710,41971,53356
2017-08-17 00:00:00.000000000,1502899200000000000,7378.0,7572.0,7300.0,7354.0,96408,53356,57749
2017-08-18 00:00:00.000000000,1502985600000000000,7296.0,7386.0,7210.0,7380.0,72269,57749,56920
2017-08-21 00:00:00.000000000,1503244800000000000,7450.0,7550.0,7386.0,7468.0,105929,56920,65219
2017-08-22 00:00:00.000000000,1503331200000000000,7454.0,7672.0,7392.0,7478.0,160700,65219,75059
2017-08-23 00:00:00.000000000,1503417600000000000,7334.0,7366.0,7090.0,7224.0,157902,75059,59743
2017-08-24 00:00:00.000000000,1503504000000000000,7294.0,7420.0,7266.0,7312.0,84471,59743,59119
2017-08-25 00:00:00.000000000,1503590400000000000,7450.0,7470.0,7342.0,7362.0,52479,59119,55306
2017-08-28 00:00:00.000000000,1503849600000000000,7208.0,7544.0,7176.0,7488.0,124291,55306,68898
2017-08-29 00:00:00.000000000,1503936000000000000,7526.0,7536.0,7250.0,7302.0,126250,68898,57311
2017-08-30 00:00:00.000000000,1504022400000000000,7266.0,7438.0,7210.0,7394.0,83958,57311,57603
2017-08-31 00:00:00.000000000,1504108800000000000,7340.0,7376.0,7254.0,7302.0,58159,57603,55179
2017-09-01 00:00:00.000000000,1504195200000000000,7346.0,7400.0,7244.0,7318.0,60417,55179,54877
2017-09-04 00:00:00.000000000,1504454400000000000,7426.0,7494.0,7134.0,7194.0,80176,54877,55056
2017-09-05 00:00:00.000000000,1504540800000000000,7208.0,7250.0,7144.0,7184.0,56380,55056,48558
2017-09-06 00:00:00.000000000,1504627200000000000,7032.0,7198.0,7004.0,7160.0,40269,48558,47435
2017-09-07 00:00:00.000000000,1504713600000000000,7180.0,7258.0,7050.0,7206.0,62239,47435,48911
2017-09-08 00:00:00.000000000,1504800000000000000,7240.0,7428.0,7222.0,7236.0,112987,48911,47988
2017-09-11 00:00:00.000000000,1505059200000000000,7174.0,7392.0,7122.0,7304.0,72205,47988,45334
2017-09-12 00:00:00.000000000,1505145600000000000,7356.0,7458.0,7316.0,7442.0,58102,45334,47101
2017-09-13 00:00:00.000000000,1505232000000000000,7490.0,7498.0,7352.0,7410.0,66670,47101,50675
2017-09-14 00:00:00.000000000,1505318400000000000,7400.0,7468.0,7212.0,7264.0,98297,50675,52967
2017-09-15 00:00:00.000000000,1505404800000000000,7270.0,7314.0,7180.0,7290.0,66551,52967,51508
2017-09-18 00:00:00.000000000,1505664000000000000,7270.0,7510.0,7186.0,7506.0,140250,51508,74013
2017-09-19 00:00:00.000000000,1505750400000000000,7538.0,7612.0,7422.0,7464.0,163155,74013,75390
2017-09-20 00:00:00.000000000,1505836800000000000,7506.0,7530.0,7390.0,7394.0,108503,75390,71513
2017-09-21 00:00:00.000000000,1505923200000000000,7360.0,7420.0,6998.0,6998.0,163197,71513,79185
2017-09-22 00:00:00.000000000,1506009600000000000,6828.0,6850.0,6650.0,6676.0,155774,79185,75121
2017-09-25 00:00:00.000000000,1506268800000000000,6690.0,6724.0,6460.0,6596.0,133869,75121,78289
2017-09-26 00:00:00.000000000,1506355200000000000,6622.0,6756.0,6600.0,6662.0,113923,78289,76124
2017-09-27 00:00:00.000000000,1506441600000000000,6694.0,6716.0,6626.0,6678.0,64192,76124,69186
2017-09-28 00:00:00.000000000,1506528000000000000,6590.0,6650.0,6502.0,6614.0,80724,69186,68452
2017-09-29 00:00:00.000000000,1506614400000000000,6618.0,6692.0,6600.0,6640.0,42637,68452,59551
2017-10-09 00:00:00.000000000,1507478400000000000,6704.0,6750.0,6434.0,6496.0,79652,59551,68408
2017-10-10 00:00:00.000000000,1507564800000000000,6478.0,6548.0,6410.0,6500.0,52052,68408,64640
2017-10-11 00:00:00.000000000,1507651200000000000,6546.0,6568.0,6462.0,6498.0,48118,64640,67583
2017-10-12 00:00:00.000000000,1507737600000000000,6520.0,6544.0,6450.0,6512.0,46885,67583,64595
2017-10-13 00:00:00.000000000,1507824000000000000,6524.0,6670.0,6504.0,6600.0,74754,64595,69693
2017-10-16 00:00:00.000000000,1508083200000000000,6648.0,6648.0,6542.0,6578.0,40384,69693,66280
2017-10-17 00:00:00.000000000,1508169600000000000,6548.0,6640.0,6524.0,6578.0,45242,66280,67133
2017-10-18 00:00:00.000000000,1508256000000000000,6574.0,6696.0,6570.0,6610.0,60510,67133,65267
2017-10-19 00:00:00.000000000,1508342400000000000,6554.0,6608.0,6500.0,6544.0,44630,65267,62331
2017-10-20 00:00:00.000000000,1508428800000000000,6576.0,6718.0,6560.0,6706.0,71243,62331,63647
2017-10-23 00:00:00.000000000,1508688000000000000,6650.0,6808.0,6570.0,6638.0,78178,63647,62281
2017-10-24 00:00:00.000000000,1508774400000000000,6672.0,6742.0,6630.0,6642.0,53141,62281,62273
2017-10-25 00:00:00.000000000,1508860800000000000,6638.0,6658.0,6536.0,6642.0,48323,62273,57867
2017-10-26 00:00:00.000000000,1508947200000000000,6650.0,6786.0,6600.0,6650.0,107112,57867,65396
2017-10-27 00:00:00.000000000,1509033600000000000,6648.0,6696.0,6386.0,6440.0,97751,65396,64582
2017-10-30 00:00:00.000000000,1509292800000000000,6428.0,6486.0,6310.0,6368.0,67682,64582,70823
2017-10-31 00:00:00.000000000,1509379200000000000,6348.0,6400.0,6250.0,6306.0,72496,70823,69849
2017-11-01 00:00:00.000000000,1509465600000000000,6312.0,6424.0,6300.0,6322.0,45839,69849,70008
2017-11-02 00:00:00.000000000,1509552000000000000,6432.0,6450.0,6324.0,6348.0,45985,70008,68852
2017-11-03 00:00:00.000000000,1509638400000000000,6360.0,6416.0,6330.0,6374.0,38374,68852,66355
2017-11-06 00:00:00.000000000,1509897600000000000,6392.0,6620.0,6382.0,6600.0,94575,66355,65451
2017-11-07 00:00:00.000000000,1509984000000000000,6638.0,6660.0,6502.0,6528.0,52457,65451,58558
2017-11-08 00:00:00.000000000,1510070400000000000,6516.0,6568.0,6468.0,6534.0,48462,58558,61533
2017-11-09 00:00:00.000000000,1510156800000000000,6578.0,6596.0,6410.0,6436.0,74630,61533,70099
2017-11-10 00:00:00.000000000,1510243200000000000,6412.0,6532.0,6402.0,6480.0,60275,70099,68146
2017-11-13 00:00:00.000000000,1510502400000000000,6498.0,6510.0,6442.0,6480.0,35305,68146,68631
2017-11-14 00:00:00.000000000,1510588800000000000,6504.0,6576.0,6480.0,6540.0,44915,68631,68772
2017-11-15 00:00:00.000000000,1510675200000000000,6464.0,6708.0,6380.0,6636.0,119530,68772,73525
2017-11-16 00:00:00.000000000,1510761600000000000,6658.0,6730.0,6590.0,6726.0,57665,73525,63291
2017-11-17 00:00:00.000000000,1510848000000000000,6746.0,6896.0,6692.0,6816.0,143950,63291,69654
2017-11-20 00:00:00.000000000,1511107200000000000,6834.0,6942.0,6814.0,6896.0,61356,69654,63642
2017-11-21 00:00:00.000000000,1511193600000000000,6918.0,6918.0,6810.0,6856.0,49752,63642,58443
2017-11-22 00:00:00.000000000,1511280000000000000,6886.0,6898.0,6718.0,6788.0,72051,58443,59937
2017-11-23 00:00:00.000000000,1511366400000000000,6812.0,6948.0,6806.0,6898.0,82325,59937,54707
2017-11-24 00:00:00.000000000,1511452800000000000,6912.0,6938.0,6862.0,6890.0,50767,54707,52225
2017-11-27 00:00:00.000000000,1511712000000000000,6908.0,7086.0,6876.0,7052.0,96236,52225,58742
2017-11-28 00:00:00.000000000,1511798400000000000,7070.0,7160.0,7056.0,7144.0,77811,58742,55098
2017-11-29 00:00:00.000000000,1511884800000000000,7134.0,7304.0,7130.0,7296.0,78419,55098,65279
2017-11-30 00:00:00.000000000,1511971200000000000,7334.0,7350.0,7222.0,7284.0,63122,65279,59997
2017-12-01 00:00:00.000000000,1512057600000000000,7288.0,7320.0,7238.0,7310.0,39802,59997,53502
2017-12-04 00:00:00.000000000,1512316800000000000,7606.0,7718.0,7480.0,7718.0,17944,53502,54914
2017-12-05 00:00:00.000000000,1512403200000000000,8128.0,8364.0,7532.0,7748.0,278300,54914,47558
2017-12-06 00:00:00.000000000,1512489600000000000,7722.0,8414.0,7602.0,8408.0,222254,47558,49290
2017-12-07 00:00:00.000000000,1512576000000000000,8362.0,8402.0,7906.0,8030.0,187933,49290,53924
2017-12-08 00:00:00.000000000,1512662400000000000,8112.0,8590.0,7956.0,8590.0,163061,53924,59952
2017-12-11 00:00:00.000000000,1512921600000000000,8906.0,9098.0,8636.0,8866.0,182521,59952,55166
2017-12-12 00:00:00.000000000,1513008000000000000,8906.0,8988.0,8712.0,8866.0,146435,55166,54601
2017-12-13 00:00:00.000000000,1513094400000000000,8878.0,8908.0,8758.0,8874.0,79987,54601,53867
2017-12-14 00:00:00.000000000,1513180800000000000,8878.0,8980.0,8460.0,8600.0,185323,53867,59851
2017-12-15 00:00:00.000000000,1513267200000000000,8650.0,8660.0,8154.0,8300.0,146190,59851,48335
2017-12-18 00:00:00.000000000,1513526400000000000,8440.0,8624.0,8216.0,8408.0,124871,48335,44229
2017-12-19 00:00:00.000000000,1513612800000000000,8406.0,8530.0,8290.0,8476.0,70088,44229,39167
2017-12-20 00:00:00.000000000,1513699200000000000,8470.0,8478.0,8350.0,8356.0,41880,39167,37953
2017-12-21 00:00:00.000000000,1513785600000000000,8370.0,8900.0,8370.0,8702.0,114538,37953,36109
2017-12-22 00:00:00.000000000,1513872000000000000,7732.0,7790.0,7638.0,7688.0,66418,36109,33352
2017-12-25 00:00:00.000000000,1514131200000000000,7630.0,7698.0,7250.0,7252.0,90001,33352,37415
2017-12-26 00:00:00.000000000,1514217600000000000,7264.0,7352.0,7236.0,7270.0,49521,37415,30496
2017-12-27 00:00:00.000000000,1514304000000000000,7280.0,7450.0,7272.0,7348.0,66850,30496,35615
2017-12-28 00:00:00.000000000,1514390400000000000,7340.0,7364.0,7074.0,7184.0,101818,35615,42259
2017-12-29 00:00:00.000000000,1514476800000000000,7252.0,7334.0,7176.0,7236.0,69743,42259,36521
2018-01-02 00:00:00.000000000,1514822400000000000,7134.0,7330.0,7084.0,7256.0,59175,36521,38505
2018-01-03 00:00:00.000000000,1514908800000000000,7274.0,7350.0,7090.0,7120.0,87372,38505,40639
2018-01-04 00:00:00.000000000,1514995200000000000,7120.0,7198.0,7006.0,7156.0,94348,40639,40174
2018-01-05 00:00:00.000000000,1515081600000000000,7154.0,7182.0,7012.0,7080.0,71189,40174,37556
2018-01-08 00:00:00.000000000,1515340800000000000,7098.0,7168.0,7050.0,7154.0,49565,37556,37737
2018-01-09 00:00:00.000000000,1515427200000000000,7182.0,7292.0,7158.0,7240.0,55589,37737,36036
2018-01-10 00:00:00.000000000,1515513600000000000,7204.0,7310.0,7160.0,7246.0,51794,36036,33826
2018-01-11 00:00:00.000000000,1515600000000000000,7246.0,7276.0,7114.0,7178.0,64117,33826,38743
2018-01-12 00:00:00.000000000,1515686400000000000,7136.0,7396.0,7118.0,7372.0,95773,38743,45084
2018-01-15 00:00:00.000000000,1515945600000000000,7360.0,7454.0,7320.0,7400.0,84895,45084,47417
2018-01-16 00:00:00.000000000,1516032000000000000,7382.0,7500.0,7358.0,7430.0,91041,47417,48235
2018-01-17 00:00:00.000000000,1516118400000000000,7440.0,7478.0,7382.0,7448.0,63786,48235,45032
2018-01-18 00:00:00.000000000,1516204800000000000,7444.0,7630.0,7432.0,7622.0,92402,45032,56884
2018-01-19 00:00:00.000000000,1516291200000000000,7616.0,7770.0,7590.0,7768.0,95829,56884,59156
2018-01-22 00:00:00.000000000,1516550400000000000,7852.0,7876.0,7606.0,7666.0,100890,59156,57816
2018-01-23 00:00:00.000000000,1516636800000000000,7640.0,7740.0,7450.0,7706.0,135999,57816,59302
2018-01-24 00:00:00.000000000,1516723200000000000,7704.0,7748.0,7626.0,7680.0,87775,59302,53867
2018-01-25 00:00:00.000000000,1516809600000000000,7736.0,7780.0,7642.0,7684.0,80504,53867,51714
2018-01-26 00:00:00.000000000,1516896000000000000,7650.0,7674.0,7530.0,7548.0,77275,51714,48458
2018-01-29 00:00:00.000000000,1517155200000000000,7540.0,7730.0,7514.0,7668.0,79000,48458,49308
2018-01-30 00:00:00.000000000,1517241600000000000,7652.0,7750.0,7580.0,7624.0,81381,49308,49281
2018-01-31 00:00:00.000000000,1517328000000000000,7616.0,7642.0,7550.0,7622.0,60216,49281,44611
2018-02-01 00:00:00.000000000,1517414400000000000,7642.0,7690.0,7578.0,7626.0,63306,44611,47532
2018-02-02 00:00:00.000000000,1517500800000000000,7688.0,7714.0,7596.0,7610.0,56126,47532,43569
2018-02-05 00:00:00.000000000,1517760000000000000,7570.0,7816.0,7540.0,7782.0,93351,43569,56762
2018-02-06 00:00:00.000000000,1517846400000000000,7742.0,7818.0,7680.0,7742.0,82418,56762,47884
2018-02-07 00:00:00.000000000,1517932800000000000,7782.0,7900.0,7750.0,7778.0,96965,47884,56125
2018-02-08 00:00:00.000000000,1518019200000000000,7742.0,7764.0,7632.0,7686.0,76627,56125,45733
2018-02-09 00:00:00.000000000,1518105600000000000,7694.0,7742.0,7632.0,7698.0,57286,45733,43917
2018-02-12 00:00:00.000000000,1518364800000000000,7710.0,7806.0,7696.0,7776.0,57450,43917,46272
