datetime,datetime_nano,KQ.m@DCE.pp.open,KQ.m@DCE.pp.high,KQ.m@DCE.pp.low,KQ.m@DCE.pp.close,KQ.m@DCE.pp.volume,KQ.m@DCE.pp.open_oi,KQ.m@DCE.pp.close_oi
2017-11-09 00:00:00.000000000,1510156800000000000,9235.0,9346.0,9125.0,9206.0,255225,206266,205997
2017-11-10 00:00:00.000000000,1510243200000000000,9224.0,9258.0,9038.0,9077.0,237608,205997,201205
2017-11-13 00:00:00.000000000,1510502400000000000,9060.0,9200.0,9027.0,9181.0,229750,201205,206052
2017-11-14 00:00:00.000000000,1510588800000000000,9203.0,9220.0,9045.0,9097.0,208125,206052,192006
2017-11-15 00:00:00.000000000,1510675200000000000,8940.0,8979.0,8795.0,8921.0,253909,192006,176700
2017-11-16 00:00:00.000000000,1510761600000000000,8935.0,8970.0,8844.0,8873.0,203250,176700,168732
2017-11-17 00:00:00.000000000,1510848000000000000,8868.0,9078.0,8830.0,9060.0,263522,168732,179239
2017-11-20 00:00:00.000000000,1511107200000000000,9086.0,9166.0,8995.0,9155.0,204442,179239,180103
2017-11-21 00:00:00.000000000,1511193600000000000,9177.0,9226.0,9146.0,9191.0,161657,180103,181095
2017-11-22 00:00:00.000000000,1511280000000000000,9243.0,9265.0,9097.0,9218.0,185239,181095,180445
2017-11-23 00:00:00.000000000,1511366400000000000,9238.0,9310.0,9125.0,9143.0,187536,180445,168824
2017-11-24 00:00:00.000000000,1511452800000000000,9162.0,9251.0,9150.0,9190.0,138366,168824,171107
2017-11-27 00:00:00.000000000,1511712000000000000,9210.0,9338.0,8904.0,8910.0,289404,171107,151268
2017-11-28 00:00:00.000000000,1511798400000000000,8915.0,8944.0,8855.0,8855.0,146351,151268,136465
2017-11-29 00:00:00.000000000,1511884800000000000,8851.0,8957.0,8836.0,8893.0,136043,136465,128682
2017-11-30 00:00:00.000000000,1511971200000000000,8960.0,8989.0,8782.0,8865.0,201908,128682,113237
2017-12-01 00:00:00.000000000,1512057600000000000,8881.0,9114.0,8855.0,9030.0,189036,113237,97907
2017-12-04 00:00:00.000000000,1512316800000000000,9150.0,9210.0,9004.0,9209.0,129883,97907,76870
2017-12-05 00:00:00.000000000,1512403200000000000,9150.0,9249.0,9100.0,9137.0,191650,76870,166215
2017-12-06 00:00:00.000000000,1512489600000000000,9110.0,9215.0,9091.0,9139.0,189842,166215,169119
2017-12-07 00:00:00.000000000,1512576000000000000,9079.0,9090.0,8802.0,8822.0,264323,169119,176057
2017-12-08 00:00:00.000000000,1512662400000000000,8830.0,9048.0,8822.0,9018.0,205800,176057,169024
2017-12-11 00:00:00.000000000,1512921600000000000,9034.0,9150.0,9001.0,9086.0,236237,169024,168256
2017-12-12 00:00:00.000000000,1513008000000000000,9149.0,9180.0,9081.0,9179.0,186367,168256,177352
2017-12-13 00:00:00.000000000,1513094400000000000,9162.0,9200.0,8960.0,9077.0,261376,177352,180991
2017-12-14 00:00:00.000000000,1513180800000000000,9066.0,9150.0,8980.0,9000.0,230559,180991,178101
2017-12-15 00:00:00.000000000,1513267200000000000,9015.0,9020.0,8885.0,8935.0,195936,178101,186980
2017-12-18 00:00:00.000000000,1513526400000000000,9026.0,9122.0,8979.0,9073.0,248800,186980,176465
2017-12-19 00:00:00.000000000,1513612800000000000,9052.0,9250.0,9040.0,9240.0,297246,176465,224024
2017-12-20 00:00:00.000000000,1513699200000000000,9259.0,9284.0,9194.0,9250.0,144411,224024,221953
2017-12-21 00:00:00.000000000,1513785600000000000,9193.0,9309.0,9168.0,9236.0,203842,221953,227039
2017-12-22 00:00:00.000000000,1513872000000000000,9271.0,9290.0,9120.0,9217.0,194824,227039,213737
2017-12-25 00:00:00.000000000,1514131200000000000,9198.0,9306.0,9103.0,9144.0,229524,213737,204386
2017-12-26 00:00:00.000000000,1514217600000000000,9157.0,9370.0,9142.0,9333.0,279127,204386,255049
2017-12-27 00:00:00.000000000,1514304000000000000,9341.0,9390.0,9210.0,9250.0,211389,255049,224728
2017-12-28 00:00:00.000000000,1514390400000000000,9256.0,9312.0,9209.0,9265.0,157011,224728,224980
2017-12-29 00:00:00.000000000,1514476800000000000,9300.0,9340.0,9222.0,9285.0,178750,224980,210798
2018-01-02 00:00:00.000000000,1514822400000000000,9325.0,9560.0,9300.0,9493.0,337518,210798,274270
2018-01-03 00:00:00.000000000,1514908800000000000,9510.0,9515.0,9454.0,9490.0,140324,274270,258226
2018-01-04 00:00:00.000000000,1514995200000000000,9522.0,9565.0,9430.0,9524.0,194730,258226,258240
2018-01-05 00:00:00.000000000,1515081600000000000,9509.0,9554.0,9441.0,9508.0,198247,258240,257019
2018-01-08 00:00:00.000000000,1515340800000000000,9478.0,9604.0,9465.0,9529.0,189314,257019,260142
2018-01-09 00:00:00.000000000,1515427200000000000,9560.0,9575.0,9455.0,9499.0,152820,260142,253690
2018-01-10 00:00:00.000000000,1515513600000000000,9491.0,9645.0,9480.0,9588.0,233316,253690,270513
2018-01-11 00:00:00.000000000,1515600000000000000,9605.0,9640.0,9562.0,9632.0,143770,270513,274548
2018-01-12 00:00:00.000000000,1515686400000000000,9610.0,9683.0,9592.0,9679.0,177645,274548,293393
2018-01-15 00:00:00.000000000,1515945600000000000,9680.0,9695.0,9606.0,9664.0,159921,293393,281053
2018-01-16 00:00:00.000000000,1516032000000000000,9670.0,9679.0,9381.0,9416.0,300743,281053,265655
2018-01-17 00:00:00.000000000,1516118400000000000,9415.0,9448.0,9350.0,9380.0,139419,265655,238608
2018-01-18 00:00:00.000000000,1516204800000000000,9395.0,9468.0,9383.0,9400.0,132443,238608,242113
2018-01-19 00:00:00.000000000,1516291200000000000,9362.0,9509.0,9315.0,9468.0,190619,242113,246176
2018-01-22 00:00:00.000000000,1516550400000000000,9478.0,9518.0,9443.0,9456.0,125450,246176,242125
2018-01-23 00:00:00.000000000,1516636800000000000,9470.0,9550.0,9385.0,9537.0,213741,242125,264435
2018-01-24 00:00:00.000000000,1516723200000000000,9541.0,9562.0,9480.0,9497.0,159978,264435,253839
2018-01-25 00:00:00.000000000,1516809600000000000,9555.0,9626.0,9530.0,9543.0,204097,253839,266516
2018-01-26 00:00:00.000000000,1516896000000000000,9504.0,9646.0,9492.0,9596.0,199442,266516,275078
2018-01-29 00:00:00.000000000,1517155200000000000,9594.0,9668.0,9545.0,9564.0,159137,275078,275808
2018-01-30 00:00:00.000000000,1517241600000000000,9536.0,9600.0,9470.0,9489.0,224854,275808,268178
2018-01-31 00:00:00.000000000,1517328000000000000,9458.0,9520.0,9442.0,9512.0,158900,268178,266574
2018-02-01 00:00:00.000000000,1517414400000000000,9517.0,9528.0,9402.0,9408.0,174399,266574,264687
2018-02-02 00:00:00.000000000,1517500800000000000,9452.0,9460.0,9360.0,9375.0,128408,264687,256981
2018-02-05 00:00:00.000000000,1517760000000000000,9348.0,9500.0,9336.0,9500.0,168978,256981,267702
2018-02-06 00:00:00.000000000,1517846400000000000,9460.0,9489.0,9390.0,9416.0,175138,267702,252085
2018-02-07 00:00:00.000000000,1517932800000000000,9447.0,9473.0,9288.0,9306.0,225051,252085,269500
2018-02-08 00:00:00.000000000,1518019200000000000,9262.0,9297.0,9187.0,9239.0,196415,269500,266725
2018-02-09 00:00:00.000000000,1518105600000000000,9219.0,9267.0,9205.0,9238.0,118691,266725,260183
2018-02-12 00:00:00.000000000,1518364800000000000,9233.0,9257.0,9161.0,9203.0,158656,260183,263575
2018-02-13 00:00:00.000000000,1518451200000000000,9212.0,9218.0,9150.0,9204.0,90333,263575,246066
2018-02-14 00:00:00.000000000,1518537600000000000,9217.0,9375.0,9207.0,9326.0,154388,246066,232687
2018-02-22 00:00:00.000000000,1519228800000000000,9386.0,9395.0,9264.0,9282.0,104387,232687,232153
2018-02-23 00:00:00.000000000,1519315200000000000,9326.0,9336.0,9280.0,9304.0,120968,232153,241885
2018-02-26 00:00:00.000000000,1519574400000000000,9328.0,9395.0,9210.0,9210.0,225781,241885,263416
2018-02-27 00:00:00.000000000,1519660800000000000,9208.0,9238.0,9115.0,9174.0,191627,263416,258340
2018-02-28 00:00:00.000000000,1519747200000000000,9164.0,9196.0,9142.0,9149.0,120520,258340,254078
2018-03-01 00:00:00.000000000,1519833600000000000,9130.0,9302.0,9097.0,9272.0,252742,254078,254918
2018-03-02 00:00:00.000000000,1519920000000000000,9265.0,9284.0,9204.0,9262.0,134987,254918,232875
2018-03-05 00:00:00.000000000,1520179200000000000,9266.0,9294.0,9161.0,9172.0,160783,232875,242254
2018-03-06 00:00:00.000000000,1520265600000000000,9196.0,9251.0,9157.0,9227.0,155782,242254,222974
2018-03-07 00:00:00.000000000,1520352000000000000,9202.0,9229.0,9114.0,9150.0,187956,222974,229180
2018-03-08 00:00:00.000000000,1520438400000000000,9154.0,9160.0,8956.0,8970.0,240829,229180,228638
2018-03-09 00:00:00.000000000,1520524800000000000,8970.0,9018.0,8942.0,8982.0,141284,228638,218327
2018-03-12 00:00:00.000000000,1520784000000000000,9030.0,9050.0,8851.0,8889.0,198499,218327,228514
2018-03-13 00:00:00.000000000,1520870400000000000,8886.0,8919.0,8860.0,8882.0,96753,228514,213309
2018-03-14 00:00:00.000000000,1520956800000000000,8903.0,8986.0,8840.0,8931.0,180265,213309,202122
2018-03-15 00:00:00.000000000,1521043200000000000,8908.0,8973.0,8867.0,8890.0,142199,202122,206248
2018-03-16 00:00:00.000000000,1521129600000000000,8890.0,8900.0,8745.0,8758.0,213060,206248,229058
2018-03-19 00:00:00.000000000,1521388800000000000,8761.0,8815.0,8732.0,8757.0,169801,229058,226002
2018-03-20 00:00:00.000000000,1521475200000000000,8746.0,8757.0,8605.0,8706.0,205419,226002,231305
2018-03-21 00:00:00.000000000,1521561600000000000,8727.0,8752.0,8667.0,8697.0,119440,231305,222411
2018-03-22 00:00:00.000000000,1521648000000000000,8750.0,8820.0,8740.0,8752.0,139877,222411,215846
2018-03-23 00:00:00.000000000,1521734400000000000,8683.0,8698.0,8431.0,8525.0,231778,215846,202532
2018-03-26 00:00:00.000000000,1521993600000000000,8572.0,8598.0,8501.0,8512.0,123546,202532,201213
2018-03-27 00:00:00.000000000,1522080000000000000,8518.0,8640.0,8515.0,8609.0,131457,201213,189907
2018-03-28 00:00:00.000000000,1522166400000000000,8580.0,8648.0,8512.0,8543.0,140424,189907,188172
2018-03-29 00:00:00.000000000,1522252800000000000,8541.0,8716.0,8531.0,8688.0,145673,188172,178529
2018-03-30 00:00:00.000000000,1522339200000000000,8690.0,8744.0,8660.0,8714.0,120122,178529,173214
2018-04-02 00:00:00.000000000,1522598400000000000,8763.0,8876.0,8697.0,8843.0,178546,173214,144113
2018-04-03 00:00:00.000000000,1522684800000000000,8813.0,8831.0,8771.0,8819.0,104090,144113,140672
2018-04-04 00:00:00.000000000,1522771200000000000,8819.0,8893.0,8709.0,8816.0,153382,140672,125950
2018-04-09 00:00:00.000000000,1523203200000000000,8852.0,8973.0,8835.0,8948.0,119298,125950,112783
2018-04-10 00:00:00.000000000,1523289600000000000,8960.0,9033.0,8916.0,9014.0,87184,112783,95527
2018-04-11 00:00:00.000000000,1523376000000000000,9139.0,9160.0,9023.0,9045.0,134945,95527,164639
2018-04-12 00:00:00.000000000,1523462400000000000,9065.0,9094.0,8966.0,9038.0,170682,164639,169920
2018-04-13 00:00:00.000000000,1523548800000000000,9038.0,9068.0,8949.0,9008.0,158916,169920,168939
2018-04-16 00:00:00.000000000,1523808000000000000,9010.0,9102.0,8918.0,8942.0,258493,168939,184557
2018-04-17 00:00:00.000000000,1523894400000000000,8939.0,8972.0,8901.0,8939.0,126879,184557,180211
2018-04-18 00:00:00.000000000,1523980800000000000,9000.0,9048.0,8931.0,8955.0,162822,180211,181928
2018-04-19 00:00:00.000000000,1524067200000000000,9040.0,9060.0,8950.0,9026.0,187571,181928,185230
2018-04-20 00:00:00.000000000,1524153600000000000,9010.0,9033.0,8805.0,8805.0,240000,185230,194399
2018-04-23 00:00:00.000000000,1524412800000000000,8820.0,8868.0,8780.0,8840.0,155085,194399,185971
2018-04-24 00:00:00.000000000,1524499200000000000,8859.0,8888.0,8824.0,8855.0,130558,185971,190816
2018-04-25 00:00:00.000000000,1524585600000000000,8821.0,8955.0,8790.0,8944.0,212771,190816,186704
2018-04-26 00:00:00.000000000,1524672000000000000,8938.0,8998.0,8921.0,8930.0,124542,186704,175075
2018-04-27 00:00:00.000000000,1524758400000000000,8941.0,9000.0,8927.0,8972.0,111824,175075,175977
2018-05-02 00:00:00.000000000,1525190400000000000,8983.0,9187.0,8967.0,9185.0,220725,175977,200357
2018-05-03 00:00:00.000000000,1525276800000000000,9190.0,9219.0,9166.0,9199.0,131979,200357,202403
2018-05-04 00:00:00.000000000,1525363200000000000,9215.0,9287.0,9186.0,9283.0,134472,202403,213669
2018-05-07 00:00:00.000000000,1525622400000000000,9298.0,9321.0,9234.0,9277.0,118063,213669,213137
2018-05-08 00:00:00.000000000,1525708800000000000,9271.0,9280.0,9185.0,9253.0,110450,213137,211174
2018-05-09 00:00:00.000000000,1525795200000000000,9220.0,9346.0,9200.0,9222.0,161725,211174,212244
2018-05-10 00:00:00.000000000,1525881600000000000,9265.0,9295.0,9215.0,9276.0,131631,212244,213803
2018-05-11 00:00:00.000000000,1525968000000000000,9274.0,9307.0,9210.0,9263.0,144213,213803,211542
2018-05-14 00:00:00.000000000,1526227200000000000,9281.0,9380.0,9168.0,9188.0,226950,211542,217158
2018-05-15 00:00:00.000000000,1526313600000000000,9226.0,9240.0,9160.0,9220.0,114941,217158,204909
2018-05-16 00:00:00.000000000,1526400000000000000,9245.0,9340.0,9220.0,9274.0,200318,204909,224794
2018-05-17 00:00:00.000000000,1526486400000000000,9296.0,9315.0,9205.0,9235.0,169935,224794,220427
2018-05-18 00:00:00.000000000,1526572800000000000,9249.0,9280.0,9125.0,9233.0,155184,220427,209380
2018-05-21 00:00:00.000000000,1526832000000000000,9239.0,9415.0,9211.0,9308.0,238152,209380,229265
2018-05-22 00:00:00.000000000,1526918400000000000,9323.0,9358.0,9270.0,9308.0,106560,229265,221090
2018-05-23 00:00:00.000000000,1527004800000000000,9305.0,9308.0,9188.0,9227.0,123019,221090,213682
2018-05-24 00:00:00.000000000,1527091200000000000,9219.0,9239.0,9162.0,9196.0,101257,213682,215230
2018-05-25 00:00:00.000000000,1527177600000000000,9216.0,9255.0,9092.0,9121.0,198462,215230,212307
2018-05-28 00:00:00.000000000,1527436800000000000,9056.0,9120.0,9028.0,9066.0,146308,212307,206931
2018-05-29 00:00:00.000000000,1527523200000000000,9081.0,9220.0,9070.0,9184.0,151824,206931,216402
2018-05-30 00:00:00.000000000,1527609600000000000,9157.0,9218.0,9130.0,9179.0,114120,216402,218099
2018-05-31 00:00:00.000000000,1527696000000000000,9241.0,9260.0,9142.0,9180.0,133093,218099,218525
2018-06-01 00:00:00.000000000,1527782400000000000,9171.0,9305.0,9160.0,9290.0,155934,218525,225467
2018-06-04 00:00:00.000000000,1528041600000000000,9301.0,9327.0,9256.0,9284.0,98308,225467,227779
2018-06-05 00:00:00.000000000,1528128000000000000,9288.0,9308.0,9220.0,9292.0,122172,227779,230336
2018-06-06 00:00:00.000000000,1528214400000000000,9304.0,9340.0,9183.0,9192.0,173365,230336,216585
2018-06-07 00:00:00.000000000,1528300800000000000,9205.0,9292.0,9196.0,9290.0,124497,216585,217957
2018-06-08 00:00:00.000000000,1528387200000000000,9295.0,9350.0,9261.0,9306.0,144836,217957,225388
2018-06-11 00:00:00.000000000,1528646400000000000,9305.0,9425.0,9230.0,9423.0,233820,225388,270483
2018-06-12 00:00:00.000000000,1528732800000000000,9430.0,9466.0,9355.0,9377.0,146264,270483,254501
2018-06-13 00:00:00.000000000,1528819200000000000,9350.0,9395.0,9302.0,9335.0,125722,254501,244069
2018-06-14 00:00:00.000000000,1528905600000000000,9356.0,9390.0,9262.0,9286.0,138739,244069,236012
2018-06-15 00:00:00.000000000,1528992000000000000,9268.0,9295.0,9220.0,9288.0,95367,236012,223767
2018-06-19 00:00:00.000000000,1529337600000000000,9258.0,9322.0,9115.0,9122.0,177004,223767,203425
2018-06-20 00:00:00.000000000,1529424000000000000,9130.0,9169.0,9110.0,9130.0,79942,203425,196411
2018-06-21 00:00:00.000000000,1529510400000000000,9147.0,9160.0,9051.0,9061.0,108232,196411,198801
2018-06-22 00:00:00.000000000,1529596800000000000,9068.0,9080.0,8963.0,8980.0,151154,198801,197173
2018-06-25 00:00:00.000000000,1529856000000000000,9050.0,9061.0,8968.0,9012.0,116397,197173,195716
2018-06-26 00:00:00.000000000,1529942400000000000,8980.0,9098.0,8936.0,9058.0,138707,195716,203516
2018-06-27 00:00:00.000000000,1530028800000000000,9090.0,9120.0,9036.0,9077.0,98804,203516,191212
2018-06-28 00:00:00.000000000,1530115200000000000,9116.0,9147.0,9086.0,9098.0,95792,191212,188253
2018-06-29 00:00:00.000000000,1530201600000000000,9104.0,9288.0,9099.0,9288.0,169227,188253,185809
2018-07-02 00:00:00.000000000,1530460800000000000,9268.0,9280.0,9220.0,9242.0,97787,185809,180692
2018-07-03 00:00:00.000000000,1530547200000000000,9241.0,9284.0,9211.0,9231.0,108808,180692,181089
2018-07-04 00:00:00.000000000,1530633600000000000,9216.0,9300.0,9186.0,9259.0,103361,181089,174318
2018-07-05 00:00:00.000000000,1530720000000000000,9228.0,9237.0,9100.0,9103.0,142292,174318,175838
2018-07-06 00:00:00.000000000,1530806400000000000,9084.0,9143.0,9074.0,9095.0,96125,175838,169177
2018-07-09 00:00:00.000000000,1531065600000000000,9121.0,9148.0,9068.0,9135.0,86176,169177,167959
2018-07-10 00:00:00.000000000,1531152000000000000,9144.0,9245.0,9136.0,9229.0,107523,167959,165219
2018-07-11 00:00:00.000000000,1531238400000000000,9198.0,9264.0,9150.0,9227.0,117018,165219,162402
2018-07-12 00:00:00.000000000,1531324800000000000,9185.0,9318.0,9175.0,9315.0,172360,162402,193250
2018-07-13 00:00:00.000000000,1531411200000000000,9320.0,9347.0,9295.0,9345.0,82598,193250,195643
2018-07-16 00:00:00.000000000,1531670400000000000,9340.0,9380.0,9315.0,9331.0,89187,195643,201299
2018-07-17 00:00:00.000000000,1531756800000000000,9298.0,9350.0,9260.0,9345.0,102959,201299,201396
2018-07-18 00:00:00.000000000,1531843200000000000,9347.0,9368.0,9301.0,9333.0,76225,201396,198579
2018-07-19 00:00:00.000000000,1531929600000000000,9365.0,9423.0,9274.0,9304.0,130149,198579,187804
2018-07-20 00:00:00.000000000,1532016000000000000,9300.0,9385.0,9280.0,9380.0,100320,187804,195379
2018-07-23 00:00:00.000000000,1532275200000000000,9387.0,9448.0,9350.0,9427.0,93660,195379,202103
2018-07-24 00:00:00.000000000,1532361600000000000,9450.0,9569.0,9447.0,9506.0,136502,202103,214917
2018-07-25 00:00:00.000000000,1532448000000000000,9522.0,9549.0,9476.0,9485.0,78117,214917,201816
2018-07-26 00:00:00.000000000,1532534400000000000,9498.0,9507.0,9451.0,9472.0,84881,201816,195651
2018-07-27 00:00:00.000000000,1532620800000000000,9500.0,9519.0,9430.0,9492.0,89253,195651,179736
2018-07-30 00:00:00.000000000,1532880000000000000,9518.0,9650.0,9500.0,9601.0,136374,179736,193985
2018-07-31 00:00:00.000000000,1532966400000000000,9616.0,9628.0,9580.0,9606.0,67243,193985,180079
2018-08-01 00:00:00.000000000,1533052800000000000,9609.0,9685.0,9533.0,9610.0,125745,180079,171169
2018-08-02 00:00:00.000000000,1533139200000000000,9600.0,9770.0,9587.0,9744.0,171715,171169,186898
2018-08-03 00:00:00.000000000,1533225600000000000,9760.0,10048.0,9753.0,9900.0,227957,186898,168240
2018-08-06 00:00:00.000000000,1533484800000000000,9984.0,10094.0,9945.0,10053.0,179851,168240,138436
2018-08-07 00:00:00.000000000,1533571200000000000,10039.0,10180.0,10007.0,10096.0,130426,138436,110461
2018-08-08 00:00:00.000000000,1533657600000000000,10020.0,10098.0,9970.0,10037.0,71381,110461,92079
2018-08-09 00:00:00.000000000,1533744000000000000,10124.0,10219.0,10085.0,10119.0,148716,92079,230181
2018-08-10 00:00:00.000000000,1533830400000000000,10120.0,10268.0,10010.0,10085.0,236671,230181,234539
2018-08-13 00:00:00.000000000,1534089600000000000,10088.0,10150.0,9980.0,10098.0,157064,234539,236701
2018-08-14 00:00:00.000000000,1534176000000000000,10221.0,10301.0,10125.0,10187.0,208431,236701,255919
2018-08-15 00:00:00.000000000,1534262400000000000,10175.0,10199.0,10101.0,10176.0,124626,255919,255595
2018-08-16 00:00:00.000000000,1534348800000000000,9987.0,10173.0,9915.0,10111.0,190715,255595,248422
2018-08-17 00:00:00.000000000,1534435200000000000,10090.0,10111.0,9926.0,9952.0,187108,248422,238367
2018-08-20 00:00:00.000000000,1534694400000000000,9953.0,10058.0,9850.0,10008.0,215422,238367,250113
2018-08-21 00:00:00.000000000,1534780800000000000,10035.0,10048.0,9880.0,9923.0,171924,250113,236510
2018-08-22 00:00:00.000000000,1534867200000000000,9950.0,10111.0,9910.0,9910.0,296726,236510,244860
2018-08-23 00:00:00.000000000,1534953600000000000,9936.0,9983.0,9755.0,9768.0,255061,244860,218809
2018-08-24 00:00:00.000000000,1535040000000000000,9768.0,9818.0,9680.0,9720.0,176896,218809,215857
2018-08-27 00:00:00.000000000,1535299200000000000,9736.0,9786.0,9683.0,9772.0,131615,215857,210408
2018-08-28 00:00:00.000000000,1535385600000000000,9799.0,9865.0,9670.0,9750.0,207577,210408,228654
2018-08-29 00:00:00.000000000,1535472000000000000,9748.0,9850.0,9741.0,9776.0,149345,228654,213854
2018-08-30 00:00:00.000000000,1535558400000000000,9794.0,9808.0,9720.0,9779.0,140166,213854,216322
2018-08-31 00:00:00.000000000,1535644800000000000,9782.0,9848.0,9730.0,9737.0,200394,216322,223506
2018-09-03 00:00:00.000000000,1535904000000000000,9720.0,9805.0,9609.0,9710.0,265658,223506,229221
2018-09-04 00:00:00.000000000,1535990400000000000,9722.0,9818.0,9718.0,9756.0,176208,229221,235605
2018-09-05 00:00:00.000000000,1536076800000000000,9767.0,9810.0,9721.0,9793.0,143529,235605,237222
2018-09-06 00:00:00.000000000,1536163200000000000,9801.0,9840.0,9715.0,9755.0,147036,237222,237534
2018-09-07 00:00:00.000000000,1536249600000000000,9775.0,9900.0,9743.0,9838.0,222954,237534,241931
2018-09-10 00:00:00.000000000,1536508800000000000,9864.0,9987.0,9852.0,9956.0,190410,241931,263092
2018-09-11 00:00:00.000000000,1536595200000000000,9933.0,9967.0,9785.0,9791.0,204800,263092,250644
2018-09-12 00:00:00.000000000,1536681600000000000,9814.0,9833.0,9680.0,9767.0,217483,250644,233918
2018-09-13 00:00:00.000000000,1536768000000000000,9773.0,9799.0,9745.0,9772.0,124127,233918,235360
2018-09-14 00:00:00.000000000,1536854400000000000,9762.0,9867.0,9720.0,9817.0,173637,235360,243752
2018-09-17 00:00:00.000000000,1537113600000000000,9822.0,9955.0,9805.0,9947.0,247927,243752,267210
2018-09-18 00:00:00.000000000,1537200000000000000,9939.0,10072.0,9929.0,10050.0,258720,267210,279952
2018-09-19 00:00:00.000000000,1537286400000000000,10069.0,10105.0,10033.0,10074.0,168711,279952,283765
2018-09-20 00:00:00.000000000,1537372800000000000,10100.0,10166.0,10056.0,10088.0,181936,283765,287704
2018-09-21 00:00:00.000000000,1537459200000000000,10105.0,10109.0,10007.0,10056.0,171962,287704,279996
2018-09-25 00:00:00.000000000,1537804800000000000,10081.0,10097.0,9991.0,10034.0,160035,279996,276241
2018-09-26 00:00:00.000000000,1537891200000000000,10037.0,10056.0,9855.0,9916.0,247705,276241,246827
2018-09-27 00:00:00.000000000,1537977600000000000,9921.0,9993.0,9905.0,9970.0,127684,246827,236438
2018-09-28 00:00:00.000000000,1538064000000000000,9921.0,10017.0,9890.0,9984.0,129970,236438,234968
2018-10-08 00:00:00.000000000,1538928000000000000,10110.0,10403.0,10060.0,10386.0,264935,234968,282124
2018-10-09 00:00:00.000000000,1539014400000000000,10440.0,10624.0,10420.0,10585.0,297980,282124,298265
2018-10-10 00:00:00.000000000,1539100800000000000,10558.0,10642.0,10475.0,10594.0,253199,298265,287297
2018-10-11 00:00:00.000000000,1539187200000000000,10450.0,10498.0,10305.0,10441.0,272352,287297,267866
2018-10-12 00:00:00.000000000,1539273600000000000,10413.0,10478.0,10320.0,10427.0,239134,267866,258054
2018-10-15 00:00:00.000000000,1539532800000000000,10452.0,10495.0,10270.0,10272.0,199459,258054,248001
2018-10-16 00:00:00.000000000,1539619200000000000,10260.0,10290.0,10073.0,10149.0,249899,248001,236753
2018-10-17 00:00:00.000000000,1539705600000000000,10165.0,10235.0,10142.0,10166.0,155670,236753,234238
2018-10-18 00:00:00.000000000,1539792000000000000,10098.0,10240.0,10070.0,10218.0,256070,234238,247077
2018-10-19 00:00:00.000000000,1539878400000000000,10206.0,10240.0,10111.0,10111.0,187642,247077,244087
2018-10-22 00:00:00.000000000,1540137600000000000,10111.0,10150.0,10020.0,10029.0,249859,244087,237487
2018-10-23 00:00:00.000000000,1540224000000000000,10031.0,10067.0,10006.0,10030.0,162348,237487,230376
2018-10-24 00:00:00.000000000,1540310400000000000,9974.0,10042.0,9956.0,10001.0,159280,230376,227713
2018-10-25 00:00:00.000000000,1540396800000000000,9968.0,9989.0,9790.0,9812.0,269194,227713,224368
2018-10-26 00:00:00.000000000,1540483200000000000,9826.0,9937.0,9810.0,9915.0,180685,224368,208167
2018-10-29 00:00:00.000000000,1540742400000000000,9922.0,9970.0,9705.0,9759.0,232672,208167,204979
2018-10-30 00:00:00.000000000,1540828800000000000,9769.0,9829.0,9706.0,9760.0,168236,204979,198980
2018-10-31 00:00:00.000000000,1540915200000000000,9761.0,9915.0,9750.0,9888.0,229819,198980,220389
2018-11-01 00:00:00.000000000,1541001600000000000,9854.0,9877.0,9701.0,9742.0,249207,220389,209835
2018-11-02 00:00:00.000000000,1541088000000000000,9718.0,9888.0,9645.0,9878.0,270348,209835,220951
2018-11-05 00:00:00.000000000,1541347200000000000,9870.0,9914.0,9807.0,9857.0,205947,220951,225764
2018-11-06 00:00:00.000000000,1541433600000000000,9860.0,9934.0,9760.0,9854.0,191896,225764,222581
2018-11-07 00:00:00.000000000,1541520000000000000,9820.0,9828.0,9700.0,9813.0,241492,222581,225729
2018-11-08 00:00:00.000000000,1541606400000000000,9800.0,9910.0,9772.0,9841.0,262091,225729,232678
2018-11-09 00:00:00.000000000,1541692800000000000,9810.0,9866.0,9601.0,9602.0,327334,232678,238227
2018-11-12 00:00:00.000000000,1541952000000000000,9580.0,9640.0,9464.0,9473.0,303379,238227,232769
2018-11-13 00:00:00.000000000,1542038400000000000,9462.0,9519.0,9417.0,9482.0,197134,232769,221850
2018-11-14 00:00:00.000000000,1542124800000000000,9373.0,9426.0,9250.0,9419.0,320983,221850,215180
2018-11-15 00:00:00.000000000,1542211200000000000,9416.0,9463.0,9373.0,9438.0,191569,215180,210126
2018-11-16 00:00:00.000000000,1542297600000000000,9454.0,9515.0,9350.0,9441.0,232870,210126,206446
2018-11-19 00:00:00.000000000,1542556800000000000,9428.0,9466.0,9317.0,9345.0,195338,206446,204740
2018-11-20 00:00:00.000000000,1542643200000000000,9341.0,9382.0,9155.0,9165.0,242768,204740,195882
2018-11-21 00:00:00.000000000,1542729600000000000,8988.0,9005.0,8811.0,8864.0,355343,195882,191428
2018-11-22 00:00:00.000000000,1542816000000000000,8871.0,8939.0,8852.0,8882.0,205191,191428,179791
2018-11-23 00:00:00.000000000,1542902400000000000,8838.0,8870.0,8484.0,8486.0,291850,179791,178689
2018-11-26 00:00:00.000000000,1543161600000000000,8335.0,8526.0,8305.0,8455.0,322212,178689,180719
