datetime,datetime_nano,KQ.m@DCE.v.open,KQ.m@DCE.v.high,KQ.m@DCE.v.low,KQ.m@DCE.v.close,KQ.m@DCE.v.volume,KQ.m@DCE.v.open_oi,KQ.m@DCE.v.close_oi
2017-11-24 00:00:00.000000000,1511452800000000000,6310.0,6340.0,6215.0,6290.0,144198,101446,96032
2017-11-27 00:00:00.000000000,1511712000000000000,6300.0,6370.0,6070.0,6140.0,270536,96032,83763
2017-11-28 00:00:00.000000000,1511798400000000000,6120.0,6185.0,6105.0,6155.0,145014,83763,80677
2017-11-29 00:00:00.000000000,1511884800000000000,6140.0,6195.0,6115.0,6155.0,118042,80677,78467
2017-11-30 00:00:00.000000000,1511971200000000000,6185.0,6240.0,6020.0,6105.0,172722,78467,62129
2017-12-01 00:00:00.000000000,1512057600000000000,6140.0,6335.0,6100.0,6300.0,239769,62129,108561
2017-12-04 00:00:00.000000000,1512316800000000000,6385.0,6520.0,6365.0,6470.0,307714,108561,120336
2017-12-05 00:00:00.000000000,1512403200000000000,6465.0,6600.0,6400.0,6435.0,271805,120336,113437
2017-12-06 00:00:00.000000000,1512489600000000000,6420.0,6645.0,6410.0,6645.0,258947,113437,126268
2017-12-07 00:00:00.000000000,1512576000000000000,6595.0,6670.0,6325.0,6430.0,388287,126268,116057
2017-12-08 00:00:00.000000000,1512662400000000000,6460.0,6845.0,6450.0,6775.0,474902,116057,162500
2017-12-11 00:00:00.000000000,1512921600000000000,6790.0,6835.0,6690.0,6755.0,330048,162500,164273
2017-12-12 00:00:00.000000000,1513008000000000000,6800.0,6840.0,6710.0,6755.0,259503,164273,167323
2017-12-13 00:00:00.000000000,1513094400000000000,6745.0,6795.0,6585.0,6670.0,287711,167323,150435
2017-12-14 00:00:00.000000000,1513180800000000000,6670.0,6785.0,6610.0,6620.0,339657,150435,156613
2017-12-15 00:00:00.000000000,1513267200000000000,6640.0,6685.0,6550.0,6625.0,218773,156613,153510
2017-12-18 00:00:00.000000000,1513526400000000000,6730.0,6770.0,6640.0,6685.0,271235,153510,159270
2017-12-19 00:00:00.000000000,1513612800000000000,6670.0,6840.0,6660.0,6715.0,316993,159270,166921
2017-12-20 00:00:00.000000000,1513699200000000000,6740.0,6790.0,6705.0,6720.0,202263,166921,168283
2017-12-21 00:00:00.000000000,1513785600000000000,6680.0,6705.0,6565.0,6570.0,252730,168283,153821
2017-12-22 00:00:00.000000000,1513872000000000000,6580.0,6645.0,6540.0,6635.0,182930,153821,151162
2017-12-25 00:00:00.000000000,1514131200000000000,6625.0,6685.0,6510.0,6550.0,207767,151162,145119
2017-12-26 00:00:00.000000000,1514217600000000000,6575.0,6720.0,6515.0,6695.0,247823,145119,155786
2017-12-27 00:00:00.000000000,1514304000000000000,6710.0,6725.0,6580.0,6595.0,219796,155786,148232
2017-12-28 00:00:00.000000000,1514390400000000000,6605.0,6620.0,6560.0,6590.0,143400,148232,146026
2017-12-29 00:00:00.000000000,1514476800000000000,6640.0,6690.0,6605.0,6655.0,176497,146026,146741
2018-01-02 00:00:00.000000000,1514822400000000000,6660.0,6860.0,6650.0,6780.0,340107,146741,163177
2018-01-03 00:00:00.000000000,1514908800000000000,6795.0,6815.0,6750.0,6770.0,130533,163177,165886
2018-01-04 00:00:00.000000000,1514995200000000000,6795.0,6825.0,6735.0,6825.0,189547,165886,172066
2018-01-05 00:00:00.000000000,1515081600000000000,6815.0,6920.0,6770.0,6830.0,280200,172066,169352
2018-01-08 00:00:00.000000000,1515340800000000000,6815.0,6880.0,6805.0,6830.0,119420,169352,170678
2018-01-09 00:00:00.000000000,1515427200000000000,6845.0,6870.0,6775.0,6795.0,131974,170678,173681
2018-01-10 00:00:00.000000000,1515513600000000000,6810.0,6840.0,6750.0,6760.0,171217,173681,170826
2018-01-11 00:00:00.000000000,1515600000000000000,6760.0,6790.0,6705.0,6740.0,164050,170826,171190
2018-01-12 00:00:00.000000000,1515686400000000000,6730.0,6840.0,6710.0,6825.0,190981,171190,174250
2018-01-15 00:00:00.000000000,1515945600000000000,6840.0,6865.0,6780.0,6810.0,148554,174250,176163
2018-01-16 00:00:00.000000000,1516032000000000000,6815.0,6845.0,6615.0,6630.0,279406,176163,152346
2018-01-17 00:00:00.000000000,1516118400000000000,6635.0,6660.0,6540.0,6570.0,142650,152346,140274
2018-01-18 00:00:00.000000000,1516204800000000000,6575.0,6650.0,6560.0,6625.0,126368,140274,140238
2018-01-19 00:00:00.000000000,1516291200000000000,6605.0,6690.0,6585.0,6670.0,151180,140238,139970
2018-01-22 00:00:00.000000000,1516550400000000000,6690.0,6705.0,6650.0,6680.0,100118,139970,131927
2018-01-23 00:00:00.000000000,1516636800000000000,6685.0,6745.0,6635.0,6720.0,177645,131927,138545
2018-01-24 00:00:00.000000000,1516723200000000000,6735.0,6840.0,6730.0,6820.0,158790,138545,144108
2018-01-25 00:00:00.000000000,1516809600000000000,6865.0,6905.0,6835.0,6855.0,152376,144108,143278
2018-01-26 00:00:00.000000000,1516896000000000000,6830.0,6975.0,6805.0,6930.0,238278,143278,171909
2018-01-29 00:00:00.000000000,1517155200000000000,6940.0,6995.0,6870.0,6875.0,150885,171909,158542
2018-01-30 00:00:00.000000000,1517241600000000000,6855.0,6885.0,6805.0,6845.0,142971,158542,146491
2018-01-31 00:00:00.000000000,1517328000000000000,6810.0,6930.0,6800.0,6890.0,162844,146491,158902
2018-02-01 00:00:00.000000000,1517414400000000000,6900.0,6915.0,6700.0,6710.0,206161,158902,136550
2018-02-02 00:00:00.000000000,1517500800000000000,6740.0,6760.0,6680.0,6720.0,139853,136550,139701
2018-02-05 00:00:00.000000000,1517760000000000000,6695.0,6795.0,6690.0,6790.0,131891,139701,139437
2018-02-06 00:00:00.000000000,1517846400000000000,6765.0,6795.0,6705.0,6745.0,137187,139437,133115
2018-02-07 00:00:00.000000000,1517932800000000000,6765.0,6850.0,6750.0,6790.0,158238,133115,133978
2018-02-08 00:00:00.000000000,1518019200000000000,6755.0,6770.0,6635.0,6755.0,202222,133978,126555
2018-02-09 00:00:00.000000000,1518105600000000000,6735.0,6790.0,6685.0,6715.0,142879,126555,131734
2018-02-12 00:00:00.000000000,1518364800000000000,6705.0,6730.0,6595.0,6640.0,162609,131734,137866
2018-02-13 00:00:00.000000000,1518451200000000000,6645.0,6660.0,6605.0,6625.0,63848,137866,125206
2018-02-14 00:00:00.000000000,1518537600000000000,6625.0,6655.0,6515.0,6535.0,144534,125206,142550
2018-02-22 00:00:00.000000000,1519228800000000000,6565.0,6595.0,6515.0,6535.0,100954,142550,140939
2018-02-23 00:00:00.000000000,1519315200000000000,6580.0,6640.0,6560.0,6595.0,136083,140939,151531
2018-02-26 00:00:00.000000000,1519574400000000000,6630.0,6685.0,6540.0,6650.0,203658,151531,147090
2018-02-27 00:00:00.000000000,1519660800000000000,6660.0,6675.0,6565.0,6595.0,161864,147090,154020
2018-02-28 00:00:00.000000000,1519747200000000000,6575.0,6705.0,6570.0,6685.0,160652,154020,143067
2018-03-01 00:00:00.000000000,1519833600000000000,6675.0,6810.0,6630.0,6785.0,219897,143067,147305
2018-03-02 00:00:00.000000000,1519920000000000000,6770.0,6830.0,6740.0,6795.0,122816,147305,139941
2018-03-05 00:00:00.000000000,1520179200000000000,6790.0,6805.0,6635.0,6655.0,167507,139941,146442
2018-03-06 00:00:00.000000000,1520265600000000000,6680.0,6685.0,6575.0,6600.0,170960,146442,145055
2018-03-07 00:00:00.000000000,1520352000000000000,6600.0,6660.0,6560.0,6595.0,150837,145055,147777
2018-03-08 00:00:00.000000000,1520438400000000000,6595.0,6630.0,6390.0,6405.0,269878,147777,162482
2018-03-09 00:00:00.000000000,1520524800000000000,6410.0,6470.0,6365.0,6435.0,183142,162482,148257
2018-03-12 00:00:00.000000000,1520784000000000000,6480.0,6490.0,6255.0,6265.0,256732,148257,167810
2018-03-13 00:00:00.000000000,1520870400000000000,6275.0,6315.0,6245.0,6270.0,120123,167810,170482
2018-03-14 00:00:00.000000000,1520956800000000000,6280.0,6385.0,6250.0,6330.0,146085,170482,161960
2018-03-15 00:00:00.000000000,1521043200000000000,6320.0,6360.0,6270.0,6305.0,135091,161960,168640
2018-03-16 00:00:00.000000000,1521129600000000000,6295.0,6340.0,6235.0,6325.0,153375,168640,161584
2018-03-19 00:00:00.000000000,1521388800000000000,6325.0,6360.0,6255.0,6305.0,167073,161584,161548
2018-03-20 00:00:00.000000000,1521475200000000000,6280.0,6305.0,6165.0,6235.0,221172,161548,172461
2018-03-21 00:00:00.000000000,1521561600000000000,6270.0,6300.0,6240.0,6265.0,112647,172461,161119
2018-03-22 00:00:00.000000000,1521648000000000000,6310.0,6400.0,6300.0,6355.0,181711,161119,147648
2018-03-23 00:00:00.000000000,1521734400000000000,6300.0,6335.0,6145.0,6255.0,249809,147648,134919
2018-03-26 00:00:00.000000000,1521993600000000000,6310.0,6340.0,6265.0,6300.0,158960,134919,130199
2018-03-27 00:00:00.000000000,1522080000000000000,6315.0,6375.0,6305.0,6325.0,108810,130199,125385
2018-03-28 00:00:00.000000000,1522166400000000000,6300.0,6350.0,6210.0,6210.0,177805,125385,133618
2018-03-29 00:00:00.000000000,1522252800000000000,6220.0,6310.0,6185.0,6295.0,201268,133618,117517
2018-03-30 00:00:00.000000000,1522339200000000000,6310.0,6470.0,6300.0,6435.0,157754,117517,102417
2018-04-02 00:00:00.000000000,1522598400000000000,6470.0,6510.0,6430.0,6495.0,120363,102417,92025
2018-04-03 00:00:00.000000000,1522684800000000000,6470.0,6500.0,6455.0,6465.0,78060,92025,83173
2018-04-04 00:00:00.000000000,1522771200000000000,6455.0,6490.0,6415.0,6475.0,70204,83173,76316
2018-04-09 00:00:00.000000000,1523203200000000000,6500.0,6640.0,6450.0,6635.0,92129,76316,66772
2018-04-10 00:00:00.000000000,1523289600000000000,6635.0,6670.0,6560.0,6575.0,54283,66772,53783
2018-04-11 00:00:00.000000000,1523376000000000000,6680.0,6690.0,6575.0,6585.0,124497,53783,117692
2018-04-12 00:00:00.000000000,1523462400000000000,6600.0,6665.0,6550.0,6645.0,135981,117692,126125
2018-04-13 00:00:00.000000000,1523548800000000000,6635.0,6665.0,6570.0,6595.0,123380,126125,134875
2018-04-16 00:00:00.000000000,1523808000000000000,6605.0,6660.0,6540.0,6550.0,149613,134875,138131
2018-04-17 00:00:00.000000000,1523894400000000000,6550.0,6635.0,6550.0,6590.0,92665,138131,140387
2018-04-18 00:00:00.000000000,1523980800000000000,6630.0,6675.0,6595.0,6610.0,127772,140387,142046
2018-04-19 00:00:00.000000000,1524067200000000000,6655.0,6780.0,6600.0,6705.0,193144,142046,148654
2018-04-20 00:00:00.000000000,1524153600000000000,6690.0,6705.0,6575.0,6630.0,142504,148654,147565
2018-04-23 00:00:00.000000000,1524412800000000000,6640.0,6750.0,6630.0,6715.0,137205,147565,147582
2018-04-24 00:00:00.000000000,1524499200000000000,6730.0,6795.0,6715.0,6775.0,126868,147582,152261
2018-04-25 00:00:00.000000000,1524585600000000000,6760.0,6800.0,6745.0,6770.0,99651,152261,150043
2018-04-26 00:00:00.000000000,1524672000000000000,6760.0,6815.0,6740.0,6805.0,107669,150043,156862
2018-04-27 00:00:00.000000000,1524758400000000000,6810.0,6945.0,6805.0,6860.0,176609,156862,170510
2018-05-02 00:00:00.000000000,1525190400000000000,6865.0,6895.0,6835.0,6860.0,122391,170510,164179
2018-05-03 00:00:00.000000000,1525276800000000000,6875.0,6910.0,6815.0,6905.0,109487,164179,160052
2018-05-04 00:00:00.000000000,1525363200000000000,6905.0,6945.0,6865.0,6880.0,99293,160052,155007
2018-05-07 00:00:00.000000000,1525622400000000000,6910.0,6990.0,6890.0,6990.0,112416,155007,158889
2018-05-08 00:00:00.000000000,1525708800000000000,6995.0,7030.0,6955.0,6975.0,93629,158889,164333
2018-05-09 00:00:00.000000000,1525795200000000000,6965.0,7005.0,6925.0,6930.0,97838,164333,163640
2018-05-10 00:00:00.000000000,1525881600000000000,6950.0,6985.0,6895.0,6900.0,111716,163640,159335
2018-05-11 00:00:00.000000000,1525968000000000000,6925.0,6930.0,6865.0,6885.0,101870,159335,154866
2018-05-14 00:00:00.000000000,1526227200000000000,6900.0,6980.0,6885.0,6915.0,108226,154866,154314
2018-05-15 00:00:00.000000000,1526313600000000000,6930.0,6950.0,6825.0,6845.0,125023,154314,150294
2018-05-16 00:00:00.000000000,1526400000000000000,6850.0,6910.0,6825.0,6875.0,130286,150294,143855
2018-05-17 00:00:00.000000000,1526486400000000000,6880.0,6900.0,6700.0,6715.0,190716,143855,145720
2018-05-18 00:00:00.000000000,1526572800000000000,6750.0,6770.0,6710.0,6730.0,105645,145720,136759
2018-05-21 00:00:00.000000000,1526832000000000000,6750.0,6855.0,6710.0,6815.0,117931,136759,132091
2018-05-22 00:00:00.000000000,1526918400000000000,6830.0,6840.0,6750.0,6755.0,91448,132091,134078
2018-05-23 00:00:00.000000000,1527004800000000000,6755.0,6770.0,6670.0,6680.0,110032,134078,134861
2018-05-24 00:00:00.000000000,1527091200000000000,6675.0,6700.0,6660.0,6670.0,55020,134861,135807
2018-05-25 00:00:00.000000000,1527177600000000000,6685.0,6725.0,6630.0,6660.0,92274,135807,135127
2018-05-28 00:00:00.000000000,1527436800000000000,6630.0,6705.0,6610.0,6655.0,81203,135127,138039
2018-05-29 00:00:00.000000000,1527523200000000000,6660.0,6715.0,6660.0,6685.0,75730,138039,136194
2018-05-30 00:00:00.000000000,1527609600000000000,6675.0,6745.0,6640.0,6705.0,93706,136194,133537
2018-05-31 00:00:00.000000000,1527696000000000000,6735.0,6775.0,6685.0,6710.0,89549,133537,131045
2018-06-01 00:00:00.000000000,1527782400000000000,6720.0,6875.0,6715.0,6870.0,143814,131045,134149
2018-06-04 00:00:00.000000000,1528041600000000000,6870.0,6910.0,6840.0,6865.0,106703,134149,128496
2018-06-05 00:00:00.000000000,1528128000000000000,6865.0,6960.0,6860.0,6955.0,152541,128496,149936
2018-06-06 00:00:00.000000000,1528214400000000000,6950.0,6990.0,6890.0,6905.0,126018,149936,149007
2018-06-07 00:00:00.000000000,1528300800000000000,6920.0,7010.0,6915.0,7000.0,114850,149007,155556
2018-06-08 00:00:00.000000000,1528387200000000000,7010.0,7130.0,6960.0,7125.0,214298,155556,168932
2018-06-11 00:00:00.000000000,1528646400000000000,7120.0,7160.0,7065.0,7110.0,152231,168932,168471
2018-06-12 00:00:00.000000000,1528732800000000000,7120.0,7130.0,7075.0,7105.0,93973,168471,167334
2018-06-13 00:00:00.000000000,1528819200000000000,7090.0,7115.0,6880.0,6985.0,213673,167334,148053
2018-06-14 00:00:00.000000000,1528905600000000000,7000.0,7025.0,6905.0,6920.0,136479,148053,144468
2018-06-15 00:00:00.000000000,1528992000000000000,6895.0,6945.0,6785.0,6810.0,163352,144468,133206
2018-06-19 00:00:00.000000000,1529337600000000000,6790.0,6850.0,6720.0,6730.0,134035,133206,127393
2018-06-20 00:00:00.000000000,1529424000000000000,6755.0,6885.0,6735.0,6880.0,120179,127393,127967
2018-06-21 00:00:00.000000000,1529510400000000000,6885.0,6945.0,6840.0,6850.0,142658,127967,131636
2018-06-22 00:00:00.000000000,1529596800000000000,6850.0,6860.0,6800.0,6835.0,87034,131636,130683
2018-06-25 00:00:00.000000000,1529856000000000000,6875.0,6890.0,6740.0,6770.0,127722,130683,132387
2018-06-26 00:00:00.000000000,1529942400000000000,6745.0,6785.0,6685.0,6775.0,104864,132387,128415
2018-06-27 00:00:00.000000000,1530028800000000000,6815.0,6825.0,6755.0,6780.0,71134,128415,127187
2018-06-28 00:00:00.000000000,1530115200000000000,6815.0,6880.0,6800.0,6805.0,124133,127187,125941
2018-06-29 00:00:00.000000000,1530201600000000000,6815.0,6900.0,6750.0,6890.0,172465,125941,123470
2018-07-02 00:00:00.000000000,1530460800000000000,6880.0,6930.0,6845.0,6865.0,149565,123470,119446
2018-07-03 00:00:00.000000000,1530547200000000000,6870.0,6970.0,6860.0,6900.0,176273,119446,120859
2018-07-04 00:00:00.000000000,1530633600000000000,6895.0,6940.0,6870.0,6910.0,112857,120859,110613
2018-07-05 00:00:00.000000000,1530720000000000000,6895.0,6900.0,6765.0,6810.0,178449,110613,100362
2018-07-06 00:00:00.000000000,1530806400000000000,6800.0,6825.0,6730.0,6770.0,113863,100362,102841
2018-07-09 00:00:00.000000000,1531065600000000000,6790.0,6850.0,6770.0,6845.0,79374,102841,102682
2018-07-10 00:00:00.000000000,1531152000000000000,6855.0,6860.0,6805.0,6840.0,79175,102682,97177
2018-07-11 00:00:00.000000000,1531238400000000000,6810.0,6945.0,6780.0,6930.0,176007,97177,113317
2018-07-12 00:00:00.000000000,1531324800000000000,6900.0,6965.0,6885.0,6945.0,142965,113317,123532
2018-07-13 00:00:00.000000000,1531411200000000000,6945.0,6970.0,6925.0,6940.0,93121,123532,128603
2018-07-16 00:00:00.000000000,1531670400000000000,6940.0,6950.0,6850.0,6860.0,113896,128603,111648
2018-07-17 00:00:00.000000000,1531756800000000000,6830.0,6880.0,6815.0,6850.0,87475,111648,106461
2018-07-18 00:00:00.000000000,1531843200000000000,6865.0,6880.0,6785.0,6865.0,111251,106461,104688
2018-07-19 00:00:00.000000000,1531929600000000000,6880.0,6920.0,6855.0,6870.0,91292,104688,96756
2018-07-20 00:00:00.000000000,1532016000000000000,6885.0,6965.0,6875.0,6960.0,93447,96756,102466
2018-07-23 00:00:00.000000000,1532275200000000000,6970.0,7000.0,6930.0,6965.0,89469,102466,101036
2018-07-24 00:00:00.000000000,1532361600000000000,6990.0,7010.0,6890.0,6905.0,130640,101036,102138
2018-07-25 00:00:00.000000000,1532448000000000000,6920.0,6955.0,6905.0,6915.0,75724,102138,97686
2018-07-26 00:00:00.000000000,1532534400000000000,6930.0,6980.0,6850.0,6920.0,162363,97686,87496
2018-07-27 00:00:00.000000000,1532620800000000000,6935.0,7000.0,6925.0,6995.0,95204,87496,87292
2018-07-30 00:00:00.000000000,1532880000000000000,7010.0,7100.0,6990.0,7030.0,100962,87292,90475
2018-07-31 00:00:00.000000000,1532966400000000000,7050.0,7060.0,7010.0,7045.0,49088,90475,87305
2018-08-01 00:00:00.000000000,1533052800000000000,7035.0,7065.0,7010.0,7040.0,58628,87305,83046
2018-08-02 00:00:00.000000000,1533139200000000000,7035.0,7095.0,6985.0,7045.0,103499,83046,85265
2018-08-03 00:00:00.000000000,1533225600000000000,7075.0,7270.0,7065.0,7180.0,192843,85265,77916
2018-08-06 00:00:00.000000000,1533484800000000000,7225.0,7255.0,7125.0,7165.0,83990,77916,70180
2018-08-07 00:00:00.000000000,1533571200000000000,7185.0,7285.0,7145.0,7285.0,103706,70180,66961
2018-08-08 00:00:00.000000000,1533657600000000000,7300.0,7525.0,7295.0,7390.0,193940,66961,61460
2018-08-09 00:00:00.000000000,1533744000000000000,7410.0,7425.0,7300.0,7340.0,92458,61460,43920
2018-08-10 00:00:00.000000000,1533830400000000000,7380.0,7455.0,7310.0,7360.0,158916,43920,112486
2018-08-13 00:00:00.000000000,1534089600000000000,7355.0,7380.0,7255.0,7350.0,112436,112486,118211
2018-08-14 00:00:00.000000000,1534176000000000000,7410.0,7490.0,7330.0,7355.0,130720,118211,118169
2018-08-15 00:00:00.000000000,1534262400000000000,7340.0,7405.0,7275.0,7390.0,131262,118169,126727
2018-08-16 00:00:00.000000000,1534348800000000000,7255.0,7470.0,7200.0,7415.0,256278,126727,153473
2018-08-17 00:00:00.000000000,1534435200000000000,7395.0,7440.0,7285.0,7285.0,170556,153473,142665
2018-08-20 00:00:00.000000000,1534694400000000000,7290.0,7335.0,7215.0,7300.0,154498,142665,150225
2018-08-21 00:00:00.000000000,1534780800000000000,7315.0,7335.0,7140.0,7180.0,158001,150225,148494
2018-08-22 00:00:00.000000000,1534867200000000000,7200.0,7305.0,7185.0,7235.0,152871,148494,149300
2018-08-23 00:00:00.000000000,1534953600000000000,7260.0,7370.0,7070.0,7080.0,284582,149300,135920
2018-08-24 00:00:00.000000000,1535040000000000000,7100.0,7110.0,6995.0,7025.0,147561,135920,136109
2018-08-27 00:00:00.000000000,1535299200000000000,7040.0,7090.0,7020.0,7040.0,95131,136109,133251
2018-08-28 00:00:00.000000000,1535385600000000000,7080.0,7085.0,6965.0,7000.0,133575,133251,134370
2018-08-29 00:00:00.000000000,1535472000000000000,7000.0,7055.0,6985.0,7000.0,106669,134370,132701
2018-08-30 00:00:00.000000000,1535558400000000000,7005.0,7070.0,6995.0,7005.0,109203,132701,133659
2018-08-31 00:00:00.000000000,1535644800000000000,7015.0,7080.0,6840.0,6860.0,205149,133659,139853
2018-09-03 00:00:00.000000000,1535904000000000000,6875.0,6910.0,6790.0,6815.0,141058,139853,138109
2018-09-04 00:00:00.000000000,1535990400000000000,6820.0,6840.0,6755.0,6800.0,122794,138109,137384
2018-09-05 00:00:00.000000000,1536076800000000000,6800.0,6845.0,6790.0,6820.0,92693,137384,136360
2018-09-06 00:00:00.000000000,1536163200000000000,6840.0,6895.0,6815.0,6860.0,116586,136360,132599
2018-09-07 00:00:00.000000000,1536249600000000000,6880.0,6910.0,6825.0,6825.0,102221,132599,128763
2018-09-10 00:00:00.000000000,1536508800000000000,6840.0,6895.0,6805.0,6845.0,111010,128763,133661
2018-09-11 00:00:00.000000000,1536595200000000000,6835.0,6835.0,6730.0,6735.0,136358,133661,141509
2018-09-12 00:00:00.000000000,1536681600000000000,6745.0,6765.0,6650.0,6745.0,160057,141509,133377
2018-09-13 00:00:00.000000000,1536768000000000000,6750.0,6800.0,6725.0,6750.0,103959,133377,130549
2018-09-14 00:00:00.000000000,1536854400000000000,6745.0,6835.0,6730.0,6785.0,122461,130549,124880
2018-09-17 00:00:00.000000000,1537113600000000000,6805.0,6810.0,6630.0,6680.0,177055,124880,149281
2018-09-18 00:00:00.000000000,1537200000000000000,6670.0,6705.0,6645.0,6695.0,83646,149281,150288
2018-09-19 00:00:00.000000000,1537286400000000000,6705.0,6725.0,6660.0,6675.0,84433,150288,151101
2018-09-20 00:00:00.000000000,1537372800000000000,6690.0,6795.0,6690.0,6740.0,122698,151101,139963
2018-09-21 00:00:00.000000000,1537459200000000000,6760.0,6800.0,6725.0,6770.0,92911,139963,134982
2018-09-25 00:00:00.000000000,1537804800000000000,6810.0,6855.0,6740.0,6745.0,137768,134982,142559
2018-09-26 00:00:00.000000000,1537891200000000000,6740.0,6770.0,6620.0,6635.0,170604,142559,147378
2018-09-27 00:00:00.000000000,1537977600000000000,6640.0,6685.0,6610.0,6650.0,92182,147378,131996
2018-09-28 00:00:00.000000000,1538064000000000000,6605.0,6745.0,6560.0,6720.0,111788,131996,115533
2018-10-08 00:00:00.000000000,1538928000000000000,6760.0,6775.0,6685.0,6740.0,77461,115533,118340
2018-10-09 00:00:00.000000000,1539014400000000000,6785.0,6830.0,6745.0,6800.0,162711,118340,141070
2018-10-10 00:00:00.000000000,1539100800000000000,6795.0,6900.0,6755.0,6880.0,216290,141070,131615
2018-10-11 00:00:00.000000000,1539187200000000000,6815.0,6855.0,6685.0,6715.0,204901,131615,117018
2018-10-12 00:00:00.000000000,1539273600000000000,6710.0,6745.0,6630.0,6725.0,126840,117018,124321
2018-10-15 00:00:00.000000000,1539532800000000000,6740.0,6755.0,6655.0,6665.0,105828,124321,133340
2018-10-16 00:00:00.000000000,1539619200000000000,6660.0,6665.0,6475.0,6510.0,204303,133340,150421
2018-10-17 00:00:00.000000000,1539705600000000000,6520.0,6540.0,6450.0,6500.0,125242,150421,152705
2018-10-18 00:00:00.000000000,1539792000000000000,6455.0,6530.0,6405.0,6465.0,145904,152705,153626
2018-10-19 00:00:00.000000000,1539878400000000000,6465.0,6485.0,6340.0,6345.0,141921,153626,166459
2018-10-22 00:00:00.000000000,1540137600000000000,6355.0,6455.0,6345.0,6440.0,123074,166459,151405
2018-10-23 00:00:00.000000000,1540224000000000000,6435.0,6480.0,6420.0,6460.0,92679,151405,146645
2018-10-24 00:00:00.000000000,1540310400000000000,6425.0,6495.0,6405.0,6450.0,86365,146645,144764
2018-10-25 00:00:00.000000000,1540396800000000000,6425.0,6445.0,6345.0,6410.0,122304,144764,143123
2018-10-26 00:00:00.000000000,1540483200000000000,6435.0,6500.0,6410.0,6450.0,116743,143123,140705
2018-10-29 00:00:00.000000000,1540742400000000000,6475.0,6540.0,6440.0,6475.0,134514,140705,130663
2018-10-30 00:00:00.000000000,1540828800000000000,6475.0,6495.0,6370.0,6390.0,120940,130663,127493
2018-10-31 00:00:00.000000000,1540915200000000000,6390.0,6450.0,6385.0,6420.0,102753,127493,124884
2018-11-01 00:00:00.000000000,1541001600000000000,6395.0,6415.0,6280.0,6345.0,196294,124884,127960
2018-11-02 00:00:00.000000000,1541088000000000000,6335.0,6360.0,6250.0,6325.0,119973,127960,127704
2018-11-05 00:00:00.000000000,1541347200000000000,6335.0,6345.0,6270.0,6295.0,115994,127704,133862
2018-11-06 00:00:00.000000000,1541433600000000000,6300.0,6310.0,6215.0,6245.0,129398,133862,140844
2018-11-07 00:00:00.000000000,1541520000000000000,6230.0,6285.0,6215.0,6255.0,80488,140844,137079
2018-11-08 00:00:00.000000000,1541606400000000000,6260.0,6280.0,6225.0,6255.0,76022,137079,135840
2018-11-09 00:00:00.000000000,1541692800000000000,6250.0,6310.0,6235.0,6270.0,100181,135840,133962
2018-11-12 00:00:00.000000000,1541952000000000000,6280.0,6380.0,6275.0,6305.0,148106,133962,138883
2018-11-13 00:00:00.000000000,1542038400000000000,6295.0,6345.0,6285.0,6325.0,70987,138883,138192
2018-11-14 00:00:00.000000000,1542124800000000000,6260.0,6370.0,6250.0,6355.0,152014,138192,140872
2018-11-15 00:00:00.000000000,1542211200000000000,6390.0,6440.0,6355.0,6435.0,119119,140872,143037
2018-11-16 00:00:00.000000000,1542297600000000000,6455.0,6490.0,6420.0,6485.0,96632,143037,143089
2018-11-19 00:00:00.000000000,1542556800000000000,6510.0,6525.0,6400.0,6410.0,97713,143089,140548
2018-11-20 00:00:00.000000000,1542643200000000000,6415.0,6475.0,6365.0,6375.0,142506,140548,141852
2018-11-21 00:00:00.000000000,1542729600000000000,6255.0,6425.0,6195.0,6405.0,148398,141852,131113
2018-11-22 00:00:00.000000000,1542816000000000000,6395.0,6420.0,6330.0,6340.0,81817,131113,127931
2018-11-23 00:00:00.000000000,1542902400000000000,6315.0,6395.0,6310.0,6330.0,103867,127931,126256
2018-11-26 00:00:00.000000000,1543161600000000000,6270.0,6470.0,6265.0,6450.0,172651,126256,133672
2018-11-27 00:00:00.000000000,1543248000000000000,6480.0,6495.0,6330.0,6385.0,139972,133672,126456
2018-11-28 00:00:00.000000000,1543334400000000000,6440.0,6460.0,6365.0,6445.0,101304,126456,129065
2018-11-29 00:00:00.000000000,1543420800000000000,6430.0,6480.0,6405.0,6470.0,85995,129065,125701
2018-11-30 00:00:00.000000000,1543507200000000000,6485.0,6510.0,6455.0,6495.0,75419,125701,122298
2018-12-03 00:00:00.000000000,1543766400000000000,6630.0,6695.0,6470.0,6580.0,156421,122298,103381
2018-12-04 00:00:00.000000000,1543852800000000000,6570.0,6645.0,6525.0,6625.0,92661,103381,93039
2018-12-05 00:00:00.000000000,1543939200000000000,6600.0,6640.0,6575.0,6640.0,66054,93039,80187
2018-12-06 00:00:00.000000000,1544025600000000000,6645.0,6655.0,6595.0,6620.0,76619,80187,63898
2018-12-07 00:00:00.000000000,1544112000000000000,6625.0,6635.0,6550.0,6565.0,59303,63898,48010
2018-12-10 00:00:00.000000000,1544371200000000000,6555.0,6590.0,6430.0,6535.0,72739,48010,37198
2018-12-11 00:00:00.000000000,1544457600000000000,6260.0,6265.0,6205.0,6210.0,80401,37198,148781
2018-12-12 00:00:00.000000000,1544544000000000000,6240.0,6275.0,6230.0,6255.0,63041,148781,151248
