datetime,datetime_nano,KQ.m@DCE.l.open,KQ.m@DCE.l.high,KQ.m@DCE.l.low,KQ.m@DCE.l.close,KQ.m@DCE.l.volume,KQ.m@DCE.l.open_oi,KQ.m@DCE.l.close_oi
2017-11-08 00:00:00.000000000,1510070400000000000,9840.0,9925.0,9830.0,9850.0,138354,183481,178306
2017-11-09 00:00:00.000000000,1510156800000000000,9895.0,10015.0,9845.0,9915.0,227444,178306,178841
2017-11-10 00:00:00.000000000,1510243200000000000,9925.0,9955.0,9775.0,9810.0,210032,178841,172997
2017-11-13 00:00:00.000000000,1510502400000000000,9815.0,9850.0,9715.0,9845.0,177872,172997,172991
2017-11-14 00:00:00.000000000,1510588800000000000,9865.0,9890.0,9765.0,9805.0,148718,172991,168322
2017-11-15 00:00:00.000000000,1510675200000000000,9620.0,9735.0,9565.0,9660.0,215070,168322,156364
2017-11-16 00:00:00.000000000,1510761600000000000,9685.0,9690.0,9535.0,9555.0,153496,156364,159087
2017-11-17 00:00:00.000000000,1510848000000000000,9540.0,9635.0,9505.0,9620.0,162972,159087,148290
2017-11-20 00:00:00.000000000,1511107200000000000,9645.0,9750.0,9580.0,9705.0,159009,148290,147942
2017-11-21 00:00:00.000000000,1511193600000000000,9715.0,9800.0,9705.0,9780.0,118242,147942,144007
2017-11-22 00:00:00.000000000,1511280000000000000,9830.0,9855.0,9720.0,9825.0,144594,144007,142809
2017-11-23 00:00:00.000000000,1511366400000000000,9855.0,9905.0,9675.0,9725.0,132171,142809,137424
2017-11-24 00:00:00.000000000,1511452800000000000,9735.0,9795.0,9705.0,9780.0,87644,137424,132167
2017-11-27 00:00:00.000000000,1511712000000000000,9795.0,9895.0,9500.0,9530.0,218391,132167,121955
2017-11-28 00:00:00.000000000,1511798400000000000,9530.0,9570.0,9475.0,9510.0,119020,121955,113116
2017-11-29 00:00:00.000000000,1511884800000000000,9510.0,9615.0,9500.0,9595.0,108690,113116,95445
2017-11-30 00:00:00.000000000,1511971200000000000,9485.0,9495.0,9235.0,9305.0,209006,95445,185146
2017-12-01 00:00:00.000000000,1512057600000000000,9325.0,9450.0,9280.0,9390.0,162907,185146,193533
2017-12-04 00:00:00.000000000,1512316800000000000,9475.0,9620.0,9460.0,9575.0,218893,193533,188428
2017-12-05 00:00:00.000000000,1512403200000000000,9565.0,9650.0,9505.0,9520.0,177747,188428,195421
2017-12-06 00:00:00.000000000,1512489600000000000,9480.0,9630.0,9470.0,9510.0,199567,195421,187396
2017-12-07 00:00:00.000000000,1512576000000000000,9455.0,9480.0,9305.0,9355.0,235705,187396,202994
2017-12-08 00:00:00.000000000,1512662400000000000,9350.0,9525.0,9335.0,9465.0,232992,202994,198664
2017-12-11 00:00:00.000000000,1512921600000000000,9480.0,9580.0,9380.0,9455.0,228760,198664,210159
2017-12-12 00:00:00.000000000,1513008000000000000,9505.0,9575.0,9490.0,9570.0,183489,210159,203451
2017-12-13 00:00:00.000000000,1513094400000000000,9555.0,9590.0,9365.0,9455.0,217512,203451,215381
2017-12-14 00:00:00.000000000,1513180800000000000,9445.0,9525.0,9390.0,9415.0,198867,215381,208269
2017-12-15 00:00:00.000000000,1513267200000000000,9435.0,9455.0,9330.0,9370.0,178128,208269,222737
2017-12-18 00:00:00.000000000,1513526400000000000,9445.0,9495.0,9365.0,9460.0,202064,222737,210748
2017-12-19 00:00:00.000000000,1513612800000000000,9465.0,9685.0,9440.0,9640.0,294990,210748,227284
2017-12-20 00:00:00.000000000,1513699200000000000,9660.0,9690.0,9615.0,9670.0,148993,227284,216673
2017-12-21 00:00:00.000000000,1513785600000000000,9630.0,9710.0,9600.0,9675.0,185618,216673,215210
2017-12-22 00:00:00.000000000,1513872000000000000,9690.0,9720.0,9540.0,9620.0,199723,215210,206414
2017-12-25 00:00:00.000000000,1514131200000000000,9610.0,9690.0,9525.0,9530.0,167413,206414,191702
2017-12-26 00:00:00.000000000,1514217600000000000,9560.0,9815.0,9530.0,9795.0,321685,191702,253208
2017-12-27 00:00:00.000000000,1514304000000000000,9800.0,9810.0,9715.0,9745.0,189631,253208,236353
2017-12-28 00:00:00.000000000,1514390400000000000,9750.0,9825.0,9705.0,9760.0,191477,236353,240235
2017-12-29 00:00:00.000000000,1514476800000000000,9790.0,9805.0,9735.0,9800.0,151142,240235,237039
2018-01-02 00:00:00.000000000,1514822400000000000,9820.0,10095.0,9810.0,9955.0,408046,237039,288125
2018-01-03 00:00:00.000000000,1514908800000000000,9960.0,9995.0,9900.0,9975.0,147431,288125,273565
2018-01-04 00:00:00.000000000,1514995200000000000,10005.0,10035.0,9885.0,9990.0,199450,273565,269972
2018-01-05 00:00:00.000000000,1515081600000000000,9975.0,10015.0,9850.0,9975.0,221209,269972,268261
2018-01-08 00:00:00.000000000,1515340800000000000,9960.0,10025.0,9930.0,9960.0,128236,268261,263697
2018-01-09 00:00:00.000000000,1515427200000000000,9990.0,9995.0,9895.0,9930.0,110501,263697,265371
2018-01-10 00:00:00.000000000,1515513600000000000,9950.0,10110.0,9930.0,10020.0,250274,265371,268202
2018-01-11 00:00:00.000000000,1515600000000000000,10025.0,10110.0,10000.0,10085.0,168754,268202,282314
2018-01-12 00:00:00.000000000,1515686400000000000,10060.0,10165.0,10035.0,10150.0,209870,282314,308292
2018-01-15 00:00:00.000000000,1515945600000000000,10170.0,10180.0,10090.0,10115.0,133053,308292,294372
2018-01-16 00:00:00.000000000,1516032000000000000,10115.0,10145.0,9825.0,9875.0,304406,294372,253424
2018-01-17 00:00:00.000000000,1516118400000000000,9880.0,9910.0,9810.0,9820.0,107929,253424,237991
2018-01-18 00:00:00.000000000,1516204800000000000,9830.0,9880.0,9800.0,9825.0,94676,237991,233373
2018-01-19 00:00:00.000000000,1516291200000000000,9800.0,9895.0,9780.0,9865.0,126736,233373,237291
2018-01-22 00:00:00.000000000,1516550400000000000,9875.0,9940.0,9860.0,9890.0,101631,237291,238708
2018-01-23 00:00:00.000000000,1516636800000000000,9910.0,9970.0,9815.0,9965.0,160929,238708,250903
2018-01-24 00:00:00.000000000,1516723200000000000,9950.0,9990.0,9870.0,9890.0,167445,250903,241134
2018-01-25 00:00:00.000000000,1516809600000000000,9955.0,10050.0,9925.0,9945.0,182360,241134,240089
2018-01-26 00:00:00.000000000,1516896000000000000,9915.0,10030.0,9890.0,10010.0,135905,240089,245436
2018-01-29 00:00:00.000000000,1517155200000000000,10010.0,10065.0,9960.0,9965.0,113128,245436,233680
2018-01-30 00:00:00.000000000,1517241600000000000,9955.0,9985.0,9815.0,9840.0,161593,233680,233571
2018-01-31 00:00:00.000000000,1517328000000000000,9805.0,9840.0,9750.0,9795.0,127705,233571,221292
2018-02-01 00:00:00.000000000,1517414400000000000,9815.0,9835.0,9700.0,9720.0,121794,221292,214791
2018-02-02 00:00:00.000000000,1517500800000000000,9770.0,9775.0,9655.0,9660.0,100498,214791,213859
2018-02-05 00:00:00.000000000,1517760000000000000,9640.0,9730.0,9615.0,9715.0,124687,213859,213516
2018-02-06 00:00:00.000000000,1517846400000000000,9665.0,9705.0,9575.0,9610.0,140767,213516,205751
2018-02-07 00:00:00.000000000,1517932800000000000,9640.0,9665.0,9570.0,9585.0,98494,205751,210417
2018-02-08 00:00:00.000000000,1518019200000000000,9550.0,9600.0,9470.0,9555.0,168200,210417,204076
2018-02-09 00:00:00.000000000,1518105600000000000,9550.0,9595.0,9490.0,9510.0,110704,204076,198217
2018-02-12 00:00:00.000000000,1518364800000000000,9510.0,9530.0,9425.0,9440.0,112639,198217,204462
2018-02-13 00:00:00.000000000,1518451200000000000,9450.0,9465.0,9400.0,9420.0,63856,204462,192574
2018-02-14 00:00:00.000000000,1518537600000000000,9435.0,9545.0,9435.0,9535.0,92929,192574,189576
2018-02-22 00:00:00.000000000,1519228800000000000,9565.0,9630.0,9515.0,9520.0,90618,189576,191002
2018-02-23 00:00:00.000000000,1519315200000000000,9570.0,9605.0,9550.0,9590.0,86916,191002,197193
2018-02-26 00:00:00.000000000,1519574400000000000,9615.0,9665.0,9545.0,9565.0,132590,197193,205142
2018-02-27 00:00:00.000000000,1519660800000000000,9570.0,9590.0,9425.0,9485.0,171518,205142,215771
2018-02-28 00:00:00.000000000,1519747200000000000,9475.0,9525.0,9465.0,9485.0,93733,215771,212437
2018-03-01 00:00:00.000000000,1519833600000000000,9465.0,9705.0,9455.0,9680.0,248811,212437,231466
2018-03-02 00:00:00.000000000,1519920000000000000,9670.0,9670.0,9615.0,9625.0,109083,231466,218004
2018-03-05 00:00:00.000000000,1520179200000000000,9635.0,9675.0,9540.0,9540.0,144891,218004,214118
2018-03-06 00:00:00.000000000,1520265600000000000,9560.0,9580.0,9475.0,9535.0,164227,214118,210687
2018-03-07 00:00:00.000000000,1520352000000000000,9525.0,9545.0,9400.0,9470.0,194449,210687,202168
2018-03-08 00:00:00.000000000,1520438400000000000,9470.0,9485.0,9285.0,9305.0,176532,202168,218822
2018-03-09 00:00:00.000000000,1520524800000000000,9305.0,9360.0,9260.0,9305.0,140827,218822,201767
2018-03-12 00:00:00.000000000,1520784000000000000,9360.0,9370.0,9135.0,9160.0,231624,201767,210334
2018-03-13 00:00:00.000000000,1520870400000000000,9165.0,9225.0,9145.0,9195.0,93373,210334,197736
2018-03-14 00:00:00.000000000,1520956800000000000,9210.0,9365.0,9175.0,9350.0,200000,197736,190461
2018-03-15 00:00:00.000000000,1521043200000000000,9330.0,9365.0,9275.0,9330.0,121691,190461,191730
2018-03-16 00:00:00.000000000,1521129600000000000,9330.0,9345.0,9225.0,9260.0,138287,191730,192947
2018-03-19 00:00:00.000000000,1521388800000000000,9260.0,9390.0,9225.0,9345.0,182505,192947,201749
2018-03-20 00:00:00.000000000,1521475200000000000,9340.0,9365.0,9165.0,9315.0,209344,201749,207393
2018-03-21 00:00:00.000000000,1521561600000000000,9355.0,9365.0,9240.0,9275.0,121514,207393,195472
2018-03-22 00:00:00.000000000,1521648000000000000,9335.0,9410.0,9265.0,9270.0,144801,195472,195639
2018-03-23 00:00:00.000000000,1521734400000000000,9205.0,9230.0,9070.0,9165.0,222280,195639,180675
2018-03-26 00:00:00.000000000,1521993600000000000,9215.0,9225.0,9045.0,9060.0,144011,180675,179659
2018-03-27 00:00:00.000000000,1522080000000000000,9095.0,9180.0,9065.0,9175.0,126687,179659,170401
2018-03-28 00:00:00.000000000,1522166400000000000,9145.0,9230.0,9110.0,9140.0,119845,170401,167817
2018-03-29 00:00:00.000000000,1522252800000000000,9145.0,9220.0,9125.0,9220.0,95809,167817,163079
2018-03-30 00:00:00.000000000,1522339200000000000,9235.0,9285.0,9185.0,9225.0,136360,163079,151065
2018-04-02 00:00:00.000000000,1522598400000000000,9270.0,9320.0,9210.0,9295.0,117788,151065,128478
2018-04-03 00:00:00.000000000,1522684800000000000,9255.0,9285.0,9235.0,9265.0,61305,128478,119799
2018-04-04 00:00:00.000000000,1522771200000000000,9255.0,9275.0,9150.0,9195.0,88004,119799,110376
2018-04-09 00:00:00.000000000,1523203200000000000,9210.0,9350.0,9190.0,9295.0,93710,110376,90392
2018-04-10 00:00:00.000000000,1523289600000000000,9305.0,9405.0,9295.0,9405.0,53152,90392,79391
2018-04-11 00:00:00.000000000,1523376000000000000,9350.0,9380.0,9260.0,9300.0,125029,79391,166301
2018-04-12 00:00:00.000000000,1523462400000000000,9320.0,9345.0,9250.0,9280.0,114282,166301,163906
2018-04-13 00:00:00.000000000,1523548800000000000,9275.0,9340.0,9225.0,9270.0,124768,163906,175869
2018-04-16 00:00:00.000000000,1523808000000000000,9275.0,9330.0,9135.0,9160.0,217866,175869,194256
2018-04-17 00:00:00.000000000,1523894400000000000,9155.0,9215.0,9140.0,9175.0,116422,194256,186185
2018-04-18 00:00:00.000000000,1523980800000000000,9215.0,9270.0,9185.0,9210.0,121179,186185,193521
2018-04-19 00:00:00.000000000,1524067200000000000,9275.0,9350.0,9220.0,9290.0,184722,193521,193181
2018-04-20 00:00:00.000000000,1524153600000000000,9275.0,9335.0,9110.0,9130.0,236754,193181,223303
2018-04-23 00:00:00.000000000,1524412800000000000,9160.0,9200.0,9135.0,9195.0,115544,223303,215534
2018-04-24 00:00:00.000000000,1524499200000000000,9210.0,9250.0,9175.0,9230.0,113835,215534,214694
2018-04-25 00:00:00.000000000,1524585600000000000,9210.0,9295.0,9160.0,9275.0,169617,214694,215022
2018-04-26 00:00:00.000000000,1524672000000000000,9280.0,9315.0,9250.0,9260.0,107385,215022,211729
2018-04-27 00:00:00.000000000,1524758400000000000,9270.0,9315.0,9250.0,9275.0,97799,211729,214025
2018-05-02 00:00:00.000000000,1525190400000000000,9285.0,9425.0,9270.0,9415.0,172755,214025,221490
2018-05-03 00:00:00.000000000,1525276800000000000,9420.0,9495.0,9390.0,9485.0,132899,221490,227589
2018-05-04 00:00:00.000000000,1525363200000000000,9485.0,9545.0,9480.0,9540.0,117246,227589,231584
2018-05-07 00:00:00.000000000,1525622400000000000,9555.0,9590.0,9505.0,9575.0,126034,231584,236075
2018-05-08 00:00:00.000000000,1525708800000000000,9560.0,9565.0,9490.0,9550.0,98452,236075,232010
2018-05-09 00:00:00.000000000,1525795200000000000,9545.0,9635.0,9510.0,9530.0,143690,232010,232148
2018-05-10 00:00:00.000000000,1525881600000000000,9550.0,9575.0,9470.0,9515.0,119229,232148,228895
2018-05-11 00:00:00.000000000,1525968000000000000,9520.0,9540.0,9440.0,9520.0,126012,228895,224332
2018-05-14 00:00:00.000000000,1526227200000000000,9540.0,9595.0,9410.0,9440.0,174142,224332,230153
2018-05-15 00:00:00.000000000,1526313600000000000,9455.0,9470.0,9405.0,9440.0,86192,230153,225647
2018-05-16 00:00:00.000000000,1526400000000000000,9450.0,9535.0,9420.0,9455.0,159888,225647,226611
2018-05-17 00:00:00.000000000,1526486400000000000,9470.0,9490.0,9350.0,9375.0,164770,226611,227031
2018-05-18 00:00:00.000000000,1526572800000000000,9390.0,9400.0,9320.0,9385.0,116554,227031,218156
2018-05-21 00:00:00.000000000,1526832000000000000,9375.0,9470.0,9365.0,9395.0,160396,218156,221143
2018-05-22 00:00:00.000000000,1526918400000000000,9415.0,9430.0,9330.0,9340.0,115057,221143,220711
2018-05-23 00:00:00.000000000,1527004800000000000,9345.0,9360.0,9290.0,9305.0,95161,220711,215690
2018-05-24 00:00:00.000000000,1527091200000000000,9310.0,9315.0,9220.0,9225.0,106384,215690,222324
2018-05-25 00:00:00.000000000,1527177600000000000,9235.0,9280.0,9200.0,9225.0,109588,222324,221074
2018-05-28 00:00:00.000000000,1527436800000000000,9190.0,9225.0,9160.0,9175.0,94024,221074,222519
2018-05-29 00:00:00.000000000,1527523200000000000,9185.0,9275.0,9165.0,9240.0,97761,222519,224719
2018-05-30 00:00:00.000000000,1527609600000000000,9230.0,9250.0,9180.0,9210.0,89731,224719,226296
2018-05-31 00:00:00.000000000,1527696000000000000,9250.0,9285.0,9130.0,9165.0,143388,226296,233128
2018-06-01 00:00:00.000000000,1527782400000000000,9160.0,9305.0,9155.0,9295.0,147994,233128,223006
2018-06-04 00:00:00.000000000,1528041600000000000,9290.0,9340.0,9280.0,9290.0,79388,223006,219551
2018-06-05 00:00:00.000000000,1528128000000000000,9295.0,9315.0,9240.0,9280.0,79693,219551,220318
2018-06-06 00:00:00.000000000,1528214400000000000,9300.0,9320.0,9205.0,9225.0,128182,220318,221376
2018-06-07 00:00:00.000000000,1528300800000000000,9240.0,9270.0,9220.0,9260.0,80833,221376,218626
2018-06-08 00:00:00.000000000,1528387200000000000,9250.0,9345.0,9235.0,9290.0,148109,218626,214189
2018-06-11 00:00:00.000000000,1528646400000000000,9290.0,9355.0,9230.0,9350.0,131527,214189,216866
2018-06-12 00:00:00.000000000,1528732800000000000,9350.0,9385.0,9310.0,9340.0,82101,216866,212415
2018-06-13 00:00:00.000000000,1528819200000000000,9320.0,9340.0,9215.0,9260.0,125158,212415,210539
2018-06-14 00:00:00.000000000,1528905600000000000,9275.0,9305.0,9175.0,9215.0,135890,210539,219334
2018-06-15 00:00:00.000000000,1528992000000000000,9205.0,9250.0,9170.0,9210.0,75029,219334,216525
2018-06-19 00:00:00.000000000,1529337600000000000,9180.0,9250.0,9015.0,9045.0,197792,216525,229489
2018-06-20 00:00:00.000000000,1529424000000000000,9055.0,9110.0,9050.0,9105.0,65965,229489,224786
2018-06-21 00:00:00.000000000,1529510400000000000,9120.0,9130.0,9015.0,9025.0,85895,224786,235301
2018-06-22 00:00:00.000000000,1529596800000000000,9030.0,9040.0,8895.0,8945.0,146577,235301,242474
2018-06-25 00:00:00.000000000,1529856000000000000,9000.0,9030.0,8935.0,8980.0,99450,242474,234543
2018-06-26 00:00:00.000000000,1529942400000000000,8950.0,9085.0,8920.0,9070.0,127616,234543,218598
2018-06-27 00:00:00.000000000,1530028800000000000,9110.0,9145.0,9080.0,9140.0,106489,218598,205312
2018-06-28 00:00:00.000000000,1530115200000000000,9180.0,9190.0,9105.0,9110.0,79546,205312,201479
2018-06-29 00:00:00.000000000,1530201600000000000,9125.0,9275.0,9095.0,9265.0,148935,201479,202526
2018-07-02 00:00:00.000000000,1530460800000000000,9255.0,9260.0,9190.0,9215.0,80643,202526,198027
2018-07-03 00:00:00.000000000,1530547200000000000,9215.0,9285.0,9190.0,9250.0,83149,198027,200057
2018-07-04 00:00:00.000000000,1530633600000000000,9235.0,9295.0,9220.0,9275.0,77679,200057,188764
2018-07-05 00:00:00.000000000,1530720000000000000,9245.0,9255.0,9155.0,9160.0,97322,188764,192238
2018-07-06 00:00:00.000000000,1530806400000000000,9150.0,9200.0,9125.0,9145.0,76442,192238,184954
2018-07-09 00:00:00.000000000,1531065600000000000,9175.0,9200.0,9115.0,9185.0,76068,184954,180895
2018-07-10 00:00:00.000000000,1531152000000000000,9200.0,9260.0,9165.0,9255.0,82684,180895,176627
2018-07-11 00:00:00.000000000,1531238400000000000,9220.0,9275.0,9180.0,9235.0,101410,176627,171153
2018-07-12 00:00:00.000000000,1531324800000000000,9185.0,9330.0,9170.0,9305.0,131968,171153,171780
2018-07-13 00:00:00.000000000,1531411200000000000,9305.0,9360.0,9295.0,9335.0,74963,171780,166636
2018-07-16 00:00:00.000000000,1531670400000000000,9335.0,9380.0,9310.0,9325.0,91752,166636,157645
2018-07-17 00:00:00.000000000,1531756800000000000,9295.0,9345.0,9255.0,9330.0,87795,157645,153042
2018-07-18 00:00:00.000000000,1531843200000000000,9335.0,9355.0,9280.0,9320.0,61293,153042,146566
2018-07-19 00:00:00.000000000,1531929600000000000,9355.0,9425.0,9245.0,9280.0,107318,146566,150770
2018-07-20 00:00:00.000000000,1532016000000000000,9285.0,9380.0,9270.0,9370.0,78402,150770,149136
2018-07-23 00:00:00.000000000,1532275200000000000,9380.0,9400.0,9350.0,9390.0,52351,149136,142766
2018-07-24 00:00:00.000000000,1532361600000000000,9400.0,9480.0,9385.0,9445.0,100236,142766,143755
2018-07-25 00:00:00.000000000,1532448000000000000,9460.0,9485.0,9425.0,9445.0,59619,143755,133951
2018-07-26 00:00:00.000000000,1532534400000000000,9470.0,9470.0,9390.0,9430.0,77023,133951,138762
2018-07-27 00:00:00.000000000,1532620800000000000,9445.0,9475.0,9390.0,9420.0,69973,138762,127345
2018-07-30 00:00:00.000000000,1532880000000000000,9435.0,9515.0,9420.0,9455.0,104372,127345,131147
2018-07-31 00:00:00.000000000,1532966400000000000,9465.0,9475.0,9425.0,9435.0,62144,131147,121153
2018-08-01 00:00:00.000000000,1533052800000000000,9435.0,9475.0,9385.0,9445.0,90428,121153,112499
2018-08-02 00:00:00.000000000,1533139200000000000,9440.0,9575.0,9440.0,9555.0,119332,112499,118170
2018-08-03 00:00:00.000000000,1533225600000000000,9580.0,9700.0,9560.0,9600.0,125734,118170,103356
2018-08-06 00:00:00.000000000,1533484800000000000,9655.0,9710.0,9580.0,9630.0,96462,103356,88009
2018-08-07 00:00:00.000000000,1533571200000000000,9650.0,9735.0,9615.0,9665.0,107807,88009,174262
2018-08-08 00:00:00.000000000,1533657600000000000,9635.0,9735.0,9610.0,9710.0,112877,174262,175102
2018-08-09 00:00:00.000000000,1533744000000000000,9805.0,9860.0,9690.0,9710.0,180972,175102,183828
2018-08-10 00:00:00.000000000,1533830400000000000,9715.0,9790.0,9655.0,9690.0,125490,183828,190118
2018-08-13 00:00:00.000000000,1534089600000000000,9705.0,9730.0,9635.0,9710.0,100122,190118,193421
2018-08-14 00:00:00.000000000,1534176000000000000,9780.0,9870.0,9735.0,9780.0,133000,193421,194419
2018-08-15 00:00:00.000000000,1534262400000000000,9765.0,9780.0,9680.0,9770.0,93766,194419,200117
2018-08-16 00:00:00.000000000,1534348800000000000,9630.0,9790.0,9580.0,9755.0,162863,200117,201606
2018-08-17 00:00:00.000000000,1534435200000000000,9730.0,9745.0,9625.0,9635.0,121976,201606,202423
2018-08-20 00:00:00.000000000,1534694400000000000,9645.0,9690.0,9565.0,9670.0,154987,202423,205085
2018-08-21 00:00:00.000000000,1534780800000000000,9685.0,9690.0,9575.0,9615.0,121351,205085,201271
2018-08-22 00:00:00.000000000,1534867200000000000,9645.0,9760.0,9615.0,9670.0,207546,201271,204861
2018-08-23 00:00:00.000000000,1534953600000000000,9685.0,9815.0,9590.0,9610.0,280547,204861,217305
2018-08-24 00:00:00.000000000,1535040000000000000,9620.0,9645.0,9515.0,9560.0,167494,217305,217269
2018-08-27 00:00:00.000000000,1535299200000000000,9580.0,9625.0,9530.0,9590.0,141701,217269,208963
2018-08-28 00:00:00.000000000,1535385600000000000,9620.0,9640.0,9505.0,9555.0,141665,208963,213697
2018-08-29 00:00:00.000000000,1535472000000000000,9560.0,9575.0,9480.0,9495.0,119400,213697,219078
2018-08-30 00:00:00.000000000,1535558400000000000,9510.0,9540.0,9460.0,9515.0,117940,219078,220755
2018-08-31 00:00:00.000000000,1535644800000000000,9520.0,9550.0,9375.0,9380.0,183598,220755,233751
2018-09-03 00:00:00.000000000,1535904000000000000,9395.0,9420.0,9265.0,9305.0,191035,233751,237707
2018-09-04 00:00:00.000000000,1535990400000000000,9310.0,9355.0,9290.0,9340.0,117695,237707,229917
2018-09-05 00:00:00.000000000,1536076800000000000,9340.0,9355.0,9280.0,9320.0,91854,229917,229292
2018-09-06 00:00:00.000000000,1536163200000000000,9325.0,9375.0,9280.0,9335.0,144203,229292,231350
2018-09-07 00:00:00.000000000,1536249600000000000,9350.0,9410.0,9310.0,9340.0,159067,231350,236408
2018-09-10 00:00:00.000000000,1536508800000000000,9365.0,9405.0,9340.0,9395.0,123277,236408,231913
2018-09-11 00:00:00.000000000,1536595200000000000,9380.0,9405.0,9290.0,9295.0,168148,231913,244201
2018-09-12 00:00:00.000000000,1536681600000000000,9315.0,9355.0,9235.0,9330.0,189885,244201,232611
2018-09-13 00:00:00.000000000,1536768000000000000,9340.0,9375.0,9300.0,9355.0,132090,232611,227471
2018-09-14 00:00:00.000000000,1536854400000000000,9345.0,9430.0,9325.0,9395.0,134096,227471,220511
2018-09-17 00:00:00.000000000,1537113600000000000,9405.0,9445.0,9365.0,9410.0,141408,220511,217534
2018-09-18 00:00:00.000000000,1537200000000000000,9395.0,9475.0,9385.0,9475.0,134909,217534,211326
2018-09-19 00:00:00.000000000,1537286400000000000,9490.0,9530.0,9465.0,9530.0,111222,211326,213395
2018-09-20 00:00:00.000000000,1537372800000000000,9540.0,9620.0,9530.0,9565.0,137882,213395,211796
2018-09-21 00:00:00.000000000,1537459200000000000,9575.0,9580.0,9505.0,9510.0,103876,211796,210761
2018-09-25 00:00:00.000000000,1537804800000000000,9530.0,9575.0,9500.0,9545.0,133536,210761,203047
2018-09-26 00:00:00.000000000,1537891200000000000,9545.0,9570.0,9350.0,9445.0,225415,203047,190679
2018-09-27 00:00:00.000000000,1537977600000000000,9445.0,9500.0,9420.0,9470.0,101500,190679,175729
2018-09-28 00:00:00.000000000,1538064000000000000,9430.0,9505.0,9420.0,9500.0,69555,175729,168035
2018-10-08 00:00:00.000000000,1538928000000000000,9565.0,9720.0,9525.0,9715.0,146005,168035,170526
2018-10-09 00:00:00.000000000,1539014400000000000,9750.0,9840.0,9705.0,9825.0,157533,170526,184537
2018-10-10 00:00:00.000000000,1539100800000000000,9810.0,9825.0,9640.0,9670.0,187089,184537,188177
2018-10-11 00:00:00.000000000,1539187200000000000,9570.0,9605.0,9485.0,9535.0,168198,188177,167856
2018-10-12 00:00:00.000000000,1539273600000000000,9535.0,9575.0,9500.0,9565.0,88143,167856,168338
2018-10-15 00:00:00.000000000,1539532800000000000,9580.0,9590.0,9515.0,9520.0,70028,168338,165607
2018-10-16 00:00:00.000000000,1539619200000000000,9510.0,9540.0,9335.0,9400.0,183514,165607,167358
2018-10-17 00:00:00.000000000,1539705600000000000,9410.0,9435.0,9365.0,9385.0,84741,167358,165812
2018-10-18 00:00:00.000000000,1539792000000000000,9345.0,9425.0,9330.0,9415.0,99690,165812,155665
2018-10-19 00:00:00.000000000,1539878400000000000,9405.0,9465.0,9405.0,9420.0,97174,155665,151943
2018-10-22 00:00:00.000000000,1540137600000000000,9430.0,9505.0,9425.0,9445.0,110405,151943,141341
2018-10-23 00:00:00.000000000,1540224000000000000,9445.0,9470.0,9430.0,9430.0,59618,141341,144731
2018-10-24 00:00:00.000000000,1540310400000000000,9395.0,9475.0,9385.0,9465.0,95712,144731,140787
2018-10-25 00:00:00.000000000,1540396800000000000,9440.0,9460.0,9280.0,9335.0,144639,140787,144270
2018-10-26 00:00:00.000000000,1540483200000000000,9350.0,9375.0,9250.0,9285.0,105661,144270,151289
2018-10-29 00:00:00.000000000,1540742400000000000,9315.0,9325.0,9125.0,9165.0,149907,151289,159230
2018-10-30 00:00:00.000000000,1540828800000000000,9165.0,9205.0,9070.0,9105.0,84221,159230,165067
2018-10-31 00:00:00.000000000,1540915200000000000,9105.0,9150.0,9015.0,9055.0,156053,165067,177775
2018-11-01 00:00:00.000000000,1541001600000000000,9045.0,9065.0,8920.0,8965.0,145232,177775,180756
2018-11-02 00:00:00.000000000,1541088000000000000,8950.0,9135.0,8905.0,9115.0,152392,180756,171170
2018-11-05 00:00:00.000000000,1541347200000000000,9120.0,9165.0,9105.0,9125.0,105119,171170,163280
2018-11-06 00:00:00.000000000,1541433600000000000,9130.0,9150.0,9015.0,9085.0,116587,163280,167022
2018-11-07 00:00:00.000000000,1541520000000000000,9060.0,9100.0,9010.0,9070.0,98746,167022,162133
2018-11-08 00:00:00.000000000,1541606400000000000,9075.0,9145.0,9050.0,9075.0,88281,162133,159742
2018-11-09 00:00:00.000000000,1541692800000000000,9070.0,9090.0,8935.0,8960.0,150648,159742,166754
2018-11-12 00:00:00.000000000,1541952000000000000,8960.0,8990.0,8840.0,8860.0,151263,166754,159910
2018-11-13 00:00:00.000000000,1542038400000000000,8840.0,9015.0,8830.0,8960.0,116806,159910,150808
2018-11-14 00:00:00.000000000,1542124800000000000,8865.0,9030.0,8815.0,9030.0,185366,150808,144840
2018-11-15 00:00:00.000000000,1542211200000000000,9040.0,9080.0,9010.0,9060.0,128230,144840,129633
2018-11-16 00:00:00.000000000,1542297600000000000,9075.0,9120.0,8975.0,9025.0,161336,129633,120579
2018-11-19 00:00:00.000000000,1542556800000000000,9020.0,9090.0,8980.0,9030.0,98868,120579,113801
2018-11-20 00:00:00.000000000,1542643200000000000,9020.0,9065.0,8895.0,8920.0,136123,113801,107895
2018-11-21 00:00:00.000000000,1542729600000000000,8775.0,8945.0,8655.0,8895.0,188211,107895,100888
2018-11-22 00:00:00.000000000,1542816000000000000,8895.0,8905.0,8735.0,8740.0,85765,100888,101480
2018-11-23 00:00:00.000000000,1542902400000000000,8725.0,8760.0,8505.0,8515.0,167833,101480,103088
2018-11-26 00:00:00.000000000,1543161600000000000,8420.0,8595.0,8400.0,8540.0,136237,103088,88439
